,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,12.5,20.8,36.9,29.7,21.8,21.4,16.8,14.5,,,22.0,19.3,19.2,18.5,15.7,14.5,14.6,15.0,14.4,13.7
Earnings per Share,0.96,1.74,1.89,1.28,1.41,1.64,1.24,1.10,,,0.41,0.13,0.28,0.30,0.28,0.19,0.32,0.16,0.25,0.17
Revenue per Share,9.43,11.4,10.6,10.1,9.82,9.49,9.66,9.42,,,2.79,1.68,2.50,2.44,2.42,1.98,2.58,2.15,2.28,1.89
Dividend per Share,0.50,0.90,0.90,0.70,0.70,0.80,0.80,0.70,,,0.35,0.00,0.45,,,,0.70,,,
Capital Expenditures per Share,0.20,0.31,0.48,0.46,0.40,3.25,0.16,0.089,,,0.037,0.036,0.060,0.026,0.043,0.010,0.010,0.024,0.018,0.013
Book Value per Share,9.57,10.8,11.4,12.2,12.6,13.5,13.9,14.6,,,13.9,13.6,13.9,14.2,14.1,14.2,14.6,14.7,14.3,14.5
Price to Earnings Ratio,9.03,10.6,9.43,23.4,14.5,11.6,14.9,13.0,,,12.2,12.8,14.9,15.4,14.0,12.0,13.0,13.3,14.6,14.4
Price to Book Value Ratio,0.93,1.74,1.65,2.38,1.95,1.37,1.31,0.90,,,1.44,1.30,1.31,1.16,0.98,0.97,0.90,0.92,0.93,0.92
EV to EBITDA,2.64,4.11,6.60,14.1,6.03,5.99,7.22,4.41,,,5.97,7.44,7.22,7.54,7.45,5.38,4.41,4.91,4.93,5.09
Dividend Payout Ratio,51.9%,51.6%,47.7%,54.5%,49.5%,48.9%,64.6%,63.7%,,,22.4%,0.0%,36.3%,,,,63.7%,,,
Common Shares Outstanding,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,,,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0,345.0
Total Revenue,"3,252","3,928","3,642","3,490","3,388","3,275","3,333","3,249",,,961.9,581.2,861.1,842.2,833.7,681.5,891.3,741.8,785.9,650.5
"Cost of Revenue, Total","2,382","2,905","2,616","2,603","2,413","2,175","2,385","2,346",,,694.0,425.0,625.4,614.9,594.6,492.2,644.7,548.1,568.3,479.3
Gross Profit,870.9,"1,024","1,027",887.0,974.7,"1,100",948.2,902.3,,,267.9,156.2,235.7,227.4,239.0,189.4,246.6,193.7,217.6,171.3
"Selling/General/Administrative Expenses, Total",358.7,387.0,399.8,408.0,430.8,445.5,460.0,469.6,,,107.1,108.0,125.4,111.5,133.5,113.9,113.9,140.0,120.4,114.4
Operating Income,525.7,646.3,634.9,494.0,554.2,664.6,498.1,440.2,,,160.8,48.2,120.2,115.9,105.6,75.5,140.1,53.7,97.2,56.8
Net Income,332.4,601.5,651.1,443.3,487.8,564.1,427.4,379.1,,,140.2,45.3,97.4,103.9,98.2,65.5,111.6,54.9,87.0,57.2
EBITDA,596.6,716.7,709.9,577.3,642.8,767.3,599.9,532.7,,,187.2,74.1,143.6,139.6,128.9,98.9,162.1,75.4,119.2,78.8
