,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,500.0,680.0,789.0,975.0,"1,091","1,005",694.0,449.0,,,960.0,920.0,868.0,813.0,800.0,639.0,490.0,483.0,477.0,437.0
Earnings per Share,8.11,19.2,22.2,11.6,11.0,10.1,14.3,17.2,,,-1.66,-1.58,8.53,10.9,-2.05,-0.18,8.48,0.73,-10.9,-10.6
Revenue per Share,120.0,140.2,151.2,126.8,127.1,135.5,141.0,146.1,,,26.4,27.6,43.6,45.7,26.4,29.4,44.6,35.2,11.8,15.0
Dividend per Share,9.00,16.0,22.0,13.0,12.0,11.0,15.0,17.0,,,7.00,0.00,8.00,,8.00,0.00,9.00,,,
Capital Expenditures per Share,7.40,10.7,9.78,9.70,31.1,24.1,7.26,13.5,,,2.38,1.52,1.47,1.76,3.50,2.57,5.68,22.8,17.3,28.0
Book Value per Share,71.0,81.0,60.9,54.5,51.5,48.8,50.6,52.2,,,51.2,49.6,50.6,61.6,51.5,51.3,52.2,52.7,32.7,21.8
Price to Earnings Ratio,59.2,26.8,30.2,81.9,90.9,108.8,62.9,26.5,,,89.1,93.5,62.9,48.1,51.1,39.4,26.5,65.6,,
Price to Book Value Ratio,6.76,6.91,11.0,17.6,19.0,21.5,16.0,8.93,,,18.4,17.9,16.0,12.8,15.1,9.35,8.93,9.02,13.5,18.3
EV to EBITDA,16.0,12.0,18.9,29.6,37.9,42.1,26.5,14.1,,,32.1,31.2,26.5,22.6,23.5,22.3,14.1,21.9,39.2,140.2
Dividend Payout Ratio,111.0%,83.4%,99.1%,112.0%,109.1%,108.8%,104.9%,98.8%,,,68.8%,0.0%,55.9%,,50.5%,0.0%,52.3%,,,
Common Shares Outstanding,16.0,16.0,15.1,15.1,15.1,15.1,15.1,15.1,,,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1,15.1
Total Revenue,"1,920","2,244","2,282","1,915","1,918","2,045","2,129","2,205",,,399.2,416.6,658.2,690.3,398.8,443.2,673.1,532.1,177.9,226.0
"Cost of Revenue, Total","1,088","1,199","1,170","1,082","1,088","1,205","1,207","1,216",,,272.4,288.3,325.6,318.0,267.4,294.1,336.6,283.6,210.1,241.1
Gross Profit,831.2,"1,045","1,112",832.3,830.1,839.7,922.4,989.2,,,126.8,128.3,332.6,372.3,131.4,149.1,336.4,248.4,-32.3,-15.1
"Selling/General/Administrative Expenses, Total",587.9,637.5,674.2,612.4,627.8,660.6,669.5,694.3,,,158.1,158.6,180.2,181.1,172.0,159.4,181.9,250.6,133.0,140.7
Operating Income,240.4,411.0,339.3,219.9,202.3,179.1,252.9,294.9,,,-31.3,-30.2,152.4,191.2,-40.5,-10.3,154.6,-2.16,-165.2,-155.7
Net Income,129.7,307.0,347.5,175.2,166.0,152.7,215.9,259.7,,,-25.1,-23.8,128.8,165.3,-31.0,-2.68,128.1,10.9,-164.0,-159.8
EBITDA,493.7,654.6,584.2,433.7,408.6,443.7,519.7,540.6,,,33.9,34.8,216.3,254.3,19.8,51.1,215.4,59.4,-113.4,-101.5
Gross Profit Margin,43.3%,46.6%,48.7%,43.5%,43.3%,41.1%,43.3%,44.9%,,,31.8%,30.8%,50.5%,53.9%,33.0%,33.6%,50.0%,46.7%,-18.1%,-6.7%
Operating Margin,12.5%,18.3%,14.9%,11.5%,10.5%,8.8%,11.9%,13.4%,,,-7.8%,-7.3%,23.2%,27.7%,-10.2%,-2.3%,23.0%,-0.4%,-92.9%,-68.9%
Net Profit Margin,6.8%,13.7%,15.2%,9.2%,8.7%,7.5%,10.1%,11.8%,,,-6.3%,-5.7%,19.6%,23.9%,-7.8%,-0.6%,19.0%,2.1%,-92.2%,-70.7%
Return on Assets,5.5%,13.0%,15.8%,9.2%,8.7%,7.4%,10.7%,13.8%,,,7.8%,7.9%,11.4%,12.7%,12.8%,14.8%,14.3%,5.4%,-1.3%,-7.6%
Return on Equity,11.4%,23.7%,37.8%,21.3%,21.4%,20.7%,28.3%,33.0%,,,-3.2%,-3.2%,16.9%,17.8%,-4.0%,-0.3%,16.3%,1.4%,-33.2%,-48.5%
Return on Total Capital,7.9%,17.6%,37.8%,14.9%,14.7%,13.2%,19.4%,22.8%,,,13.7%,13.7%,19.4%,19.2%,21.2%,23.2%,22.8%,7.2%,-2.1%,-13.3%
SG&A to Sale,30.6%,28.4%,29.5%,32.0%,32.7%,32.3%,31.4%,31.5%,,,39.6%,38.1%,27.4%,26.2%,43.1%,36.0%,27.0%,47.1%,74.7%,62.2%
Depreciation & Amortisation,253.4,243.6,245.0,213.8,206.3,264.6,266.8,245.7,,,65.2,65.0,63.9,63.2,60.3,61.4,60.9,61.6,51.8,54.2
Tax Rate,44.2%,26.0%,14.4%,22.1%,20.1%,18.5%,19.6%,18.1%,,,16.7%,17.0%,19.6%,18.1%,18.7%,54.5%,19.6%,13.4%,-0.9%,0.2%
Current Ratio,0.48,1.02,0.51,0.86,0.42,0.45,0.53,0.62,,,0.33,0.42,0.53,0.92,0.51,0.56,0.62,0.70,0.31,0.23
Quick Ratio,0.17,0.32,0.13,0.20,0.11,0.11,0.23,0.22,,,0.064,0.074,0.23,0.16,0.12,0.17,0.22,0.14,0.042,0.026
Days Inventory Outstanding,3.41,2.91,3.35,4.15,5.34,5.88,5.51,5.26,,,4.05,4.31,4.77,4.63,4.28,4.46,5.06,5.37,5.56,6.06
Days Sale Outstanding,14.0,21.5,16.6,13.9,13.0,13.2,18.3,15.5,,,5.32,6.81,18.3,10.3,6.23,9.36,15.5,6.53,5.17,5.64
Days Payable Outstanding,42.4,42.1,47.9,50.9,47.5,41.1,41.3,38.3,,,23.8,22.0,33.6,38.9,28.6,22.8,29.9,25.2,13.1,15.6
