,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,7.23,6.93,8.08,14.0,12.0,7.70,7.33,6.05,,,7.15,6.65,6.30,6.13,6.75,7.60,7.90,7.28,5.37,4.14
Earnings per Share,-0.56,-0.96,-1.60,-0.34,1.26,-2.51,-2.43,-0.17,,,-0.53,0.19,-1.30,-1.02,0.20,1.06,-0.40,-0.30,-0.38,0.79
Revenue per Share,22.7,30.2,29.9,33.2,33.5,31.7,29.8,39.8,,,7.91,11.8,6.84,3.55,10.2,15.2,10.7,7.21,9.09,14.4
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.11,0.45,0.32,0.11,0.23,0.15,0.12,0.51,,,0.077,0.012,0.031,0.15,0.19,0.13,0.036,0.054,0.047,0.12
Book Value per Share,23.0,21.5,20.4,21.1,21.5,19.2,19.9,19.7,,,17.9,21.2,19.9,18.9,19.1,20.1,19.7,19.4,19.1,19.8
Price to Earnings Ratio,,,,,8.32,,,,,,,,,,,,,11.8,,
Price to Book Value Ratio,0.22,0.34,0.28,0.61,0.55,0.39,0.31,0.35,,,0.38,0.30,0.31,0.29,0.31,0.31,0.35,0.32,0.23,0.19
EV to EBITDA,245.4,21.5,-6.61,81.8,13.8,25.6,-13.6,16.7,,,-26.4,-17.5,-13.6,-13.2,-45.8,53.5,16.7,10.1,15.7,14.9
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Total Revenue,907.2,"1,209","1,196","1,329","1,341","1,267","1,190","1,590",,,316.6,470.1,273.6,142.1,409.5,609.2,429.4,288.5,363.7,575.1
"Cost of Revenue, Total",770.7,"1,055","1,120","1,189","1,154","1,116","1,106","1,386",,,298.3,415.8,264.4,140.1,351.6,511.3,383.1,253.0,324.2,487.2
Gross Profit,136.5,154.2,76.0,140.8,187.4,151.6,83.7,204.0,,,18.2,54.2,9.17,2.03,57.9,97.8,46.3,35.5,39.5,87.9
"Selling/General/Administrative Expenses, Total",152.6,144.7,174.5,157.7,163.9,150.8,162.1,194.7,,,36.3,39.8,51.3,41.6,45.5,51.2,57.2,45.2,49.1,47.5
