,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,23.4,22.9,25.3,19.7,14.3,10.0,,,19.2,18.4,16.4,14.7,13.5,13.1,12.5,11.9,10.2,7.93
Earnings per Share,0.13,0.85,0.46,0.21,0.86,0.84,0.38,0.12,,,-0.25,-0.075,0.44,0.34,-0.039,0.017,-0.20,0.24,-0.34,0.028
Revenue per Share,7.19,8.73,9.74,10.3,11.4,12.4,12.5,13.0,,,2.68,3.18,3.09,3.72,2.75,3.28,3.10,3.77,2.80,3.02
Dividend per Share,0.37,0.73,0.58,0.20,0.70,0.75,0.30,0.080,,,,,0.30,,,,0.080,,,
Capital Expenditures per Share,0.33,0.21,0.25,0.34,0.53,0.91,0.64,1.18,,,0.19,0.15,0.15,0.096,0.100,0.11,0.86,0.41,0.40,0.056
Book Value per Share,1.84,3.58,3.37,12.1,14.7,15.2,13.5,14.8,,,12.9,13.5,13.5,14.9,15.1,15.3,14.8,15.2,15.2,14.5
Price to Earnings Ratio,,,,95.3,27.1,23.4,39.7,103.4,,,109.1,,39.7,33.4,19.5,16.1,105.4,480.3,,
Price to Book Value Ratio,,,,1.68,1.70,1.34,1.07,0.80,,,1.44,1.27,1.07,0.76,0.89,0.76,0.80,0.76,0.57,0.48
EV to EBITDA,,,0.00,24.1,16.4,12.3,27.8,20.0,,,20.7,34.3,27.8,21.7,18.3,14.6,20.0,24.7,32.3,51.1
Dividend Payout Ratio,276.9%,86.2%,124.8%,95.3%,81.8%,89.1%,80.0%,67.2%,,,,,80.0%,,,,68.5%,,,
Common Shares Outstanding,"2,100","2,100","2,100","2,100","2,100","2,100","2,100","2,070",,,"2,100","2,100","2,100","2,100","2,100","2,095","2,070","2,060","2,060","2,060"
Total Revenue,"15,106","18,339","20,457","21,731","24,044","25,972","26,193","26,861",,,"5,624","6,687","6,483","7,804","5,767","6,875","6,416","7,766","5,768","6,211"
"Cost of Revenue, Total","10,796","13,165","15,034","17,563","18,228","19,083","22,092","22,339",,,"5,291","5,633","5,591","5,641","5,121","5,613","5,965","5,889","5,472","5,497"
Gross Profit,"4,310","5,174","5,423","4,168","5,815","6,889","4,101","4,522",,,332.1,"1,054",891.9,"2,162",646.3,"1,262",451.3,"1,877",295.5,714.1
"Selling/General/Administrative Expenses, Total","2,118","2,521","3,115","2,967","3,464","3,836","4,052","4,174",,,920.8,"1,094","1,122",924.2,"1,054","1,011","1,185","1,031","1,091",958.5
Operating Income,"2,192","2,653","2,308","1,201","2,351","3,052",49.0,348.2,,,-588.7,-40.1,-230.1,"1,238",-407.7,251.3,-733.3,846.7,-795.8,-104.3
Net Income,281.7,"1,771",932.5,351.1,"1,797","1,768",787.9,249.3,,,-533.6,-157.3,930.4,710.5,-82.9,36.3,-414.6,504.3,-693.9,58.0
EBITDA,"2,816","3,246","2,881","1,845","3,185","4,120","1,316","1,728",,,-279.4,282.4,115.0,"1,573",-65.5,602.0,-381.1,"1,195",-442.4,258.5
Gross Profit Margin,28.5%,28.2%,26.5%,19.2%,24.2%,26.5%,15.7%,16.8%,,,5.9%,15.8%,13.8%,27.7%,11.2%,18.4%,7.0%,24.2%,5.1%,11.5%
Operating Margin,14.5%,14.5%,11.3%,5.5%,9.8%,11.8%,0.2%,1.3%,,,-10.5%,-0.6%,-3.5%,15.9%,-7.1%,3.7%,-11.4%,10.9%,-13.8%,-1.7%
Net Profit Margin,1.9%,9.7%,4.6%,1.6%,7.5%,6.8%,3.0%,0.9%,,,-9.5%,-2.4%,14.4%,9.1%,-1.4%,0.5%,-6.5%,6.5%,-12.0%,0.9%
Return on Assets,1.1%,6.0%,3.0%,0.9%,3.4%,3.0%,1.3%,0.4%,,,0.6%,-0.8%,1.4%,1.6%,2.3%,2.6%,0.4%,0.1%,-0.9%,-0.9%
Return on Equity,7.3%,23.5%,13.2%,1.4%,5.8%,5.5%,2.8%,0.8%,,,-2.0%,-0.6%,3.3%,2.3%,-0.3%,0.1%,-1.3%,1.6%,-2.2%,0.2%
Return on Total Capital,1.5%,8.2%,4.7%,0.9%,4.0%,3.8%,1.8%,0.5%,,,0.8%,-1.0%,1.8%,2.0%,2.9%,3.3%,0.5%,0.1%,-1.2%,-1.2%
SG&A to Sale,14.0%,13.7%,15.2%,13.7%,14.4%,14.8%,15.5%,15.5%,,,16.4%,16.4%,17.3%,11.8%,18.3%,14.7%,18.5%,13.3%,18.9%,15.4%
Depreciation & Amortisation,623.9,592.6,572.9,644.7,834.0,"1,068","1,267","1,380",,,309.3,322.6,345.1,335.1,342.2,350.6,352.2,348.5,353.4,362.8
Tax Rate,50.6%,20.0%,12.4%,0.1%,11.9%,33.8%,35.8%,26.1%,,,-8.1%,23.8%,25.2%,20.0%,6.9%,46.5%,21.9%,17.0%,10.8%,-57.5%
Current Ratio,0.62,1.05,0.75,2.46,2.43,1.94,1.73,1.37,,,1.78,1.66,1.73,1.85,1.52,1.47,1.37,1.39,1.38,1.37
Quick Ratio,0.29,0.44,0.28,1.96,1.60,1.40,1.19,0.73,,,0.96,0.88,1.19,1.13,0.83,0.74,0.73,0.65,0.65,0.57
Days Inventory Outstanding,5.48,5.79,5.57,5.20,5.79,6.46,7.00,8.34,,,7.32,7.51,7.75,8.07,8.57,8.79,8.73,8.56,8.18,8.03
Days Sale Outstanding,43.8,65.3,29.9,28.6,28.0,37.1,47.5,37.6,,,19.9,20.7,47.5,36.0,27.5,32.0,37.6,30.5,23.8,28.5
Days Payable Outstanding,47.8,35.6,34.8,33.9,33.3,35.7,34.8,34.7,,,30.4,30.4,33.8,34.7,32.4,31.6,33.7,34.0,29.7,28.7
Cash Conversion Cycle,14.0,22.6,12.8,-0.49,1.06,-0.44,16.3,18.3,,,0.66,-4.38,8.51,17.0,12.0,7.07,11.1,11.6,11.0,5.81
Debt to Asset Ratio,0.85,0.76,0.76,0.48,0.45,0.47,0.51,0.50,,,0.51,0.50,0.51,0.49,0.48,0.48,0.50,0.49,0.50,0.51
Debt to Equity Ratio,6.08,3.23,3.28,0.91,0.84,0.89,1.04,1.02,,,1.03,1.02,1.04,0.95,0.94,0.93,1.02,0.98,1.01,1.04
Interest Coverage Ratio,1.19,1.42,1.31,0.73,1.46,1.74,0.027,0.19,,,,,,2.63,,0.53,,1.87,,
Cash and Short Term Investments,"1,385","3,725","3,064","13,700","13,243","10,670","9,996","7,648",,,"8,948","8,796","9,996","11,104","8,153","7,887","7,648","7,644","7,907","7,802"
"Total Receivables, Net","1,811","3,279","1,677","1,705","1,847","2,638","3,406","2,764",,,"1,403","1,467","3,406","2,621","2,016","2,362","2,764","2,245","1,746","2,044"
Total Inventory,187.0,230.6,228.4,271.9,306.3,368.7,478.8,541.6,,,434.2,459.9,478.8,501.3,531.7,526.8,541.6,517.5,511.1,492.5
Total Current Assets,"3,955","7,844","5,715","16,561","15,846","14,192","14,381","11,430",,,"11,848","12,229","14,381","14,771","11,376","11,367","11,430","10,877","10,689","10,758"
"Property/Plant/Equipment, Total - Net","7,148","6,379","6,339","7,034","9,559","12,793","14,503","15,520",,,"14,387","14,496","14,503","14,351","14,263","14,254","15,520","15,790","15,892","15,690"
Total Assets,"27,451","32,008","30,393","48,579","57,013","60,289","57,942","62,067",,,"55,183","57,353","57,942","61,108","61,310","61,922","62,067","61,949","62,837","60,929"
Accounts Payable,"1,277","1,290","1,576","1,686","1,637","2,094","2,113","2,130",,,"1,641","1,972","2,113","2,097","1,808","1,998","2,130","2,072","1,665","1,924"
