,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.99,2.79,2.46,2.04,,,,1.65,,,,,,,,,,1.64,1.40,1.22
Earnings per Share,0.016,0.079,0.093,0.10,0.064,0.10,0.091,0.12,,,0.012,0.043,0.030,0.029,0.031,0.034,0.021,0.015,0.001,0.036
Revenue per Share,1.07,1.55,1.81,1.99,1.56,1.67,1.18,0.93,,,0.32,0.31,0.27,0.25,0.22,0.25,0.22,0.22,0.19,0.27
Dividend per Share,0.045,0.080,0.14,0.020,0.090,0.090,0.10,0.12,,,0.050,0.00,0.050,,,,0.12,,,
Capital Expenditures per Share,0.17,0.068,0.061,0.063,0.038,0.028,0.10,0.10,,,0.004,0.069,0.011,0.026,0.015,0.022,0.038,0.013,0.035,0.031
Book Value per Share,0.51,0.55,1.00,0.72,0.84,0.86,0.81,0.88,,,0.79,0.78,0.81,0.84,0.82,0.86,0.88,0.90,0.78,0.81
Price to Earnings Ratio,35.7,25.3,26.4,20.4,,,,,,,,,,,,,,15.3,17.1,15.7
Price to Book Value Ratio,1.11,4.84,2.33,2.20,,,,,,,,,,,,,,1.74,1.60,1.29
EV to EBITDA,13.5,13.1,10.6,12.7,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.1,12.2
Dividend Payout Ratio,285.8%,101.9%,148.3%,19.5%,141.7%,85.8%,109.5%,104.1%,,,92.6%,0.0%,54.8%,,,,104.1%,,,
Common Shares Outstanding,"2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800",,,"2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800"
Total Revenue,"3,007","4,344","5,063","5,583","4,382","4,672","3,302","2,608",,,902.7,874.3,762.0,690.2,614.0,692.1,612.0,629.1,533.7,755.6
"Cost of Revenue, Total","2,774","3,863","4,337","4,975","4,007","4,145","2,998","2,110",,,840.6,786.1,636.7,565.5,479.1,562.1,502.9,556.8,487.9,638.8
Gross Profit,233.2,481.2,725.7,608.1,374.6,526.9,303.2,498.6,,,62.1,88.2,125.3,124.7,134.9,130.0,109.1,72.2,45.8,116.8
"Selling/General/Administrative Expenses, Total",138.8,192.8,205.5,205.9,207.5,195.9,192.4,171.2,,,42.0,54.1,51.1,40.7,43.3,39.5,47.7,40.7,50.2,53.5
Operating Income,94.4,288.4,520.3,402.2,167.1,331.0,110.8,327.5,,,20.1,34.1,74.2,84.0,91.6,90.6,61.3,31.5,-4.38,63.3
Net Income,43.7,221.0,259.7,284.1,177.9,293.8,255.7,322.7,,,33.0,119.2,85.0,80.8,85.9,96.6,59.5,43.3,2.28,101.6
EBITDA,192.9,402.0,649.8,543.1,316.8,478.9,248.8,469.7,,,55.8,68.0,108.0,117.4,126.4,125.7,100.3,65.7,36.4,103.1
Gross Profit Margin,7.8%,11.1%,14.3%,10.9%,8.5%,11.3%,9.2%,19.1%,,,6.9%,10.1%,16.4%,18.1%,22.0%,18.8%,17.8%,11.5%,8.6%,15.5%
Operating Margin,3.1%,6.6%,10.3%,7.2%,3.8%,7.1%,3.4%,12.6%,,,2.2%,3.9%,9.7%,12.2%,14.9%,13.1%,10.0%,5.0%,-0.8%,8.4%
Net Profit Margin,1.5%,5.1%,5.1%,5.1%,4.1%,6.3%,7.7%,12.4%,,,3.7%,13.6%,11.2%,11.7%,14.0%,14.0%,9.7%,6.9%,0.4%,13.4%
Return on Assets,1.5%,6.3%,6.5%,7.1%,4.8%,8.2%,7.6%,9.8%,,,4.3%,6.5%,7.8%,9.8%,11.4%,10.5%,9.6%,8.4%,6.2%,6.5%
Return on Equity,3.1%,14.4%,9.3%,14.0%,7.5%,12.2%,11.3%,13.1%,,,1.5%,5.5%,3.7%,3.4%,3.7%,4.0%,2.4%,1.7%,0.1%,4.5%
Return on Total Capital,2.6%,13.6%,9.1%,13.5%,7.5%,12.2%,11.3%,13.1%,,,6.9%,10.1%,11.3%,13.5%,16.1%,14.5%,13.1%,11.4%,9.3%,9.1%
SG&A to Sale,4.6%,4.4%,4.1%,3.7%,4.7%,4.2%,5.8%,6.6%,,,4.7%,6.2%,6.7%,5.9%,7.0%,5.7%,7.8%,6.5%,9.4%,7.1%
Depreciation & Amortisation,98.5,113.6,129.5,140.8,149.7,147.9,138.0,142.2,,,35.7,33.9,33.7,33.4,34.7,35.1,39.0,34.2,40.8,39.8
Tax Rate,32.4%,0.6%,42.1%,13.5%,-2.7%,4.2%,14.3%,3.5%,,,12.7%,16.4%,1.7%,6.6%,4.4%,1.9%,-1.5%,15.4%,4.7%,6.6%
Current Ratio,0.89,0.83,4.37,2.40,3.06,4.90,6.74,6.83,,,3.03,3.19,6.74,6.68,6.51,6.84,6.83,6.67,4.49,4.32
Quick Ratio,0.23,0.26,0.75,0.92,1.02,1.35,1.55,1.18,,,0.63,0.79,1.55,4.25,1.33,1.27,1.18,1.17,1.07,1.52
Days Inventory Outstanding,63.4,75.2,59.3,38.5,45.7,40.3,49.1,69.6,,,41.1,39.9,43.2,46.4,55.1,60.7,70.0,77.7,87.9,93.9
Days Sale Outstanding,45.4,45.5,27.7,41.2,44.4,38.3,32.2,33.3,,,37.3,40.4,32.2,33.9,32.4,33.1,33.3,34.1,36.9,57.2
Days Payable Outstanding,7.71,11.7,11.0,7.46,10.2,8.17,10.8,20.2,,,17.0,21.9,16.9,6.26,9.13,20.2,22.6,21.2,22.4,20.1
Cash Conversion Cycle,100.7,97.1,85.6,63.1,84.7,73.4,80.9,83.3,,,54.8,58.0,68.0,80.0,72.0,74.7,80.8,93.4,97.9,125.9
Debt to Asset Ratio,0.57,0.59,0.14,0.21,0.15,0.11,0.069,0.067,,,0.17,0.14,0.069,0.069,0.069,0.067,0.067,0.068,0.086,0.092
Debt to Equity Ratio,1.33,1.42,0.22,0.39,0.24,0.16,0.096,0.093,,,0.26,0.22,0.096,0.095,0.097,0.094,0.093,0.092,0.12,0.13
Interest Coverage Ratio,1.85,4.27,8.20,14.6,12.2,41.3,69.9,"187,884",,,30.3,200.8,,,"1,146",,,,,107.6
Cash and Short Term Investments,348.9,263.0,"1,329",463.8,573.9,607.6,604.9,688.0,,,792.9,723.0,604.9,658.0,627.8,728.3,688.0,667.3,221.5,159.5
"Total Receivables, Net",373.7,542.0,384.5,629.7,533.2,490.2,291.0,238.0,,,350.2,364.7,291.0,299.6,261.3,250.3,238.0,238.1,249.1,396.4
Total Inventory,696.0,895.5,512.6,536.1,466.8,449.6,357.7,446.9,,,308.6,352.6,357.7,361.3,384.0,362.5,446.9,447.3,569.1,555.7
Total Current Assets,"1,426","1,710","2,243","1,639","1,606","1,780","1,267","1,379",,,"1,682","1,469","1,267","1,319","1,288","1,351","1,379","1,359","1,049","1,127"
"Property/Plant/Equipment, Total - Net","1,856","1,921","1,965","2,031","1,982","1,687","1,834","1,960",,,"1,684","1,838","1,834","1,887","1,898","1,921","1,960","2,008","2,010","2,049"
Total Assets,"3,337","3,729","4,280","3,733","3,633","3,525","3,184","3,397",,,"3,455","3,382","3,184","3,272","3,261","3,350","3,397","3,427","3,123","3,222"
Accounts Payable,70.2,176.8,84.9,118.6,105.8,79.8,97.0,136.8,,,182.7,180.4,97.0,,123.4,124.3,136.8,107.5,151.8,88.8
Accrued Expenses,34.6,37.5,50.4,89.0,42.1,42.9,33.5,23.7,,,36.9,55.2,33.5,,29.6,35.7,23.7,21.4,38.0,35.1
Debt Due,"1,453","1,828",176.0,389.0,324.0,128.0,0.00,0.00,,,70.6,169.8,0.00,0.00,0.00,0.00,0.00,0.31,0.47,101.6
Total Current Liabilities,"1,609","2,066",512.7,683.4,525.0,363.2,188.0,202.1,,,554.7,460.5,188.0,197.4,197.7,197.7,202.1,203.8,233.6,260.9
Long Term Debt,253.0,87.8,56.3,76.9,,,,,,,,,,,,,,,,
Total Liabilities,"1,890","2,184",605.8,791.1,561.6,392.5,218.5,229.2,,,583.3,490.0,218.5,224.2,224.9,225.8,229.2,231.8,267.9,296.4
Common Stock,500.0,500.0,500.0,500.0,700.0,700.0,700.0,700.0,,,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0
Additional Paid-In Capital,902.8,902.8,"1,263","1,263","1,263","1,263","1,263","1,263",,,"1,263","1,263","1,263","1,263","1,263","1,263","1,263","1,263","1,263","1,263"
Retained Earnings (Accumulated Deficit),17.6,135.7,168.0,-597.9,-462.3,-420.4,-556.8,-374.1,,,-621.0,-641.8,-556.8,-476.0,-517.0,-433.6,-374.1,-330.7,-664.4,-562.8
Shareholders' Equity,"1,420","1,539","2,790","2,024","2,359","2,403","2,267","2,465",,,"2,202","2,182","2,267","2,350","2,309","2,406","2,465","2,508","2,175","2,276"
Cash from Operating Activities,-59.5,153.8,166.0,"1,029",231.9,488.0,492.3,453.3,,,113.5,19.9,80.6,127.6,107.8,155.5,62.5,15.0,-10.5,-107.6
Cash from Investing Activities,-469.6,-202.7,-177.8,-181.6,-106.2,104.5,-134.3,-493.4,,,274.5,-160.6,-47.1,-136.4,-125.7,-189.9,-41.4,-38.1,292.9,59.9
Cash from Financing Activities,591.4,-25.5,120.3,-840.9,-175.4,-456.1,-521.5,38.1,,,-324.8,-39.3,-171.2,,38.1,-0.046,0.072,0.31,-335.7,100.4
Net Change in Cash,62.4,-74.5,108.6,6.62,-49.7,136.4,-163.5,-1.97,,,63.2,-180.0,-137.7,-8.85,20.2,-34.5,21.2,-22.9,-53.3,52.7
Free Cashflows,-524.2,-36.7,-5.88,851.9,126.4,408.6,201.7,171.7,,,102.8,-174.4,48.8,55.1,65.3,95.1,-43.9,-22.6,-108.1,-195.6
Free Cashflow per Share,-0.19,-0.013,-0.002,0.30,0.045,0.15,0.072,0.061,,,0.037,-0.062,0.017,0.020,0.023,0.034,-0.016,-0.008,-0.039,-0.070
