,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,8.95,9.08,8.20,7.35,5.83,9.45,7.05,5.02,,,10.9,9.18,8.70,7.85,6.68,5.65,5.23,5.28,4.98,4.87
Earnings per Share,0.48,0.45,0.59,-0.27,-0.56,-0.34,0.48,0.10,,,-0.042,-0.070,0.52,-0.14,-0.055,0.20,0.094,-0.041,0.046,0.026
Revenue per Share,7.29,7.44,8.30,6.31,5.55,5.03,4.98,4.57,,,1.14,1.24,1.32,1.07,1.09,1.15,1.25,0.99,1.14,0.98
Dividend per Share,0.25,0.35,0.40,0.25,,,0.15,0.10,,,,,0.15,,,,0.10,,,
Capital Expenditures per Share,0.26,0.24,0.50,0.041,0.038,0.011,0.057,0.042,,,0.014,0.018,0.020,0.010,0.005,0.006,0.020,0.024,0.020,0.010
Book Value per Share,8.35,9.11,9.35,8.55,7.73,7.53,7.95,7.90,,,7.58,7.51,7.95,7.82,7.61,7.81,7.90,7.75,7.70,7.73
Price to Earnings Ratio,13.8,16.5,11.9,,,,16.5,47.8,,,326.4,90.5,16.5,25.3,24.1,9.72,47.8,25.9,15.7,38.0
Price to Book Value Ratio,0.72,0.88,0.86,0.80,0.76,0.90,1.07,0.68,,,1.10,1.12,1.07,0.83,0.77,0.63,0.68,0.64,0.65,0.60
EV to EBITDA,2.51,3.58,4.13,-11.0,-4.26,-6.10,37.3,28.4,,,114.2,41.6,37.3,-19.5,-31.5,27.8,28.4,3.18,3.07,3.34
Dividend Payout Ratio,52.3%,77.7%,67.9%,-91.1%,,,31.0%,97.5%,,,,,31.0%,,,,97.5%,,,
Common Shares Outstanding,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,,,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3,185.3
Total Revenue,"1,352","1,379","1,538","1,170","1,029",931.6,923.8,846.9,,,212.0,229.9,243.9,199.1,202.3,213.2,232.3,183.6,212.0,181.1
"Cost of Revenue, Total",850.4,855.2,982.9,816.1,775.8,686.2,633.9,604.3,,,152.3,159.0,155.0,179.9,139.0,138.4,146.9,133.9,146.7,119.7
Gross Profit,501.3,523.3,555.5,353.7,252.9,245.5,289.9,242.6,,,59.7,70.9,88.9,19.2,63.2,74.8,85.4,49.7,65.2,61.4
"Selling/General/Administrative Expenses, Total",432.5,465.3,466.6,455.7,399.6,345.0,305.9,272.9,,,74.3,85.4,74.3,69.6,59.0,65.4,73.1,66.7,57.6,66.1
Operating Income,68.8,58.0,88.9,-102.0,-146.7,-99.5,-16.0,-30.3,,,-14.6,-14.5,14.6,-50.5,4.21,9.36,12.3,-17.0,7.66,-4.70
Net Income,88.5,83.4,109.2,-50.9,-103.3,-63.7,89.8,19.0,,,-7.73,-13.0,95.7,-25.1,-10.2,36.9,17.5,-7.59,8.58,4.81
EBITDA,138.0,117.3,146.2,-46.0,-94.0,-56.2,19.1,-1.98,,,-4.97,-5.22,20.7,-41.8,12.3,17.0,16.2,-9.48,13.8,1.28
Gross Profit Margin,37.1%,38.0%,36.1%,30.2%,24.6%,26.4%,31.4%,28.6%,,,28.2%,30.8%,36.5%,9.6%,31.3%,35.1%,36.8%,27.1%,30.8%,33.9%
Operating Margin,5.1%,4.2%,5.8%,-8.7%,-14.3%,-10.7%,-1.7%,-3.6%,,,-6.9%,-6.3%,6.0%,-25.3%,2.1%,4.4%,5.3%,-9.2%,3.6%,-2.6%
Net Profit Margin,6.6%,6.1%,7.1%,-4.3%,-10.0%,-6.8%,9.7%,2.2%,,,-3.6%,-5.7%,39.2%,-12.6%,-5.0%,17.3%,7.5%,-4.1%,4.0%,2.7%
Return on Assets,4.5%,4.0%,5.0%,-2.4%,-5.3%,-3.6%,5.1%,1.1%,,,0.3%,1.0%,5.1%,2.8%,2.7%,5.6%,1.1%,2.1%,3.2%,1.3%
Return on Equity,5.7%,4.9%,6.3%,-3.2%,-7.2%,-4.6%,6.1%,1.3%,,,-0.6%,-0.9%,6.5%,-1.7%,-0.7%,2.5%,1.2%,-0.5%,0.6%,0.3%
Return on Total Capital,5.7%,4.9%,6.3%,-3.2%,-7.2%,-4.6%,6.1%,1.3%,,,0.3%,1.2%,6.1%,3.4%,3.4%,6.7%,1.3%,2.5%,3.9%,1.6%
SG&A to Sale,32.0%,33.8%,30.3%,39.0%,38.8%,37.0%,33.1%,32.2%,,,35.1%,37.1%,30.5%,35.0%,29.2%,30.7%,31.5%,36.3%,27.2%,36.5%
