,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,42.5,54.5,44.1,37.0,51.8,76.4,75.9,70.8,,,74.0,80.9,80.1,72.4,75.4,72.1,70.6,70.5,70.9,68.6
Earnings per Share,3.57,4.85,5.25,3.24,3.92,6.55,6.78,7.14,,,1.40,2.04,1.54,1.79,1.83,1.83,1.69,1.45,1.74,1.90
Revenue per Share,15.0,13.8,17.0,16.5,17.8,19.1,19.2,21.4,,,4.67,5.07,5.02,5.13,5.22,5.21,5.83,5.28,5.73,5.88
Dividend per Share,2.40,2.40,2.65,1.85,3.00,6.00,5.00,5.00,,,2.00,0.00,3.00,,,2.00,3.00,,,1.50
Capital Expenditures per Share,0.53,0.49,0.27,0.19,0.90,0.64,0.81,0.56,,,0.11,0.16,0.47,0.090,0.14,0.16,0.17,0.19,0.39,0.28
Book Value per Share,37.7,39.5,41.7,43.5,44.8,47.6,48.8,49.8,,,47.1,47.2,48.8,50.6,48.8,48.6,49.8,51.3,49.7,50.2
Price to Earnings Ratio,9.17,12.6,7.57,12.1,11.5,10.0,11.5,9.88,,,10.2,10.8,11.5,10.2,10.7,10.3,9.88,9.68,10.8,10.1
Price to Book Value Ratio,0.98,1.75,1.02,0.90,0.94,1.46,1.50,1.40,,,1.48,1.68,1.50,1.34,1.54,1.36,1.40,1.35,1.33,1.31
EV to EBITDA,14.4,11.3,7.33,12.2,11.5,6.36,7.99,8.64,,,10.8,13.6,7.99,15.5,8.10,13.4,8.64,12.9,6.77,14.0
Dividend Payout Ratio,67.2%,49.5%,50.5%,57.1%,76.5%,91.6%,73.8%,70.1%,,,28.9%,0.0%,44.3%,,,28.6%,42.1%,,,22.1%
Common Shares Outstanding,634.3,832.8,838.8,842.8,846.8,846.8,846.8,846.8,,,846.8,846.8,846.8,846.8,847.5,846.8,846.8,846.8,845.2,846.8
Total Revenue,"8,252","9,963","12,025","10,713","11,849","13,842","15,535","16,861",,,"3,497","4,218","4,183","3,906","3,932","4,380","4,643","3,983","4,233","4,609"
"Cost of Revenue, Total",,,,,,,,,,,,,,,,,,,,
Gross Profit,"8,252","9,963","12,025","10,713","11,849","13,842","15,535","16,861",,,"3,497","4,218","4,183","3,906","3,932","4,380","4,643","3,983","4,233","4,609"
"Selling/General/Administrative Expenses, Total","2,895","3,559","4,334","4,226","4,731","5,334","5,550","6,199",,,"1,298","1,324","1,902","1,385","1,391","1,316","2,108","1,352","1,416","1,452"
Operating Income,"3,421","4,033","5,391","3,163","4,027","6,490","6,956","7,391",,,"1,383","2,095","1,610","1,846","1,777","2,034","1,733","1,521","1,845","1,997"
Net Income,"2,273","3,391","4,418","2,734","3,317","5,547","5,737","6,042",,,"1,185","1,723","1,305","1,513","1,551","1,551","1,427","1,228","1,471","1,610"
EBITDA,"3,943","4,414","5,788","3,583","4,362","6,839","7,644","7,953",,,"1,520","2,262","1,831","2,030","1,953","2,188","1,782","1,786","1,913","2,413"
Gross Profit Margin,86.6%,86.5%,84.3%,77.0%,78.7%,85.7%,95.3%,93.1%,,,88.5%,98.2%,98.5%,90.0%,88.9%,99.3%,94.1%,89.2%,87.4%,92.5%
Operating Margin,35.9%,35.0%,37.8%,22.7%,26.7%,40.2%,42.7%,40.8%,,,35.0%,48.8%,37.9%,42.5%,40.2%,46.1%,35.1%,34.0%,38.1%,40.1%
Net Profit Margin,27.5%,34.0%,36.7%,25.5%,28.0%,40.1%,36.9%,35.8%,,,33.9%,40.8%,31.2%,38.7%,39.4%,35.4%,30.7%,30.8%,34.7%,34.9%
Return on Assets,1.4%,1.6%,1.8%,1.1%,1.4%,2.4%,2.3%,2.1%,,,2.3%,2.3%,2.3%,2.1%,2.2%,2.0%,2.0%,1.9%,1.8%,1.8%
Return on Equity,9.5%,10.3%,12.6%,7.5%,8.7%,13.8%,13.9%,14.3%,,,3.0%,4.3%,3.2%,3.5%,3.7%,3.8%,3.4%,2.8%,3.5%,3.8%
Return on Total Capital,6.4%,7.3%,8.0%,4.8%,5.5%,11.3%,11.7%,9.9%,,,12.2%,6.4%,11.7%,4.8%,10.8%,5.4%,9.9%,5.9%,10.4%,5.0%
SG&A to Sale,30.4%,30.9%,30.4%,30.4%,31.4%,33.0%,34.1%,34.2%,,,32.8%,30.8%,44.8%,31.9%,31.5%,29.8%,42.7%,30.3%,29.2%,29.1%
Depreciation & Amortisation,419.5,365.7,383.5,403.9,332.6,342.5,685.9,558.5,,,111.9,140.1,296.5,154.2,147.1,123.9,133.3,219.2,108.6,284.0
