,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,25.7,32.3,61.3,72.0,79.3,,,52.0,75.5,82.4,75.4,71.5,63.6,64.6,69.1,84.4,91.1
Earnings per Share,,,1.21,1.29,1.40,1.80,2.12,2.24,,,0.54,0.59,0.48,0.62,0.70,0.60,0.32,0.63,0.72,0.60
Revenue per Share,,,20.5,18.9,14.7,14.0,13.7,16.8,,,3.67,2.99,3.30,3.91,4.43,4.50,3.97,6.12,13.5,13.0
Dividend per Share,,,0.092,0.49,0.95,1.15,1.25,1.25,,,,0.45,0.80,,0.45,0.00,0.80,,0.50,0.00
Capital Expenditures per Share,,,0.29,2.58,3.05,2.52,1.52,1.97,,,0.31,0.66,0.14,0.45,0.80,0.26,0.46,0.46,0.49,0.70
Book Value per Share,,,19.6,20.7,24.0,24.8,25.7,26.7,,,25.1,25.3,25.7,26.5,26.2,26.4,26.7,27.3,18.6,18.7
Price to Earnings Ratio,,,,,16.7,19.0,34.9,28.7,,,21.6,28.7,34.9,32.6,30.4,23.0,28.6,25.0,31.9,35.8
Price to Book Value Ratio,,,,,1.09,1.36,2.95,2.13,,,1.84,2.85,2.95,2.61,2.59,2.22,2.13,2.57,3.78,4.59
EV to EBITDA,,,,0.00,17.1,15.4,29.6,18.8,,,16.5,24.6,29.6,24.5,20.8,16.9,18.8,36.9,26.4,20.9
Dividend Payout Ratio,,,7.6%,37.7%,67.9%,63.8%,59.0%,55.8%,,,,23.5%,37.8%,,18.8%,0.0%,35.6%,,22.0%,0.0%
Common Shares Outstanding,,,"1,223","1,223","1,498","1,498","1,498","1,498",,,"1,498","1,498","1,498","1,487","1,502","1,499","1,498","1,498","1,498","1,498"
Total Revenue,,,"25,133","23,174","22,047","21,015","20,503","25,166",,,"5,501","4,473","4,944","5,809","6,662","6,753","5,941","9,165","20,239","19,417"
"Cost of Revenue, Total",,,"23,750","21,665","20,270","17,455","16,479","20,299",,,"4,544","3,399","3,937","4,503","5,189","5,546","5,060","7,273","16,194","15,848"
Gross Profit,,,"1,383","1,508","1,777","3,560","4,024","4,867",,,956.9,"1,074","1,007","1,306","1,473","1,207",880.8,"1,892","4,045","3,568"
"Selling/General/Administrative Expenses, Total",,,281.3,409.9,670.4,799.9,718.1,928.1,,,162.9,278.6,84.3,174.5,213.2,244.4,296.0,374.6,724.3,439.2
Operating Income,,,"1,102","1,098","1,107","2,760","3,306","3,939",,,794.0,795.0,922.2,"1,132","1,260",962.8,584.8,"1,518","3,321","3,129"
Net Income,,,"1,148","1,581","1,906","2,700","3,175","3,359",,,814.8,888.4,721.6,922.2,"1,052",899.4,486.0,942.2,"1,081",892.9
EBITDA,,,"2,089","2,134","2,179","4,014","4,645","5,739",,,"1,116","1,125","1,293","1,547","1,705","1,435","1,052","2,261","6,119","5,729"
Gross Profit Margin,,,5.5%,6.5%,8.1%,16.9%,19.6%,19.3%,,,17.4%,24.0%,20.4%,22.5%,22.1%,17.9%,14.8%,20.6%,20.0%,18.4%
Operating Margin,,,4.4%,4.7%,5.0%,13.1%,16.1%,15.7%,,,14.4%,17.8%,18.7%,19.5%,18.9%,14.3%,9.8%,16.6%,16.4%,16.1%
Net Profit Margin,,,4.6%,6.8%,8.6%,12.8%,15.5%,13.3%,,,14.8%,19.9%,14.6%,15.9%,15.8%,13.3%,8.2%,10.3%,5.3%,4.6%
Return on Assets,,,2.6%,3.7%,3.9%,4.7%,5.4%,5.4%,,,4.6%,4.9%,5.4%,5.5%,5.7%,5.6%,5.2%,2.2%,1.4%,1.3%
Return on Equity,,,4.8%,6.3%,5.3%,7.3%,8.2%,8.4%,,,2.2%,2.3%,1.9%,2.3%,2.7%,2.3%,1.2%,2.3%,3.9%,3.2%
Return on Total Capital,,,3.3%,4.3%,3.9%,5.2%,5.9%,6.0%,,,5.3%,5.4%,5.9%,6.1%,6.4%,6.4%,6.0%,3.8%,4.6%,4.6%
SG&A to Sale,,,1.1%,1.8%,3.0%,3.8%,3.5%,3.7%,,,3.0%,6.2%,1.7%,3.0%,3.2%,3.6%,5.0%,4.1%,3.6%,2.3%
Depreciation & Amortisation,,,987.1,"1,036","1,072","1,254","1,338","1,788",,,322.4,330.4,370.4,415.3,444.7,472.5,455.2,706.4,"2,179","2,069"
Tax Rate,,,0.1%,1.7%,4.5%,4.7%,7.1%,5.9%,,,6.8%,8.0%,7.7%,7.9%,8.6%,4.5%,-1.4%,3.5%,1.4%,9.0%
