,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,77.6,110.8,137.8,162.0,145.8,137.8,118.8,97.0,,,136.8,139.3,137.8,130.5,115.8,106.8,100.3,93.9,93.1,90.0
Earnings per Share,0.97,-14.6,13.1,14.5,15.7,10.7,10.5,7.04,,,3.57,2.57,1.42,1.87,2.66,1.53,0.98,0.96,1.07,2.85
Revenue per Share,80.6,91.6,111.9,117.7,135.9,151.4,154.0,153.5,,,38.6,38.3,39.3,38.1,38.6,38.6,38.2,36.7,38.0,39.5
Dividend per Share,0.75,,5.24,5.80,6.30,4.30,4.30,2.82,,,,,4.30,,,,2.82,,,
Capital Expenditures per Share,1.03,0.44,1.29,1.23,2.44,1.95,2.50,0.51,,,1.39,0.48,0.30,0.28,0.056,0.052,0.13,0.27,0.21,0.14
Book Value per Share,65.2,51.2,61.3,70.2,77.4,84.0,90.8,89.2,,,85.5,89.8,90.8,91.2,86.3,91.7,89.2,93.0,93.0,93.8
Price to Earnings Ratio,73.0,,7.68,10.6,9.67,12.6,13.2,13.5,,,13.1,13.7,13.2,13.3,12.8,13.4,13.5,14.3,20.2,14.4
Price to Book Value Ratio,1.05,1.53,1.62,2.18,1.87,1.57,1.45,1.03,,,1.57,1.56,1.45,1.32,1.19,1.06,1.03,1.02,0.95,0.91
EV to EBITDA,10.1,-4.99,4.46,7.48,7.13,9.26,9.25,10.8,,,9.41,9.96,9.25,10.1,9.74,9.53,10.8,10.8,14.5,9.47
Dividend Payout Ratio,77.6%,,40.0%,40.0%,40.1%,40.1%,41.0%,40.0%,,,,,41.0%,,,,40.0%,,,
Common Shares Outstanding,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,,,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
Total Revenue,"4,758","5,402","6,600","6,946","8,021","8,931","9,086","9,058",,,"2,277","2,261","2,320","2,249","2,278","2,279","2,253","2,162","2,243","2,329"
"Cost of Revenue, Total","3,358","5,349","4,170","4,627","6,056","6,982","7,265","7,371",,,"1,785","1,751","1,987","1,832","1,803","1,867","1,869","1,808","1,803","1,799"
Gross Profit,"1,400",52.8,"2,430","2,319","1,965","1,949","1,821","1,688",,,491.7,509.8,333.0,416.7,474.7,412.6,383.8,354.4,440.3,530.3
"Selling/General/Administrative Expenses, Total",931.0,914.8,"1,311","1,183",837.8,"1,160","1,071","1,182",,,238.3,327.6,235.6,277.9,289.9,304.0,310.2,287.1,354.7,320.6
Operating Income,326.6,-988.3,"1,103","1,132","1,123",785.2,747.2,502.7,,,253.3,182.2,94.3,138.8,184.7,108.6,70.5,67.3,85.6,209.8
Net Income,57.0,-862.5,772.4,855.6,927.7,633.2,618.4,415.6,,,210.5,151.6,83.6,110.5,157.1,90.2,57.8,56.9,63.3,168.2
EBITDA,377.4,-935.7,"1,159","1,190","1,178",851.5,824.5,582.1,,,253.3,182.2,171.5,138.8,184.7,108.6,90.3,87.1,105.7,230.1
Gross Profit Margin,29.4%,1.0%,36.8%,33.4%,24.5%,21.8%,20.0%,18.6%,,,21.6%,22.5%,14.4%,18.5%,20.8%,18.1%,17.0%,16.4%,19.6%,22.8%
Operating Margin,6.9%,-18.3%,16.7%,16.3%,14.0%,8.8%,8.2%,5.5%,,,11.1%,8.1%,4.1%,6.2%,8.1%,4.8%,3.1%,3.1%,3.8%,9.0%
Net Profit Margin,1.2%,-16.0%,11.7%,12.3%,11.6%,7.1%,6.8%,4.6%,,,9.2%,6.7%,3.6%,4.9%,6.9%,4.0%,2.6%,2.6%,2.8%,7.2%
Return on Assets,0.4%,-5.0%,4.5%,5.0%,5.1%,3.3%,3.1%,2.0%,,,3.0%,3.0%,3.1%,2.7%,2.5%,2.1%,1.9%,1.6%,1.2%,1.5%
Return on Equity,1.5%,-28.6%,21.3%,20.7%,20.3%,12.8%,11.5%,7.9%,,,4.2%,2.9%,1.6%,2.1%,3.1%,1.7%,1.1%,1.0%,1.2%,3.0%
Return on Total Capital,1.5%,-28.6%,21.3%,20.7%,20.3%,12.8%,11.5%,7.9%,,,12.0%,11.1%,11.5%,10.3%,9.9%,8.2%,7.9%,6.6%,4.9%,6.3%
