,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.60,2.62,2.86,3.50,3.07,3.40,3.53,3.34,,,3.21,3.27,3.32,3.47,3.62,3.72,3.55,3.43,3.46,3.16
Earnings per Share,0.25,-0.083,-0.21,0.79,0.14,0.48,-0.21,0.85,,,-0.100,-0.22,0.22,0.14,0.46,0.20,0.40,0.18,-0.016,0.23
Revenue per Share,3.86,3.65,3.91,6.45,3.97,6.23,3.84,6.21,,,0.76,0.57,1.89,0.78,1.99,1.67,1.74,1.69,1.41,2.30
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.41,0.073,0.10,0.25,0.79,0.45,0.33,0.21,,,0.028,0.071,0.21,0.068,0.066,0.017,0.056,0.002,0.010,0.047
Book Value per Share,3.11,3.13,2.74,3.83,4.11,4.61,4.40,5.31,,,4.38,4.17,4.40,4.43,4.76,4.85,5.31,6.09,6.07,6.30
Price to Earnings Ratio,7.68,,,5.13,16.9,7.65,,3.85,,,,,,64.2,5.65,3.21,2.72,2.58,4.22,3.78
Price to Book Value Ratio,0.59,0.81,0.64,0.94,0.63,0.69,0.76,0.62,,,0.73,0.76,0.76,0.75,0.73,0.71,0.62,0.56,0.54,0.48
EV to EBITDA,9.14,48.6,46.7,8.61,20.3,7.52,55.1,8.52,,,22.4,97.3,55.1,29.9,12.9,8.16,8.52,7.96,12.3,10.6
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,704.4,704.4,860.4,860.4,860.4,860.4,860.4,860.4,,,860.4,860.4,860.4,860.4,860.4,860.4,860.4,860.4,860.4,860.4
Total Revenue,"2,722","2,568","3,368","5,547","3,413","5,357","3,300","5,341",,,651.7,486.7,"1,630",671.9,"1,715","1,436","1,497","1,458","1,212","1,977"
"Cost of Revenue, Total","1,903","2,001","2,498","3,864","2,248","3,286","2,015","3,053",,,404.9,321.0,937.6,357.3,"1,056",899.2,789.2,886.0,751.2,"1,157"
Gross Profit,818.6,566.7,869.9,"1,682","1,165","2,071","1,285","2,288",,,246.8,165.7,692.1,314.6,658.4,536.7,707.7,572.2,460.9,819.7
"Selling/General/Administrative Expenses, Total",539.3,497.9,747.2,"1,003",816.7,"1,020","1,199","1,850",,,257.8,260.3,464.7,199.6,337.5,316.9,545.9,463.2,396.8,475.3
Operating Income,279.3,68.8,128.1,785.1,348.0,"1,050",86.2,438.7,,,-11.1,-94.6,227.4,115.0,320.9,219.7,161.8,109.0,64.1,344.4
Net Income,184.1,-58.7,-162.9,680.8,124.3,411.8,-183.9,733.1,,,-86.0,-186.0,192.7,122.0,395.2,174.9,344.7,151.1,-14.1,200.8
