,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,7.32,8.51,8.48,8.35,13.3,15.3,18.8,17.5,,,15.9,16.9,17.4,17.4,19.0,18.9,17.6,17.7,16.8,17.4
Earnings per Share,0.27,0.36,0.23,0.21,0.21,0.30,0.37,0.44,,,0.070,0.12,0.11,0.090,0.10,0.14,0.11,0.10,0.099,0.16
Revenue per Share,1.60,1.82,1.93,2.15,2.34,2.65,2.95,3.28,,,0.69,0.80,0.80,0.77,0.79,0.90,0.86,0.84,0.87,1.00
Dividend per Share,0.16,0.14,0.16,0.12,0.12,0.17,0.20,0.23,,,0.080,0.00,0.12,,0.11,0.00,0.12,,0.10,0.00
Capital Expenditures per Share,0.25,0.45,0.84,0.27,0.22,0.28,0.44,0.49,,,0.19,0.075,0.10,0.099,0.11,0.15,0.14,0.10,0.16,0.18
Book Value per Share,1.29,1.46,1.59,1.66,1.75,1.91,2.08,2.29,,,1.97,1.96,2.08,2.27,2.19,2.18,2.29,2.38,2.35,2.41
Price to Earnings Ratio,20.8,26.1,24.9,40.6,47.3,43.0,43.2,37.3,,,46.7,46.3,43.3,42.4,45.6,41.7,37.1,35.8,35.9,37.3
Price to Book Value Ratio,4.70,6.63,4.46,4.82,6.24,6.81,8.21,7.44,,,7.71,8.27,8.21,6.75,9.48,7.66,7.44,6.97,6.71,7.09
EV to EBITDA,10.9,13.1,13.2,18.2,16.7,22.2,21.5,20.6,,,21.3,23.9,21.5,21.9,20.3,24.0,20.6,22.3,19.1,19.8
Dividend Payout Ratio,59.3%,39.5%,68.2%,57.3%,56.7%,56.3%,54.4%,52.6%,,,25.2%,0.0%,32.7%,,26.2%,0.0%,27.3%,,22.4%,0.0%
Common Shares Outstanding,"2,494","2,494","2,494","2,494","2,494","2,494","2,494","2,494",,,"2,457","2,521","2,494","2,384","2,445","2,494","2,494","2,494","2,494","2,494"
Total Revenue,"3,991","4,532","4,802","5,370","5,844","6,598","7,353","8,177",,,"1,701","2,017","1,989","1,844","1,943","2,254","2,136","2,106","2,165","2,500"
"Cost of Revenue, Total","2,468","2,716","3,191","3,737","4,065","4,563","4,877","5,394",,,"1,140","1,299","1,283","1,250","1,277","1,432","1,435","1,444","1,483","1,590"
Gross Profit,"1,524","1,815","1,611","1,633","1,779","2,035","2,477","2,783",,,560.2,718.0,706.7,594.2,665.7,821.9,700.8,662.0,681.6,910.1
"Selling/General/Administrative Expenses, Total",398.9,462.8,598.6,654.1,778.2,728.5,959.6,"1,132",,,270.8,226.1,253.8,254.5,288.5,300.3,288.7,288.4,305.8,317.4
Operating Income,"1,125","1,353","1,012",979.1,"1,001","1,291","1,517","1,651",,,289.4,491.9,452.8,339.7,377.3,521.6,412.1,373.6,375.8,592.7
