,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.71,2.67,2.11,2.05,2.21,2.34,1.88,1.25,,,2.19,2.22,2.03,1.81,1.88,1.85,1.72,1.66,1.44,0.93
Earnings per Share,0.21,-0.31,-0.23,-0.18,-0.11,-0.25,0.21,0.027,,,-0.048,0.033,0.075,0.13,0.001,-0.062,-0.041,-0.12,-0.001,-0.11
Revenue per Share,23.9,24.1,19.9,16.7,13.0,11.4,13.9,11.1,,,3.04,3.33,3.05,3.17,2.52,2.66,2.73,2.78,2.75,2.42
Dividend per Share,0.022,,,,,,0.040,0.010,,,,,0.040,,,,0.010,,,
Capital Expenditures per Share,0.91,0.85,0.44,0.60,0.27,0.67,0.31,0.47,,,0.092,0.053,0.061,0.066,0.13,0.19,0.083,0.066,0.033,0.048
Book Value per Share,2.54,2.24,2.09,2.36,2.21,2.97,3.25,3.26,,,3.08,3.11,3.25,3.38,3.34,3.28,3.26,3.12,3.10,2.99
Price to Earnings Ratio,18.5,,,,,,9.53,59.5,,,,25.9,9.53,9.76,7.51,11.1,59.5,,,
Price to Book Value Ratio,1.53,1.29,0.94,0.69,0.74,0.68,0.58,0.46,,,0.70,0.66,0.58,0.46,0.58,0.46,0.46,0.47,0.39,0.21
EV to EBITDA,14.6,151.4,49.8,111.0,19.4,36.1,10.1,12.7,,,17.7,13.4,10.1,9.16,8.18,9.69,12.7,23.6,23.3,28.2
Dividend Payout Ratio,10.7%,,,,,,18.9%,37.4%,,,,,18.9%,,,,37.4%,,,
Common Shares Outstanding,681.5,681.5,681.5,681.5,681.5,681.5,681.5,681.5,,,681.5,681.5,681.5,681.5,681.5,681.5,681.5,681.5,681.5,681.5
Total Revenue,"16,295","16,446","13,578","11,392","8,856","7,766","9,450","7,552",,,"2,073","2,268","2,077","2,157","1,719","1,813","1,863","1,893","1,871","1,646"
"Cost of Revenue, Total","15,326","15,841","12,872","10,761","8,072","7,116","8,401","6,645",,,"1,904","2,037","1,768","1,800","1,498","1,639","1,708","1,750","1,650","1,514"
Gross Profit,969.0,605.5,706.2,630.9,783.2,649.8,"1,049",906.5,,,168.9,231.4,309.2,357.3,220.1,173.6,155.5,143.0,221.5,132.4
"Selling/General/Administrative Expenses, Total",630.5,687.3,693.4,736.1,690.4,643.4,659.7,655.3,,,154.7,146.5,180.0,174.0,161.1,169.9,150.5,180.1,157.8,189.2
Operating Income,338.4,-81.8,12.9,-95.6,92.8,-8.78,384.9,238.5,,,14.2,84.9,125.0,183.3,59.0,3.73,-7.67,-37.1,63.7,-56.8
Net Income,124.9,-197.4,-155.0,-123.4,-76.2,-168.1,144.4,18.2,,,-32.6,22.2,51.1,87.8,0.54,-42.0,-28.1,-82.2,-0.78,-71.9
EBITDA,475.1,48.4,122.9,62.2,303.6,176.3,595.2,473.1,,,66.4,138.1,182.1,239.1,118.1,62.6,53.0,24.3,106.4,6.99
Gross Profit Margin,5.9%,3.7%,5.2%,5.5%,8.8%,8.4%,11.1%,12.0%,,,8.1%,10.2%,14.9%,16.6%,12.8%,9.6%,8.3%,7.6%,11.8%,8.0%
Operating Margin,2.1%,-0.5%,0.1%,-0.8%,1.0%,-0.1%,4.1%,3.2%,,,0.7%,3.7%,6.0%,8.5%,3.4%,0.2%,-0.4%,-2.0%,3.4%,-3.4%
Net Profit Margin,0.8%,-1.2%,-1.1%,-1.1%,-0.9%,-2.2%,1.5%,0.2%,,,-1.6%,1.0%,2.5%,4.1%,0.0%,-2.3%,-1.5%,-4.3%,0.0%,-4.4%
Return on Assets,1.9%,-2.7%,-2.1%,-1.8%,-1.1%,-2.4%,1.9%,0.2%,,,-0.4%,0.7%,1.9%,1.6%,2.1%,1.2%,0.2%,-1.9%,-1.9%,-2.3%
Return on Equity,7.2%,-12.9%,-10.9%,-7.7%,-5.0%,-8.3%,6.5%,0.8%,,,-1.6%,1.0%,2.3%,3.8%,0.0%,-1.9%,-1.3%,-3.9%,0.0%,-3.5%
Return on Total Capital,6.3%,-11.0%,-9.6%,-6.4%,-4.6%,-5.4%,4.2%,0.5%,,,-0.9%,1.6%,4.2%,3.7%,4.8%,2.9%,0.5%,-4.6%,-4.8%,-5.9%
