,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.03,3.52,3.14,3.83,3.06,3.41,2.32,1.87,,,3.56,3.41,2.56,2.12,2.17,1.90,1.87,1.91,1.84,1.83
Earnings per Share,0.25,0.27,0.026,0.24,0.34,0.26,0.21,0.070,,,0.065,0.047,0.007,-0.055,0.026,0.057,0.040,0.018,0.056,0.050
Revenue per Share,29.8,31.7,27.4,33.7,32.9,23.7,23.6,24.9,,,5.41,6.21,6.37,5.41,5.88,6.55,7.01,5.89,5.73,5.74
Dividend per Share,0.15,0.15,0.074,0.081,0.13,0.10,0.10,0.090,,,0.060,0.00,0.040,,0.060,0.00,0.030,,0.060,0.00
Capital Expenditures per Share,0.73,0.90,0.73,0.77,0.38,0.55,0.47,0.38,,,0.11,0.17,0.052,0.083,0.057,0.088,0.15,0.21,0.29,0.50
Book Value per Share,3.29,3.45,3.53,3.70,3.95,3.94,4.09,3.86,,,4.07,4.09,4.09,4.03,3.89,3.77,3.86,3.82,3.71,3.59
Price to Earnings Ratio,10.4,13.0,92.4,16.6,9.35,11.2,10.4,25.3,,,10.7,11.4,10.4,30.3,77.3,51.0,25.9,12.9,11.2,10.7
Price to Book Value Ratio,0.78,1.02,0.74,1.05,0.80,0.77,0.50,0.46,,,0.86,0.73,0.50,0.44,0.51,0.47,0.46,0.46,0.45,0.52
EV to EBITDA,9.64,9.56,8.26,7.26,6.03,5.12,6.14,6.52,,,5.57,6.68,6.14,6.25,7.47,7.51,6.52,5.82,4.87,4.28
Dividend Payout Ratio,59.3%,55.2%,284.5%,34.0%,38.2%,39.0%,47.6%,128.6%,,,20.0%,0.0%,19.1%,,233.0%,0.0%,43.9%,,35.1%,0.0%
Common Shares Outstanding,"4,433","4,433","4,442","4,468","4,552","4,552","4,555","4,555",,,"4,552","4,552","4,555","4,555","4,555","4,555","4,555","4,555","4,555","4,555"
