,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,385.0,453.0,411.5,380.5,306.5,300.0,251.5,219.5,,,306.5,284.0,266.5,248.0,249.5,246.0,231.5,234.0,230.5,205.5
Earnings per Share,14.3,15.8,20.9,22.1,19.9,16.3,6.59,10.1,,,0.92,2.07,1.36,2.80,3.43,2.98,0.94,3.71,2.14,3.14
Revenue per Share,101.1,115.5,130.6,138.9,136.2,149.5,147.1,151.1,,,36.4,37.4,37.5,36.8,37.7,39.6,37.1,40.3,40.1,40.2
Dividend per Share,13.0,13.0,15.0,15.0,15.0,15.0,10.0,8.00,,,6.00,0.00,4.00,,4.00,0.00,4.00,,4.00,0.00
Capital Expenditures per Share,8.99,8.24,21.6,14.4,9.34,14.1,10.1,7.44,,,2.04,3.28,3.35,2.98,1.72,1.69,1.05,1.41,1.41,0.92
Book Value per Share,73.9,76.7,83.6,90.9,96.1,96.2,115.6,110.8,,,124.4,119.4,115.6,110.5,118.6,111.8,110.8,109.9,108.6,106.7
Price to Earnings Ratio,21.0,24.7,16.9,19.2,14.9,16.6,39.9,22.0,,,33.5,32.9,39.5,32.9,24.5,22.4,22.0,19.8,23.7,20.7
Price to Book Value Ratio,4.14,6.31,4.14,4.20,3.21,3.09,2.26,2.03,,,2.27,2.20,2.26,1.82,2.11,1.83,2.03,2.18,1.98,1.78
EV to EBITDA,10.9,16.4,11.8,13.6,9.36,12.3,15.9,12.1,,,19.5,17.2,15.9,14.3,12.9,12.3,12.1,11.2,12.8,11.6
Dividend Payout Ratio,90.8%,82.2%,71.9%,67.8%,75.3%,91.8%,151.7%,78.9%,,,68.9%,0.0%,60.1%,,41.4%,0.0%,39.4%,,41.0%,0.0%
Common Shares Outstanding,230.0,230.0,230.0,230.0,230.0,230.0,298.0,298.0,,,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0
Total Revenue,"23,251","26,575","30,036","31,953","31,320","34,394","43,834","45,040",,,"10,852","11,132","11,178","10,971","11,221","11,793","11,055","12,010","11,946","11,992"
"Cost of Revenue, Total","12,864","15,273","16,522","17,593","18,751","21,237","29,187","29,300",,,"7,322","7,318","7,445","7,370","6,979","7,716","7,476","7,993","8,514","7,841"
Gross Profit,"10,387","11,302","13,514","14,360","12,569","13,157","14,648","15,740",,,"3,531","3,813","3,733","3,601","4,242","4,076","3,579","4,017","3,431","4,151"
"Selling/General/Administrative Expenses, Total","5,791","6,751","7,404","7,968","6,580","7,962","9,931","10,399",,,"2,413","2,676","2,507","2,315","2,562","2,624","2,656","2,591","2,559","2,574"
Operating Income,"4,596","4,551","6,109","6,393","5,989","4,999","4,203","5,071",,,"1,040","1,089","1,004","1,261","1,668","1,392",750.8,"1,420",865.9,"1,574"
Net Income,"3,293","3,636","4,796","5,091","4,579","3,887","1,818","3,022",,,245.7,617.5,405.0,833.0,"1,021",887.4,280.2,"1,105",637.3,935.6
EBITDA,"5,673","5,698","7,267","7,621","7,405","6,852","7,017","8,340",,,"1,788","1,789","1,691","2,017","2,450","2,224","1,422","2,197","1,685","2,384"
Gross Profit Margin,44.7%,42.5%,45.0%,44.9%,40.1%,38.3%,33.4%,34.9%,,,32.5%,34.3%,33.4%,32.8%,37.8%,34.6%,32.4%,33.4%,28.7%,34.6%
Operating Margin,19.8%,17.1%,20.3%,20.0%,19.1%,14.5%,9.6%,11.3%,,,9.6%,9.8%,9.0%,11.5%,14.9%,11.8%,6.8%,11.8%,7.2%,13.1%
Net Profit Margin,14.2%,13.7%,16.0%,15.9%,14.6%,11.3%,4.1%,6.7%,,,2.3%,5.5%,3.6%,7.6%,9.1%,7.5%,2.5%,9.2%,5.3%,7.8%
Return on Assets,12.7%,13.3%,15.6%,14.8%,12.5%,7.8%,2.5%,3.8%,,,2.5%,2.7%,2.2%,2.6%,3.5%,3.8%,3.8%,4.1%,3.7%,3.8%
Return on Equity,19.4%,20.6%,24.9%,24.4%,20.7%,17.6%,5.3%,9.1%,,,0.7%,1.7%,1.2%,2.5%,2.9%,2.7%,0.8%,3.4%,2.0%,2.9%
Return on Total Capital,15.4%,19.7%,18.0%,18.0%,15.7%,13.6%,3.0%,5.1%,,,3.3%,3.7%,3.0%,3.5%,4.7%,5.3%,5.1%,5.6%,5.2%,5.4%
SG&A to Sale,24.9%,25.4%,24.7%,24.9%,21.0%,23.1%,22.7%,23.1%,,,22.2%,24.0%,22.4%,21.1%,22.8%,22.3%,24.0%,21.6%,21.4%,21.5%
