,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.21,1.45,1.26,1.09,0.94,0.93,0.98,0.87,,,0.93,0.93,0.86,0.92,1.07,0.92,0.82,0.84,0.87,0.85
Earnings per Share,0.10,0.049,0.014,0.069,0.062,0.052,0.049,0.059,,,0.006,0.016,0.021,0.022,0.016,0.019,0.003,0.075,0.053,0.039
Revenue per Share,1.73,1.63,1.94,2.19,1.60,2.01,1.87,2.17,,,0.37,0.49,0.66,0.46,0.54,0.59,0.55,0.66,0.50,0.52
Dividend per Share,0.040,0.033,,0.044,0.030,0.040,0.050,0.066,,,,,0.050,,,,0.066,,,
Capital Expenditures per Share,0.019,0.033,0.023,0.021,0.085,0.20,0.10,0.14,,,0.026,0.031,0.026,0.023,0.036,0.025,0.059,0.039,0.019,0.017
Book Value per Share,1.55,1.52,1.49,1.54,1.43,1.49,1.46,1.49,,,1.40,1.42,1.46,1.45,1.43,1.47,1.49,1.56,1.54,1.57
Price to Earnings Ratio,9.21,37.2,61.7,18.5,13.1,17.9,16.5,14.0,,,43.9,34.4,16.6,14.8,15.5,11.9,14.0,6.91,5.46,4.86
Price to Book Value Ratio,0.84,1.14,0.60,0.68,0.60,0.62,0.58,0.54,,,0.61,0.61,0.58,0.57,0.73,0.50,0.54,0.53,0.55,0.51
EV to EBITDA,10.6,17.3,18.7,11.6,34.9,15.0,15.7,18.8,,,18.1,16.2,15.7,16.8,14.5,15.1,18.8,13.8,13.9,14.8
Dividend Payout Ratio,39.2%,66.7%,,64.2%,48.5%,76.8%,101.7%,111.3%,,,,,102.5%,,,,111.4%,,,
Common Shares Outstanding,"4,726","5,641","5,783","5,783","7,668","7,668","8,668","8,668",,,"8,674","8,668","8,668","8,668","8,668","8,668","8,668","8,668","8,668","8,668"
Total Revenue,"8,165","9,213","11,203","12,675","12,285","15,397","16,183","18,844",,,"3,171","4,283","5,685","4,013","4,701","5,105","4,737","5,690","4,315","4,520"
"Cost of Revenue, Total","5,149","5,820","7,383","8,530","8,392","10,156","10,886","12,414",,,"2,096","2,877","4,060","2,551","3,079","3,419","3,365","3,509","2,737","3,060"
Gross Profit,"3,016","3,392","3,819","4,145","3,893","5,241","5,296","6,430",,,"1,075","1,406","1,625","1,461","1,622","1,686","1,372","2,180","1,578","1,460"
"Selling/General/Administrative Expenses, Total","1,995","2,540","3,055","3,047","3,597","3,890","4,299","5,181",,,975.2,"1,102","1,326","1,141","1,309","1,264","1,468","1,282","1,134","1,182"
Operating Income,"1,021",852.7,764.6,"1,098",296.2,"1,351",997.5,"1,249",,,104.3,310.4,288.8,320.2,312.8,422.2,-137.3,898.0,443.4,278.2
Net Income,488.1,257.9,82.9,399.3,360.7,399.5,443.0,548.7,,,61.5,144.1,192.7,195.3,153.0,170.1,30.3,660.6,471.5,356.1
EBITDA,"1,086",942.2,916.0,"1,241",723.9,"2,081","1,754","2,036",,,298.9,515.8,449.9,494.3,506.0,644.5,59.9,"1,090",633.2,470.2
Gross Profit Margin,36.9%,36.8%,34.1%,32.7%,31.7%,34.0%,32.7%,34.1%,,,33.9%,32.8%,28.6%,36.4%,34.5%,33.0%,29.0%,38.3%,36.6%,32.3%
Operating Margin,12.5%,9.3%,6.8%,8.7%,2.4%,8.8%,6.2%,6.6%,,,3.3%,7.2%,5.1%,8.0%,6.7%,8.3%,-2.9%,15.8%,10.3%,6.2%
Net Profit Margin,6.0%,2.8%,0.7%,3.2%,2.9%,2.6%,2.7%,2.9%,,,1.9%,3.4%,3.4%,4.9%,3.3%,3.3%,0.6%,11.6%,10.9%,7.9%
Return on Assets,2.4%,1.1%,0.3%,1.3%,1.0%,0.9%,0.9%,1.0%,,,0.3%,0.5%,0.9%,1.2%,1.3%,1.3%,1.0%,1.8%,2.3%,2.6%
Return on Equity,6.6%,3.0%,1.0%,4.5%,3.3%,3.5%,3.5%,4.3%,,,0.5%,1.2%,1.5%,1.5%,1.2%,1.3%,0.2%,4.9%,3.5%,2.6%
Return on Total Capital,3.7%,1.4%,0.4%,2.3%,1.3%,1.3%,1.3%,1.4%,,,0.5%,0.7%,1.3%,1.8%,2.0%,2.0%,1.4%,2.7%,3.4%,3.8%
SG&A to Sale,24.4%,27.6%,27.3%,24.0%,29.3%,25.3%,26.6%,27.5%,,,30.8%,25.7%,23.3%,28.4%,27.9%,24.8%,31.0%,22.5%,26.3%,26.1%
Depreciation & Amortisation,64.7,89.5,151.3,143.6,427.7,730.2,756.6,786.9,,,194.6,205.4,161.0,174.1,193.3,222.4,197.2,192.0,189.8,192.0
Tax Rate,25.0%,35.8%,58.2%,38.7%,4.5%,46.2%,31.7%,32.2%,,,62.1%,46.9%,10.2%,18.0%,28.1%,39.3%,74.1%,20.0%,39.1%,4.1%
Current Ratio,1.81,1.99,2.11,1.55,2.16,2.19,2.77,2.64,,,2.32,2.20,2.77,2.57,1.95,2.20,2.64,2.16,2.48,2.59
Quick Ratio,0.008,0.022,0.043,0.080,0.027,0.077,0.12,0.16,,,0.085,0.033,0.12,0.089,0.091,0.15,0.16,0.17,0.29,0.30
Days Inventory Outstanding,818.5,826.3,750.1,738.6,853.8,845.3,831.9,748.1,,,981.4,942.8,837.5,777.4,731.4,705.7,764.3,731.8,762.6,787.4
Days Sale Outstanding,3.00,6.37,12.7,32.3,9.33,24.5,27.6,29.0,,,27.0,11.1,27.6,21.7,20.1,30.9,29.5,37.0,64.1,63.4
Days Payable Outstanding,49.4,46.8,69.6,72.6,65.1,52.2,42.1,40.3,,,41.2,34.1,33.3,33.9,34.9,41.6,48.8,22.7,0.00,0.00
Cash Conversion Cycle,782.9,771.8,666.7,695.6,811.5,810.1,821.1,725.6,,,970.9,927.9,820.2,767.3,712.7,684.4,746.0,763.5,812.9,851.3
Debt to Asset Ratio,0.65,0.67,0.72,0.71,0.68,0.71,0.68,0.73,,,0.70,0.70,0.68,0.69,0.72,0.71,0.73,0.72,0.73,0.73
Debt to Equity Ratio,1.90,2.04,2.55,2.52,2.70,3.06,2.56,3.25,,,2.79,2.82,2.56,2.64,3.18,3.06,3.25,3.06,3.16,3.14
Interest Coverage Ratio,2.45,1.62,1.08,1.80,0.47,1.56,1.40,1.39,,,0.88,1.54,1.85,1.96,1.33,1.64,,3.44,1.59,0.97
Cash and Short Term Investments,"1,135",960.3,"1,235","2,491","3,041","2,449","3,948","5,308",,,"2,581","3,320","3,948","2,970","5,218","4,035","5,308","3,410","2,907","3,865"
"Total Receivables, Net",67.1,160.7,389.1,"1,120",313.9,"1,032","1,223","1,500",,,"1,052",451.6,"1,223","1,019","1,026","1,650","1,500","2,052","3,484","3,344"
Total Inventory,"12,969","13,385","16,961","17,560","21,702","25,339","24,284","26,606",,,"24,912","25,677","24,284","25,059","25,305","25,386","26,606","27,016","27,431","27,237"
