,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.68,7.14,6.05,7.35,4.57,4.45,3.91,4.47,,,4.52,3.92,3.70,3.91,3.76,3.90,4.17,4.50,4.95,4.56
Earnings per Share,0.14,0.54,0.33,0.60,0.074,0.083,0.11,0.37,,,0.006,0.065,-0.016,0.16,-0.025,0.34,-0.11,0.20,0.14,-0.041
Revenue per Share,6.51,7.38,7.90,8.80,8.67,9.40,9.36,10.7,,,2.27,2.35,2.56,2.57,2.43,2.91,2.82,2.97,3.12,3.24
Dividend per Share,0.075,0.22,0.16,0.055,0.050,0.050,0.070,0.20,,,,,0.070,,,,0.20,,,
Capital Expenditures per Share,0.078,0.082,0.11,0.15,0.20,0.11,0.090,0.16,,,0.008,0.027,0.047,0.003,0.017,0.063,0.078,0.026,0.027,0.049
Book Value per Share,2.39,3.16,3.04,3.63,3.61,3.65,3.84,4.08,,,3.65,3.84,3.84,4.01,3.82,4.30,4.08,4.38,4.35,4.33
Price to Earnings Ratio,12.9,11.7,12.9,11.0,60.5,48.8,32.7,10.9,,,90.4,23.1,32.7,16.9,18.8,8.05,10.9,9.78,8.65,23.3
Price to Book Value Ratio,0.76,1.88,1.41,1.72,1.18,1.06,0.88,0.94,,,1.05,0.98,0.88,0.89,0.95,0.87,0.94,1.02,1.10,0.97
EV to EBITDA,-0.75,5.22,3.33,5.97,17.1,16.0,11.4,5.49,,,14.0,8.19,11.4,6.26,7.20,3.03,5.49,3.95,3.90,9.94
Dividend Payout Ratio,52.5%,40.1%,49.0%,9.1%,67.9%,60.4%,64.7%,54.1%,,,,,64.7%,,,,54.1%,,,
Common Shares Outstanding,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,,,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0
Total Revenue,"1,971","2,237","2,393","2,666","2,627","2,847","2,837","3,250",,,689.0,712.4,775.3,778.5,736.0,881.6,854.3,899.7,945.9,980.3
"Cost of Revenue, Total","1,600","1,670","1,904","2,055","2,238","2,407","2,341","2,576",,,576.2,586.7,636.7,605.8,629.7,626.8,713.7,701.8,737.6,830.4
Gross Profit,371.3,567.0,489.3,610.8,389.2,440.1,496.1,674.4,,,112.8,125.7,138.6,172.7,106.3,254.8,140.7,197.9,208.3,149.9
"Selling/General/Administrative Expenses, Total",279.8,305.4,311.6,329.5,332.0,374.4,424.5,475.6,,,103.1,93.7,138.4,98.7,110.1,99.8,167.0,108.7,141.6,125.4
Operating Income,88.4,228.2,146.1,245.4,21.4,25.4,31.8,136.0,,,0.089,22.2,-8.12,60.1,-12.8,128.1,-39.3,73.9,48.3,-15.6
Net Income,43.3,162.6,98.9,183.1,22.3,25.1,32.8,112.1,,,1.92,19.6,-4.84,49.7,-7.59,103.6,-33.6,60.3,41.3,-12.5
EBITDA,124.2,261.4,174.7,270.5,44.4,47.1,54.9,159.7,,,0.089,22.2,15.0,60.1,-12.8,128.1,-33.5,79.9,54.5,-8.90
Gross Profit Margin,18.8%,25.3%,20.4%,22.9%,14.8%,15.5%,17.5%,20.7%,,,16.4%,17.6%,17.9%,22.2%,14.4%,28.9%,16.5%,22.0%,22.0%,15.3%
Operating Margin,4.5%,10.2%,6.1%,9.2%,0.8%,0.9%,1.1%,4.2%,,,0.0%,3.1%,-1.0%,7.7%,-1.7%,14.5%,-4.6%,8.2%,5.1%,-1.6%
Net Profit Margin,2.2%,7.3%,4.1%,6.9%,0.8%,0.9%,1.2%,3.4%,,,0.3%,2.8%,-0.6%,6.4%,-1.0%,11.7%,-3.9%,6.7%,4.4%,-1.3%
Return on Assets,1.4%,4.2%,2.3%,4.3%,0.5%,0.5%,0.7%,2.1%,,,0.4%,1.1%,0.6%,1.3%,1.1%,2.6%,2.0%,2.1%,2.9%,0.9%
Return on Equity,6.0%,17.0%,10.7%,16.6%,2.0%,2.3%,2.8%,9.1%,,,0.2%,1.7%,-0.4%,4.1%,-0.7%,7.9%,-2.7%,4.5%,3.1%,-0.9%
Return on Total Capital,6.0%,17.0%,10.7%,16.6%,2.0%,2.3%,2.8%,9.1%,,,1.9%,4.7%,2.8%,5.5%,4.9%,10.8%,9.1%,9.2%,13.0%,4.2%
SG&A to Sale,14.2%,13.7%,13.0%,12.4%,12.6%,13.2%,15.0%,14.6%,,,15.0%,13.1%,17.9%,12.7%,15.0%,11.3%,19.5%,12.1%,15.0%,12.8%
Depreciation & Amortisation,35.7,33.2,28.6,25.1,22.9,21.7,23.1,23.7,,,,,23.1,,,,5.86,6.04,6.21,6.74
