,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,39.5,57.4,50.5,69.8,71.1,71.4,79.3,81.0,,,69.4,71.4,71.8,71.4,77.5,82.0,87.5,83.0,75.5,81.0
Earnings per Share,-1.74,0.77,15.8,6.78,5.12,4.44,4.23,5.40,,,0.55,0.93,1.50,1.98,1.27,1.24,0.90,1.81,0.79,1.18
Revenue per Share,12.2,15.9,31.8,15.2,19.3,18.0,19.5,21.1,,,3.84,4.63,5.77,6.02,4.35,4.84,5.85,5.87,4.09,4.50
Dividend per Share,0.75,0.75,1.50,0.75,2.00,2.00,2.25,2.25,,,,,2.25,,,,2.25,,,
Capital Expenditures per Share,2.33,1.20,1.60,0.53,0.70,1.41,0.86,0.64,,,0.15,0.30,0.30,0.026,0.30,0.17,0.15,14.7,0.12,0.29
Book Value per Share,36.4,37.1,52.1,55.2,60.0,61.9,65.9,66.2,,,62.7,63.7,65.9,66.0,65.9,65.4,66.2,67.5,64.7,64.7
Price to Earnings Ratio,,59.6,3.06,7.15,13.1,15.5,16.1,16.0,,,15.1,16.0,16.1,14.4,13.5,12.4,16.0,15.0,15.0,15.0
Price to Book Value Ratio,0.86,1.24,1.00,0.82,1.18,1.11,1.06,1.31,,,1.09,1.14,1.06,1.02,1.19,1.17,1.31,1.17,1.10,1.11
EV to EBITDA,4.17,4.33,2.57,2.49,3.96,4.66,3.79,4.42,,,4.45,3.98,3.79,3.42,3.50,3.84,4.42,6.28,6.11,5.37
Dividend Payout Ratio,-43.1%,97.6%,9.5%,11.1%,39.1%,45.1%,53.2%,41.7%,,,,,53.2%,,,,41.7%,,,
Common Shares Outstanding,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,,,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
Total Revenue,"1,587","2,065","4,131","1,982","2,503","2,337","2,538","2,739",,,499.2,601.6,750.0,783.1,565.1,629.8,761.0,763.1,531.8,584.4
"Cost of Revenue, Total",606.4,701.3,752.9,637.5,759.8,724.2,769.4,902.7,,,158.7,193.2,224.0,205.6,175.8,204.8,316.5,209.1,183.8,198.1
Gross Profit,981.0,"1,364","3,378","1,344","1,743","1,613","1,768","1,836",,,340.5,408.4,525.9,577.5,389.2,425.0,444.5,554.0,348.0,386.4
"Selling/General/Administrative Expenses, Total",565.5,671.0,703.5,611.5,681.5,686.0,708.4,747.3,,,155.7,178.8,196.0,182.5,166.2,183.4,215.1,197.9,185.0,178.1
Operating Income,-234.1,75.2,"2,159",869.4,742.8,666.3,793.8,863.6,,,119.8,163.6,259.7,336.8,166.6,184.5,175.7,303.1,109.1,153.9
Net Income,-226.0,99.9,"2,051",881.4,665.5,577.0,549.6,701.5,,,71.7,120.3,194.4,257.8,165.2,161.2,117.3,235.8,102.9,153.4
EBITDA,413.6,690.3,"2,675","1,342","1,062",926.7,"1,060","1,089",,,184.9,229.6,329.9,395.0,223.1,241.6,229.4,356.1,163.0,208.2
Gross Profit Margin,61.8%,66.0%,81.8%,67.8%,69.6%,69.0%,69.7%,67.0%,,,68.2%,67.9%,70.1%,73.7%,68.9%,67.5%,58.4%,72.6%,65.4%,66.1%
Operating Margin,-14.7%,3.6%,52.2%,43.9%,29.7%,28.5%,31.3%,31.5%,,,24.0%,27.2%,34.6%,43.0%,29.5%,29.3%,23.1%,39.7%,20.5%,26.3%
Net Profit Margin,-14.2%,4.8%,49.6%,44.5%,26.6%,24.7%,21.7%,25.6%,,,14.4%,20.0%,25.9%,32.9%,29.2%,25.6%,15.4%,30.9%,19.3%,26.2%
Return on Assets,-3.6%,1.7%,30.7%,11.7%,8.3%,6.8%,6.1%,7.6%,,,6.7%,6.8%,6.1%,7.0%,8.0%,8.6%,7.6%,7.2%,6.7%,6.7%
Return on Equity,-4.8%,2.1%,30.3%,12.3%,8.5%,7.2%,6.4%,8.1%,,,0.9%,1.5%,2.3%,3.0%,1.9%,1.9%,1.4%,2.7%,1.2%,1.8%
Return on Total Capital,-4.7%,2.1%,30.3%,12.3%,8.5%,7.2%,6.4%,8.1%,,,7.2%,7.2%,6.4%,7.5%,8.6%,9.2%,8.1%,7.7%,7.3%,7.2%
SG&A to Sale,35.6%,32.5%,17.0%,30.9%,27.2%,29.4%,27.9%,27.3%,,,31.2%,29.7%,26.1%,23.3%,29.4%,29.1%,28.3%,25.9%,34.8%,30.5%
Depreciation & Amortisation,647.7,615.1,516.4,472.7,319.1,260.3,266.1,225.5,,,65.1,66.0,70.2,58.2,56.5,57.1,53.7,53.0,53.9,54.4
Tax Rate,-7.8%,17.6%,2.1%,4.9%,16.4%,17.2%,21.7%,19.6%,,,22.6%,19.1%,20.8%,21.3%,12.9%,19.1%,24.7%,20.5%,17.6%,16.6%
Current Ratio,0.57,0.95,4.54,6.91,6.94,7.52,7.62,8.72,,,8.40,8.89,7.62,8.84,9.77,11.0,8.72,6.13,6.64,6.43
Quick Ratio,0.10,0.32,0.35,2.21,3.28,4.94,6.05,3.63,,,5.58,6.19,6.05,6.73,6.97,7.96,3.63,3.26,5.76,5.68
Days Inventory Outstanding,23.4,21.4,17.6,19.6,18.4,18.7,14.5,11.3,,,14.2,14.8,13.9,12.6,11.7,11.7,10.7,10.8,10.6,10.1
Days Sale Outstanding,24.4,64.0,15.3,31.2,22.9,24.4,25.2,19.4,,,15.6,18.6,25.2,22.4,12.7,14.7,19.4,19.9,11.9,16.6
Days Payable Outstanding,46.7,51.1,58.1,62.8,48.9,50.3,47.2,34.7,,,39.8,37.3,43.4,36.9,27.3,26.1,23.7,22.4,15.9,17.7
Cash Conversion Cycle,4.21,0.80,2.92,-3.74,-6.88,-3.02,-9.83,7.12,,,-1.53,-5.77,-12.9,12.2,-0.21,3.70,1.83,14.2,13.6,4.28
