,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,7.90,8.88,6.73,9.70,8.08,8.43,7.13,6.20,,,7.73,8.03,7.30,6.78,6.65,6.80,6.85,6.38,6.20,5.43
Earnings per Share,0.55,0.85,0.28,0.26,0.51,0.57,0.52,-0.32,,,-0.086,-0.053,0.64,-0.16,0.030,-0.11,-0.078,-0.019,0.032,0.11
Revenue per Share,12.5,12.6,11.5,10.0,9.28,8.48,9.29,9.46,,,2.18,2.48,2.35,2.44,2.62,2.14,2.21,1.95,1.99,1.85
Dividend per Share,0.45,0.70,0.25,0.20,0.40,0.50,0.80,0.45,,,0.50,0.00,0.30,,,,0.45,,,
Capital Expenditures per Share,0.14,0.10,0.40,0.17,0.11,0.10,0.17,0.089,,,0.033,0.043,0.074,0.012,0.009,0.010,0.058,0.051,0.021,0.044
Book Value per Share,5.03,5.24,5.02,5.02,5.33,5.50,5.02,4.39,,,4.93,4.88,5.02,4.86,4.59,4.47,4.39,4.37,3.96,4.06
Price to Earnings Ratio,11.5,11.7,25.3,22.6,14.3,13.5,13.0,,,,55.6,,13.0,18.1,14.4,16.8,,,,128.2
Price to Book Value Ratio,1.27,1.89,1.38,1.24,1.33,1.45,1.32,1.43,,,1.46,1.52,1.32,1.29,1.45,1.45,1.43,1.33,1.33,1.34
EV to EBITDA,8.63,9.33,25.7,20.4,9.03,8.21,-12.9,-11.7,,,36.3,-46.1,-12.9,-7.29,-9.50,-9.14,-11.7,-23.4,-26.7,33.6
Dividend Payout Ratio,81.8%,82.2%,90.9%,77.3%,78.2%,87.6%,154.7%,-140.0%,,,373.2%,0.0%,58.0%,,,,-140.0%,,,
Common Shares Outstanding,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,,,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5
Total Revenue,"1,513","1,533","1,392","1,218","1,127","1,030","1,129","1,149",,,264.3,301.9,285.6,296.2,317.8,259.9,268.8,236.9,241.4,224.8
"Cost of Revenue, Total","1,349","1,317","1,253","1,085",937.7,828.7,"1,056","1,097",,,248.7,280.5,274.7,292.8,291.6,252.3,260.7,214.9,203.7,183.5
Gross Profit,164.8,215.4,139.6,133.0,189.5,201.8,73.0,51.7,,,15.6,21.3,11.0,3.36,26.2,7.69,8.06,22.0,37.6,41.3
"Selling/General/Administrative Expenses, Total",121.9,130.0,125.5,121.2,133.0,131.5,140.3,119.3,,,33.3,33.9,44.8,33.0,28.8,29.6,25.1,28.2,34.9,27.7
Operating Income,93.6,134.2,42.0,36.3,73.0,81.6,-48.4,-49.2,,,-12.9,-7.83,-29.8,-24.6,4.59,-17.3,-12.2,-2.90,4.94,16.2
Net Income,66.9,103.4,33.4,31.4,62.1,69.4,62.8,-39.1,,,-10.4,-6.40,77.3,-19.3,3.64,-13.9,-9.49,-2.30,3.90,13.0
EBITDA,120.3,153.2,60.1,54.3,92.1,101.5,-26.3,-28.3,,,-7.46,-2.19,-24.1,-19.3,9.80,-12.2,-6.96,2.22,10.1,21.5
Gross Profit Margin,10.9%,14.1%,10.0%,10.9%,16.8%,19.6%,6.5%,4.5%,,,5.9%,7.1%,3.8%,1.1%,8.2%,3.0%,3.0%,9.3%,15.6%,18.4%
Operating Margin,6.2%,8.8%,3.0%,3.0%,6.5%,7.9%,-4.3%,-4.3%,,,-4.9%,-2.6%,-10.4%,-8.3%,1.4%,-6.7%,-4.5%,-1.2%,2.0%,7.2%
Net Profit Margin,4.4%,6.7%,2.4%,2.6%,5.5%,6.7%,5.6%,-3.4%,,,-3.9%,-2.1%,27.1%,-6.5%,1.1%,-5.3%,-3.5%,-1.0%,1.6%,5.8%
Return on Assets,6.7%,10.2%,3.2%,3.3%,6.7%,7.2%,6.4%,-4.2%,,,1.7%,-1.1%,6.3%,4.1%,5.6%,5.2%,-4.4%,-2.6%,-2.7%,0.7%
Return on Equity,10.9%,16.2%,5.5%,5.1%,9.6%,10.4%,10.3%,-7.3%,,,-1.7%,-1.1%,12.7%,-3.3%,0.7%,-2.6%,-1.8%,-0.4%,0.8%,2.6%
Return on Total Capital,10.9%,16.2%,5.5%,5.1%,9.6%,10.3%,10.3%,-7.3%,,,2.7%,-1.8%,10.3%,7.0%,9.9%,8.8%,-7.3%,-4.1%,-4.5%,1.0%
SG&A to Sale,8.1%,8.5%,9.0%,10.0%,11.8%,12.8%,12.4%,10.4%,,,12.6%,11.2%,15.7%,11.1%,9.1%,11.4%,9.4%,11.9%,14.5%,12.3%
Depreciation & Amortisation,26.7,18.9,18.1,18.0,19.1,19.9,22.0,20.9,,,5.45,5.64,5.73,5.30,5.21,5.15,5.21,5.11,5.19,5.31
Tax Rate,28.5%,22.9%,20.2%,20.3%,21.8%,20.1%,20.1%,20.7%,,,19.7%,20.0%,20.0%,21.5%,20.4%,20.0%,19.9%,21.1%,20.2%,19.9%
Current Ratio,1.79,1.63,1.62,1.79,2.12,2.08,2.05,1.86,,,2.09,1.87,2.05,1.86,1.82,1.96,1.86,2.02,2.00,2.16
Quick Ratio,0.95,0.88,0.86,0.95,0.94,0.82,0.77,0.87,,,0.69,0.66,0.77,0.71,0.81,0.85,0.87,0.92,0.96,0.93
Days Inventory Outstanding,37.0,39.5,40.2,45.2,49.2,49.6,40.0,38.4,,,50.9,47.0,42.7,41.9,43.8,42.0,38.7,43.0,48.0,49.1
Days Sale Outstanding,74.8,89.8,81.1,85.5,78.2,84.8,85.3,90.8,,,73.1,86.7,85.3,89.3,93.2,82.7,91.3,85.2,83.5,78.8
Days Payable Outstanding,86.9,84.9,95.1,95.0,89.3,96.6,89.8,93.1,,,98.9,97.9,98.7,103.0,108.2,98.5,90.0,91.5,85.7,82.3
Cash Conversion Cycle,49.3,25.1,41.2,47.0,56.7,29.5,24.2,33.0,,,31.5,23.1,31.1,15.9,24.9,45.5,33.7,50.5,55.2,54.0
Debt to Asset Ratio,0.36,0.41,0.38,0.35,0.30,0.32,0.38,0.40,,,0.37,0.42,0.38,0.42,0.42,0.38,0.40,0.36,0.37,0.35
Debt to Equity Ratio,0.56,0.70,0.62,0.53,0.43,0.48,0.61,0.67,,,0.58,0.72,0.61,0.72,0.73,0.62,0.67,0.57,0.58,0.53
Interest Coverage Ratio,"1,884","5,777",264.7,170.9,451.4,548.1,,,,,,,,,251.1,,,,83.7,
Cash and Short Term Investments,134.5,168.9,135.9,98.2,187.1,239.7,315.7,199.5,,,201.0,230.2,315.7,311.6,227.5,212.8,199.5,171.5,125.1,157.2
"Total Receivables, Net",310.3,376.9,309.4,285.2,241.4,239.3,263.8,285.8,,,221.5,265.4,263.8,280.7,306.8,262.7,285.8,252.9,230.4,209.9
Total Inventory,135.4,150.0,125.6,142.8,109.7,115.5,116.1,114.8,,,132.2,131.3,116.1,135.6,137.7,118.2,114.8,125.5,119.3,112.8
Total Current Assets,587.5,702.6,583.4,539.7,544.7,607.9,707.4,611.4,,,676.9,749.5,707.4,742.1,693.3,606.7,611.4,558.9,485.2,489.0
"Property/Plant/Equipment, Total - Net",360.9,376.6,403.6,393.7,380.9,376.3,269.0,265.2,,,267.8,265.5,269.0,265.2,264.3,262.6,265.2,262.7,259.1,257.2
Total Assets,950.5,"1,081",988.5,934.3,928.0,986.0,978.7,889.5,,,948.6,"1,020",978.7,"1,015",964.2,879.5,889.5,835.6,757.2,755.8
Accounts Payable,265.7,347.4,305.3,259.3,199.6,239.0,281.0,278.7,,,258.9,290.0,281.0,338.1,337.5,262.2,278.7,232.7,205.0,184.0
