,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,,3.97,2.37,,,,,5.03,4.26,3.51,3.09,2.87,2.63,2.34,1.80
Earnings per Share,,,,0.18,0.15,0.16,0.12,0.18,,,0.028,0.025,0.019,0.049,0.061,0.020,0.050,0.034,-0.008,-0.024
Revenue per Share,,,,2.29,2.01,2.08,2.31,2.55,,,,,0.61,0.62,0.68,0.62,0.63,0.64,0.59,0.62
Dividend per Share,,,,0.053,0.34,0.10,0.00,0.10,,,,,0.00,,0.050,0.00,0.050,,0.020,0.00
Capital Expenditures per Share,,,,0.063,0.31,0.59,0.45,0.61,,,,,0.16,0.097,0.13,0.15,0.22,0.13,0.048,0.050
Book Value per Share,,,,0.87,0.95,1.11,1.27,2.31,,,,,1.27,2.24,2.30,2.26,2.31,2.34,2.28,2.22
Price to Earnings Ratio,,,,,,,38.2,15.4,,,,,29.2,31.0,21.3,18.6,15.3,15.1,22.0,32.0
Price to Book Value Ratio,,,,,,,3.60,1.13,,,,,3.60,1.32,1.43,1.10,1.13,1.02,0.84,0.72
EV to EBITDA,,,,,,,0.00,9.18,,,0.00,0.00,0.00,13.1,10.9,9.96,9.18,9.21,10.5,9.08
Dividend Payout Ratio,,,,29.0%,221.6%,64.9%,0.0%,55.9%,,,,,0.0%,,32.5%,0.0%,27.8%,,20.9%,0.0%
Common Shares Outstanding,,,,960.0,960.0,960.0,960.0,960.0,,,,,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0
Total Revenue,,,,"2,196","1,930","1,995","2,215","2,446",,,515.6,518.7,581.8,599.2,650.6,593.6,602.1,615.3,566.7,591.9
"Cost of Revenue, Total",,,,"1,280","1,202","1,210","1,375","1,603",,,317.8,328.8,365.3,395.7,432.4,394.2,380.4,398.2,389.9,410.6
Gross Profit,,,,916.6,728.0,784.5,840.2,842.8,,,197.8,189.9,216.5,203.5,218.2,199.4,221.7,217.2,176.8,181.3
"Selling/General/Administrative Expenses, Total",,,,713.8,570.2,572.3,660.9,631.1,,,160.5,157.6,176.9,138.5,164.3,158.5,169.8,170.1,167.2,175.6
Operating Income,,,,202.8,157.8,212.3,179.3,211.7,,,37.3,32.3,39.5,65.0,53.9,41.0,51.8,47.0,9.56,5.72
Net Income,,,,177.1,104.0,154.1,109.6,162.6,,,18.9,17.7,18.7,37.3,58.1,19.6,47.6,32.6,-8.01,-22.6
EBITDA,,,,324.3,276.1,339.4,339.3,399.0,,,76.6,72.3,80.9,107.4,101.4,88.2,102.0,95.9,58.7,59.6
Gross Profit Margin,,,,41.7%,37.7%,39.3%,37.9%,34.5%,,,38.4%,36.6%,37.2%,34.0%,33.5%,33.6%,36.8%,35.3%,31.2%,30.6%
Operating Margin,,,,9.2%,8.2%,10.6%,8.1%,8.7%,,,7.2%,6.2%,6.8%,10.8%,8.3%,6.9%,8.6%,7.6%,1.7%,1.0%
Net Profit Margin,,,,8.1%,5.4%,7.7%,4.9%,6.7%,,,3.7%,3.4%,3.2%,6.2%,8.9%,3.3%,7.9%,5.3%,-1.4%,-3.8%
Return on Assets,,,,8.8%,4.9%,6.2%,3.7%,4.6%,,,,,3.4%,2.6%,3.6%,3.8%,4.4%,4.1%,2.3%,1.2%
Return on Equity,,,,21.2%,11.4%,14.5%,9.0%,7.3%,,,0.0%,0.0%,1.5%,1.7%,2.6%,0.9%,2.1%,1.4%,-0.4%,-1.1%
Return on Total Capital,,,,15.0%,7.7%,8.8%,4.5%,5.2%,,,0.0%,0.0%,4.5%,2.8%,4.7%,4.7%,5.2%,4.8%,2.8%,1.5%
SG&A to Sale,,,,32.5%,29.5%,28.7%,29.8%,25.8%,,,31.1%,30.4%,30.4%,23.1%,25.3%,26.7%,28.2%,27.7%,29.5%,29.7%
Depreciation & Amortisation,,,,121.5,118.2,127.1,160.0,187.3,,,39.3,40.0,41.3,42.4,47.5,47.3,50.1,48.9,49.1,53.9
Tax Rate,,,,-9.0%,14.7%,10.3%,0.0%,-5.8%,,,8.9%,-20.5%,-8.2%,-7.7%,0.8%,-29.0%,-5.1%,-7.2%,30.7%,-2.7%
Current Ratio,,,,0.76,0.68,0.68,1.02,1.41,,,,,1.02,3.02,1.43,1.20,1.41,1.54,1.56,1.20
Quick Ratio,,,,0.39,0.27,0.30,0.46,0.58,,,0.00,0.00,0.46,0.76,0.66,0.50,0.58,0.58,0.52,0.37
Days Inventory Outstanding,,,,70.3,75.2,75.8,70.9,67.5,,,,,74.3,67.7,62.1,64.4,68.0,69.6,68.8,67.0
Days Sale Outstanding,,,,51.4,41.2,52.6,55.3,53.5,,,,,55.3,52.8,56.1,47.9,53.5,49.0,48.7,49.0
Days Payable Outstanding,,,,58.6,47.1,38.4,38.9,32.1,,,,,38.0,31.6,28.7,32.2,31.9,30.3,30.8,30.4
Cash Conversion Cycle,,,,63.4,93.7,77.6,84.6,88.1,,,,,92.0,95.9,82.2,83.3,87.4,92.1,87.3,87.1
Debt to Asset Ratio,,,,0.59,0.59,0.62,0.62,0.42,,,,,0.62,0.44,0.36,0.39,0.42,0.42,0.46,0.49
Debt to Equity Ratio,,,,1.41,1.43,1.61,1.64,0.72,,,,,1.64,0.77,0.56,0.63,0.72,0.74,0.84,0.96
Interest Coverage Ratio,,,,5.02,4.32,5.21,2.86,3.69,,,2.24,2.04,2.36,3.63,4.89,2.03,6.30,4.79,0.82,0.45
Cash and Short Term Investments,,,,16.9,35.8,43.1,45.7,126.0,,,,,45.7,634.1,66.1,80.3,126.0,130.0,174.8,181.9
"Total Receivables, Net",,,,309.1,217.8,287.5,335.5,358.2,,,,,335.5,320.6,361.4,318.1,358.2,330.7,317.5,319.0
Total Inventory,,,,246.4,248.9,254.0,279.9,312.5,,,,,279.9,242.4,275.3,284.6,312.5,299.5,289.5,290.3
Total Current Assets,,,,603.5,548.8,650.4,739.0,874.8,,,,,739.0,"1,275",777.8,758.7,874.8,877.0,949.5,"1,039"
"Property/Plant/Equipment, Total - Net",,,,"1,369","1,434","2,032","2,364","2,651",,,,,"2,364","2,419","2,426","2,492","2,651","2,778","2,751","2,777"
