,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.45,0.46,0.55,0.37,0.33,0.25,0.14,0.090,,,0.27,0.22,0.17,0.16,0.14,0.12,0.10,0.095,0.085,0.080
Earnings per Share,0.009,0.002,0.033,0.029,0.004,0.016,-0.001,0.010,,,0.000,0.000,-0.002,0.003,0.004,0.002,0.001,0.003,0.001,0.000
Revenue per Share,1.62,1.54,1.67,0.67,0.63,0.68,0.59,0.41,,,0.15,0.13,0.14,0.14,0.13,0.14,0.11,0.10,0.11,0.11
Dividend per Share,0.005,,0.015,0.012,0.001,0.008,0.001,0.003,,,,,0.001,,,,0.003,,,
Capital Expenditures per Share,0.001,0.001,0.003,0.002,0.003,0.026,0.002,0.00,,,0.00,0.002,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Book Value per Share,0.30,0.30,0.34,0.36,0.36,0.37,0.36,0.30,,,0.37,0.36,0.36,0.37,0.37,0.37,0.30,0.31,0.31,0.31
Price to Earnings Ratio,37.2,271.3,11.1,15.1,61.0,17.5,,8.00,,,857.1,"1,111",,75.4,25.0,17.7,8.28,9.75,11.9,12.5
Price to Book Value Ratio,1.21,1.66,1.04,1.03,0.73,0.75,0.33,0.26,,,0.66,0.49,0.33,0.33,0.33,0.24,0.26,0.29,0.26,0.26
EV to EBITDA,16.9,26.9,13.2,16.9,26.3,15.2,17.0,12.5,,,24.7,22.8,17.0,13.3,13.1,11.4,12.5,9.39,12.1,13.0
Dividend Payout Ratio,53.2%,,45.2%,41.5%,32.4%,49.1%,-190.5%,28.6%,,,,,-169.1%,,,,29.6%,,,
Common Shares Outstanding,"2,400","2,400","2,400","6,234","6,236","6,236","6,259","8,549",,,"6,236","6,259","6,259","6,259","6,259","6,259","8,549","8,549","8,509","8,509"
Total Revenue,"3,899","3,706","4,014","4,196","3,955","4,237","3,693","3,510",,,916.8,806.6,899.6,846.6,841.6,862.8,949.1,867.0,925.0,929.3
"Cost of Revenue, Total","3,622","3,459","3,640","3,788","3,604","3,725","3,244","3,046",,,809.9,706.5,772.2,728.1,717.1,762.8,834.7,740.5,819.7,833.5
Gross Profit,277.2,247.5,374.7,408.2,351.3,511.6,448.7,463.9,,,106.9,100.1,127.4,118.5,124.5,100.0,114.4,126.5,105.3,95.8
"Selling/General/Administrative Expenses, Total",170.0,163.3,184.3,220.2,252.2,300.9,319.0,281.5,,,74.7,74.5,93.2,68.0,71.4,60.7,79.2,66.2,71.0,63.5
Operating Income,107.2,84.2,190.4,188.1,99.2,210.7,129.7,182.4,,,32.2,25.6,34.2,50.5,53.1,39.4,35.3,60.3,34.3,32.2
Net Income,22.6,3.63,79.7,118.6,26.0,100.0,-3.41,63.6,,,0.84,-0.053,-10.1,20.3,22.3,12.5,8.53,24.0,9.27,3.75
EBITDA,121.8,97.9,202.6,205.6,114.3,230.0,161.0,216.0,,,40.1,33.3,42.1,58.1,53.1,47.6,45.5,67.7,34.3,33.4
Gross Profit Margin,7.1%,6.7%,9.3%,9.7%,8.9%,12.1%,12.2%,13.2%,,,11.7%,12.4%,14.2%,14.0%,14.8%,11.6%,12.1%,14.6%,11.4%,10.3%
