,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.96,1.14,3.87,4.15,1.69,1.30,0.92,0.74,,,1.16,1.11,0.97,0.89,0.86,0.85,0.85,0.76,0.66,0.59
Earnings per Share,0.023,0.029,0.012,0.000,0.001,-0.023,0.004,0.11,,,0.005,0.004,-0.003,-0.002,-0.006,0.12,-0.006,-0.002,-0.006,-0.002
Revenue per Share,0.27,0.34,0.48,0.46,0.35,0.37,0.32,0.28,,,0.085,0.085,0.079,0.068,0.071,0.072,0.073,0.065,0.066,0.064
Dividend per Share,0.010,,,,,,0.010,0.020,,,,,0.010,,,,0.020,,,
Capital Expenditures per Share,0.016,0.041,0.023,0.015,0.021,0.11,0.074,0.048,,,0.010,0.033,0.019,0.001,0.005,0.007,0.036,0.002,0.004,0.006
Book Value per Share,1.14,1.17,1.21,1.25,1.22,1.21,1.19,1.28,,,1.19,1.20,1.19,1.19,1.17,1.29,1.28,1.28,1.26,1.25
Price to Earnings Ratio,30.2,37.0,66.1,"59,091","2,039",,225.3,7.71,,,,,230.7,223.0,,7.32,7.71,6.03,5.58,
Price to Book Value Ratio,0.57,0.98,0.82,3.02,1.15,1.09,0.67,0.61,,,0.93,0.86,0.67,0.66,0.70,0.57,0.61,0.54,0.46,0.44
EV to EBITDA,10.8,15.1,8.37,194.7,44.3,48.3,31.7,40.7,,,40.7,45.6,31.7,32.2,41.2,39.5,40.7,35.0,35.0,27.6
Dividend Payout Ratio,43.8%,,,,,,250.3%,18.8%,,,,,256.3%,,,,18.8%,,,
Common Shares Outstanding,900.0,900.0,900.0,910.6,"1,041","1,041","1,122","1,122",,,"1,122","1,122","1,122","1,122","1,122","1,122","1,122","1,122","1,122","1,122"
Total Revenue,240.0,307.2,435.9,422.7,365.7,389.4,356.4,319.0,,,95.9,94.9,88.5,76.0,80.0,80.6,82.4,72.6,73.7,72.2
"Cost of Revenue, Total",156.5,194.7,297.7,293.3,245.9,261.9,226.4,223.9,,,60.0,59.7,56.7,51.4,55.8,55.3,61.5,49.9,50.7,49.4
