,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.06,0.97,1.02,0.99,0.91,2.08,1.94,2.76,,,1.70,1.75,1.95,2.14,2.15,1.81,1.77,2.14,3.21,3.59
Earnings per Share,0.011,0.014,-0.056,-0.23,-0.13,0.028,0.047,0.16,,,-0.051,0.047,0.033,0.044,0.037,0.037,0.040,0.048,0.058,0.067
Revenue per Share,0.22,0.30,0.31,0.27,0.22,0.34,0.50,0.61,,,0.12,0.13,0.14,0.15,0.15,0.15,0.16,0.17,0.17,0.18
Dividend per Share,,0.019,,,,,0.001,0.007,,,,,0.001,,,,0.007,,,
Capital Expenditures per Share,0.099,0.030,0.002,0.014,0.027,0.004,0.001,0.003,,,0.001,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.003,0.002
Book Value per Share,1.28,1.30,1.22,1.00,0.87,0.90,0.94,1.10,,,0.86,0.91,0.94,0.99,1.02,1.06,1.10,1.15,1.20,1.26
Price to Earnings Ratio,87.0,69.3,,,,65.5,35.6,9.88,,,,40.9,36.5,26.9,12.1,10.1,9.94,9.43,13.2,15.5
Price to Book Value Ratio,0.73,0.76,0.59,1.00,0.78,2.32,1.65,1.52,,,1.58,1.81,1.65,1.85,1.96,1.28,1.52,1.76,2.97,2.50
EV to EBITDA,49.9,34.1,94.4,-24.0,-26.2,23.8,23.1,12.5,,,42.8,24.0,23.1,18.6,12.8,12.6,12.5,12.0,13.2,14.1
Dividend Payout Ratio,,129.9%,,,,,1.7%,4.3%,,,,,1.8%,,,,4.4%,,,
Common Shares Outstanding,"1,021","1,021","1,021","1,021","1,021","1,021","1,023","1,026",,,"1,021","1,022","1,023","1,023","1,026","1,026","1,026","1,026","1,028","1,028"
Total Revenue,228.5,309.2,313.9,275.2,229.4,351.3,514.1,628.7,,,119.7,130.8,145.2,156.3,151.4,155.0,166.0,170.1,171.7,189.9
"Cost of Revenue, Total",45.7,11.3,12.8,18.9,19.0,18.9,14.3,8.46,,,3.43,3.79,3.16,2.64,2.06,1.73,2.03,1.84,0.97,0.018
Gross Profit,182.8,298.0,301.1,256.4,210.4,332.4,499.8,620.2,,,116.2,127.1,142.0,153.6,149.4,153.3,163.9,168.2,170.7,189.9
"Selling/General/Administrative Expenses, Total",139.1,177.1,132.1,155.6,154.1,197.6,218.7,226.5,,,49.2,49.8,65.4,52.9,52.0,55.1,66.5,60.5,61.1,61.7
