,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.11,5.15,7.10,5.89,5.21,5.20,4.56,3.10,,,5.03,4.78,4.76,4.25,4.19,4.12,3.91,3.67,3.01,2.35
Earnings per Share,0.28,0.31,0.80,1.19,0.22,0.12,0.30,0.18,,,0.028,0.042,0.099,0.050,-0.009,0.12,0.024,0.11,-0.053,0.036
Revenue per Share,5.84,6.35,6.83,6.83,6.28,5.57,6.91,8.88,,,1.54,1.92,1.81,2.05,2.11,2.75,1.98,2.07,1.55,2.14
Dividend per Share,,,,0.10,0.11,0.060,0.14,0.22,,,,,0.14,,,,0.22,0.14,0.00,0.00
Capital Expenditures per Share,0.063,0.015,0.076,0.031,0.17,0.55,0.15,0.082,,,0.027,0.045,0.010,0.008,0.003,0.017,0.054,0.009,0.001,0.004
Book Value per Share,3.18,3.54,4.36,5.59,5.69,5.71,5.95,5.98,,,5.81,5.85,5.95,5.99,5.83,5.96,5.98,6.10,5.69,5.72
Price to Earnings Ratio,5.77,10.7,6.16,5.31,18.3,38.4,15.5,21.3,,,41.3,70.8,15.5,19.4,21.1,15.6,21.3,14.2,14.3,19.8
Price to Book Value Ratio,0.48,1.38,1.07,0.98,0.83,0.88,0.73,0.63,,,0.84,0.71,0.73,0.67,0.70,0.65,0.63,0.58,0.42,0.38
EV to EBITDA,15.4,13.8,6.13,12.9,17.7,18.9,15.2,"1,363",,,13.8,17.2,15.2,52.8,"1,501",68.9,"1,363",130.2,162.7,-53.9
Dividend Payout Ratio,,,,8.4%,49.3%,49.2%,47.6%,120.7%,,,,,47.6%,,,,120.7%,58.6%,0.0%,0.0%
Common Shares Outstanding,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Total Revenue,"1,576","1,715","1,843","1,844","1,696","1,504","1,865","2,398",,,416.0,518.2,488.9,552.7,568.6,742.1,534.2,559.8,417.6,576.8
"Cost of Revenue, Total","1,409","1,534","1,519","1,583","1,519","1,301","1,657","2,245",,,375.6,474.4,443.0,506.9,535.4,694.4,508.5,547.6,395.3,535.6
Gross Profit,166.9,181.9,324.6,261.5,177.3,202.4,208.2,152.3,,,40.3,43.8,45.9,45.7,33.1,47.7,25.7,12.2,22.3,41.2
"Selling/General/Administrative Expenses, Total",120.2,130.7,143.6,146.6,144.4,151.0,142.8,188.1,,,34.0,31.3,41.7,70.9,55.3,22.0,39.6,31.6,41.8,36.0
