,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,209.0,231.0,216.0,188.5,141.5,195.5,198.5,198.5,,,209.5,207.5,218.5,206.0,187.5,185.0,212.5,213.0,213.0,
Earnings per Share,14.9,15.7,13.6,9.08,13.6,14.1,16.2,13.4,,,3.83,4.14,5.80,0.28,3.14,1.00,8.76,-0.095,1.04,2.36
Revenue per Share,90.3,91.9,90.0,97.5,98.3,98.7,99.0,90.6,,,28.1,25.9,23.0,19.6,22.5,23.0,27.6,19.0,22.6,19.5
Dividend per Share,9.00,8.00,7.00,5.00,6.00,7.00,10.0,10.0,,,,,10.0,,,,10.0,,,
Capital Expenditures per Share,1.60,1.47,0.61,0.67,1.02,3.01,0.65,1.36,,,0.30,0.017,0.14,0.12,0.27,0.29,0.70,0.27,0.57,0.73
Book Value per Share,106.0,116.1,118.8,121.7,129.1,139.6,156.3,158.2,,,139.4,147.0,156.3,156.4,148.6,157.5,158.2,159.0,151.0,152.3
Price to Earnings Ratio,7.89,15.6,17.3,20.9,10.1,10.9,13.5,15.6,,,12.1,13.8,13.5,13.5,14.2,17.6,15.8,15.6,19.4,
Price to Book Value Ratio,1.58,2.10,2.02,1.56,1.03,1.13,1.41,1.40,,,1.34,1.44,1.41,1.00,1.21,1.08,1.40,1.29,1.50,
EV to EBITDA,4.51,12.9,23.8,80.2,13.8,16.9,17.6,20.8,,,21.6,24.8,17.6,21.8,20.7,43.0,20.8,23.6,0.00,24.6
Dividend Payout Ratio,60.2%,51.0%,51.5%,55.0%,44.1%,49.7%,61.8%,74.9%,,,,,61.8%,,,,75.9%,,,
Common Shares Outstanding,7.50,7.50,7.50,7.50,7.50,7.50,7.50,7.75,,,7.50,7.50,7.50,7.50,7.50,7.50,7.75,7.75,7.87,7.87
Total Revenue,677.5,689.4,675.2,731.6,737.4,740.0,742.2,702.3,,,210.5,193.9,172.5,146.8,168.9,172.4,214.3,147.5,178.1,153.6
"Cost of Revenue, Total",296.6,317.5,367.7,426.3,411.0,413.2,519.9,465.1,,,117.7,98.2,205.3,114.4,119.6,111.8,209.7,105.4,128.7,109.9
Gross Profit,380.9,371.9,307.5,305.2,326.4,326.7,222.3,237.2,,,92.8,95.7,-32.9,32.4,49.3,60.5,4.55,42.1,49.4,43.7
"Selling/General/Administrative Expenses, Total",288.4,288.7,262.6,297.5,284.7,283.1,160.7,159.3,,,68.9,65.9,-43.7,38.4,33.6,36.5,-39.6,49.9,49.5,37.2
Operating Income,76.0,68.6,31.3,7.71,41.7,43.6,61.6,55.4,,,23.9,29.8,10.8,-6.02,15.7,1.58,44.2,-7.74,-0.10,6.50
Net Income,112.1,117.6,102.0,68.1,102.1,105.7,121.4,101.0,,,28.7,31.0,43.5,2.09,23.5,7.48,67.9,-0.73,8.07,18.6
EBITDA,92.5,83.2,44.9,18.6,50.4,50.8,68.4,61.6,,,25.9,31.4,12.3,-4.45,17.2,2.81,46.0,-5.87,2.01,8.97
Gross Profit Margin,56.2%,53.9%,45.5%,41.7%,44.3%,44.2%,30.0%,33.8%,,,44.1%,49.4%,-19.1%,22.0%,29.2%,35.1%,2.1%,28.6%,27.7%,28.4%
Operating Margin,11.2%,9.9%,4.6%,1.1%,5.7%,5.9%,8.3%,7.9%,,,11.4%,15.4%,6.3%,-4.1%,9.3%,0.9%,20.6%,-5.2%,-0.1%,4.2%
Net Profit Margin,16.5%,17.1%,15.1%,9.3%,13.8%,14.3%,16.4%,14.4%,,,13.6%,16.0%,25.2%,1.4%,13.9%,4.3%,31.7%,-0.5%,4.5%,12.1%
Return on Assets,9.4%,9.0%,7.7%,5.2%,7.3%,6.8%,7.3%,6.0%,,,7.5%,7.1%,7.5%,6.7%,6.8%,5.0%,6.2%,6.1%,5.3%,5.9%
Return on Equity,14.1%,13.5%,11.5%,7.5%,10.5%,10.1%,10.4%,8.2%,,,2.7%,2.8%,3.7%,0.2%,2.1%,0.6%,5.5%,-0.1%,0.7%,1.5%
Return on Total Capital,14.1%,13.5%,11.5%,7.5%,10.5%,10.1%,10.4%,8.2%,,,11.0%,9.9%,10.4%,9.0%,9.0%,6.5%,8.2%,8.0%,7.0%,7.8%
SG&A to Sale,42.6%,41.9%,38.9%,40.7%,38.6%,38.3%,21.6%,22.7%,,,32.7%,34.0%,-25.3%,26.1%,19.9%,21.2%,-18.5%,33.8%,27.8%,24.2%
Depreciation & Amortisation,16.5,14.6,13.5,10.9,8.62,7.25,6.78,6.20,,,1.95,1.55,1.41,1.56,1.57,1.23,1.84,1.87,2.11,2.46
Tax Rate,26.4%,18.9%,13.9%,13.1%,14.0%,14.4%,18.3%,17.6%,,,14.7%,15.6%,18.2%,21.4%,6.8%,37.2%,17.5%,20.2%,18.4%,18.2%
Current Ratio,2.23,2.09,2.18,1.94,1.80,1.73,1.84,1.85,,,1.72,1.90,1.84,2.03,1.70,1.79,1.85,2.29,1.82,1.85
Quick Ratio,2.00,1.44,1.28,1.08,1.37,0.87,0.86,1.12,,,0.93,0.91,0.86,0.99,0.92,1.08,1.12,1.13,1.03,0.85
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.29,2.43,4.47,,,5.78,6.17,5.13,3.49,2.47,3.57,4.14,3.07,3.19,5.26
Days Sale Outstanding,242.3,259.0,142.8,141.6,192.1,178.2,165.1,175.1,,,142.3,127.5,165.1,100.2,120.5,164.4,175.1,97.6,129.3,112.9
Days Payable Outstanding,361.2,368.9,294.0,219.1,260.1,311.5,260.9,238.0,,,254.2,254.8,222.3,184.0,145.5,160.4,166.3,147.2,145.2,170.3
Cash Conversion Cycle,-117.1,-160.7,-31.1,-99.0,-109.4,-163.7,-70.6,-23.5,,,-116.3,-92.6,-90.8,7.52,-44.8,-16.2,-0.71,17.3,-54.5,-41.4
Debt to Asset Ratio,0.33,0.36,0.27,0.30,0.30,0.33,0.29,0.25,,,0.28,0.25,0.29,0.20,0.23,0.23,0.25,0.19,0.24,0.24
Debt to Equity Ratio,0.51,0.57,0.37,0.44,0.45,0.52,0.41,0.34,,,0.40,0.35,0.41,0.25,0.30,0.31,0.34,0.24,0.32,0.32
Interest Coverage Ratio,,,,,,,,"5,124",,,,,,,,144.0,,,,
Cash and Short Term Investments,352.5,411.0,345.7,393.4,301.2,475.8,417.9,282.9,,,293.6,327.8,417.9,233.0,215.0,211.8,282.9,307.2,282.9,340.3
"Total Receivables, Net",449.8,489.2,264.1,283.7,388.1,361.3,335.7,337.0,,,310.5,268.3,335.7,198.7,225.1,297.4,337.0,188.0,252.2,214.4
Total Inventory,,,,,,0.66,6.26,5.12,,,6.53,8.36,6.26,3.98,3.29,7.49,5.12,4.08,5.64,10.3
Total Current Assets,809.0,902.3,614.6,681.6,697.6,845.0,766.7,648.2,,,621.4,613.2,766.7,449.0,452.7,527.8,648.2,521.4,567.8,589.2
"Property/Plant/Equipment, Total - Net",199.2,195.6,186.5,185.9,182.1,196.9,194.6,199.6,,,196.6,194.9,194.6,193.9,194.4,195.3,199.6,199.8,202.1,205.4
Total Assets,"1,216","1,393","1,246","1,363","1,453","1,646","1,680","1,665",,,"1,512","1,541","1,680","1,486","1,468","1,568","1,665","1,549","1,591","1,606"
Accounts Payable,285.7,356.0,236.5,275.2,310.4,395.0,348.2,258.3,,,329.5,285.1,348.2,191.9,236.6,247.8,258.3,182.7,259.5,257.1
Accrued Expenses,57.5,63.9,43.8,74.6,75.3,47.8,53.1,57.6,,,22.4,31.9,53.1,19.1,25.5,36.1,57.6,20.9,28.5,42.1
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,362.1,431.3,282.0,351.8,388.4,489.3,415.7,350.7,,,361.2,322.4,415.7,221.0,266.9,294.8,350.7,227.7,312.4,318.8
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,402.0,499.9,332.4,405.2,437.3,544.9,483.9,416.2,,,416.7,384.9,483.9,289.8,333.7,365.3,416.2,294.3,379.4,384.4
Common Stock,75.0,75.0,75.0,75.0,75.0,75.0,75.0,77.5,,,75.0,75.0,75.0,75.0,75.0,75.0,77.5,77.5,78.7,78.7
Additional Paid-In Capital,95.0,95.0,95.0,95.0,95.0,95.0,95.0,117.2,,,95.0,95.0,95.0,95.0,95.0,95.0,117.2,117.2,127.9,127.9
Retained Earnings (Accumulated Deficit),537.9,603.6,645.6,659.8,724.4,785.2,852.3,875.3,,,777.9,808.9,852.3,851.4,800.0,807.4,875.3,880.6,811.2,829.7
Shareholders' Equity,795.1,871.1,890.8,912.9,968.3,"1,047","1,172","1,226",,,"1,046","1,102","1,172","1,173","1,114","1,181","1,226","1,232","1,189","1,199"
Cash from Operating Activities,61.7,143.9,135.7,91.3,6.84,-15.1,238.1,-77.6,,,36.7,15.7,114.0,-91.6,69.3,-8.65,-46.7,75.0,79.0,40.7
Cash from Investing Activities,-46.6,125.4,-102.1,-11.9,-104.4,33.0,3.49,-101.3,,,41.6,1.49,46.8,-110.8,19.1,-1.52,-8.04,-22.0,16.1,20.3
Cash from Financing Activities,-62.2,-70.2,-63.8,-59.0,-42.9,-51.8,-71.9,-31.1,,,-61.1,0.00,-10.8,,-78.4,24.7,22.5,,-68.1,0.00
Net Change in Cash,-47.1,199.1,-30.2,20.4,-140.5,-33.8,169.7,-228.0,,,17.2,17.2,150.0,-220.3,9.99,14.6,-32.2,53.0,26.9,61.0
Free Cashflows,49.7,132.9,131.1,86.2,-0.77,-37.6,233.2,-88.2,,,34.4,15.6,112.9,-92.5,67.3,-10.8,-52.1,73.0,74.5,34.9
Free Cashflow per Share,6.62,17.7,17.5,11.5,-0.10,-5.02,31.1,-11.4,,,4.59,2.08,15.1,-12.3,8.97,-1.44,-6.72,9.41,9.47,4.44
