,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,380.0,470.0,433.0,430.5,460.0,453.0,402.0,351.0,,,424.0,411.0,419.0,407.0,392.0,383.5,370.0,381.5,370.0,347.0
Earnings per Share,-16.2,109.6,44.5,32.2,52.1,37.8,18.7,4.57,,,1.55,3.52,13.5,2.06,1.50,-3.62,4.97,0.98,-7.87,-9.60
Revenue per Share,552.1,470.3,487.6,513.0,536.6,526.8,540.6,521.5,,,137.8,139.6,133.4,123.3,129.4,129.1,139.7,120.5,124.3,130.6
Dividend per Share,,63.0,20.0,20.0,20.0,20.0,20.0,5.00,,,,,20.0,,,,5.00,,,
Capital Expenditures per Share,66.2,44.1,28.4,16.3,49.2,55.1,129.3,136.1,,,20.3,18.9,63.9,28.2,44.6,34.8,28.4,19.5,23.9,14.4
Book Value per Share,383.5,460.6,485.0,493.7,527.7,543.7,541.6,521.6,,,525.3,528.8,541.6,543.7,525.2,521.6,521.6,522.5,509.7,500.1
Price to Earnings Ratio,,4.16,9.89,12.8,8.48,11.6,21.8,79.7,,,17.3,19.5,21.8,18.8,18.4,28.0,74.2,88.4,,
Price to Book Value Ratio,0.91,0.97,0.90,0.84,0.86,0.88,0.75,0.69,,,0.80,0.77,0.75,0.70,0.73,0.71,0.69,0.71,0.68,0.59
EV to EBITDA,5.18,9.43,5.15,4.22,3.35,4.02,6.38,10.9,,,5.73,6.02,6.38,5.96,6.68,8.19,10.9,11.0,16.3,17.6
Dividend Payout Ratio,,57.5%,45.0%,62.1%,38.4%,52.9%,107.2%,109.5%,,,,,107.2%,,,,101.9%,,,
Common Shares Outstanding,7.40,7.40,7.40,7.40,7.40,7.40,7.40,7.40,,,7.40,7.40,7.40,7.40,7.40,7.40,7.40,7.40,7.40,7.40
Total Revenue,"4,086","3,480","3,608","3,796","3,971","3,898","4,000","3,859",,,"1,019","1,033",986.8,912.1,957.4,955.4,"1,034",892.1,919.7,966.1
"Cost of Revenue, Total","3,495","2,979","2,956","3,048","3,109","3,005","3,227","3,259",,,854.0,850.1,741.4,751.3,795.7,851.7,860.5,747.5,845.5,911.9
Gross Profit,590.1,501.3,652.1,747.9,862.1,893.1,772.9,599.7,,,165.5,182.6,245.5,160.8,161.7,103.7,173.5,144.6,74.1,54.2
