,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.59,2.34,2.17,1.62,1.40,1.32,0.98,0.69,,,1.15,1.18,1.15,1.00,0.92,0.84,0.81,0.77,0.69,0.60
Earnings per Share,0.082,0.069,0.071,0.047,0.049,-0.025,0.014,0.000,,,0.014,0.003,-0.006,0.006,0.006,0.006,-0.016,0.009,0.003,0.009
Revenue per Share,0.45,0.39,0.49,0.50,0.49,0.52,0.43,0.39,,,0.11,0.11,0.11,0.11,0.11,0.11,0.099,0.10,0.099,0.099
Dividend per Share,,0.005,0.010,0.008,0.008,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.040,0.014,0.011,0.011,0.006,0.010,0.006,0.005,,,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001
Book Value per Share,0.82,0.98,1.04,1.07,1.09,1.08,1.09,1.06,,,1.09,1.10,1.09,1.10,1.10,1.10,1.06,1.07,1.08,1.09
Price to Earnings Ratio,35.5,36.7,25.9,42.2,23.2,,82.2,"3,529",,,,,71.3,61.0,95.8,67.5,370.7,122.9,261.9,108.2
Price to Book Value Ratio,3.53,2.52,1.78,1.74,1.06,1.29,0.99,0.72,,,1.05,0.97,0.99,0.77,0.80,0.70,0.72,0.67,0.59,0.49
EV to EBITDA,29.7,28.5,22.9,29.6,24.7,-122.9,82.3,109.0,,,-169.6,-74.7,82.3,61.1,68.5,62.6,109.0,61.9,72.9,53.8
Dividend Payout Ratio,,7.3%,14.2%,16.0%,15.4%,,,,,,,,,,,,,,,
Common Shares Outstanding,"16,316","21,085","21,085","21,085","24,775","24,775","30,280","34,822",,,"30,280","30,280","30,280","30,280","30,280","30,280","34,822","34,822","34,822","34,822"
Total Revenue,"6,197","6,939","7,502","8,377","8,464","6,649","8,102","8,617",,,"2,107","2,120","1,974","2,207","2,213","2,400","1,862","2,526","2,756","2,864"
"Cost of Revenue, Total",,,,,,,,,,,,,,,,,,,,
Gross Profit,"6,197","6,939","7,502","8,377","8,464","6,649","8,102","8,617",,,"2,107","2,120","1,974","2,207","2,213","2,400","1,862","2,526","2,756","2,864"
