,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,170.8,164.0,143.3,92.3,87.5,104.5,139.3,131.0,,,91.0,107.0,129.0,145.5,150.3,144.0,132.3,136.8,130.8,127.8
Earnings per Share,13.9,16.8,15.1,5.39,-7.76,2.68,4.24,8.66,,,1.19,-2.35,,2.97,0.86,2.26,2.07,2.93,3.10,2.75
Revenue per Share,53.7,53.3,61.1,62.8,49.1,38.4,35.7,43.1,,,6.13,9.19,,9.30,11.5,11.1,11.7,10.8,11.1,11.7
Dividend per Share,5.41,5.80,6.00,4.50,3.00,3.25,4.24,4.99,,,0.00,1.51,,0.00,0.00,1.75,3.24,0.00,0.00,2.25
Capital Expenditures per Share,21.0,21.6,21.7,17.0,15.7,9.16,11.1,9.28,,,1.55,2.20,0.00,2.58,2.76,1.89,2.17,2.86,1.80,2.40
Book Value per Share,60.1,82.5,96.6,104.0,102.9,102.7,94.4,97.6,,,72.0,94.9,94.4,93.7,102.2,95.9,97.6,95.9,88.1,92.2
Price to Earnings Ratio,13.3,9.39,10.2,21.0,,34.6,27.2,14.4,,,13.4,32.8,41.6,74.3,95.9,21.7,15.2,15.4,12.0,11.1
Price to Book Value Ratio,2.90,1.79,1.62,1.05,0.68,0.91,1.21,1.29,,,1.24,1.05,1.21,1.50,1.52,1.18,1.29,1.41,1.37,1.35
EV to EBITDA,3.95,3.60,3.00,1.36,0.96,1.96,2.25,2.23,,,2.59,1.60,2.25,3.38,3.19,3.60,2.23,2.32,2.67,2.44
Dividend Payout Ratio,38.8%,34.5%,39.9%,83.4%,-38.7%,121.1%,99.9%,57.6%,,,0.0%,54.3%,,0.0%,0.0%,28.7%,39.7%,0.0%,0.0%,20.7%
Common Shares Outstanding,"3,320","3,970","3,970","3,970","3,970","3,970","3,970","3,970",,,"5,497","3,970","3,970","3,970","3,768","3,970","3,970","3,970","4,134","3,970"
Total Revenue,"178,140","211,446","242,673","249,433","194,902","152,350","141,775","171,221",,,"33,678","36,503",,"36,906","43,498","44,219","46,436","43,037","46,031","46,646"
"Cost of Revenue, Total","40,191","45,694","53,831","48,207","40,066","33,478","32,294","35,943",,,"8,046","8,446",,"7,639","9,222","9,301","9,752","8,162","8,901","9,703"
Gross Profit,"137,948","165,752","188,843","201,225","154,836","118,872","109,480","135,279",,,"25,633","28,057",,"29,267","34,276","34,918","36,684","34,875","37,131","36,942"
"Selling/General/Administrative Expenses, Total","8,285","9,694","11,094","12,390","10,038","7,980","8,176","9,358",,,"1,900","1,721",,"1,791","1,927","2,252","3,376","1,594","2,258","2,876"
Operating Income,"87,118","100,899","118,327","67,280",-535.4,"28,102","26,855","65,297",,,"10,192","-6,643",,"13,313","16,435","15,791","19,715","15,362","18,440","17,247"
Net Income,"46,433","56,450","60,462","22,288","-30,779","13,318","19,305","36,099",,,"7,458","-8,867",,"13,182","3,728","10,199","8,652","12,513","13,249","10,977"
EBITDA,"127,212","151,839","174,277","193,129","148,314","105,074","99,526","124,917",,,"23,262","26,047",,"26,044","31,603","31,839","35,338","29,940","33,754","34,496"
Gross Profit Margin,77.4%,78.4%,77.8%,80.7%,79.4%,78.0%,77.2%,79.0%,,,76.1%,76.9%,,79.3%,78.8%,79.0%,79.0%,81.0%,80.7%,79.2%
Operating Margin,48.9%,47.7%,48.8%,27.0%,-0.3%,18.4%,18.9%,38.1%,,,30.3%,-18.2%,,36.1%,37.8%,35.7%,42.5%,35.7%,40.1%,37.0%
Net Profit Margin,26.1%,26.7%,24.9%,8.9%,-15.8%,8.7%,13.6%,21.1%,,,22.1%,-24.3%,,35.7%,8.6%,23.1%,18.6%,29.1%,28.8%,23.5%
