,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,23.4,27.0,28.7,29.8,25.8,25.0,21.3,19.1,,,24.4,25.8,23.9,21.8,21.5,19.6,18.7,21.0,19.8,16.3
Earnings per Share,1.29,1.78,2.65,3.05,3.51,2.72,2.50,2.75,,,0.80,0.59,0.80,0.39,0.71,0.73,0.91,0.77,0.43,0.42
Revenue per Share,10.7,12.4,17.9,19.7,23.5,21.6,20.2,20.6,,,5.73,4.62,6.13,3.82,5.02,5.13,6.62,5.44,3.57,3.91
Dividend per Share,0.40,0.51,0.86,1.02,1.79,,2.09,1.55,,,0.57,0.00,0.72,,0.55,0.00,1.00,,0.60,0.00
Capital Expenditures per Share,0.29,0.059,0.39,0.69,0.20,0.10,0.64,0.25,,,0.051,0.51,0.054,0.056,0.066,0.056,0.074,0.062,0.053,0.17
Book Value per Share,7.77,9.19,11.4,13.6,15.7,16.2,17.3,18.8,,,16.5,16.5,17.3,17.7,17.7,17.9,18.8,19.6,19.0,18.8
Price to Earnings Ratio,10.8,16.8,7.38,10.5,7.41,8.02,9.46,6.98,,,9.19,8.81,9.46,8.67,8.13,7.09,7.02,6.48,6.85,6.14
Price to Book Value Ratio,1.94,3.27,1.78,2.13,1.72,1.40,1.23,0.96,,,1.42,1.42,1.23,1.07,1.20,0.97,0.96,1.09,0.88,0.79
EV to EBITDA,10.5,13.0,7.21,9.49,6.63,7.86,9.10,7.13,,,8.77,9.43,9.10,8.62,8.78,8.49,7.13,6.57,8.17,7.45
Dividend Payout Ratio,31.3%,28.4%,32.6%,33.4%,50.9%,,83.8%,56.4%,,,23.0%,0.0%,28.9%,,22.1%,0.0%,36.5%,,21.2%,0.0%
Common Shares Outstanding,"2,186","2,186","2,186","2,186","2,186","2,186","2,187","2,189",,,"2,187","2,187","2,187","2,189","2,189","2,189","2,189","2,189","2,189","2,189"
Total Revenue,"23,422","27,141","39,041","43,027","51,438","47,173","44,113","45,071",,,"12,531","10,095","13,397","8,368","10,978","11,229","14,495","11,909","7,806","8,551"
"Cost of Revenue, Total","14,931","17,565","25,350","27,095","33,984","31,184","28,222","28,815",,,"7,973","6,398","8,546","5,374","6,980","7,233","9,227","7,780","5,007","5,525"
Gross Profit,"8,491","9,576","13,691","15,932","17,454","15,989","15,891","16,256",,,"4,558","3,697","4,851","2,995","3,998","3,996","5,268","4,130","2,799","3,027"
"Selling/General/Administrative Expenses, Total","3,675","3,370","6,077","6,910","7,661","8,153","8,537","8,430",,,"2,206","1,938","2,542","1,853","1,980","1,942","2,654","1,855","1,487","1,752"
Operating Income,"4,054","5,326","7,614","9,022","9,793","7,836","7,354","7,826",,,"2,353","1,759","2,309","1,142","2,017","2,054","2,613","2,275","1,312","1,275"
Net Income,"2,835","3,898","5,802","6,655","7,680","5,940","5,456","6,022",,,"1,744","1,291","1,740",862.4,"1,563","1,591","2,006","1,686",932.5,915.5
EBITDA,"4,371","5,670","7,961","9,336","10,179","8,240","7,763","8,268",,,"2,464","1,878","2,371","1,269","2,143","2,177","2,679","2,396","1,411","1,389"
