,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.31,5.49,4.98,3.25,1.44,0.94,1.51,1.02,,,0.82,1.02,1.57,1.44,1.26,1.38,1.26,1.19,1.07,0.88
Earnings per Share,0.11,0.90,-0.13,-0.19,-0.16,-0.13,-0.21,-0.17,,,0.001,-0.039,-0.11,-0.032,-0.025,-0.017,-0.075,-0.011,-0.002,-0.017
Revenue per Share,1.31,1.60,0.80,0.40,0.32,0.94,0.90,0.61,,,0.24,0.24,0.19,0.23,0.17,0.15,0.16,0.15,0.16,0.15
Dividend per Share,,0.20,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.036,0.025,0.57,0.15,0.21,0.14,0.064,0.058,,,0.023,0.004,0.015,0.006,0.009,0.006,0.039,0.008,0.005,0.012
Book Value per Share,1.32,2.25,1.39,1.16,1.15,0.96,0.69,0.59,,,0.92,0.88,0.69,0.66,0.64,0.67,0.59,0.57,0.57,0.57
Price to Earnings Ratio,,7.71,,,,,,,,,,,,,,,,,,
Price to Book Value Ratio,,3.34,1.15,1.72,1.32,0.89,1.77,1.95,,,1.03,0.83,1.77,1.95,1.52,1.72,1.95,1.83,1.75,1.27
EV to EBITDA,0.00,-2.39,-18.4,-25.3,-8.60,-7.75,-6.13,-26.5,,,-4.42,-6.59,-6.13,-8.47,-9.29,-9.41,-26.5,-26.6,-28.5,-32.4
Dividend Payout Ratio,,22.3%,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,183.0,183.0,366.0,449.5,872.5,992.7,"1,241","1,899",,,"1,241","1,241","1,241","1,241","1,641","1,899","1,899","1,899","1,899","1,899"
Total Revenue,239.4,293.7,293.4,178.2,279.8,933.5,"1,113","1,163",,,292.7,301.2,235.7,284.3,282.2,285.0,306.4,279.4,299.5,288.6
"Cost of Revenue, Total",199.5,257.3,254.9,199.8,308.3,753.9,921.4,934.6,,,226.8,237.1,231.6,233.4,225.6,226.6,246.6,216.1,231.5,220.0
