,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,9.50,7.08,7.78,6.07,3.38,,,8.03,8.13,7.58,6.70,5.93,4.97,4.11,3.56,3.19,2.70
Earnings per Share,0.80,0.19,0.20,0.72,0.69,0.23,0.61,0.21,,,0.15,0.17,0.19,0.090,0.012,0.042,0.059,-0.020,0.001,-0.046
Revenue per Share,10.1,11.2,4.10,9.32,8.48,8.87,9.69,8.93,,,2.30,2.39,2.69,2.40,2.10,2.17,2.24,2.21,1.99,2.00
Dividend per Share,0.00,0.00,0.00,0.00,0.30,0.20,0.40,0.11,,,,,0.40,,,,0.11,,,
Capital Expenditures per Share,0.16,0.25,0.18,0.48,0.63,1.46,0.87,0.95,,,0.18,0.15,0.38,0.092,0.25,0.28,0.33,0.40,0.34,0.34
Book Value per Share,6.14,6.15,1.68,2.38,5.14,4.88,5.29,5.06,,,4.94,5.11,5.29,5.37,4.99,5.02,5.06,5.02,4.90,4.82
Price to Earnings Ratio,,,,,10.3,29.8,12.7,19.5,,,16.9,14.9,12.7,10.4,11.3,12.5,20.1,32.3,35.9,
Price to Book Value Ratio,,,,,1.44,1.40,1.35,0.77,,,1.59,1.38,1.35,1.05,1.14,0.77,0.77,0.62,0.59,0.51
EV to EBITDA,0.00,0.00,0.00,0.00,7.51,14.0,9.95,12.9,,,12.6,12.2,9.95,9.47,10.1,11.0,12.9,14.8,16.3,19.2
Dividend Payout Ratio,0.0%,0.0%,0.0%,0.0%,43.3%,85.8%,66.0%,52.5%,,,,,65.8%,,,,54.3%,,,
Common Shares Outstanding,913.4,913.4,913.4,913.4,913.4,913.4,913.4,913.4,,,913.4,913.4,913.4,913.4,913.4,913.4,913.4,913.4,913.2,912.8
Total Revenue,"9,236","10,194","3,745","8,509","7,745","8,105","8,855","8,162",,,"2,099","2,181","2,458","2,188","1,920","1,984","2,046","2,021","1,817","1,822"
"Cost of Revenue, Total","7,587","8,428","3,085","6,779","6,280","6,871","7,208","6,774",,,"1,697","1,751","2,006","1,814","1,555","1,653","1,753","1,745","1,529","1,610"
Gross Profit,"1,650","1,766",659.9,"1,731","1,464","1,234","1,647","1,387",,,402.1,430.0,452.2,374.0,365.6,331.0,292.3,275.9,287.5,212.0
"Selling/General/Administrative Expenses, Total",796.3,815.3,292.9,691.2,676.7,809.0,930.9,"1,056",,,230.8,233.4,222.4,255.4,298.2,256.0,221.6,255.7,260.3,243.6
Operating Income,818.9,996.3,367.1,"1,039",787.5,425.1,716.1,331.7,,,171.3,196.6,229.8,118.6,67.4,75.0,70.8,20.2,27.1,-31.6
Net Income,728.4,178.0,181.2,660.9,550.2,212.9,553.9,191.3,,,137.9,155.3,167.6,86.2,10.7,38.3,56.1,-14.7,0.74,-41.7
EBITDA,"1,108","1,275",572.7,"1,404","1,077",635.1,951.1,589.9,,,232.8,255.2,285.9,179.6,133.3,142.6,134.3,86.6,91.6,39.7
Gross Profit Margin,17.9%,17.3%,17.6%,20.3%,18.9%,15.2%,18.6%,17.0%,,,19.2%,19.7%,18.4%,17.1%,19.0%,16.7%,14.3%,13.7%,15.8%,11.6%
Operating Margin,8.9%,9.8%,9.8%,12.2%,10.2%,5.2%,8.1%,4.1%,,,8.2%,9.0%,9.4%,5.4%,3.5%,3.8%,3.5%,1.0%,1.5%,-1.7%
Net Profit Margin,7.9%,1.7%,4.8%,7.8%,7.1%,2.6%,6.3%,2.3%,,,6.6%,7.1%,6.8%,3.9%,0.6%,1.9%,2.7%,-0.7%,0.0%,-2.3%
Return on Assets,8.9%,2.3%,2.7%,10.3%,8.1%,2.7%,6.2%,2.0%,,,4.6%,5.4%,6.0%,5.9%,4.4%,3.1%,1.9%,0.9%,0.8%,0.0%
Return on Equity,13.0%,3.2%,11.8%,30.4%,11.7%,4.8%,11.5%,4.1%,,,3.1%,3.3%,3.5%,1.8%,0.2%,0.8%,1.2%,-0.3%,0.0%,-0.9%
Return on Total Capital,11.8%,3.2%,4.2%,14.6%,11.5%,3.6%,8.3%,2.9%,,,6.5%,7.8%,8.3%,8.3%,6.8%,4.9%,2.9%,1.4%,1.1%,0.0%
SG&A to Sale,8.6%,8.0%,7.8%,8.1%,8.7%,10.0%,10.5%,12.9%,,,11.0%,10.7%,9.0%,11.7%,15.5%,12.9%,10.8%,12.7%,14.3%,13.4%
Depreciation & Amortisation,253.8,243.2,205.6,365.0,289.5,210.0,235.0,258.2,,,61.6,58.6,56.0,61.0,65.9,67.6,63.6,66.4,64.4,71.2
Tax Rate,14.0%,50.5%,12.5%,17.4%,15.2%,41.1%,15.5%,10.3%,,,12.3%,13.8%,20.3%,18.4%,37.6%,22.3%,-36.1%,2.3%,94.5%,36.3%
Current Ratio,1.57,3.06,1.14,1.29,1.21,1.17,1.04,0.85,,,1.06,0.97,1.04,1.02,0.84,0.81,0.85,0.75,0.84,0.71
Quick Ratio,0.49,2.36,0.39,0.40,0.27,0.28,0.33,0.19,,,0.30,0.26,0.33,0.28,0.21,0.20,0.19,0.17,0.17,0.17
Days Inventory Outstanding,66.4,55.4,129.5,62.7,85.7,87.5,69.6,77.8,,,75.0,73.3,67.1,66.0,74.2,81.1,87.6,89.0,90.9,89.6
Days Sale Outstanding,41.6,26.0,73.1,28.0,28.6,31.9,32.6,29.8,,,30.3,30.2,32.6,28.6,27.2,29.6,29.9,28.2,27.5,28.1
Days Payable Outstanding,20.8,14.2,23.4,9.97,13.5,13.8,13.5,13.8,,,12.6,12.4,13.4,13.1,12.8,12.9,12.6,13.1,13.2,11.9
Cash Conversion Cycle,84.5,77.7,180.8,82.4,99.7,104.0,86.2,98.2,,,92.9,90.9,83.9,84.7,89.1,97.5,105.9,104.7,106.4,106.9
Debt to Asset Ratio,0.33,0.22,0.76,0.66,0.35,0.48,0.48,0.55,,,0.47,0.49,0.48,0.47,0.52,0.54,0.55,0.55,0.59,0.59
Debt to Equity Ratio,0.50,0.29,3.19,1.93,0.53,0.93,0.91,1.24,,,0.90,0.95,0.91,0.90,1.10,1.17,1.24,1.24,1.42,1.42
Interest Coverage Ratio,,,2.85,4.75,6.21,6.37,8.29,3.11,,,8.40,8.82,9.78,4.90,2.68,2.69,2.40,0.66,0.78,
Cash and Short Term Investments,722.6,"3,068",215.7,257.8,193.1,557.4,297.7,534.4,,,254.9,365.7,297.7,361.7,315.5,425.3,534.4,253.6,492.6,239.1
"Total Receivables, Net","1,052",725.0,749.8,653.6,606.0,707.8,791.0,666.1,,,710.6,717.9,791.0,698.6,651.0,692.4,666.1,615.5,593.7,592.7
Total Inventory,"1,538","1,019","1,170","1,159","1,790","1,506","1,244","1,644",,,"1,460","1,407","1,244","1,385","1,514","1,607","1,644","1,626","1,702","1,558"
Total Current Assets,"3,367","4,836","2,180","2,114","2,665","2,930","2,460","2,998",,,"2,548","2,659","2,460","2,560","2,643","2,877","2,998","2,639","2,944","2,528"
"Property/Plant/Equipment, Total - Net","1,971","1,282","1,261","1,410","1,720","2,894","3,483","4,084",,,"3,112","3,192","3,483","3,499","3,665","3,829","4,084","4,386","4,633","4,837"
Total Assets,"8,421","7,239","6,422","6,382","7,213","8,625","9,230","10,351",,,"8,575","9,096","9,230","9,329","9,565","9,968","10,351","10,280","10,830","10,629"
Accounts Payable,434.5,219.3,175.8,194.3,270.6,247.6,284.3,228.3,,,240.7,245.8,284.3,237.1,260.9,237.7,228.3,251.9,232.2,198.8
Accrued Expenses,175.6,67.0,104.9,136.2,112.3,125.9,130.8,127.4,,,128.2,145.0,130.8,122.5,143.0,160.6,127.4,110.0,102.6,117.3
Debt Due,"1,424","1,163","1,534","1,103","1,698","1,990","1,770","2,958",,,"1,873","2,180","1,770","1,911","2,626","2,953","2,958","2,906","2,965","3,056"
Total Current Liabilities,"2,148","1,579","1,917","1,644","2,205","2,505","2,367","3,527",,,"2,401","2,735","2,367","2,512","3,154","3,531","3,527","3,537","3,489","3,538"
Long Term Debt,554.4,4.23,"2,732","2,348",98.0,"1,441","1,811","1,935",,,"1,440","1,474","1,811","1,696","1,628","1,630","1,935","1,896","2,595","2,420"
Total Liabilities,"2,813","1,621","4,886","4,205","2,511","4,160","4,392","5,730",,,"4,058","4,420","4,392","4,421","5,001","5,379","5,730","5,699","6,361","6,231"
Common Stock,"1,579","1,579","3,427","3,427","4,567","4,567","4,567","4,567",,,"4,567","4,567","4,567","4,567","4,567","4,567","4,567","4,567","4,567","4,567"
Additional Paid-In Capital,"1,573","1,573","3,403","3,403","4,234","4,234","4,234","4,234",,,"4,234","4,234","4,234","4,234","4,234","4,234","4,234","4,234","4,234","4,234"
Retained Earnings (Accumulated Deficit),"2,407","2,448","2,489","3,153","3,703","3,487","3,858","3,669",,,"3,535","3,691","3,858","3,945","3,590","3,628","3,669","3,654","3,558","3,516"
Shareholders' Equity,"5,608","5,618","1,534","2,175","4,697","4,462","4,834","4,619",,,"4,514","4,671","4,834","4,905","4,562","4,586","4,619","4,581","4,470","4,400"
Cash from Operating Activities,748.9,742.2,207.9,"1,251",161.5,531.5,"1,059",153.9,,,139.0,233.4,406.6,125.6,-108.7,32.6,104.4,174.6,-108.9,125.7
Cash from Investing Activities,-316.8,"-1,033",-163.4,-377.0,-548.6,"-1,344","-1,271",-870.2,,,-171.3,-461.3,-396.7,-84.8,-226.1,-254.4,-304.9,-370.9,-311.7,-306.1
Cash from Financing Activities,-319.7,-347.3,-2.69,-815.8,317.9,"1,178",-39.6,960.7,,,30.2,338.5,-69.8,32.7,279.0,338.1,310.9,-77.6,662.3,-69.8
Net Change in Cash,87.5,-652.3,72.2,42.0,-64.7,364.3,-259.7,236.8,,,9.82,110.8,-68.0,64.0,-46.2,109.8,109.1,-280.9,239.0,-253.5
Free Cashflows,605.9,518.2,44.2,813.7,-418.3,-801.5,267.7,-714.4,,,-24.6,96.7,58.9,41.5,-339.3,-222.8,-193.8,-193.9,-420.7,-181.0
Free Cashflow per Share,0.66,0.57,0.048,0.89,-0.46,-0.88,0.29,-0.78,,,-0.027,0.11,0.065,0.045,-0.37,-0.24,-0.21,-0.21,-0.46,-0.20
