,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.85,3.21,6.04,12.9,15.5,13.5,8.35,5.04,,,12.8,12.5,10.7,8.85,7.88,6.32,5.65,5.48,4.95,4.34
Earnings per Share,0.30,0.18,-0.12,0.48,0.91,1.02,0.64,-0.24,,,0.19,0.20,0.088,-0.11,0.008,-0.035,-0.098,-0.15,-0.21,-0.19
Revenue per Share,6.53,6.23,5.41,6.86,6.89,7.08,7.86,6.54,,,2.04,2.10,2.01,1.47,1.78,1.84,1.45,1.51,1.54,1.59
Dividend per Share,0.13,0.075,,0.27,0.45,0.50,0.45,0.20,,,0.15,0.00,0.30,,0.10,0.00,0.10,,,
Capital Expenditures per Share,0.60,0.44,0.21,0.21,0.66,0.88,1.13,1.51,,,0.29,0.34,0.32,0.27,0.20,0.34,0.70,0.34,0.28,0.24
Book Value per Share,3.94,4.04,3.83,4.29,4.77,5.30,5.50,4.86,,,5.36,5.41,5.50,5.38,5.09,4.96,4.86,4.71,4.40,4.20
Price to Earnings Ratio,12.0,19.4,,17.3,14.1,14.1,16.9,,,,12.6,13.6,16.9,23.9,42.9,,,,,
Price to Book Value Ratio,0.88,0.82,0.74,1.74,2.54,2.60,1.73,1.15,,,2.41,2.03,1.73,1.41,1.48,1.00,1.15,1.06,1.07,0.91
EV to EBITDA,6.77,8.88,9.54,9.30,10.9,11.0,10.7,20.2,,,9.67,10.1,10.7,11.0,12.8,16.9,20.2,28.2,58.2,158.4
Dividend Payout Ratio,41.9%,41.4%,,55.9%,49.4%,49.2%,69.9%,-84.4%,,,16.9%,0.0%,46.6%,,55.8%,0.0%,-42.2%,,,
Common Shares Outstanding,"1,567","1,567","1,567","1,567","1,567","1,567","1,567","1,567",,,"1,567","1,567","1,567","1,567","1,567","1,567","1,567","1,567","1,567","1,567"
Total Revenue,"10,236","9,767","8,481","10,751","10,793","11,101","12,309","10,249",,,"3,201","3,283","3,144","2,301","2,790","2,880","2,278","2,366","2,406","2,496"
"Cost of Revenue, Total","8,123","7,919","7,241","8,338","7,649","7,873","9,344","8,691",,,"2,393","2,471","2,505","1,917","2,289","2,453","2,032","2,162","2,215","2,314"
Gross Profit,"2,114","1,848","1,240","2,413","3,144","3,227","2,966","1,558",,,808.8,812.5,638.7,383.8,501.5,427.0,246.0,203.7,190.5,182.1
"Selling/General/Administrative Expenses, Total","1,392","1,408","1,296","1,511","1,551","1,545","1,815","1,716",,,480.0,453.2,479.5,398.1,465.5,471.2,381.6,411.9,490.8,434.6
Operating Income,721.5,439.9,-56.2,902.6,"1,593","1,682","1,151",-158.0,,,328.8,359.2,159.2,-14.3,36.1,-44.2,-135.6,-208.1,-300.3,-252.4
Net Income,467.1,283.8,-190.8,752.2,"1,426","1,591","1,009",-371.2,,,299.1,306.4,138.6,-176.3,12.3,-54.3,-153.0,-228.5,-333.5,-298.0
EBITDA,"1,528","1,229",779.3,"1,755","2,375","2,392","2,008",722.6,,,545.0,578.4,367.5,199.8,255.2,177.8,88.3,43.9,-45.1,6.41
Gross Profit Margin,20.6%,18.9%,14.6%,22.4%,29.1%,29.1%,24.1%,15.2%,,,25.3%,24.7%,20.3%,16.7%,18.0%,14.8%,10.8%,8.6%,7.9%,7.3%
Operating Margin,7.0%,4.5%,-0.7%,8.4%,14.8%,15.2%,9.4%,-1.5%,,,10.3%,10.9%,5.1%,-0.6%,1.3%,-1.5%,-6.0%,-8.8%,-12.5%,-10.1%
