,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,11.6,11.6,14.4,14.5,,,,15.6,,,,,,,,,,15.2,,
Earnings per Share,0.094,-1.60,1.03,2.14,0.68,0.26,1.17,0.12,,,0.42,0.23,0.20,0.44,0.075,-0.13,-0.26,0.79,-0.20,0.38
Revenue per Share,19.5,25.6,21.1,18.3,22.0,27.3,29.0,31.5,,,7.44,7.16,7.21,7.44,8.43,8.09,7.58,8.23,9.01,8.98
Dividend per Share,,,0.53,0.27,0.67,,0.50,,,,,,0.50,,,,,,,
Capital Expenditures per Share,0.29,0.15,0.074,0.024,0.071,0.081,0.14,0.082,,,0.001,0.028,0.11,0.002,0.011,0.040,0.029,0.15,0.022,0.027
Book Value per Share,19.4,17.1,17.9,20.1,22.2,22.0,23.4,23.4,,,22.9,23.3,23.4,23.7,23.5,23.9,23.4,24.3,24.2,23.9
Price to Earnings Ratio,104.9,,11.7,7.16,,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.51,0.60,0.60,0.69,,,,,,,,,,,,,,,,
EV to EBITDA,2.63,6.77,1.50,2.24,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.3,0.00
Dividend Payout Ratio,,,51.9%,12.4%,97.4%,,42.9%,,,,,,42.9%,,,,,,,
Common Shares Outstanding,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Total Revenue,585.1,768.3,633.3,547.6,661.2,817.9,869.2,946.1,,,223.2,214.9,216.4,223.2,252.8,242.7,227.5,247.0,270.2,269.5
"Cost of Revenue, Total",376.6,481.2,425.0,334.9,445.8,590.0,580.0,684.8,,,152.3,140.4,144.0,144.4,183.5,176.0,180.8,157.4,190.5,172.6
Gross Profit,261.2,342.0,265.1,269.6,275.4,283.9,345.9,313.7,,,85.1,89.0,86.3,91.7,82.6,79.9,59.5,102.3,93.0,109.3
"Selling/General/Administrative Expenses, Total",156.8,266.2,120.5,77.2,95.5,67.3,83.7,66.1,,,15.2,20.2,29.2,20.2,19.1,15.7,11.1,11.2,21.7,22.1
Operating Income,51.4,15.1,68.0,84.8,26.0,10.2,43.5,3.27,,,15.7,8.22,7.20,16.2,2.08,-5.46,-9.56,29.1,-9.09,15.8
Net Income,2.82,-48.0,30.8,64.3,20.5,7.79,35.0,3.68,,,12.6,6.88,6.07,13.2,2.25,-3.81,-7.93,23.6,-5.95,11.3
EBITDA,77.9,41.5,94.3,111.1,52.1,34.6,67.5,23.6,,,21.7,14.2,13.2,21.5,7.05,-0.41,-4.54,33.8,-4.24,20.8
Gross Profit Margin,44.6%,44.5%,41.9%,49.2%,41.6%,34.7%,39.8%,33.2%,,,38.1%,41.4%,39.9%,41.1%,32.7%,32.9%,26.2%,41.4%,34.4%,40.6%
Operating Margin,8.8%,2.0%,10.7%,15.5%,3.9%,1.2%,5.0%,0.3%,,,7.0%,3.8%,3.3%,7.3%,0.8%,-2.2%,-4.2%,11.8%,-3.4%,5.9%
Net Profit Margin,0.5%,-6.2%,4.9%,11.7%,3.1%,1.0%,4.0%,0.4%,,,5.7%,3.2%,2.8%,5.9%,0.9%,-1.6%,-3.5%,9.6%,-2.2%,4.2%
Return on Assets,0.2%,-2.3%,1.8%,4.4%,1.4%,0.5%,2.0%,0.2%,,,0.5%,0.5%,1.7%,1.9%,1.4%,0.9%,0.2%,0.7%,0.3%,1.0%
Return on Equity,0.5%,-9.3%,5.7%,10.6%,3.1%,1.2%,5.0%,0.5%,,,1.8%,1.0%,0.9%,1.9%,0.3%,-0.5%,-1.1%,3.2%,-0.8%,1.6%
Return on Total Capital,0.5%,-9.3%,5.7%,10.6%,3.1%,1.2%,5.0%,0.5%,,,1.7%,1.6%,5.0%,5.5%,3.6%,2.5%,0.5%,1.9%,0.8%,2.9%
SG&A to Sale,26.8%,34.6%,19.0%,14.1%,14.4%,8.2%,9.6%,7.0%,,,6.8%,9.4%,13.5%,9.0%,7.6%,6.5%,4.9%,4.5%,8.0%,8.2%
Depreciation & Amortisation,26.5,26.4,26.4,26.3,26.1,24.4,24.0,20.3,,,5.98,5.99,5.99,5.31,4.97,5.05,5.02,4.74,4.85,5.01
Tax Rate,86.8%,3.4%,41.2%,20.3%,20.9%,23.6%,19.6%,-12.7%,,,19.6%,16.4%,15.6%,18.7%,-8.0%,30.1%,17.1%,18.8%,34.6%,28.4%
Current Ratio,3.11,1.78,1.83,1.82,0.82,0.88,0.96,0.91,,,0.86,0.86,0.96,0.77,0.80,0.74,0.91,0.74,0.74,0.76
Quick Ratio,0.39,0.29,0.28,0.33,0.22,0.20,0.13,0.17,,,0.15,0.095,0.13,0.11,0.25,0.15,0.17,0.13,0.23,0.17
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,106.9,76.7,62.5,84.3,85.1,58.3,58.9,63.2,,,101.9,56.7,58.9,59.3,130.2,74.3,63.2,61.8,120.6,92.5
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,1.02,10.8,14.2,4.05,1.55,1.16,1.40,3.35,,,0.33,0.00,1.06,2.66,3.00,8.27,9.09,5.05,4.50,3.95
Debt to Asset Ratio,0.74,0.74,0.65,0.57,0.58,0.56,0.66,0.64,,,0.70,0.67,0.66,0.65,0.67,0.64,0.64,0.64,0.66,0.68
Debt to Equity Ratio,2.78,2.87,1.84,1.31,1.36,1.29,1.92,1.79,,,2.31,2.07,1.92,1.82,2.03,1.79,1.79,1.75,1.98,2.11
Interest Coverage Ratio,159.8,55.0,597.1,"8,383",,,,,,,,,,,,,,,,
Cash and Short Term Investments,89.1,47.2,143.2,210.9,60.6,126.1,79.1,37.7,,,202.1,259.8,79.1,96.1,160.8,218.9,37.7,98.9,57.3,110.7
"Total Receivables, Net",171.4,161.5,108.4,126.5,154.1,130.7,140.3,163.9,,,237.4,132.9,140.3,142.5,323.6,190.3,163.9,164.3,326.4,256.9
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"1,370",987.1,711.6,699.0,561.5,572.8,"1,007",883.6,,,"1,334","1,197","1,007",957.5,"1,045",927.0,883.6,925.2,"1,035","1,111"
"Property/Plant/Equipment, Total - Net",460.9,268.1,260.0,251.3,281.1,276.1,273.3,305.4,,,272.6,271.7,273.3,272.3,304.8,305.2,305.4,309.3,309.4,309.5
Total Assets,"2,195","1,991","1,526","1,395","1,568","1,513","2,054","1,956",,,"2,273","2,144","2,054","2,001","2,138","2,001","1,956","2,007","2,164","2,226"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,50.8,89.0,57.9,45.8,81.1,63.9,79.5,66.6,,,70.8,61.1,79.5,71.5,93.7,82.7,66.6,70.7,102.6,82.3
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,440.4,553.4,388.7,384.6,688.2,653.4,"1,050",976.3,,,"1,547","1,400","1,050","1,247","1,302","1,249",976.3,"1,242","1,399","1,468"
Long Term Debt,,,,,,,,,,,,,,,87.9,,,,,
Total Liabilities,"1,615","1,477",989.0,790.1,903.9,853.2,"1,352","1,254",,,"1,587","1,446","1,352","1,292","1,432","1,283","1,254","1,278","1,438","1,509"
Common Stock,200.0,200.0,200.0,200.0,200.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,86.6,86.6,86.6,86.6,86.6,86.6,86.6,86.6,,,86.6,86.6,86.6,86.6,86.6,86.6,86.6,86.6,86.6,86.6
Retained Earnings (Accumulated Deficit),35.4,43.6,74.4,124.3,137.5,25.5,57.4,46.4,,,47.5,54.3,57.4,70.5,57.8,54.0,46.4,70.0,64.1,75.4
Shareholders' Equity,580.7,513.7,537.1,604.5,664.5,659.7,702.6,701.9,,,686.0,697.9,702.6,709.5,705.8,718.4,701.9,729.8,725.9,716.7
Cash from Operating Activities,29.4,-28.2,19.6,18.1,4.67,88.6,-35.3,-21.6,,,69.6,59.2,-170.6,20.5,77.9,59.7,-179.7,65.7,-41.1,54.4
Cash from Investing Activities,52.5,-13.5,39.2,17.5,-3.92,-3.14,-11.6,-4.77,,,-0.016,-1.50,-10.1,-3.53,1.84,-1.62,-1.45,-4.53,-0.50,-0.95
Cash from Financing Activities,-17.2,-0.22,-0.11,-16.0,-8.00,-20.0,,-15.0,,,,,,,-15.0,0.00,0.00,,,
Net Change in Cash,64.7,-41.9,58.7,19.6,-7.25,65.5,-47.0,-41.4,,,69.6,57.7,-180.7,17.0,64.8,58.0,-181.2,61.2,-41.6,53.4
Free Cashflows,20.7,-32.7,17.4,17.3,2.55,86.2,-39.6,-24.1,,,69.6,58.3,-173.9,20.4,77.6,58.5,-180.6,61.2,-41.7,53.6
Free Cashflow per Share,0.69,-1.09,0.58,0.58,0.085,2.87,-1.32,-0.80,,,2.32,1.94,-5.80,0.68,2.59,1.95,-6.02,2.04,-1.39,1.79
