,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.98,1.16,1.44,1.31,1.00,0.82,0.40,0.18,,,0.79,0.69,0.54,0.41,0.33,0.25,0.23,0.14,0.085,0.075
Earnings per Share,0.050,0.047,0.036,-0.10,-0.19,-0.33,-0.031,0.051,,,0.003,-0.001,-0.030,0.019,0.016,0.006,0.010,0.012,-0.004,0.013
Revenue per Share,0.59,0.65,0.67,0.69,0.74,0.83,0.89,0.87,,,0.22,0.22,0.23,0.22,0.22,0.21,0.21,0.20,0.20,0.19
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.031,0.035,0.044,0.047,0.087,-0.29,-0.24,-0.23,,,-0.056,-0.052,-0.085,-0.063,-0.055,-0.049,-0.068,-0.077,-0.068,-0.092
Book Value per Share,0.46,0.53,0.61,0.56,0.42,0.11,0.079,0.12,,,0.11,0.11,0.079,0.099,0.11,0.12,0.12,0.14,0.14,0.15
Price to Earnings Ratio,11.1,27.1,22.5,,,,,4.33,,,,,,,61.6,18.5,4.33,3.46,2.91,1.98
Price to Book Value Ratio,1.16,2.37,1.43,2.36,2.26,7.38,5.59,1.46,,,6.35,5.45,5.59,3.32,2.30,1.68,1.46,0.57,0.57,0.46
EV to EBITDA,4.06,5.24,3.74,5.91,5.03,5.29,3.92,2.89,,,4.27,4.22,3.92,3.55,3.22,3.02,2.89,2.70,2.48,2.20
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,,,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
Total Revenue,469.4,519.3,535.9,553.6,591.3,663.4,713.9,696.6,,,178.9,179.1,181.4,179.3,176.8,170.7,169.8,162.7,158.3,153.2
"Cost of Revenue, Total",317.9,352.5,359.6,381.1,422.3,492.4,525.8,482.3,,,131.6,133.1,130.8,122.6,123.6,119.5,116.6,106.5,106.6,99.9
Gross Profit,151.5,166.8,176.2,172.5,169.0,171.0,188.1,214.2,,,47.4,46.0,50.6,56.7,53.2,51.1,53.2,56.2,51.7,53.4
"Selling/General/Administrative Expenses, Total",86.4,91.5,88.7,111.6,134.9,141.4,135.2,138.9,,,33.2,34.6,34.7,33.6,36.4,33.7,35.3,36.1,45.9,31.6
Operating Income,65.1,75.3,87.5,60.9,34.1,29.6,52.8,75.3,,,14.2,11.3,16.0,23.1,16.9,17.4,17.9,20.1,5.80,21.8
Net Income,40.2,37.8,28.8,-81.4,-154.8,-262.4,-24.7,40.7,,,2.55,-0.49,-24.2,15.5,12.5,4.94,7.78,9.47,-2.96,10.0
EBITDA,283.1,316.4,336.4,315.9,288.2,340.7,373.7,352.4,,,96.2,91.1,92.8,96.7,88.2,85.2,82.3,79.5,62.6,74.9
Gross Profit Margin,32.3%,32.1%,32.9%,31.2%,28.6%,25.8%,26.3%,30.8%,,,26.5%,25.7%,27.9%,31.6%,30.1%,30.0%,31.3%,34.5%,32.7%,34.8%
Operating Margin,13.9%,14.5%,16.3%,11.0%,5.8%,4.5%,7.4%,10.8%,,,7.9%,6.3%,8.8%,12.9%,9.5%,10.2%,10.6%,12.4%,3.7%,14.2%
Net Profit Margin,8.6%,7.3%,5.4%,-14.7%,-26.2%,-39.6%,-3.5%,5.8%,,,1.4%,-0.3%,-13.3%,8.6%,7.1%,2.9%,4.6%,5.8%,-1.9%,6.5%
Return on Assets,2.7%,2.4%,1.7%,-4.7%,-8.7%,-13.4%,-1.2%,2.1%,,,-12.6%,-12.5%,-1.2%,-0.3%,0.2%,0.5%,2.2%,1.9%,1.1%,1.5%
Return on Equity,10.8%,9.0%,5.9%,-18.3%,-46.1%,-306.5%,-39.2%,41.1%,,,2.9%,-0.6%,-38.4%,19.5%,14.4%,5.2%,7.9%,8.4%,-2.6%,8.2%
Return on Total Capital,3.7%,3.4%,2.3%,-6.6%,-12.6%,-21.5%,-2.2%,4.3%,,,-21.8%,-22.4%,-2.2%,-0.6%,0.3%,0.9%,4.3%,3.8%,2.2%,3.1%
SG&A to Sale,18.4%,17.6%,16.6%,20.2%,22.8%,21.3%,18.9%,19.9%,,,18.5%,19.3%,19.1%,18.7%,20.6%,19.7%,20.8%,22.2%,29.0%,20.6%
Depreciation & Amortisation,218.0,241.0,248.8,255.0,254.1,311.2,320.8,277.1,,,82.0,79.8,76.8,73.6,71.4,67.7,64.4,59.4,56.8,53.1
Tax Rate,18.7%,24.8%,26.0%,3.9%,0.3%,2.2%,-37.3%,23.6%,,,48.1%,114.7%,7.1%,12.5%,2.9%,54.2%,34.6%,18.0%,-1490.3%,18.1%
Current Ratio,0.52,0.60,0.77,0.77,0.57,0.22,0.26,0.22,,,0.23,0.26,0.26,0.22,0.21,0.22,0.22,0.19,0.18,0.20
Quick Ratio,0.42,0.41,0.60,0.60,0.44,0.15,0.19,0.15,,,0.15,0.16,0.19,0.15,0.15,0.15,0.15,0.12,0.11,0.12
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,117.7,110.5,34.7,32.9,44.1,45.9,61.6,49.4,,,51.3,58.9,61.6,48.0,47.4,48.3,49.4,35.2,33.2,35.7
Days Payable Outstanding,13.5,13.3,15.2,17.5,18.9,16.3,15.1,15.6,,,19.2,17.6,15.6,16.0,16.1,17.3,16.7,13.2,9.12,6.74
Cash Conversion Cycle,72.6,96.1,57.3,14.1,17.7,26.9,36.6,42.0,,,27.6,39.0,44.4,38.2,32.1,29.5,35.0,31.3,28.6,27.9
Debt to Asset Ratio,0.76,0.74,0.72,0.74,0.82,0.96,0.97,0.95,,,0.96,0.96,0.97,0.96,0.95,0.95,0.95,0.94,0.93,0.92
Debt to Equity Ratio,3.10,2.81,2.55,2.90,4.47,23.3,30.6,17.5,,,22.9,23.2,30.6,24.0,21.0,18.8,17.5,14.7,14.1,12.3
Interest Coverage Ratio,1.00,1.16,1.50,0.96,0.51,0.40,0.66,1.07,,,0.71,0.56,0.83,1.24,0.94,1.02,1.09,1.28,0.39,1.58
Cash and Short Term Investments,17.9,39.3,186.9,222.6,160.2,37.4,40.4,30.1,,,27.3,18.8,40.4,32.3,23.6,29.2,30.1,37.8,30.7,41.8
"Total Receivables, Net",151.4,157.2,50.9,49.8,71.4,83.5,120.4,94.3,,,97.7,113.9,120.4,94.5,93.1,93.6,94.3,65.6,60.2,63.0
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,192.2,226.9,267.5,307.1,276.3,163.2,200.5,162.5,,,180.6,199.0,200.5,164.8,156.5,164.6,162.5,139.6,129.4,139.7
"Property/Plant/Equipment, Total - Net",13.9,14.3,21.5,23.2,22.6,22.1,23.9,32.5,,,,,23.9,,,,32.5,,,
Total Assets,"1,524","1,604","1,733","1,736","1,839","2,080","1,992","1,829",,,"2,109","2,059","1,992","1,982","1,907","1,888","1,829","1,771","1,712","1,617"
Accounts Payable,11.2,14.5,15.6,20.9,22.8,21.1,22.4,18.9,,,27.9,22.6,22.4,23.2,21.9,25.3,18.9,14.9,7.58,8.29
Accrued Expenses,7.77,7.06,8.39,12.0,10.5,10.2,7.98,8.81,,,8.65,12.8,7.98,7.71,7.88,7.67,8.81,8.75,8.04,6.85
Debt Due,335.6,353.1,317.4,360.4,449.0,458.5,480.2,478.0,,,480.6,487.1,480.2,469.3,477.5,475.3,478.0,441.0,445.2,433.8
Total Current Liabilities,367.6,381.4,347.1,399.6,488.7,748.0,762.0,752.9,,,768.6,774.6,762.0,750.6,757.3,758.2,752.9,725.9,724.3,709.0
Long Term Debt,714.9,698.3,788.1,784.1,897.6,"1,136","1,049",856.5,,,"1,134","1,077","1,049","1,035",945.5,916.9,856.5,808.0,743.7,652.8
Total Liabilities,"1,152","1,183","1,245","1,292","1,503","1,995","1,929","1,730",,,"2,020","1,973","1,929","1,903","1,820","1,792","1,730","1,658","1,599","1,495"
Common Stock,800.0,800.0,800.0,800.0,800.0,400.0,400.0,400.0,,,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),-555.9,-547.3,-518.7,-600.1,-755.9,-316.3,-340.0,-299.3,,,-316.3,-316.8,-340.0,-324.5,-312.0,-307.1,-299.3,-289.8,-289.6,-279.6
Shareholders' Equity,372.0,421.4,488.1,444.8,335.9,85.6,63.0,98.8,,,88.2,85.2,63.0,79.4,86.9,95.3,98.8,112.5,113.1,121.5
Cash from Operating Activities,235.9,268.2,273.8,238.4,233.7,263.3,246.4,276.6,,,51.3,44.1,88.4,74.9,74.2,63.3,64.2,74.3,53.4,59.9
Cash from Investing Activities,100.2,176.1,115.1,157.0,173.7,236.6,247.5,193.1,,,54.5,92.0,60.8,55.6,44.0,38.6,55.0,55.4,77.9,71.6
Cash from Financing Activities,-369.3,-421.2,-398.3,-394.2,-421.0,-508.4,-486.6,-474.5,,,-110.5,-133.9,-144.7,-133.1,-126.6,-96.9,-117.9,-128.3,-131.6,-122.3
Net Change in Cash,-33.3,23.2,-9.36,1.21,-13.6,-8.51,7.30,-4.83,,,-4.62,2.31,4.49,-2.58,-8.43,4.97,1.21,1.33,-0.36,9.18
Free Cashflows,211.1,240.6,238.8,200.7,164.4,492.7,439.7,464.1,,,96.0,85.6,156.2,125.2,117.8,102.3,118.8,136.0,107.5,133.4
Free Cashflow per Share,0.26,0.30,0.30,0.25,0.21,0.62,0.55,0.58,,,0.12,0.11,0.20,0.16,0.15,0.13,0.15,0.17,0.13,0.17
