,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.20,1.06,0.98,0.93,0.70,0.98,1.00,0.78,0.64,,1.04,1.07,0.95,0.82,0.79,0.75,0.76,0.76,0.64,0.52
Earnings per Share,-0.12,-0.19,-0.56,0.004,-0.072,0.018,0.025,0.054,-0.022,,-0.010,0.020,0.030,0.007,0.010,0.010,-0.021,-0.014,0.004,-0.002
Revenue per Share,3.28,3.21,3.06,3.01,2.54,1.99,2.34,2.64,2.64,,0.55,0.69,0.68,0.73,0.65,0.69,0.65,0.65,0.64,0.60
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.016,0.018,0.026,0.008,0.018,0.023,0.030,0.017,0.029,,0.008,0.003,0.001,0.005,0.004,0.016,0.005,0.004,0.012,0.006
Book Value per Share,1.80,1.61,1.05,1.07,1.00,1.02,1.04,1.10,1.07,,1.04,1.06,1.09,1.10,1.10,1.11,1.09,1.07,1.08,1.07
Price to Earnings Ratio,,,,232.5,,39.3,36.1,14.6,,,,,,16.9,11.2,12.5,132.4,,,
Price to Book Value Ratio,0.76,0.49,0.74,0.82,0.78,0.66,0.93,0.65,0.70,,0.98,0.95,0.76,0.65,0.68,0.59,0.68,0.70,0.48,0.47
EV to EBITDA,60.7,-79.3,30.2,10.1,34.1,11.7,6.61,7.53,22.3,,8.17,8.82,8.62,7.53,6.13,7.56,17.6,22.3,23.4,22.8
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,"8,169","8,169","8,169","8,422","8,422","8,422","8,422","8,422","8,422",,"8,422","8,422","8,422","8,422","8,422","8,422","8,422","8,422","8,422","8,422"
Total Revenue,"26,762","26,223","25,015","25,363","21,355","16,733","19,701","22,246","22,222",,"4,608","5,785","5,743","6,110","5,443","5,822","5,475","5,483","5,420","5,075"
"Cost of Revenue, Total","26,859","26,629","24,725","24,237","20,789","15,785","17,808","20,675","21,620",,"4,408","5,284","5,217","5,765","5,223","5,564","5,425","5,407","5,232","4,912"
Gross Profit,-96.9,-406.0,290.0,"1,126",566.3,947.9,"1,893","1,572",602.8,,200.0,501.1,525.8,344.7,219.5,257.8,50.1,75.4,188.8,163.6
"Selling/General/Administrative Expenses, Total",713.0,765.8,777.0,782.8,779.4,730.8,930.6,964.3,753.1,,214.5,254.5,215.4,279.9,181.0,186.3,224.6,161.1,191.3,171.2
Operating Income,-809.9,"-1,172",-487.0,343.1,-213.1,217.1,962.8,607.3,-150.2,,-14.8,246.6,310.4,64.8,38.4,71.5,-181.8,-85.7,-2.49,-7.64
Net Income,-976.0,"-1,581","-4,545",30.8,-609.8,154.2,214.5,454.6,-188.2,,-46.1,185.4,240.2,75.0,55.6,51.4,-178.6,-116.6,32.4,-21.0
EBITDA,261.8,-161.4,404.6,854.5,245.0,674.0,"1,424","1,071",318.3,,119.1,382.8,441.0,128.4,167.1,204.7,-54.7,6.25,122.3,118.7
Gross Profit Margin,-0.4%,-1.5%,1.2%,4.4%,2.7%,5.7%,9.6%,7.1%,2.7%,,4.3%,8.7%,9.2%,5.6%,4.0%,4.4%,0.9%,1.4%,3.5%,3.2%
Operating Margin,-3.0%,-4.5%,-1.9%,1.4%,-1.0%,1.3%,4.9%,2.7%,-0.7%,,-0.3%,4.3%,5.4%,1.1%,0.7%,1.2%,-3.3%,-1.6%,0.0%,-0.2%
Net Profit Margin,-3.6%,-6.0%,-18.2%,0.1%,-2.9%,0.9%,1.1%,2.0%,-0.8%,,-1.0%,3.2%,4.2%,1.2%,1.0%,0.9%,-3.3%,-2.1%,0.6%,-0.4%
Return on Assets,-3.8%,-6.6%,-22.1%,0.2%,-4.1%,1.2%,1.7%,3.5%,-1.5%,,-0.4%,-0.4%,-0.3%,3.6%,4.5%,3.4%,0.0%,-1.5%,-1.7%,-2.4%
Return on Equity,-6.6%,-12.0%,-52.8%,0.3%,-7.2%,1.8%,2.4%,4.9%,-2.1%,,-0.5%,2.1%,2.6%,0.8%,0.6%,0.5%,-1.9%,-1.3%,0.4%,-0.2%
Return on Total Capital,-5.1%,-9.0%,-39.4%,0.3%,-6.9%,1.7%,2.4%,4.9%,-2.1%,,-0.6%,-0.6%,-0.5%,4.9%,6.0%,4.5%,0.0%,-2.1%,-2.3%,-3.1%
SG&A to Sale,2.7%,2.9%,3.1%,3.1%,3.6%,4.4%,4.7%,4.3%,3.4%,,4.7%,4.4%,3.8%,4.6%,3.3%,3.2%,4.1%,2.9%,3.5%,3.4%
Depreciation & Amortisation,"1,072","1,010",891.6,511.4,458.1,457.0,461.6,464.2,468.5,,133.9,136.2,130.6,63.6,128.6,133.2,127.1,92.0,124.8,126.3
Tax Rate,7.6%,-17.5%,-8.0%,63.3%,-58.4%,31.0%,51.5%,22.4%,-27.8%,,-37.8%,20.6%,16.3%,23.8%,26.2%,23.0%,8.9%,-25.4%,26.7%,-64.5%
Current Ratio,1.91,1.70,1.34,1.17,1.01,1.07,1.40,1.78,1.89,,1.50,1.63,1.76,1.78,1.96,1.84,1.85,1.89,1.89,2.27
Quick Ratio,0.31,0.19,0.16,0.13,0.15,0.17,0.24,0.39,0.27,,0.24,0.23,0.29,0.39,0.36,0.33,0.22,0.27,0.31,0.23
Days Inventory Outstanding,90.9,95.0,87.9,71.9,68.5,63.8,55.4,58.2,56.3,,61.0,60.6,62.5,61.9,55.7,58.4,64.3,59.5,53.4,54.0
Days Sale Outstanding,20.7,13.0,14.1,10.6,11.5,14.4,17.8,20.7,12.8,,14.9,12.3,15.0,20.7,15.8,17.0,10.5,12.8,15.5,8.53
Days Payable Outstanding,38.1,36.1,28.0,20.9,19.5,19.0,15.8,13.0,11.9,,12.9,14.8,15.4,13.6,14.3,16.6,13.8,10.2,13.3,16.0
Cash Conversion Cycle,71.8,78.6,81.7,62.8,66.4,58.7,56.3,62.6,62.4,,65.4,55.6,62.2,65.9,58.3,56.8,68.6,60.6,51.6,50.8
Debt to Asset Ratio,0.39,0.41,0.50,0.44,0.38,0.34,0.32,0.27,0.26,,0.30,0.28,0.27,0.27,0.25,0.27,0.27,0.26,0.27,0.22
Debt to Equity Ratio,0.67,0.72,1.06,0.80,0.62,0.51,0.48,0.37,0.34,,0.42,0.38,0.37,0.37,0.32,0.38,0.36,0.34,0.37,0.28
Interest Coverage Ratio,,,,1.05,,1.63,9.52,7.32,,,,11.8,16.5,3.30,1.79,4.65,,,,
Cash and Short Term Investments,811.0,470.7,"2,135","1,340",708.6,"1,187",930.3,519.6,926.8,,854.7,502.4,533.4,519.6,659.7,375.5,499.8,926.8,963.6,693.6
"Total Receivables, Net","1,516",933.6,968.2,737.3,670.4,659.9,963.3,"1,261",777.1,,804.7,703.5,901.8,"1,261",998.9,"1,078",659.3,777.1,944.3,501.3
Total Inventory,"6,918","6,943","4,970","4,576","3,223","2,296","3,112","3,478","3,188",,"2,968","3,430","3,539","3,478","3,081","3,889","3,858","3,188","3,136","3,075"
Total Current Assets,"9,306","8,485","8,117","6,694","4,651","4,178","5,592","5,781","5,392",,"5,226","5,231","5,523","5,781","5,414","5,985","5,674","5,392","5,693","4,897"
"Property/Plant/Equipment, Total - Net","10,353","9,487","5,880","5,420","5,114","4,842","3,633","3,291","3,149",,"3,551","3,462","3,368","3,291","3,281","3,263","3,193","3,149","3,084","3,007"
Total Assets,"24,913","22,960","18,101","16,195","13,640","12,897","12,937","12,673","12,150",,"12,419","12,323","12,498","12,673","12,294","12,848","12,481","12,150","12,396","11,542"
Accounts Payable,"2,825","2,437","1,361","1,415",801.0,846.6,690.3,781.6,630.7,,598.2,959.9,761.6,781.6,900.0,"1,076",580.5,630.7,941.4,893.7
Accrued Expenses,309.4,243.3,506.2,486.0,420.8,375.0,582.4,503.3,383.5,,330.1,416.8,453.0,503.3,331.5,432.0,374.6,383.5,328.7,334.2
Debt Due,"1,300","1,851","3,982","3,695","3,164","2,446","2,466","1,774","1,722",,"2,374","1,697","1,807","1,774","1,345","1,656","2,017","1,722","1,654",837.4
Total Current Liabilities,"4,879","4,980","6,045","5,719","4,612","3,901","3,981","3,240","2,856",,"3,495","3,208","3,139","3,240","2,759","3,256","3,063","2,856","3,006","2,159"
Long Term Debt,"4,596","4,325","2,946","1,336",470.6,270.6,,,40.8,,,,,,41.6,41.3,41.1,40.8,40.5,40.2
Total Liabilities,"9,799","9,433","9,129","7,179","5,241","4,343","4,172","3,446","3,115",,"3,691","3,410","3,346","3,446","3,013","3,516","3,328","3,115","3,329","2,538"
Common Stock,"8,169","8,169","8,169","8,422","8,422","8,422","8,422","8,422","8,422",,"8,422","8,422","8,422","8,422","8,422","8,422","8,422","8,422","8,422","8,422"
Additional Paid-In Capital,"3,131","3,131","3,261","3,389","3,389","3,389","3,389","3,389","3,389",,"3,389","3,389","3,389","3,389","3,389","3,389","3,389","3,389","3,389","3,389"
Retained Earnings (Accumulated Deficit),"3,297","1,717","-2,829","-2,783","-3,400","-3,245","-3,035","-2,573","-2,762",,"-3,073","-2,888","-2,648","-2,573","-2,518","-2,466","-2,645","-2,762","-2,729","-2,792"
Shareholders' Equity,"14,730","13,148","8,602","9,028","8,411","8,567","8,778","9,241","9,050",,"8,741","8,926","9,166","9,241","9,295","9,346","9,166","9,050","9,081","9,019"
Cash from Operating Activities,-677.6,-481.0,"1,175","1,192",888.9,"1,532",262.5,319.0,720.0,,-5.29,347.1,-65.7,42.9,601.4,-457.7,-192.4,768.8,204.9,597.2
Cash from Investing Activities,-123.2,-139.9,-199.4,-41.1,-124.3,-137.3,-267.9,-109.8,-255.2,,-70.6,-22.5,7.29,-24.1,-29.4,-137.4,-43.4,-45.0,-99.5,-49.8
Cash from Financing Activities,-480.9,280.7,688.1,"-1,946","-1,396",-917.0,-251.0,-620.0,-57.6,,-20.8,-676.9,110.3,-32.6,-431.8,310.9,360.0,-296.8,-68.6,-817.4
Net Change in Cash,"-1,282",-340.3,"1,664",-794.6,-631.5,478.1,-256.4,-410.7,407.2,,-96.6,-352.3,51.9,-13.8,140.2,-284.2,124.3,427.0,36.8,-270.0
Free Cashflows,-808.5,-628.5,963.5,"1,124",736.5,"1,335",12.7,175.3,478.4,,-72.1,322.5,-78.2,3.05,571.4,-596.0,-232.7,735.6,107.7,545.4
Free Cashflow per Share,-0.099,-0.077,0.12,0.13,0.087,0.16,0.002,0.021,0.057,,-0.009,0.038,-0.009,0.000,0.068,-0.071,-0.028,0.087,0.013,0.065
