,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,11.6,8.48,7.38,4.51,3.20,,,5.60,6.13,4.73,4.16,4.48,4.65,4.07,3.78,3.07,2.28
Earnings per Share,0.13,0.099,0.069,0.19,0.19,0.26,0.18,0.15,,,0.046,0.056,0.039,0.052,0.034,0.025,0.038,0.061,0.038,0.015
Revenue per Share,1.27,1.31,1.79,1.76,1.75,2.09,2.09,2.60,,,0.48,0.48,0.56,0.65,0.51,0.54,0.90,0.87,0.55,0.55
Dividend per Share,0.00,0.48,0.00,0.52,0.10,0.14,0.10,0.10,,,,,0.10,,,,0.10,,,
Capital Expenditures per Share,0.28,0.17,0.20,0.36,0.24,0.35,0.13,0.46,,,0.040,0.015,0.002,0.035,0.14,0.22,0.074,0.016,0.020,0.010
Book Value per Share,0.78,0.57,0.71,1.04,1.93,2.09,2.13,2.18,,,2.04,2.09,2.13,2.18,2.12,2.14,2.18,2.24,2.18,2.19
Price to Earnings Ratio,,,,62.2,33.1,31.4,26.5,26.9,,,23.3,24.9,26.5,21.5,21.2,29.3,26.9,21.5,16.1,15.1
Price to Book Value Ratio,,,,11.4,3.50,4.00,1.98,1.76,,,2.45,2.41,1.98,1.73,2.10,1.95,1.76,1.64,1.00,0.98
EV to EBITDA,,,0.00,0.00,25.3,24.1,17.8,16.5,,,15.8,17.9,17.8,14.4,15.2,19.4,16.5,14.3,12.5,9.57
Dividend Payout Ratio,0.0%,489.0%,0.0%,276.7%,51.3%,54.6%,55.4%,67.0%,,,,,55.4%,,,,67.0%,,,
Common Shares Outstanding,"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200",,,"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200"
Total Revenue,"1,528","1,570","2,153","2,112","2,095","2,509","2,504","3,121",,,580.3,581.9,668.5,774.3,612.0,650.8,"1,084","1,040",655.8,654.7
