,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,80.5,71.0,73.5,74.6,142.5,222.0,238.0,251.0,,,262.0,244.5,246.5,238.0,233.0,240.5,255.0,232.5,251.0,257.5
Earnings per Share,11.5,-10.9,5.97,10.3,11.0,7.83,-17.4,-5.24,,,-1.64,-14.5,-0.63,-7.42,-1.12,1.38,1.92,3.22,-1.49,2.40
Revenue per Share,271.1,274.4,267.3,253.9,240.4,252.7,254.3,244.5,,,67.6,65.8,60.4,59.3,64.8,64.5,56.0,61.0,62.5,61.9
Dividend per Share,4.00,2.00,3.00,3.00,3.00,3.00,,0.50,,,,,,,,,0.50,,,
Capital Expenditures per Share,8.23,6.84,3.66,3.24,9.17,5.91,3.52,11.0,,,1.05,0.57,1.21,1.73,0.96,2.25,6.11,5.24,3.87,2.05
Book Value per Share,88.3,74.5,78.5,85.9,93.1,97.9,78.5,73.2,,,92.6,78.1,78.5,71.0,69.9,71.3,73.2,76.4,74.4,76.8
Price to Earnings Ratio,7.15,,11.9,7.29,6.78,21.5,,,,,125.4,,,,,,,40.0,51.7,34.5
Price to Book Value Ratio,0.90,0.94,0.87,0.83,0.92,1.72,2.75,3.65,,,2.70,2.91,2.75,2.98,3.00,3.20,3.65,2.83,3.24,2.72
EV to EBITDA,9.36,220.4,7.03,5.26,5.31,8.94,-31.6,103.6,,,25.8,-58.7,-31.6,-15.8,-15.1,-214.5,103.6,17.4,14.6,13.8
Dividend Payout Ratio,34.8%,-18.4%,50.2%,29.2%,27.3%,38.3%,,-9.5%,,,,,,,,,-9.5%,,,
Common Shares Outstanding,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Total Revenue,"5,708","5,768","5,623","5,294","5,057","5,312","5,323","5,107",,,"1,353","1,316","1,444","1,186","1,295","1,290","1,336","1,220","1,250","1,239"
"Cost of Revenue, Total","4,506","4,928","4,393","4,057","3,784","3,994","4,495","4,101",,,"1,148","1,175","1,209",982.3,"1,068","1,012","1,039",912.8,995.6,966.3
Gross Profit,"1,202",840.2,"1,230","1,237","1,272","1,318",827.8,"1,006",,,204.7,141.0,234.7,203.5,227.4,278.2,297.3,307.1,254.5,272.2
"Selling/General/Administrative Expenses, Total",988.1,"1,026","1,014",924.0,"1,028","1,124",999.4,"1,130",,,246.4,253.0,250.0,378.5,264.5,248.4,238.6,216.6,263.5,211.0
Operating Income,318.3,-185.6,216.1,313.0,244.3,182.5,-349.5,-126.4,,,-41.7,-290.0,-15.2,-175.0,-37.0,27.2,58.4,90.2,-8.98,61.3
Net Income,230.1,-217.4,119.5,205.2,219.9,156.5,-348.7,-104.9,,,-32.7,-290.3,-12.7,-148.4,-22.5,27.5,38.5,64.4,-29.7,48.0
EBITDA,495.9,13.1,420.0,513.4,440.0,374.1,-163.2,48.1,,,6.72,-242.3,26.3,-130.6,7.73,72.4,102.4,132.2,36.2,108.8
Gross Profit Margin,21.1%,14.6%,21.9%,23.4%,25.2%,24.8%,15.6%,19.7%,,,15.1%,10.7%,16.3%,17.2%,17.6%,21.6%,22.3%,25.2%,20.4%,22.0%
Operating Margin,5.6%,-3.2%,3.8%,5.9%,4.8%,3.4%,-6.6%,-2.5%,,,-3.1%,-22.0%,-1.1%,-14.8%,-2.9%,2.1%,4.4%,7.4%,-0.7%,4.9%
Net Profit Margin,4.0%,-3.8%,2.1%,3.9%,4.3%,2.9%,-6.6%,-2.1%,,,-2.4%,-22.1%,-0.9%,-12.5%,-1.7%,2.1%,2.9%,5.3%,-2.4%,3.9%
Return on Assets,5.9%,-5.5%,3.0%,5.2%,5.9%,4.3%,-9.7%,-3.2%,,,1.1%,-7.9%,-9.8%,-13.9%,-13.4%,-4.4%,-3.2%,3.4%,3.1%,3.8%
Return on Equity,13.0%,-14.6%,7.6%,11.9%,11.8%,8.0%,-22.2%,-7.2%,,,-1.8%,-18.6%,-0.8%,-10.4%,-1.6%,1.9%,2.6%,4.2%,-2.0%,3.1%
