,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.74,4.64,3.33,3.26,3.56,3.77,3.57,2.92,,,3.42,3.89,4.04,3.80,3.73,3.33,3.23,3.03,2.85,2.52
Earnings per Share,0.26,0.29,0.26,0.37,0.45,0.47,0.30,0.43,,,0.063,0.087,0.13,0.063,0.11,0.093,0.16,0.075,0.068,0.11
Revenue per Share,1.77,2.01,2.40,3.01,3.36,3.45,2.98,3.74,,,0.68,0.77,1.11,0.64,0.94,0.88,1.26,0.76,0.84,1.02
Dividend per Share,0.10,0.026,0.11,0.071,0.18,0.19,0.12,0.16,,,,,0.12,,,,0.16,,,
Capital Expenditures per Share,0.009,0.009,0.035,0.034,0.034,0.017,0.020,0.034,,,0.005,0.004,0.010,0.008,0.002,0.017,0.007,0.012,0.012,0.015
Book Value per Share,2.26,2.29,2.52,2.78,3.16,3.46,3.57,3.88,,,3.35,3.43,3.57,3.63,3.62,3.71,3.88,3.96,3.87,3.97
Price to Earnings Ratio,9.21,18.4,10.6,9.35,6.88,7.90,12.5,7.13,,,14.2,16.9,12.5,10.6,9.06,8.67,7.10,6.31,6.59,5.62
Price to Book Value Ratio,1.08,2.28,1.13,1.16,1.04,1.07,1.03,0.77,,,1.02,1.14,1.03,0.91,1.01,0.73,0.77,0.74,0.66,0.57
EV to EBITDA,9.01,20.1,15.0,10.1,8.44,10.6,17.1,10.8,,,20.1,22.4,17.1,13.9,13.1,12.4,10.8,12.1,12.8,11.2
Dividend Payout Ratio,39.4%,8.7%,41.4%,19.1%,39.7%,40.3%,39.8%,37.5%,,,,,39.8%,,,,37.4%,,,
Common Shares Outstanding,"4,158","4,166","4,177","4,179","4,179","4,179","4,179","4,180",,,"4,179","4,179","4,179","4,180","4,180","4,180","4,180","4,180","4,180","4,180"
Total Revenue,"7,354","8,358","10,031","12,601","14,050","14,434","12,450","15,616",,,"2,858","3,221","4,626","2,668","3,919","3,670","5,266","3,182","3,496","4,244"
"Cost of Revenue, Total","4,553","5,338","6,465","8,023","8,905","9,218","7,992","10,188",,,"1,832","2,071","3,034","1,734","2,632","2,431","3,447","2,098","2,377","2,847"
Gross Profit,"2,801","3,020","3,566","4,577","5,145","5,216","4,458","5,428",,,"1,026","1,149","1,593",934.4,"1,287","1,239","1,818","1,084","1,120","1,397"
"Selling/General/Administrative Expenses, Total","1,042","1,347","1,905","2,534","2,712","2,730","2,723","3,106",,,678.9,673.5,775.8,593.9,700.6,724.1,928.6,655.4,725.6,786.8
Operating Income,"1,513","1,385","1,311","2,043","2,433","2,486","1,736","2,322",,,347.3,475.9,816.9,340.4,586.6,514.6,889.5,428.5,393.9,610.2
Net Income,"1,079","1,218","1,082","1,558","1,895","1,968","1,259","1,782",,,264.4,364.0,555.0,262.8,450.5,390.0,685.6,315.2,282.9,440.7
EBITDA,"1,539","1,414","1,393","2,129","2,527","2,616","1,846","2,419",,,378.7,499.0,838.6,365.4,615.3,541.4,905.7,447.7,408.6,631.7
Gross Profit Margin,38.1%,36.1%,35.5%,36.3%,36.6%,36.1%,35.8%,34.8%,,,35.9%,35.7%,34.4%,35.0%,32.8%,33.8%,34.5%,34.1%,32.0%,32.9%
Operating Margin,20.6%,16.6%,13.1%,16.2%,17.3%,17.2%,13.9%,14.9%,,,12.2%,14.8%,17.7%,12.8%,15.0%,14.0%,16.9%,13.5%,11.3%,14.4%
Net Profit Margin,14.7%,14.6%,10.8%,12.4%,13.5%,13.6%,10.1%,11.4%,,,9.3%,11.3%,12.0%,9.8%,11.5%,10.6%,13.0%,9.9%,8.1%,10.4%
Return on Assets,6.6%,5.9%,4.3%,5.6%,6.3%,6.1%,3.5%,4.4%,,,2.7%,2.6%,3.3%,3.6%,3.9%,3.9%,4.2%,4.2%,3.8%,3.8%
Return on Equity,11.5%,12.8%,10.3%,13.4%,14.3%,13.6%,8.4%,11.0%,,,1.9%,2.5%,3.7%,1.7%,3.0%,2.5%,4.2%,1.9%,1.7%,2.7%
Return on Total Capital,9.1%,9.0%,6.5%,9.2%,9.6%,9.1%,5.0%,6.7%,,,4.0%,3.8%,5.0%,6.1%,6.4%,6.3%,6.7%,6.6%,6.3%,6.6%
SG&A to Sale,14.2%,16.1%,19.0%,20.1%,19.3%,18.9%,21.9%,19.9%,,,23.8%,20.9%,16.8%,22.3%,17.9%,19.7%,17.6%,20.6%,20.8%,18.5%
Depreciation & Amortisation,25.4,28.8,81.9,86.4,94.2,129.7,110.5,96.7,,,31.4,23.1,21.7,25.0,28.7,26.8,16.2,19.2,14.7,21.5
Tax Rate,27.9%,12.8%,15.1%,20.4%,20.4%,20.2%,20.8%,21.2%,,,20.5%,20.6%,20.8%,21.0%,21.6%,20.7%,21.4%,22.3%,22.4%,23.0%
Current Ratio,1.95,1.94,2.14,2.03,2.34,2.43,2.56,2.34,,,2.50,2.64,2.56,2.06,2.26,2.34,2.34,2.40,2.13,1.99
Quick Ratio,0.007,0.030,0.005,0.009,0.010,0.016,0.010,0.005,,,0.016,0.014,0.010,0.006,0.010,0.009,0.005,0.008,0.006,0.012
Days Inventory Outstanding,708.8,861.8,944.1,881.9,845.7,909.1,"1,215","1,093",,,"1,413","1,492","1,324","1,279","1,248","1,227","1,174","1,136","1,200","1,182"
Days Sale Outstanding,2.14,1.88,1.80,1.55,1.36,1.57,2.25,1.10,,,2.09,2.35,2.25,1.89,1.63,1.11,1.11,1.67,1.51,4.22
Days Payable Outstanding,26.7,17.1,23.5,22.1,16.9,16.6,22.0,53.6,,,48.1,54.0,32.9,19.8,17.1,23.1,57.8,57.3,31.3,15.4
Cash Conversion Cycle,694.1,844.1,915.1,864.0,830.8,893.2,"1,193","1,006",,,"1,355","1,446","1,303","1,263","1,232","1,200","1,087","1,107","1,169","1,185"
Debt to Asset Ratio,0.49,0.58,0.61,0.60,0.57,0.57,0.61,0.62,,,0.61,0.63,0.61,0.63,0.64,0.64,0.62,0.62,0.64,0.64
