,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.30,5.58,6.40,6.30,5.78,7.32,6.88,5.43,,,7.03,7.10,7.43,7.00,6.95,6.30,6.20,6.03,5.85,4.93
Earnings per Share,0.18,0.27,0.41,0.53,0.43,0.58,0.68,0.56,,,0.070,0.16,0.32,0.16,0.067,0.13,0.21,0.17,0.050,0.074
Revenue per Share,6.56,7.88,9.28,9.34,7.87,9.46,11.1,9.58,,,1.99,2.82,4.17,2.26,2.15,2.61,2.55,2.79,2.09,2.18
Dividend per Share,0.10,0.075,0.20,0.20,0.20,0.50,0.50,0.65,,,0.10,0.00,0.40,0.00,0.15,0.00,0.50,,0.12,0.00
Capital Expenditures per Share,0.44,0.046,0.052,0.068,0.073,0.13,0.089,0.20,,,0.010,0.020,0.043,0.010,0.064,0.025,0.100,0.13,0.10,0.011
Book Value per Share,0.90,1.13,1.39,1.74,1.95,2.34,2.48,2.48,,,2.10,2.17,2.48,2.64,2.30,2.28,2.48,2.66,2.25,2.07
Price to Earnings Ratio,10.00,22.8,9.85,13.6,10.6,12.4,11.0,11.7,,,12.3,10.8,11.0,9.56,9.17,8.31,11.7,9.66,10.1,8.20
Price to Book Value Ratio,2.16,5.91,3.01,3.45,2.40,2.94,2.78,2.36,,,3.24,3.11,2.78,2.44,2.94,2.50,2.36,2.24,2.46,2.05
EV to EBITDA,5.73,7.89,5.42,8.26,5.87,5.96,5.57,6.40,,,9.42,8.19,5.57,5.58,6.38,6.44,6.40,5.84,6.87,6.45
Dividend Payout Ratio,55.2%,28.1%,49.2%,37.7%,47.1%,86.4%,73.5%,116.1%,,,19.3%,0.0%,58.5%,0.0%,21.2%,0.0%,89.1%,,21.3%,0.0%
Common Shares Outstanding,283.8,283.4,283.4,283.9,283.9,283.9,283.9,283.9,,,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9
Total Revenue,"1,860","2,233","2,630","2,651","2,235","2,685","3,155","2,718",,,563.9,801.7,"1,184",642.9,610.6,739.8,725.1,792.6,592.1,619.4
"Cost of Revenue, Total","1,339","1,647","1,934","1,910","1,527","1,898","2,309","1,897",,,383.4,583.8,919.1,467.3,426.4,522.0,481.0,599.4,422.5,450.2
Gross Profit,520.7,585.9,696.2,741.5,708.2,787.0,845.9,821.7,,,180.5,217.9,265.4,175.7,184.3,217.8,244.0,193.2,169.6,169.3
"Selling/General/Administrative Expenses, Total",428.4,458.4,525.6,536.0,547.4,576.6,593.2,619.0,,,150.9,156.5,150.4,119.7,155.5,171.4,172.5,130.6,146.2,143.1
