,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,20.2,29.6,30.6,29.0,30.3,66.3,39.0,26.4,,,70.5,48.8,43.8,37.0,36.4,33.5,30.8,27.1,23.6,21.7
Earnings per Share,1.73,2.50,3.85,3.29,2.34,3.94,3.30,2.28,,,1.29,1.22,0.25,0.28,1.16,0.69,0.15,0.11,0.63,0.64
Revenue per Share,34.0,38.1,38.3,25.5,21.6,21.0,19.7,17.7,,,6.83,6.78,2.69,2.85,6.68,5.77,2.36,2.17,5.40,5.11
Dividend per Share,1.00,1.40,2.20,2.30,1.50,3.20,2.00,1.50,,,,,2.00,,,,1.50,,,
Capital Expenditures per Share,0.20,0.29,0.32,0.33,0.57,0.53,0.69,0.38,,,0.22,0.11,0.19,0.15,0.13,0.057,0.049,0.064,0.097,0.026
Book Value per Share,8.99,10.4,12.9,14.0,14.1,16.5,16.5,16.8,,,15.1,16.3,16.5,14.8,16.0,16.7,16.8,15.4,16.0,16.7
Price to Earnings Ratio,9.31,10.4,7.66,9.64,11.2,11.7,12.5,13.4,,,11.1,11.2,12.5,11.4,12.4,12.4,13.4,11.8,13.9,13.5
Price to Book Value Ratio,1.76,2.16,1.98,1.98,1.69,2.97,2.33,1.68,,,3.31,2.70,2.33,1.93,2.17,1.70,1.68,1.60,1.40,1.23
EV to EBITDA,5.22,6.32,4.61,6.93,6.05,5.70,8.69,6.83,,,12.6,9.33,8.69,7.37,7.14,8.18,6.83,7.10,7.21,5.03
Dividend Payout Ratio,57.8%,56.1%,57.1%,69.9%,64.1%,81.2%,60.5%,65.9%,,,,,60.5%,,,,65.9%,,,
Common Shares Outstanding,584.7,584.7,584.7,584.7,584.7,584.7,584.7,584.7,,,584.7,584.7,584.7,584.7,584.7,584.7,584.7,584.7,584.7,584.7
Total Revenue,"19,866","22,254","22,366","14,918","12,601","12,282","11,540","10,322",,,"3,994","3,967","1,571","1,664","3,907","3,374","1,377","1,267","3,157","2,989"
