,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,12.0,11.1,11.2,9.93,9.35,,,11.1,12.9,11.1,8.38,7.83,7.93,8.50,9.65,10.1,9.18
Earnings per Share,0.044,0.19,0.37,0.17,0.36,-0.009,0.60,0.25,,,0.049,0.055,0.46,0.041,0.048,0.069,0.090,0.087,0.078,0.074
Revenue per Share,0.50,1.64,2.07,2.16,2.32,2.19,2.41,3.18,,,0.58,0.63,0.63,0.65,0.75,0.84,0.94,0.87,0.83,0.88
Dividend per Share,,0.009,0.014,0.00,0.023,0.080,0.25,0.21,,,,0.15,0.10,,,,0.21,,,
Capital Expenditures per Share,0.00,0.00,0.00,0.42,0.36,0.17,0.35,0.45,,,0.089,0.12,0.087,0.039,0.080,0.20,0.13,0.16,0.095,0.20
Book Value per Share,0.095,1.05,1.38,1.21,2.54,2.51,2.99,2.99,,,2.51,2.57,2.99,2.87,2.82,2.90,2.99,3.09,2.92,3.03
Price to Earnings Ratio,,,,,36.8,,18.0,32.2,,,396.1,65.3,18.0,12.8,13.0,11.8,32.2,25.2,27.8,25.1
Price to Book Value Ratio,,,,,4.95,3.82,3.15,2.76,,,4.57,4.71,3.15,2.11,2.73,2.41,2.76,2.85,3.02,2.63
EV to EBITDA,,,,0.00,17.1,23.5,17.5,13.8,,,21.5,21.0,17.5,14.1,13.1,13.3,13.8,15.4,17.8,17.5
Dividend Payout Ratio,,5.0%,3.8%,0.0%,6.4%,-920.6%,41.7%,85.0%,,,,81.0%,16.7%,,,,85.0%,,,
Common Shares Outstanding,"1,020","1,020","1,020","1,020","1,020","1,020","1,020","1,020",,,"1,020","1,020","1,020","1,020","1,020","1,020","1,020","1,020","1,020","1,020"
Total Revenue,506.0,"1,675","2,109","2,202","2,366","2,234","2,454","3,241",,,587.8,646.3,641.5,658.6,769.0,858.9,954.2,885.5,845.3,893.7
"Cost of Revenue, Total",292.5,"1,042","1,249","1,449","1,492","1,570","1,672","2,360",,,405.2,447.1,419.8,468.6,567.5,626.8,696.9,632.0,597.8,646.2
Gross Profit,213.6,633.0,860.1,753.5,874.2,663.7,782.4,881.0,,,182.6,199.2,221.6,190.0,201.5,232.1,257.3,253.5,247.5,247.5
"Selling/General/Administrative Expenses, Total",148.0,341.1,331.3,390.7,395.6,455.9,466.0,568.0,,,108.3,118.0,134.4,125.2,134.5,148.0,162.4,172.6,181.1,166.2
Operating Income,66.1,291.9,528.7,362.8,478.7,92.0,316.4,313.0,,,74.3,80.1,90.4,64.9,67.1,83.0,98.1,80.9,66.4,80.3
Net Income,44.6,192.8,376.1,143.8,333.5,-8.86,612.1,252.1,,,49.5,56.5,465.8,41.7,48.7,70.1,91.7,89.2,79.8,75.0
EBITDA,66.1,291.9,528.7,725.0,888.2,474.1,702.5,654.4,,,181.5,175.0,185.7,149.6,158.5,169.7,176.6,184.8,132.4,169.5
Gross Profit Margin,42.2%,37.8%,40.8%,34.2%,36.9%,29.7%,31.9%,27.2%,,,31.1%,30.8%,34.5%,28.9%,26.2%,27.0%,27.0%,28.6%,29.3%,27.7%
Operating Margin,13.1%,17.4%,25.1%,16.5%,20.2%,4.1%,12.9%,9.7%,,,12.6%,12.4%,14.1%,9.8%,8.7%,9.7%,10.3%,9.1%,7.9%,9.0%
Net Profit Margin,8.8%,11.5%,17.8%,6.5%,14.1%,-0.4%,24.9%,7.8%,,,8.4%,8.7%,72.6%,6.3%,6.3%,8.2%,9.6%,10.1%,9.4%,8.4%
Return on Assets,19.7%,11.0%,10.1%,3.3%,7.0%,-0.2%,11.3%,4.2%,,,0.5%,3.6%,11.2%,10.9%,10.5%,10.2%,4.0%,4.6%,4.8%,4.8%
Return on Equity,46.2%,18.1%,26.7%,11.6%,12.8%,-0.3%,20.1%,8.3%,,,1.9%,2.2%,15.3%,1.4%,1.7%,2.4%,3.0%,2.8%,2.7%,2.4%
Return on Total Capital,35.7%,9.7%,13.4%,5.6%,8.4%,-0.2%,15.3%,5.7%,,,0.7%,4.6%,15.3%,15.9%,16.1%,17.0%,5.7%,6.6%,7.6%,6.4%
SG&A to Sale,29.2%,20.4%,15.7%,17.7%,16.7%,20.4%,19.0%,17.5%,,,18.4%,18.3%,20.9%,19.0%,17.5%,17.2%,17.0%,19.5%,21.4%,18.6%
Depreciation & Amortisation,,,,362.2,409.5,382.1,386.0,341.4,,,107.2,94.9,95.3,84.7,91.4,86.7,78.6,103.9,66.0,89.2
Tax Rate,29.9%,23.1%,16.9%,16.2%,19.0%,2404.8%,17.0%,16.6%,,,15.9%,15.8%,17.2%,22.0%,14.2%,14.5%,16.8%,17.9%,8.3%,11.7%
Current Ratio,0.52,0.75,0.62,0.32,0.95,1.24,1.45,1.24,,,1.08,1.07,1.45,1.27,1.01,0.84,1.24,0.91,0.76,1.11
Quick Ratio,0.40,0.65,0.48,0.17,0.41,0.44,0.35,0.79,,,0.60,0.57,0.35,0.70,0.70,0.53,0.79,0.64,0.52,0.76
Days Inventory Outstanding,,0.53,0.46,2.96,2.90,0.36,0.34,4.80,,,0.37,0.39,0.41,0.43,3.60,8.08,9.06,7.99,6.77,7.53
Days Sale Outstanding,21.4,69.9,51.3,53.7,54.0,59.5,67.4,143.0,,,86.1,88.5,67.4,160.0,175.2,153.5,143.0,128.2,119.7,122.6
Days Payable Outstanding,31.8,30.7,50.3,41.8,37.4,41.0,46.3,46.2,,,42.8,48.7,53.8,49.3,52.1,57.7,54.5,49.7,49.3,53.8
Cash Conversion Cycle,-10.3,-13.0,-2.51,20.0,14.2,16.0,9.63,47.4,,,44.6,30.8,25.6,66.0,107.7,107.3,96.0,92.7,79.2,73.1
Debt to Asset Ratio,0.57,0.65,0.64,0.71,0.47,0.51,0.44,0.50,,,0.50,0.51,0.44,0.48,0.50,0.51,0.50,0.52,0.55,0.55
Debt to Equity Ratio,1.34,1.99,1.88,2.63,0.90,1.06,0.80,1.05,,,1.03,1.04,0.80,0.93,1.04,1.09,1.05,1.12,1.28,1.27
Interest Coverage Ratio,,7.08,6.62,3.44,3.91,1.06,3.58,3.81,,,3.32,3.80,4.09,3.69,3.38,3.68,4.42,3.15,2.55,2.90
Cash and Short Term Investments,13.3,486.0,373.1,201.9,365.8,498.5,"1,252",472.4,,,395.7,468.2,"1,252",831.1,462.2,580.0,472.4,424.3,435.9,441.6
"Total Receivables, Net",29.7,320.6,296.4,324.0,349.8,364.1,453.4,"1,270",,,540.5,574.7,453.4,"1,111","1,303","1,232","1,270","1,218","1,162","1,202"
Total Inventory,,1.52,1.61,21.9,1.84,1.21,1.87,60.2,,,1.69,1.87,1.87,2.25,35.3,56.9,60.2,50.2,44.5,61.7
Total Current Assets,51.7,847.1,697.6,597.5,804.8,"1,031","1,853","1,991",,,968.8,"1,083","1,853","2,016","1,891","1,960","1,991","1,727","1,687","1,756"
"Property/Plant/Equipment, Total - Net",140.0,"1,628","2,299","2,567","2,662","2,573","1,735","1,922",,,"2,584","2,606","1,735","1,725","1,820","1,930","1,922","2,002","2,124","2,247"
Total Assets,226.0,"3,273","4,148","4,554","4,983","5,318","5,533","6,357",,,"5,240","5,389","5,533","5,695","5,968","6,289","6,357","6,797","6,912","7,130"
Accounts Payable,25.5,149.7,194.4,137.7,167.7,185.1,239.5,358.3,,,185.6,253.8,239.5,230.7,312.1,345.9,358.3,329.0,361.2,397.6
Accrued Expenses,18.0,,,131.9,48.7,81.1,91.4,148.4,,,2.73,,91.4,3.39,3.66,3.25,148.4,3.79,4.09,4.75
Debt Due,48.5,334.0,578.4,"1,400",474.1,483.3,777.4,903.1,,,532.6,584.8,777.4,"1,096","1,323","1,698",903.1,"1,336","1,562",905.7
Total Current Liabilities,99.2,"1,135","1,121","1,854",845.8,834.8,"1,282","1,604",,,897.3,"1,017","1,282","1,587","1,874","2,322","1,604","1,906","2,222","1,587"
Long Term Debt,28.4,914.4,"1,398","1,333","1,367","1,677",954.2,"1,372",,,"1,539","1,516",954.2,937.1,926.1,716.1,"1,372","1,383","1,368","2,124"
Total Liabilities,129.5,"2,122","2,655","3,256","2,337","2,705","2,433","3,190",,,"2,633","2,730","2,433","2,711","2,990","3,227","3,190","3,514","3,817","3,932"
Common Stock,20.0,240.0,240.0,240.0,300.0,510.0,510.0,510.0,,,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0,510.0
Additional Paid-In Capital,,370.7,535.0,112.3,"1,339","1,339","1,339","1,339",,,"1,339","1,339","1,339","1,339","1,339","1,339","1,339","1,339","1,339","1,339"
Retained Earnings (Accumulated Deficit),76.5,186.3,266.2,74.6,245.2,53.7,389.1,382.6,,,62.4,129.7,389.1,471.0,417.7,487.7,382.6,471.4,337.0,412.0
Shareholders' Equity,96.5,"1,067","1,410","1,239","2,596","2,563","3,046","3,045",,,"2,565","2,621","3,046","2,929","2,881","2,960","3,045","3,147","2,974","3,086"
Cash from Operating Activities,,,869.9,573.8,738.5,383.3,527.3,497.3,,,199.9,203.7,10.8,-49.5,125.6,248.2,173.1,171.5,145.1,150.0
Cash from Investing Activities,,,"-1,557",-912.8,-733.0,-514.5,"1,106","-1,342",,,-58.1,-76.9,"1,223",-503.9,-463.5,-237.1,-137.8,-617.9,-89.3,-273.7
Cash from Financing Activities,,,744.5,389.3,-16.4,200.0,-674.4,83.9,,,-161.6,-11.5,-409.4,123.2,-1.12,123.6,-161.8,408.0,-51.2,82.3
Net Change in Cash,,,57.9,106.9,-10.9,68.8,958.9,-762.4,,,-19.5,115.3,824.3,-431.7,-345.9,137.8,-122.6,-33.0,11.6,-44.5
Free Cashflows,,,869.9,142.1,366.9,211.7,172.4,41.4,,,109.6,76.8,-78.2,-89.0,44.4,42.0,44.1,9.26,48.6,-51.2
Free Cashflow per Share,,,0.85,0.14,0.36,0.21,0.17,0.041,,,0.11,0.075,-0.077,-0.087,0.044,0.041,0.043,0.009,0.048,-0.050
