,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.99,3.52,4.06,5.26,3.47,4.88,5.71,4.68,,,4.39,5.70,6.28,6.25,5.50,4.96,4.85,4.71,4.42,4.64
Earnings per Share,-0.20,-0.12,-0.003,0.010,0.014,-0.036,-0.11,-0.054,,,-0.055,-0.009,-0.034,0.007,-0.020,-0.004,-0.035,-0.023,-0.031,0.051
Revenue per Share,0.33,0.41,0.30,0.38,0.44,0.64,0.69,0.84,,,0.15,0.20,0.18,0.20,0.20,0.24,0.20,0.22,0.21,0.25
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.001,0.003,0.019,0.006,0.008,0.30,0.27,0.22,,,0.058,0.083,0.045,0.023,0.048,0.061,0.085,0.075,0.099,0.064
Book Value per Share,2.25,2.13,2.06,2.06,2.07,2.42,2.55,2.49,,,2.35,2.35,2.55,2.55,2.53,2.53,2.49,2.47,2.44,2.49
Price to Earnings Ratio,,,,555.0,242.9,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.52,0.94,1.26,1.93,1.54,1.49,2.28,1.92,,,1.84,2.12,2.28,2.27,2.05,1.86,1.92,1.78,1.79,1.96
EV to EBITDA,120.4,45.6,22.6,58.0,47.3,74.1,213.3,62.7,,,45.7,45.3,213.3,221.8,84.3,72.0,62.7,66.7,71.8,91.0
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,466.9,466.9,933.8,947.7,958.0,"3,240","3,240","3,240",,,"3,240","3,240","3,240","3,240","3,240","3,240","3,240","3,240","3,240","3,240"
Total Revenue,156.1,192.6,284.4,364.1,424.7,"2,072","2,238","2,723",,,499.1,642.4,581.6,640.8,658.9,777.2,645.8,702.1,679.3,798.6
"Cost of Revenue, Total",107.7,114.9,143.6,212.1,249.9,"1,437","1,728","2,029",,,404.6,467.0,464.0,494.6,488.9,541.0,520.2,524.3,525.9,602.0
Gross Profit,48.4,77.7,140.8,152.0,174.8,634.2,510.1,694.1,,,94.5,175.4,117.6,146.2,170.0,236.2,125.6,177.8,153.4,196.6
