,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.09,5.12,4.26,4.90,2.84,4.03,3.22,3.86,,,4.04,3.60,3.01,2.69,3.55,4.02,4.03,3.78,3.88,3.84
Earnings per Share,-0.49,-0.062,0.18,0.010,-0.18,-0.040,-0.55,0.29,,,-0.063,-0.058,-0.041,0.003,0.051,0.049,0.16,0.075,0.064,0.063
Revenue per Share,3.34,3.43,2.63,2.56,1.77,1.43,1.11,1.59,,,0.52,0.11,0.24,0.47,0.37,0.40,0.48,0.54,0.46,0.45
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.011,0.022,0.094,0.10,0.031,0.018,0.37,0.42,,,0.015,0.23,0.13,0.13,0.097,0.15,0.072,0.070,0.14,0.062
Book Value per Share,0.93,0.77,1.27,1.59,1.67,0.99,0.45,0.97,,,0.55,0.49,0.45,0.46,0.76,0.81,0.97,1.05,1.11,1.17
Price to Earnings Ratio,,,20.7,496.0,,,,13.5,,,,,,,,63.3,14.5,9.65,11.2,10.1
Price to Book Value Ratio,1.10,6.21,2.75,2.67,1.67,4.01,5.52,4.07,,,7.11,6.37,5.52,6.07,5.10,4.79,4.07,3.44,3.51,3.08
EV to EBITDA,-11.5,22.2,10.4,26.5,116.6,-145.0,-7.08,17.0,,,-7.87,-6.31,-7.08,-24.2,170.3,35.0,17.0,11.7,10.4,10.0
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,314.3,314.3,388.7,388.7,462.6,462.6,462.6,616.8,,,462.6,462.6,462.6,462.6,616.8,616.8,616.8,616.8,616.8,616.8
Total Revenue,"1,049","1,078","1,024",994.3,819.3,659.3,515.6,983.1,,,239.4,52.9,112.7,216.0,226.7,244.3,294.3,331.6,282.0,278.1
"Cost of Revenue, Total",790.2,746.7,698.2,708.5,631.1,505.9,663.3,746.1,,,246.9,64.9,109.1,180.1,172.3,185.6,208.2,233.8,200.4,199.2
Gross Profit,259.0,330.8,325.9,285.8,188.2,153.4,-147.7,236.9,,,-7.54,-12.0,3.58,35.9,54.4,58.8,86.1,97.7,81.6,78.9
"Selling/General/Administrative Expenses, Total",376.2,312.5,243.6,246.4,220.4,186.9,96.3,116.5,,,21.0,14.4,21.4,29.5,26.1,28.8,32.3,40.1,42.1,29.1
Operating Income,-117.2,18.3,82.2,39.4,-32.2,-33.5,-244.0,120.5,,,-28.6,-26.4,-17.8,6.41,28.3,30.0,53.8,57.6,39.5,49.8
Net Income,-153.7,-21.1,63.7,4.17,-69.4,-16.5,-252.6,158.2,,,-29.1,-27.0,-19.0,1.22,26.1,30.3,100.6,46.3,39.4,38.6
EBITDA,-68.5,59.5,121.5,81.3,11.1,-9.33,-226.8,150.6,,,-27.0,-24.0,-13.3,12.2,35.7,38.6,62.1,70.1,52.7,64.0
Gross Profit Margin,24.7%,30.7%,31.8%,28.7%,23.0%,23.3%,-28.6%,24.1%,,,-3.1%,-22.8%,3.2%,16.6%,24.0%,24.1%,29.2%,29.5%,28.9%,28.4%
Operating Margin,-11.2%,1.7%,8.0%,4.0%,-3.9%,-5.1%,-47.3%,12.3%,,,-11.9%,-49.9%,-15.8%,3.0%,12.5%,12.3%,18.3%,17.4%,14.0%,17.9%
Net Profit Margin,-14.7%,-2.0%,6.2%,0.4%,-8.5%,-2.5%,-49.0%,16.1%,,,-12.2%,-51.2%,-16.8%,0.6%,11.5%,12.4%,34.2%,14.0%,14.0%,13.9%
Return on Assets,-15.5%,-2.3%,6.6%,0.4%,-6.2%,-1.8%,-40.8%,21.3%,,,-32.3%,-53.7%,-47.8%,-12.3%,-2.7%,5.0%,18.2%,22.4%,23.0%,22.7%
Return on Equity,-52.8%,-8.7%,12.9%,0.7%,-9.0%,-3.6%,-122.4%,26.4%,,,-11.5%,-12.0%,-9.2%,0.6%,5.6%,6.1%,16.8%,7.2%,5.7%,5.3%
Return on Total Capital,-23.3%,-3.4%,12.8%,0.5%,-8.5%,-3.6%,-122.4%,26.4%,,,-87.6%,-119.0%,-122.4%,-30.4%,-4.0%,7.7%,26.4%,31.5%,31.6%,31.0%
SG&A to Sale,35.9%,29.0%,23.8%,24.8%,26.9%,28.3%,18.7%,11.8%,,,8.8%,27.1%,19.0%,13.7%,11.5%,11.8%,11.0%,12.1%,14.9%,10.5%
Depreciation & Amortisation,48.7,41.2,39.2,41.8,43.3,24.2,17.2,30.2,,,1.60,2.40,4.50,5.80,7.46,8.58,8.33,12.5,13.3,14.2
Tax Rate,0.0%,0.3%,-39.6%,-85.6%,-37.5%,0.0%,0.0%,-43.2%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,-90.4%,22.0%,18.6%,20.5%
Current Ratio,1.84,1.88,1.22,2.82,2.66,2.89,0.62,1.00,,,1.40,0.82,0.62,0.62,1.17,0.93,1.00,1.17,1.13,1.27
Quick Ratio,0.54,0.57,0.35,0.83,1.02,0.53,0.23,0.40,,,0.94,0.26,0.23,0.27,0.56,0.44,0.40,0.35,0.28,0.16
Days Inventory Outstanding,160.4,159.1,179.9,184.2,197.4,235.4,122.8,69.2,,,70.2,52.5,64.7,68.6,79.8,73.4,74.6,74.7,77.4,89.4
Days Sale Outstanding,46.6,49.9,47.5,51.4,57.8,46.5,51.8,42.5,,,108.4,40.3,51.8,58.3,71.1,56.5,42.6,24.2,21.9,10.7
Days Payable Outstanding,30.5,41.6,40.5,34.2,34.7,25.4,26.5,52.3,,,0.00,0.00,19.7,21.8,0.00,0.00,34.8,32.4,0.00,0.00
Cash Conversion Cycle,178.8,159.8,199.8,196.5,231.8,276.7,139.9,34.6,,,146.9,137.6,71.9,119.9,145.3,128.7,49.4,105.8,99.9,105.4
Debt to Asset Ratio,0.69,0.73,0.52,0.45,0.31,0.32,0.63,0.35,,,0.50,0.54,0.63,0.67,0.35,0.39,0.35,0.28,0.30,0.27
Debt to Equity Ratio,2.18,2.76,1.07,0.82,0.45,0.48,1.72,0.54,,,1.00,1.20,1.72,2.04,0.53,0.64,0.54,0.39,0.44,0.37
Interest Coverage Ratio,,0.46,2.25,1.78,,,,18.6,,,,,,2.82,11.8,34.8,56.4,89.9,48.0,67.7
Cash and Short Term Investments,5.45,8.46,97.3,21.5,86.0,43.3,3.22,4.04,,,21.0,5.32,3.22,15.8,8.46,1.83,4.04,12.8,21.7,20.0
"Total Receivables, Net",133.9,147.4,133.2,140.0,129.7,84.0,73.2,114.4,,,194.4,56.5,73.2,99.1,118.4,123.7,114.4,72.8,69.2,34.8
Total Inventory,318.6,332.2,356.0,359.2,323.3,329.3,116.9,166.2,,,74.1,118.3,116.9,109.0,121.2,138.9,166.2,161.0,190.3,221.8
Total Current Assets,463.3,495.0,596.5,524.5,543.3,456.6,193.2,284.7,,,289.5,180.1,193.2,223.8,248.1,264.4,284.7,246.6,281.2,276.7
"Property/Plant/Equipment, Total - Net",448.1,413.0,415.4,552.2,523.0,172.0,325.1,554.0,,,170.2,271.0,325.1,379.8,432.2,518.9,554.0,584.6,646.3,670.1
Total Assets,924.5,914.8,"1,019","1,129","1,122",677.1,561.5,922.3,,,503.5,494.6,561.5,643.0,719.0,821.2,922.3,896.3,984.6,992.8
Accounts Payable,73.8,96.4,58.4,74.4,45.7,24.8,71.6,142.2,,,,,71.6,,,,142.2,,,
Accrued Expenses,30.3,18.3,8.57,10.6,11.8,15.3,11.7,9.96,,,,,11.7,,,,9.96,,,
Debt Due,134.0,130.8,401.0,83.6,139.3,105.4,220.7,115.9,,,70.0,80.0,220.7,224.1,69.8,100.1,115.9,50.0,70.0,70.0
Total Current Liabilities,251.6,263.7,490.1,185.7,203.9,158.2,313.1,283.8,,,207.0,220.4,313.1,362.2,211.6,282.9,283.8,210.9,248.6,217.4
Long Term Debt,369.5,368.5,3.70,252.8,42.5,,,,,,,,,31.3,,,,,,
Total Liabilities,633.5,671.8,526.7,509.8,348.7,219.9,355.2,322.2,,,251.2,269.3,355.2,431.2,249.7,321.7,322.2,249.9,298.8,268.4
Common Stock,314.3,314.3,388.7,388.7,462.6,462.6,462.6,616.8,,,462.6,462.6,462.6,462.6,616.8,616.8,616.8,616.8,616.8,616.8
Additional Paid-In Capital,47.5,47.5,159.1,159.1,165.6,165.6,165.6,242.7,,,165.6,165.6,165.6,165.6,242.7,242.7,242.7,242.7,242.7,242.7
Retained Earnings (Accumulated Deficit),-218.0,-236.6,-173.0,-165.1,-81.7,-171.1,-421.9,-259.4,,,-361.2,-389.1,-421.9,-416.5,-390.3,-360.0,-259.4,-213.1,-173.8,-135.2
Shareholders' Equity,291.1,243.0,492.8,619.2,773.7,457.2,206.3,600.1,,,252.3,225.3,206.3,211.8,469.3,499.5,600.1,646.4,685.8,724.4
Cash from Operating Activities,9.54,8.95,39.0,76.1,10.5,41.2,19.0,138.7,,,-0.60,78.1,-82.9,40.2,8.70,58.6,31.3,118.0,55.3,36.7
Cash from Investing Activities,-5.39,-2.61,-73.2,-54.8,-77.7,77.9,-170.7,-258.8,,,-7.74,-103.1,-58.6,-60.3,-59.5,-94.9,-44.1,-43.0,-65.9,-37.9
Cash from Financing Activities,-7.70,-4.16,86.1,-70.4,67.1,-83.9,111.6,120.9,,,-17.2,9.35,139.5,32.6,43.5,29.7,15.0,-66.3,19.5,-0.46
