,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.00,1.12,6.29,4.31,1.75,,,1.39,,,,,,,,,,0.96,,
Earnings per Share,-0.059,0.047,0.012,-0.012,-0.47,0.027,-0.30,-0.10,,,-0.035,-0.059,-0.10,-0.032,-0.039,0.004,-0.033,-0.027,-0.035,-0.035
Revenue per Share,0.46,0.69,0.53,0.58,1.05,0.81,0.34,0.20,,,0.077,0.091,0.088,0.065,0.061,0.035,0.040,0.077,0.062,0.044
Dividend per Share,,0.020,,0.020,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.004,0.001,0.006,0.002,0.003,0.004,0.002,0.001,,,0.000,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000
Book Value per Share,1.54,1.59,1.58,1.41,0.92,0.92,0.62,0.52,,,0.79,0.74,0.62,0.59,0.55,0.56,0.52,0.50,0.46,0.43
Price to Earnings Ratio,,23.0,59.4,,,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.50,0.65,0.51,2.31,2.15,,,,,,,,,,,,,,,
EV to EBITDA,-442.1,17.5,27.7,113.8,-6.29,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.58,0.00
Dividend Payout Ratio,,43.0%,,-167.3%,,,,,,,,,,,,,,,,
Common Shares Outstanding,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,,,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0
Total Revenue,400.2,605.2,463.7,509.2,919.2,708.6,295.9,175.7,,,67.1,79.6,77.1,56.5,53.4,30.6,35.1,67.5,54.1,38.3
"Cost of Revenue, Total",264.2,382.7,282.6,326.9,746.5,600.9,290.5,127.4,,,59.2,73.1,93.9,37.8,38.4,19.4,31.9,48.1,42.3,29.4
Gross Profit,136.0,222.5,181.1,182.3,172.6,107.7,5.42,48.2,,,7.96,6.54,-16.8,18.7,15.1,11.2,3.29,19.4,11.8,8.81
"Selling/General/Administrative Expenses, Total",142.5,143.9,134.7,169.7,162.8,119.8,122.0,118.5,,,23.3,24.5,46.6,30.0,31.2,28.1,29.2,29.1,30.7,30.7
Operating Income,-6.41,78.5,46.4,12.6,-384.3,50.9,-119.0,-71.9,,,-15.3,-17.4,-66.2,-12.0,-16.7,-16.8,-26.4,-10.3,-19.2,-20.2
Net Income,-51.4,40.7,10.9,-10.5,-411.7,23.7,-259.8,-88.4,,,-30.7,-51.9,-90.8,-28.3,-33.9,3.12,-28.5,-23.2,-30.7,-30.2
EBITDA,-3.13,81.3,49.6,15.8,-381.2,55.0,-115.0,-67.8,,,-14.3,-16.4,-65.2,-11.0,-15.7,-15.7,-25.3,-9.30,-18.2,-19.2
Gross Profit Margin,34.0%,36.8%,39.1%,35.8%,18.8%,15.2%,1.8%,27.5%,,,11.9%,8.2%,-21.7%,33.0%,28.2%,36.6%,9.4%,28.8%,21.7%,23.0%
Operating Margin,-1.6%,13.0%,10.0%,2.5%,-41.8%,7.2%,-40.2%,-40.9%,,,-22.8%,-21.8%,-85.8%,-21.3%,-31.3%,-54.8%,-75.1%,-15.2%,-35.6%,-52.7%
Net Profit Margin,-12.8%,6.7%,2.4%,-2.1%,-44.8%,3.3%,-87.8%,-50.3%,,,-45.8%,-65.2%,-117.7%,-50.1%,-63.5%,10.2%,-81.2%,-34.4%,-56.8%,-79.1%
Return on Assets,-2.0%,1.6%,0.4%,-0.4%,-18.0%,1.3%,-19.5%,-7.4%,,,-4.9%,-13.1%,-20.7%,-16.6%,-17.1%,-12.7%,-7.5%,-7.1%,-6.9%,-10.0%
Return on Equity,-3.8%,2.9%,0.8%,-0.8%,-51.2%,2.9%,-47.6%,-19.3%,,,-4.4%,-8.1%,-16.6%,-5.5%,-7.0%,0.6%,-6.2%,-5.3%,-7.6%,-8.1%
Return on Total Capital,-3.3%,2.8%,0.6%,-0.6%,-46.6%,2.8%,-47.3%,-19.2%,,,-9.1%,-25.6%,-47.3%,-38.7%,-42.2%,-30.7%,-19.1%,-18.9%,-19.6%,-22.9%
SG&A to Sale,35.6%,23.8%,29.0%,33.3%,17.7%,16.9%,41.2%,67.4%,,,34.7%,30.8%,60.5%,53.1%,58.3%,91.6%,83.2%,43.2%,56.8%,80.2%
Depreciation & Amortisation,3.28,2.81,3.23,3.23,3.16,4.10,3.94,4.12,,,0.98,0.98,1.02,1.01,1.02,1.04,1.06,0.98,1.02,0.99
Tax Rate,-7.1%,8.9%,35.9%,-719.7%,0.1%,28.5%,-0.1%,-3.1%,,,0.0%,0.0%,-0.3%,0.0%,0.0%,0.0%,-10.4%,-12.8%,-1.7%,0.0%
Current Ratio,2.32,2.22,2.87,2.04,1.18,1.24,0.67,0.49,,,1.12,1.03,0.67,0.64,0.59,0.62,0.49,0.47,0.43,0.48
Quick Ratio,0.00,0.00,0.00,0.00,0.00,0.001,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Inventory Outstanding,"3,117","2,025","2,721","2,193",738.5,602.9,677.4,973.0,,,738.1,795.8,597.0,501.4,516.0,636.8,913.1,782.4,698.7,615.0
Days Sale Outstanding,,,,,0.00,0.33,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Payable Outstanding,444.3,168.6,39.2,43.3,14.8,8.30,9.27,44.9,,,14.5,17.2,12.6,15.3,21.9,34.2,63.2,63.9,64.2,57.8
Cash Conversion Cycle,"2,661","2,003","2,673","2,148",728.5,598.9,667.9,905.6,,,722.3,779.7,587.1,481.6,493.6,597.1,845.7,717.0,633.8,559.9
Debt to Asset Ratio,0.48,0.42,0.46,0.51,0.61,0.44,0.55,0.61,,,0.47,0.50,0.55,0.57,0.59,0.59,0.61,0.62,0.64,0.67
Debt to Equity Ratio,0.91,0.71,0.84,1.03,1.56,0.80,1.23,1.57,,,0.90,1.01,1.23,1.34,1.45,1.41,1.57,1.66,1.80,1.99
Interest Coverage Ratio,,2.32,1.58,0.30,,1.41,,,,,,,,,,,,,,
Cash and Short Term Investments,41.9,28.8,39.3,7.15,27.8,33.3,59.0,27.6,,,24.2,43.0,59.0,69.4,54.9,32.0,27.6,40.2,40.3,37.9
"Total Receivables, Net",,,,,0.00,0.64,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Inventory,"2,217","2,029","2,184","1,743","1,278",707.8,370.3,309.1,,,627.4,579.8,370.3,354.8,332.6,328.5,309.1,281.2,261.0,250.1
Total Current Assets,"2,267","2,081","2,235","1,765","1,378",754.4,433.4,342.6,,,663.6,636.9,433.4,428.9,404.7,418.2,342.6,330.2,306.5,294.8
"Property/Plant/Equipment, Total - Net",9.05,7.45,9.48,8.64,12.5,13.5,11.6,8.63,,,12.0,11.5,11.6,10.8,9.86,9.56,8.63,7.73,7.00,6.31
Total Assets,"2,570","2,385","2,541","2,509","2,060","1,450","1,215","1,176",,,"1,321","1,295","1,215","1,210","1,185","1,173","1,176","1,156","1,131","1,119"
Accounts Payable,330.4,23.2,37.5,40.1,20.4,6.94,7.81,23.5,,,13.8,12.3,7.81,14.3,14.9,20.6,23.5,24.7,25.2,22.9
Accrued Expenses,20.2,30.7,33.9,42.0,39.4,20.8,25.1,27.2,,,14.6,20.2,25.1,27.6,29.2,30.8,27.2,32.5,25.4,27.7
Debt Due,590.7,578.2,563.1,619.6,988.2,544.6,571.9,588.2,,,525.0,538.7,571.9,586.4,596.1,577.3,588.2,598.0,606.8,495.0
Total Current Liabilities,977.8,936.6,778.2,863.6,"1,165",606.0,650.7,701.5,,,591.9,618.3,650.7,674.6,684.0,669.3,701.5,704.3,708.6,609.8
Long Term Debt,233.4,44.0,363.6,401.0,78.5,30.3,3.86,1.66,,,29.1,28.6,3.86,3.26,2.73,2.20,1.66,1.17,0.81,117.5
Total Liabilities,"1,223",993.7,"1,156","1,276","1,256",644.4,668.9,718.1,,,625.0,651.1,668.9,692.6,701.7,686.8,718.1,721.0,726.5,744.9
Common Stock,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,,,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0
Additional Paid-In Capital,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
Retained Earnings (Accumulated Deficit),376.8,421.1,414.5,263.7,-165.6,-164.5,-424.3,-511.9,,,-274.4,-326.4,-424.3,-452.6,-486.5,-484.2,-511.9,-535.2,-565.9,-596.1
Shareholders' Equity,"1,347","1,391","1,384","1,234",804.5,805.5,545.7,458.1,,,695.6,643.7,545.7,517.4,483.5,485.8,458.1,434.9,404.1,373.9
Cash from Operating Activities,50.6,204.4,-257.2,31.4,547.8,380.4,77.1,7.91,,,12.3,27.7,17.4,14.3,-6.30,-45.6,45.5,8.99,4.58,2.59
Cash from Investing Activities,-11.9,-15.6,-19.6,-115.0,-90.7,54.2,-2.03,-23.1,,,-0.36,-1.12,2.28,-0.21,-0.14,25.3,-48.0,6.46,-0.41,-0.51
Cash from Financing Activities,-31.4,-201.9,287.4,51.3,-436.4,-429.2,-49.4,-16.1,,,-21.3,-7.83,-3.63,-3.61,-8.10,-2.61,-1.82,-2.91,-4.02,-4.52
Net Change in Cash,7.37,-13.1,10.6,-32.2,20.7,5.42,25.7,-31.3,,,-9.33,18.7,16.0,10.4,-14.5,-22.9,-4.33,12.5,0.14,-2.43
Free Cashflows,46.7,203.2,-262.5,29.5,545.0,377.4,75.5,6.75,,,12.0,27.1,16.7,14.0,-6.40,-46.3,45.4,8.58,4.22,2.28
Free Cashflow per Share,0.053,0.23,-0.30,0.034,0.62,0.43,0.086,0.008,,,0.014,0.031,0.019,0.016,-0.007,-0.053,0.052,0.010,0.005,0.003
