,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,69.8,66.0,50.4,60.3,69.3,93.5,88.8,71.6,,,98.3,106.3,102.1,90.0,86.9,81.0,74.6,70.5,71.3,71.9
Earnings per Share,7.28,6.04,4.57,-2.03,5.97,10.4,12.2,4.98,,,1.59,3.73,3.40,2.75,2.35,2.23,-2.36,2.16,0.28,-0.33
Revenue per Share,204.8,209.6,196.1,183.8,127.2,110.8,137.5,162.8,,,39.2,39.4,15.9,45.2,47.6,49.9,20.8,45.0,45.4,40.7
Dividend per Share,3.30,2.70,2.30,1.16,2.70,4.50,5.25,2.65,,,1.50,0.00,3.75,,1.50,0.00,1.15,,1.00,0.00
Capital Expenditures per Share,1.89,3.02,6.05,9.16,5.33,3.13,1.80,3.85,,,0.34,0.55,0.55,0.47,0.73,0.58,2.07,1.67,3.42,4.66
Book Value per Share,39.0,42.4,44.6,40.9,45.3,52.4,59.9,59.7,,,54.4,56.7,59.9,62.7,61.3,62.0,59.7,61.8,59.4,58.1
Price to Earnings Ratio,10.4,11.6,11.4,,10.6,7.23,8.45,14.5,,,10.1,7.99,8.45,8.02,6.89,7.08,14.5,13.5,29.3,
Price to Book Value Ratio,1.86,1.54,1.19,1.27,1.53,1.44,1.53,1.16,,,1.70,1.83,1.53,1.24,1.44,1.07,1.16,1.08,1.17,1.20
EV to EBITDA,5.96,8.87,6.33,-612.4,6.81,4.93,5.80,7.58,,,6.22,6.09,5.80,5.39,4.29,5.27,7.58,7.62,12.6,29.2
Dividend Payout Ratio,45.3%,44.7%,50.4%,-57.2%,45.2%,43.3%,43.1%,53.3%,,,16.0%,0.0%,30.8%,,12.3%,0.0%,23.1%,,43.2%,0.0%
Common Shares Outstanding,"2,040","2,040","2,040","2,040","2,040","2,040","2,040","2,040",,,"2,040","2,040","2,040","2,040","2,040","2,040","2,040","2,040","2,040","2,040"
Total Revenue,"446,288","447,442","414,575","390,090","293,569","274,739","337,388","389,344",,,"80,053","80,296","89,443","92,229","97,200","101,783","99,755","91,789","92,564","83,034"
"Cost of Revenue, Total","423,307","432,312","397,542","394,170","273,819","247,261","305,386","373,128",,,"75,689","70,680","79,724","86,239","89,270","95,800","103,634","86,073","91,700","83,585"
Gross Profit,"22,980","15,129","17,033","-4,080","19,750","27,478","32,002","16,216",,,"4,364","9,616","9,719","5,990","7,929","5,983","-3,879","5,717",864.3,-551.3
"Selling/General/Administrative Expenses, Total","2,460","2,631","2,474","2,641","3,207","2,633","2,915","2,782",,,834.7,647.4,863.8,588.6,695.2,642.6,855.3,546.2,800.7,525.9
Operating Income,"20,179","13,398","15,851","-4,503","18,032","24,601","28,954","12,613",,,"3,565","8,949","8,792","5,503","7,304","5,200","-5,587","5,004",153.5,-930.0
Net Income,"14,853","12,320","9,316","-4,140","12,181","21,222","24,856","10,149",,,"3,250","7,605","6,927","5,608","4,795","4,558","-4,812","4,408",566.9,-682.6
EBITDA,"26,761","20,008","21,855","2,006","24,771","32,303","36,531","19,810",,,"5,460","10,887","10,696","7,241","9,139","7,029","-3,792","6,807","1,926",850.5
Gross Profit Margin,5.1%,3.4%,4.1%,-1.0%,6.7%,10.0%,9.5%,4.2%,,,5.5%,12.0%,10.9%,6.5%,8.2%,5.9%,-3.9%,6.2%,0.9%,-0.7%
Operating Margin,4.5%,3.0%,3.8%,-1.2%,6.1%,9.0%,8.6%,3.2%,,,4.5%,11.1%,9.8%,6.0%,7.5%,5.1%,-5.6%,5.5%,0.2%,-1.1%
Net Profit Margin,3.3%,2.8%,2.2%,-1.1%,4.1%,7.7%,7.4%,2.6%,,,4.1%,9.5%,7.7%,6.1%,4.9%,4.5%,-4.8%,4.8%,0.6%,-0.8%
Return on Assets,9.8%,7.6%,4.9%,-2.1%,6.3%,10.4%,11.2%,4.1%,,,8.9%,11.2%,11.2%,10.0%,10.3%,9.1%,4.0%,3.3%,1.8%,-0.2%
Return on Equity,18.7%,14.2%,10.2%,-5.0%,13.2%,19.9%,20.3%,8.3%,,,2.9%,6.6%,5.7%,4.4%,3.8%,3.6%,-4.0%,3.5%,0.5%,-0.6%
Return on Total Capital,12.4%,9.6%,6.1%,-2.7%,7.3%,12.1%,13.4%,4.6%,,,10.8%,13.2%,13.4%,12.0%,12.8%,11.2%,4.6%,4.0%,2.2%,-0.2%
SG&A to Sale,0.6%,0.6%,0.6%,0.7%,1.1%,1.0%,0.9%,0.7%,,,1.0%,0.8%,1.0%,0.6%,0.7%,0.6%,0.9%,0.6%,0.9%,0.6%
Depreciation & Amortisation,"6,582","6,610","6,004","6,509","6,739","7,702","7,577","7,197",,,"1,895","1,938","1,904","1,738","1,835","1,828","1,795","1,803","1,772","1,781"
Tax Rate,25.7%,12.4%,10.8%,19.3%,11.3%,9.6%,17.9%,16.0%,,,15.8%,18.3%,19.6%,17.4%,18.3%,17.8%,21.5%,18.3%,16.0%,26.3%
Current Ratio,3.13,2.85,2.56,2.68,4.97,3.39,3.78,4.33,,,4.53,4.21,3.78,3.74,3.66,3.71,4.33,4.36,4.92,4.30
Quick Ratio,1.15,1.39,1.26,1.39,1.86,1.47,2.30,2.63,,,2.45,2.49,2.30,1.99,1.76,2.05,2.63,2.34,1.93,1.32
Days Inventory Outstanding,31.0,32.8,42.2,37.1,36.1,47.9,48.5,35.6,,,38.5,35.5,45.6,45.6,47.3,49.9,40.4,37.2,38.1,37.6
Days Sale Outstanding,26.5,26.9,30.8,18.7,24.1,34.2,32.3,29.9,,,22.7,28.8,32.3,33.4,31.1,32.6,29.8,30.5,23.4,29.3
