,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,6.02,6.28,6.15,6.88,7.67,9.60,10.2,6.02,,,11.6,11.6,12.0,10.1,9.40,9.15,8.15,6.75,5.00,4.02
Earnings per Share,0.30,0.51,0.40,0.40,0.41,0.38,0.52,0.51,,,0.11,0.13,0.15,0.070,0.090,0.17,0.17,0.090,0.050,0.086
Revenue per Share,3.17,3.88,3.67,3.79,4.70,3.97,4.18,4.32,,,0.99,1.13,1.15,1.08,1.01,1.14,1.18,0.79,0.69,0.63
Dividend per Share,0.10,0.12,0.26,0.39,0.21,0.17,0.50,0.50,,,0.18,0.00,0.32,,0.20,0.00,0.30,,0.15,0.00
Capital Expenditures per Share,0.53,0.23,0.27,0.15,1.25,0.64,0.79,0.87,,,0.15,0.21,0.22,0.31,0.20,0.15,0.23,0.099,0.076,0.11
Book Value per Share,1.45,1.89,2.15,2.24,2.31,2.60,2.88,2.94,,,2.73,2.79,2.88,3.25,2.78,2.78,2.94,3.22,2.81,2.76
Price to Earnings Ratio,16.2,13.4,12.8,15.6,14.8,16.2,21.2,16.2,,,26.3,20.9,20.8,19.6,20.1,17.6,16.5,9.72,9.80,8.96
Price to Book Value Ratio,3.36,3.40,2.59,2.75,2.62,2.65,3.85,2.67,,,3.88,3.62,3.85,2.46,3.48,2.79,2.67,1.66,1.55,1.33
EV to EBITDA,9.39,9.14,7.82,9.28,12.2,10.2,14.4,10.9,,,13.9,13.8,14.4,12.4,13.2,12.9,10.9,8.53,7.70,7.17
Dividend Payout Ratio,34.1%,24.2%,63.9%,97.6%,52.3%,43.7%,96.2%,98.0%,,,43.0%,0.0%,60.4%,,45.5%,0.0%,60.1%,,31.3%,0.0%
Common Shares Outstanding,490.0,490.0,490.0,490.0,490.0,490.0,509.1,553.5,,,495.6,495.6,509.1,509.1,551.0,551.0,553.5,553.5,582.0,582.0
Total Revenue,"1,553","1,900","1,797","1,858","2,302","1,943","2,130","2,390",,,491.4,561.8,586.0,551.4,556.8,628.1,653.9,436.0,399.6,364.6
"Cost of Revenue, Total","1,209","1,465","1,414","1,502","1,987","1,551","1,655","1,874",,,385.3,434.8,461.0,465.6,445.6,469.0,494.0,332.8,309.8,267.0
Gross Profit,344.4,435.5,383.0,355.3,314.9,392.5,475.0,516.0,,,106.1,127.0,125.0,85.8,111.2,159.1,159.9,103.2,89.8,97.6
"Selling/General/Administrative Expenses, Total",103.2,109.4,117.3,119.6,130.7,138.8,151.2,160.8,,,34.6,39.9,39.4,44.0,45.1,36.0,41.2,44.1,49.8,44.6
Operating Income,241.1,326.1,265.7,235.7,184.2,253.7,323.9,355.2,,,71.6,87.2,85.7,41.8,66.1,123.1,118.7,59.1,40.0,53.0
Net Income,148.4,248.9,197.1,193.7,201.8,191.3,289.4,292.8,,,60.1,72.6,83.3,42.1,53.4,98.1,99.1,52.2,31.8,49.9
EBITDA,352.4,457.6,405.6,386.3,331.6,401.3,475.3,534.3,,,109.5,124.8,123.3,83.9,109.5,168.9,166.6,112.3,95.2,108.0
Gross Profit Margin,22.2%,22.9%,21.3%,19.1%,13.7%,20.2%,22.3%,21.6%,,,21.6%,22.6%,21.3%,15.6%,20.0%,25.3%,24.5%,23.7%,22.5%,26.8%
Operating Margin,15.5%,17.2%,14.8%,12.7%,8.0%,13.1%,15.2%,14.9%,,,14.6%,15.5%,14.6%,7.6%,11.9%,19.6%,18.2%,13.6%,10.0%,14.5%
Net Profit Margin,9.6%,13.1%,11.0%,10.4%,8.8%,9.8%,13.6%,12.2%,,,12.2%,12.9%,14.2%,7.6%,9.6%,15.6%,15.2%,12.0%,8.0%,13.7%
Return on Assets,7.4%,11.2%,8.8%,9.0%,8.4%,7.1%,10.0%,9.1%,,,7.7%,8.9%,9.6%,8.4%,8.0%,8.4%,8.6%,9.0%,8.4%,6.7%
Return on Equity,20.9%,26.9%,18.7%,17.6%,17.8%,15.0%,19.7%,18.0%,,,4.4%,5.3%,5.7%,2.5%,3.5%,6.4%,6.1%,2.9%,1.9%,3.1%
Return on Total Capital,17.0%,22.2%,15.0%,15.1%,14.8%,11.7%,16.7%,15.8%,,,13.0%,15.3%,16.7%,14.0%,14.3%,15.4%,15.8%,15.6%,14.6%,12.6%
SG&A to Sale,6.6%,5.8%,6.5%,6.4%,5.7%,7.1%,7.1%,6.7%,,,7.0%,7.1%,6.7%,8.0%,8.1%,5.7%,6.3%,10.1%,12.5%,12.2%
Depreciation & Amortisation,111.3,131.4,139.9,150.6,147.4,147.6,151.4,179.1,,,37.9,37.6,37.7,42.0,43.4,45.8,47.8,53.3,55.2,54.9
Tax Rate,24.6%,15.5%,12.4%,5.9%,11.4%,14.6%,11.9%,12.9%,,,13.6%,14.6%,9.6%,12.4%,13.1%,14.3%,11.7%,1.1%,-2.2%,6.3%
Current Ratio,0.81,1.00,1.27,1.35,0.83,0.89,0.77,0.67,,,0.85,0.79,0.77,0.76,0.68,0.72,0.67,0.72,0.71,0.70
Quick Ratio,0.13,0.27,0.34,0.49,0.27,0.22,0.19,0.21,,,0.20,0.23,0.19,0.19,0.18,0.23,0.21,0.16,0.12,0.10
Days Inventory Outstanding,207.2,186.5,171.5,148.7,119.2,158.2,152.9,131.7,,,153.6,150.4,151.2,142.8,129.8,133.0,130.1,138.5,166.8,220.0
