,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,27.4,28.3,25.0,20.9,,,29.5,29.8,26.6,25.4,25.5,24.9,23.3,22.8,21.2,18.6
Earnings per Share,0.60,0.47,0.82,0.69,1.05,1.74,1.36,1.25,,,0.60,0.27,0.14,0.15,0.62,0.31,0.17,0.41,0.37,0.31
Revenue per Share,0.016,0.012,1.93,1.80,1.85,1.82,2.11,2.07,,,0.42,0.43,0.62,0.67,0.44,0.40,0.56,0.58,0.42,0.32
Dividend per Share,0.50,0.00,0.79,0.79,0.00,0.25,0.60,0.60,,,0.30,0.00,0.30,,0.30,0.00,0.30,,0.35,0.00
Capital Expenditures per Share,0.00,0.00,0.31,0.16,0.40,1.31,1.13,0.43,,,0.21,0.34,0.30,0.24,-0.047,0.094,0.14,0.12,0.077,0.057
Book Value per Share,2.30,2.31,0.54,1.81,3.56,12.2,12.8,13.2,,,12.7,12.6,12.8,12.9,13.4,13.0,13.2,13.5,13.2,13.0
Price to Earnings Ratio,,,,,,14.1,18.9,18.2,,,18.7,17.2,18.9,21.5,20.9,19.2,18.2,12.8,15.7,13.9
Price to Book Value Ratio,,,,,,2.05,1.90,1.71,,,2.08,2.02,1.90,1.79,1.96,1.71,1.71,1.60,1.45,1.37
EV to EBITDA,,,,0.00,0.00,61.1,96.6,114.0,,,100.6,138.3,96.6,93.5,98.3,90.0,114.0,131.4,144.7,149.6
Dividend Payout Ratio,83.3%,0.0%,96.3%,115.1%,0.0%,14.3%,44.0%,48.0%,,,20.2%,0.0%,22.0%,,25.2%,0.0%,24.0%,,27.7%,0.0%
Common Shares Outstanding,"3,046","3,046","3,046","3,046","3,046","3,046","3,048","3,051",,,"3,046","3,048","3,048","3,051","3,051","3,051","3,051","3,051","3,051","3,051"
Total Revenue,49.4,36.7,"5,878","5,469","5,630","5,542","6,419","6,322",,,"1,282","1,324","1,883","2,050","1,354","1,206","1,711","1,764","1,283",967.0
"Cost of Revenue, Total",,,"4,294","3,687","3,586","3,605","4,879","5,051",,,"1,038","1,089","1,372","1,517","1,157","1,011","1,366","1,340","1,080",866.8
Gross Profit,49.4,36.7,"1,584","1,782","2,044","1,937","1,540","1,271",,,244.0,234.7,511.3,532.8,197.5,195.1,345.6,423.8,203.6,100.2
"Selling/General/Administrative Expenses, Total",136.3,112.8,729.8,856.0,824.3,"1,101","1,169","1,229",,,252.6,349.3,321.0,259.9,302.8,290.8,375.8,273.5,397.3,280.9
Operating Income,-86.9,-76.1,"1,178","1,254","1,745","1,485","1,043",413.2,,,111.8,-38.7,432.0,364.4,-6.79,-17.2,72.8,333.2,-46.3,-115.6
Net Income,"1,819","1,475","2,502","2,092","2,075","4,138","4,155","3,813",,,"1,837",838.0,433.7,469.9,"1,886",940.2,516.7,"1,254","1,140",943.2
EBITDA,-86.9,-76.1,"1,604","1,799","2,291","1,913","1,553","1,038",,,232.9,94.0,571.0,487.3,172.0,151.2,227.9,476.3,111.6,34.7
Gross Profit Margin,100.0%,100.0%,26.9%,32.6%,36.3%,35.0%,24.0%,20.1%,,,19.0%,17.7%,27.1%,26.0%,14.6%,16.2%,20.2%,24.0%,15.9%,10.4%
Operating Margin,-176.0%,-207.5%,20.0%,22.9%,31.0%,26.8%,16.2%,6.5%,,,8.7%,-2.9%,22.9%,17.8%,-0.5%,-1.4%,4.3%,18.9%,-3.6%,-12.0%
Net Profit Margin,3682.0%,4021.7%,42.6%,38.3%,36.8%,74.7%,64.7%,60.3%,,,143.3%,63.3%,23.0%,22.9%,139.3%,77.9%,30.2%,71.1%,88.8%,97.5%
Return on Assets,14.5%,11.4%,15.4%,10.4%,8.3%,11.5%,9.2%,7.7%,,,10.0%,10.4%,8.8%,7.4%,7.3%,7.4%,7.5%,8.9%,7.6%,7.7%
Return on Equity,26.0%,21.0%,151.2%,38.0%,19.1%,11.1%,10.7%,9.4%,,,4.7%,2.2%,1.1%,1.2%,4.6%,2.4%,1.3%,3.1%,2.8%,2.4%
