,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,9.60,8.28,8.13,,,10.5,9.60,8.03,8.18,8.95,8.38,8.08,8.40,8.48,7.78
Earnings per Share,,0.000,-0.003,0.00,0.073,0.49,0.45,0.52,,,0.12,0.077,0.079,0.12,0.17,0.13,0.11,0.13,0.17,0.16
Revenue per Share,,0.00,0.00,0.001,0.92,0.95,0.95,1.23,,,0.25,0.24,0.23,0.24,0.33,0.32,0.35,0.34,0.44,0.43
Dividend per Share,,0.00,0.00,0.00,0.00,0.00,0.21,0.22,,,0.00,,0.21,,,,0.22,,,
Capital Expenditures per Share,,0.00,0.071,2.54,0.39,0.90,1.97,3.33,,,0.36,0.68,0.50,0.67,0.71,1.13,0.82,0.98,0.63,0.029
Book Value per Share,,0.22,0.42,0.47,0.86,1.35,3.59,3.83,,,1.58,3.52,3.59,3.71,3.70,3.75,3.83,3.93,3.85,3.99
Price to Earnings Ratio,,,,,,,17.4,14.5,,,20.1,23.3,20.3,21.2,19.9,15.7,14.5,14.3,14.5,13.0
Price to Book Value Ratio,,,,,,,2.09,2.04,,,5.43,2.34,2.09,2.20,2.39,1.98,2.04,2.18,2.08,1.84
EV to EBITDA,,,,,0.00,0.00,17.3,15.7,,,0.00,19.5,17.3,15.3,17.4,16.5,15.7,14.8,15.5,13.6
Dividend Payout Ratio,,0.0%,0.0%,,0.0%,0.0%,45.5%,41.5%,,,0.0%,,53.1%,,,,41.5%,,,
Common Shares Outstanding,,922.0,922.0,922.0,922.0,922.0,922.0,922.0,,,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0
Total Revenue,,0.00,0.00,0.90,852.6,876.7,877.1,"1,137",,,231.1,218.7,209.0,222.4,301.4,292.8,320.7,313.9,403.0,398.5
"Cost of Revenue, Total",,,,,159.3,169.0,167.6,341.9,,,41.9,42.1,42.1,52.6,81.3,88.0,120.1,104.1,101.7,132.6
Gross Profit,,,,0.90,693.3,707.7,709.5,795.5,,,189.2,176.5,166.8,169.8,220.2,204.9,200.7,209.8,301.3,265.9
"Selling/General/Administrative Expenses, Total",,0.48,2.88,23.4,54.6,114.2,219.9,166.8,,,40.3,71.4,71.0,37.3,29.3,46.6,53.6,41.1,76.6,59.2
Operating Income,,-0.41,-2.78,-22.5,638.7,593.5,489.6,628.7,,,148.8,105.2,95.8,132.5,190.9,158.2,147.1,168.7,224.7,206.8
Net Income,,-0.41,-2.78,-30.2,67.2,448.6,339.8,482.0,,,110.5,54.1,72.8,106.6,152.8,118.5,104.2,124.0,160.5,144.0
EBITDA,,-0.41,-2.78,-21.0,748.5,713.9,610.2,853.3,,,178.6,135.3,126.9,169.9,245.1,215.5,215.2,234.5,298.1,308.2
Gross Profit Margin,,,,100.0%,81.3%,80.7%,80.9%,69.9%,,,81.9%,80.7%,79.8%,76.4%,73.0%,70.0%,62.6%,66.8%,74.8%,66.7%
Operating Margin,,0.0%,0.0%,-2497.3%,74.9%,67.7%,55.8%,55.3%,,,64.4%,48.1%,45.8%,59.6%,63.3%,54.0%,45.9%,53.8%,55.8%,51.9%
Net Profit Margin,,0.0%,0.0%,-3356.8%,7.9%,51.2%,38.7%,42.4%,,,47.8%,24.7%,34.8%,47.9%,50.7%,40.5%,32.5%,39.5%,39.8%,36.1%
Return on Assets,,-0.2%,-0.9%,-1.7%,2.0%,10.4%,5.1%,4.8%,,,7.0%,4.9%,4.3%,4.0%,4.1%,4.3%,4.2%,4.1%,4.1%,4.2%
Return on Equity,,-0.2%,-0.7%,-7.0%,8.5%,36.1%,10.3%,13.6%,,,7.6%,1.7%,2.2%,3.1%,4.5%,3.4%,2.9%,3.4%,4.5%,3.9%
Return on Total Capital,,-0.2%,-0.7%,-1.3%,2.3%,10.0%,4.6%,4.6%,,,7.5%,4.7%,4.6%,4.5%,4.5%,4.6%,4.6%,4.8%,4.6%,4.8%
SG&A to Sale,,0.0%,0.0%,2597.3%,6.4%,13.0%,25.1%,14.7%,,,17.5%,32.6%,34.0%,16.8%,9.7%,15.9%,16.7%,13.1%,19.0%,14.8%
Depreciation & Amortisation,,,0.00,1.43,108.8,119.3,119.5,213.4,,,29.7,30.1,30.1,37.4,54.3,57.3,64.4,62.2,68.9,94.3
Tax Rate,,0.0%,0.0%,0.0%,0.0%,0.0%,2.4%,0.4%,,,0.0%,13.1%,0.2%,0.0%,0.0%,0.3%,1.3%,0.0%,5.4%,1.3%
Current Ratio,,9.75,0.056,0.34,0.83,1.42,2.30,1.76,,,1.89,3.15,2.30,1.48,2.02,2.31,1.76,1.13,1.16,1.20
Quick Ratio,,9.50,0.056,0.13,0.24,0.38,0.19,0.20,,,0.42,0.27,0.19,0.16,0.25,0.22,0.20,0.22,0.30,0.27
Days Inventory Outstanding,,,,,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,,0.00,0.00,"30,684",66.6,65.3,62.1,73.7,,,69.9,68.1,62.1,78.0,89.0,81.9,73.7,96.2,102.9,105.1
Days Payable Outstanding,,,,,343.8,27.2,22.8,138.4,,,0.00,0.00,12.2,11.4,0.00,0.00,132.4,115.1,0.00,0.00
Cash Conversion Cycle,,,,,108.7,178.6,172.4,-141.4,,,212.6,207.6,173.9,205.6,204.6,186.1,-115.1,156.6,173.5,170.8
Debt to Asset Ratio,,0.000,0.050,0.86,0.78,0.74,0.59,0.68,,,0.73,0.57,0.59,0.60,0.64,0.67,0.68,0.68,0.70,0.69
Debt to Equity Ratio,,0.000,0.052,6.09,3.57,2.95,1.47,2.27,,,2.85,1.35,1.47,1.56,1.82,2.15,2.27,2.29,2.49,2.41
Interest Coverage Ratio,,,,,4.56,4.06,3.33,4.24,,,3.80,2.40,3.73,5.00,5.32,3.82,3.31,3.66,4.61,3.92
Cash and Short Term Investments,,0.22,0.080,100.7,320.4,367.4,"1,411","1,125",,,436.1,"1,507","1,411","1,467","1,626","1,661","1,125","1,072",742.2,873.7
"Total Receivables, Net",,0.16,1.06,75.6,155.6,156.8,149.3,229.8,,,164.0,159.1,149.3,188.3,232.0,230.0,229.8,323.9,375.0,413.6
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,,0.39,1.14,196.2,537.6,585.6,"1,800","2,015",,,746.1,"1,843","1,800","1,701","1,906","2,383","2,015","1,666","1,471","1,820"
"Property/Plant/Equipment, Total - Net",,69.2,116.3,"2,711","2,964","3,685","5,427","8,352",,,"4,211","4,803","5,427","6,046","6,718","7,582","8,352","9,108","9,578","9,357"
Total Assets,,199.6,405.8,"3,058","3,625","4,963","8,270","11,893",,,"5,669","7,699","8,270","8,891","9,787","11,182","11,893","12,240","12,696","12,884"
Accounts Payable,,,,284.7,15.4,9.74,11.2,248.0,,,,,11.2,,,,248.0,,,
Accrued Expenses,,0.00,20.0,9.25,3.72,20.0,38.1,117.8,,,0.030,0.030,38.1,0.030,0.030,,117.8,,,
Debt Due,,0.00,0.00,275.5,617.4,364.3,510.4,508.6,,,348.6,492.7,510.4,538.1,632.8,492.9,508.6,513.6,568.4,994.8
Total Current Liabilities,,0.040,20.2,569.4,650.8,411.3,782.5,"1,147",,,395.0,585.3,782.5,"1,148",943.8,"1,034","1,147","1,477","1,265","1,518"
Long Term Debt,,0.00,0.00,"1,849","2,178","3,251","4,062","6,868",,,"3,748","3,798","4,062","4,174","5,267","6,417","6,868","6,814","7,543","7,333"
Total Liabilities,,0.040,20.2,"2,627","2,831","3,666","4,848","8,035",,,"4,147","4,387","4,848","5,327","6,216","7,455","8,035","8,298","8,824","8,869"
Common Stock,,200.0,388.8,465.4,693.4,690.9,922.0,922.0,,,691.6,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0
Additional Paid-In Capital,,,,,,,"1,511","1,511",,,,"1,511","1,511","1,511","1,511","1,511","1,511","1,511","1,511","1,511"
Retained Earnings (Accumulated Deficit),,-0.42,-3.20,-34.2,62.6,515.9,855.7,"1,149",,,728.8,782.9,855.7,962.3,926.2,"1,045","1,149","1,273","1,233","1,377"
Shareholders' Equity,,199.6,385.6,431.2,793.7,"1,242","3,308","3,534",,,"1,453","3,245","3,308","3,420","3,410","3,461","3,534","3,624","3,545","3,683"
Cash from Operating Activities,,,16.5,51.9,121.4,663.5,568.4,889.3,,,179.2,-74.8,412.5,397.9,-114.0,280.5,325.0,584.9,-181.9,128.9
Cash from Investing Activities,,,-205.4,"-2,148",-295.3,"-1,282","-1,866","-3,518",,,-327.4,-806.3,-500.9,-595.9,-727.0,"-1,005","-1,191",-607.9,-681.6,-177.6
Cash from Financing Activities,,,188.8,"2,196",393.6,666.0,"2,559","2,382",,,52.0,"1,930",228.9,58.7,896.5,"1,094",332.4,-12.2,544.5,183.0
Net Change in Cash,,,-0.14,100.6,219.7,47.0,"1,259",-286.1,,,-98.7,"1,053",137.3,-140.0,61.9,327.7,-535.7,-52.6,-330.2,131.5
Free Cashflows,,,-49.1,"-2,290",-239.6,-167.8,"-1,247","-2,179",,,-152.6,-699.4,-50.3,-215.3,-769.6,-761.5,-432.2,-320.9,-761.0,102.6
Free Cashflow per Share,,,-0.053,-2.48,-0.26,-0.18,-1.35,-2.36,,,-0.17,-0.76,-0.055,-0.23,-0.83,-0.83,-0.47,-0.35,-0.83,0.11
