,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,13.7,20.7,26.5,28.8,35.0,44.1,38.9,34.0,,,49.4,48.4,43.4,37.3,35.4,34.3,35.9,36.8,35.0,31.8
Earnings per Share,0.83,1.25,1.66,1.19,1.50,1.72,1.52,1.65,,,0.36,0.43,0.25,0.51,0.38,0.48,0.28,0.55,0.28,0.40
Revenue per Share,3.78,3.72,4.80,4.74,5.27,5.59,5.71,5.97,,,1.38,1.39,1.45,1.53,1.45,1.48,1.51,1.62,1.49,1.50
Dividend per Share,0.52,0.62,0.80,0.68,1.10,1.25,1.25,1.37,,,0.22,0.00,1.03,,0.23,0.00,1.14,,0.23,0.00
Capital Expenditures per Share,0.14,0.42,0.48,1.08,0.76,1.96,4.34,6.52,,,1.36,0.93,0.85,1.57,1.15,2.58,1.54,1.01,0.19,0.41
Book Value per Share,5.72,6.43,7.45,7.80,8.49,9.50,9.77,10.2,,,9.34,9.55,9.77,10.3,9.63,9.88,10.2,10.7,9.84,10.0
Price to Earnings Ratio,13.1,14.1,12.8,22.4,19.8,21.9,25.6,21.2,,,27.1,28.6,25.7,24.2,21.9,19.9,21.2,20.4,21.0,19.6
Price to Book Value Ratio,2.00,3.11,3.28,3.26,3.83,4.13,3.68,3.44,,,5.16,4.90,3.68,3.06,3.56,3.32,3.44,3.32,3.35,3.00
EV to EBITDA,5.83,9.98,7.68,10.7,10.2,11.9,15.2,13.1,,,15.8,16.3,15.2,13.7,13.1,12.8,13.1,13.9,14.7,13.6
Dividend Payout Ratio,62.8%,49.9%,48.3%,57.2%,73.2%,72.6%,82.1%,83.1%,,,13.4%,0.0%,67.7%,,14.7%,0.0%,69.2%,,14.5%,0.0%
Common Shares Outstanding,637.5,637.5,637.5,637.5,637.5,637.5,637.5,637.5,,,637.5,637.5,637.5,637.5,637.5,637.5,637.5,637.5,637.5,637.5
Total Revenue,"2,409","2,373","3,058","3,025","3,360","3,565","3,640","3,807",,,880.2,886.1,924.3,977.6,925.5,940.5,963.0,"1,031",949.0,957.1
"Cost of Revenue, Total",950.8,949.3,"1,188","1,380","1,449","1,546","1,606","1,659",,,408.9,370.6,462.1,378.2,414.7,381.2,484.9,387.7,486.2,431.3
Gross Profit,"1,459","1,424","1,870","1,644","1,910","2,018","2,034","2,148",,,471.3,515.5,462.2,599.4,510.8,559.3,478.1,643.6,462.8,525.9
"Selling/General/Administrative Expenses, Total",385.5,456.8,473.9,547.3,564.9,578.6,583.8,611.8,,,121.5,117.7,208.7,131.2,148.4,119.2,212.9,148.3,191.0,138.9
Operating Income,"1,045","1,103","1,396","1,097","1,346","1,452","1,450","1,536",,,349.8,397.8,253.5,468.2,362.4,440.1,265.2,495.3,271.8,386.9
Net Income,527.6,796.5,"1,053",757.8,957.7,"1,097",970.6,"1,051",,,231.2,271.8,162.0,322.6,242.3,304.6,181.1,347.9,176.1,255.7
EBITDA,"1,345","1,412","1,762","1,567","1,837","1,982","1,999","2,086",,,489.0,539.2,385.6,607.0,502.0,581.9,402.7,631.4,425.6,563.7
Gross Profit Margin,60.5%,60.0%,61.2%,54.4%,56.9%,56.6%,55.9%,56.4%,,,53.5%,58.2%,50.0%,61.3%,55.2%,59.5%,49.7%,62.4%,48.8%,54.9%
Operating Margin,43.4%,46.5%,45.7%,36.3%,40.1%,40.7%,39.8%,40.3%,,,39.7%,44.9%,27.4%,47.9%,39.2%,46.8%,27.5%,48.0%,28.6%,40.4%
Net Profit Margin,21.9%,33.6%,34.4%,25.1%,28.5%,30.8%,26.7%,27.6%,,,26.3%,30.7%,17.5%,33.0%,26.2%,32.4%,18.8%,33.7%,18.6%,26.7%
Return on Assets,7.4%,10.8%,13.6%,9.3%,11.4%,10.6%,7.9%,7.3%,,,8.6%,8.6%,8.0%,7.6%,7.2%,6.9%,6.6%,6.5%,6.0%,5.7%
Return on Equity,14.5%,19.4%,22.2%,15.2%,17.7%,18.1%,15.6%,16.2%,,,3.9%,4.5%,2.6%,4.9%,3.9%,4.8%,2.8%,5.1%,2.8%,4.0%
Return on Total Capital,8.9%,13.4%,16.9%,11.9%,14.7%,12.2%,10.9%,8.2%,,,12.0%,11.7%,10.9%,9.7%,9.4%,8.7%,8.2%,7.9%,7.6%,7.1%
