,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,35.0,29.6,23.3,26.2,18.8,27.8,28.4,22.3,,,32.3,37.8,32.2,30.6,30.4,27.2,25.2,24.8,22.1,19.5
Earnings per Share,0.10,0.56,0.64,0.69,0.62,0.60,0.78,1.15,,,0.12,0.20,0.22,0.37,0.26,0.28,0.23,0.41,0.21,0.28
Revenue per Share,9.50,11.1,14.2,15.4,16.9,18.4,19.1,19.5,,,4.68,4.78,4.75,4.46,4.22,4.32,4.96,4.61,4.30,4.45
Dividend per Share,0.054,0.23,0.25,0.28,0.28,0.28,0.40,0.55,,,,,0.40,,,,0.55,,,
Capital Expenditures per Share,0.21,0.31,0.44,0.32,0.41,1.57,0.56,0.53,,,0.088,0.21,0.24,0.053,0.16,0.12,0.19,0.047,0.11,0.093
Book Value per Share,2.06,6.62,7.14,7.58,7.91,8.23,8.97,9.70,,,8.31,8.76,8.97,9.35,9.21,9.47,9.70,10.1,9.77,10.0
Price to Earnings Ratio,,65.5,26.0,35.7,27.2,25.2,35.2,21.2,,,40.7,53.2,35.2,27.2,28.3,22.1,21.2,18.9,17.7,16.9
Price to Book Value Ratio,,5.70,2.50,3.89,2.26,1.78,3.06,2.42,,,3.61,3.88,3.06,2.97,3.12,2.31,2.42,2.25,1.92,1.87
EV to EBITDA,0.00,51.2,12.5,23.2,14.3,12.0,19.1,12.2,,,17.2,25.1,19.1,16.9,15.8,12.6,12.2,12.0,12.2,9.15
Dividend Payout Ratio,51.6%,40.1%,39.1%,40.1%,44.7%,45.8%,51.0%,48.0%,,,,,51.0%,,,,48.0%,,,
Common Shares Outstanding,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,,,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0
Total Revenue,"6,081","7,089","9,083","9,866","10,816","11,764","12,204","12,502",,,"2,994","3,060","3,038","2,857","2,700","2,762","3,176","2,950","2,751","2,847"
"Cost of Revenue, Total","4,434","5,157","6,560","7,035","7,591","8,155","8,313","8,320",,,"2,051","2,094","2,057","1,782","1,700","1,717","2,113","1,797","1,722","1,796"
Gross Profit,"1,648","1,931","2,523","2,831","3,225","3,609","3,892","4,183",,,943.2,966.1,981.4,"1,075","1,000","1,045","1,062","1,153","1,029","1,050"
"Selling/General/Administrative Expenses, Total","1,417","1,623","2,046","2,342","2,741","3,085","3,192","3,291",,,801.8,814.1,815.3,780.2,799.9,822.0,888.9,825.0,871.7,822.9
Operating Income,234.4,368.0,514.9,541.8,483.3,523.5,699.3,891.6,,,141.4,152.0,166.1,294.9,200.5,222.6,173.6,327.9,157.8,227.5
Net Income,120.9,271.8,408.8,439.3,393.7,384.3,502.3,733.3,,,74.5,131.2,142.2,239.7,165.6,182.4,145.7,262.7,131.5,181.0
EBITDA,334.2,493.1,703.3,756.7,717.5,784.2,964.9,"1,188",,,210.9,225.9,222.0,361.9,270.1,309.6,246.3,408.7,242.1,314.8
Gross Profit Margin,27.1%,27.2%,27.8%,28.7%,29.8%,30.7%,31.9%,33.5%,,,31.5%,31.6%,32.3%,37.6%,37.1%,37.8%,33.5%,39.1%,37.4%,36.9%
Operating Margin,3.9%,5.2%,5.7%,5.5%,4.5%,4.4%,5.7%,7.1%,,,4.7%,5.0%,5.5%,10.3%,7.4%,8.1%,5.5%,11.1%,5.7%,8.0%
Net Profit Margin,2.0%,3.8%,4.5%,4.5%,3.6%,3.3%,4.1%,5.9%,,,2.5%,4.3%,4.7%,8.4%,6.1%,6.6%,4.6%,8.9%,4.8%,6.4%
Return on Assets,7.3%,5.9%,6.1%,6.1%,5.2%,4.7%,5.8%,8.1%,,,5.0%,5.4%,5.8%,6.7%,7.7%,8.2%,8.1%,8.1%,7.9%,7.9%
Return on Equity,9.2%,6.4%,9.0%,9.1%,7.8%,7.3%,8.7%,11.8%,,,1.4%,2.3%,2.5%,4.0%,2.8%,3.0%,2.3%,4.1%,2.1%,2.8%
Return on Total Capital,9.2%,6.4%,9.0%,9.1%,7.8%,7.3%,8.7%,11.8%,,,7.7%,8.0%,8.7%,9.8%,11.5%,12.0%,11.8%,11.7%,11.6%,11.2%
SG&A to Sale,23.3%,22.9%,22.5%,23.7%,25.3%,26.2%,26.2%,26.3%,,,26.8%,26.6%,26.8%,27.3%,29.6%,29.8%,28.0%,28.0%,31.7%,28.9%
Depreciation & Amortisation,99.8,125.0,188.4,214.9,234.2,260.7,265.6,296.4,,,69.5,73.9,55.9,67.0,69.6,87.0,72.8,80.8,84.4,87.4
Tax Rate,48.1%,28.3%,20.4%,20.1%,19.7%,19.5%,20.2%,19.1%,,,26.3%,15.2%,17.9%,19.4%,19.2%,18.0%,19.8%,19.3%,19.1%,18.1%
Current Ratio,1.49,1.15,1.21,1.29,1.33,1.06,1.21,1.38,,,1.13,1.22,1.21,1.33,1.28,1.38,1.38,1.52,1.47,1.54
Quick Ratio,0.68,0.19,0.25,0.35,0.32,0.23,0.26,0.33,,,0.29,0.29,0.26,0.33,0.34,0.36,0.33,0.41,0.41,0.42
Days Inventory Outstanding,39.3,75.6,74.5,76.3,76.0,74.8,77.6,85.4,,,66.2,65.8,73.7,82.9,89.4,96.5,99.1,100.8,100.1,100.1
Days Sale Outstanding,62.9,20.5,23.0,20.6,19.6,21.1,23.4,28.0,,,23.9,24.0,23.4,27.3,29.8,30.2,30.5,34.9,33.6,34.5
Days Payable Outstanding,54.6,101.6,99.3,98.9,98.7,98.4,99.9,99.2,,,84.1,87.8,96.3,100.7,104.0,108.5,107.4,107.9,103.0,102.0
Cash Conversion Cycle,-19.4,-7.15,-8.08,-3.60,-6.62,-5.61,0.10,14.7,,,7.24,-0.16,-1.83,13.4,13.1,24.5,20.1,30.9,35.1,32.9
Debt to Asset Ratio,0.54,0.34,0.34,0.34,0.36,0.37,0.35,0.33,,,0.35,0.34,0.35,0.31,0.33,0.31,0.33,0.30,0.30,0.30
Debt to Equity Ratio,1.19,0.51,0.52,0.52,0.56,0.58,0.53,0.49,,,0.54,0.51,0.53,0.46,0.49,0.45,0.49,0.43,0.44,0.44
Interest Coverage Ratio,41.5,92.9,966.9,"21,181","135,064",10.47M,374.6,"7,017",,,116.7,255.9,,,,"6,546","1,865","3,603","4,382",
Cash and Short Term Investments,377.3,721.7,812.9,"1,029","1,403",672.0,938.4,920.7,,,860.2,"1,033",938.4,852.3,710.1,788.3,920.7,"1,001",691.4,932.9
"Total Receivables, Net","1,048",398.5,571.7,556.2,581.9,679.9,782.7,960.3,,,795.4,803.2,782.7,892.7,950.7,940.8,960.3,"1,109","1,073","1,107"
Total Inventory,870.8,"1,266","1,411","1,531","1,631","1,711","1,823","2,068",,,"1,488","1,534","1,823","1,805","1,933","1,902","2,068","1,978","2,054","2,020"
Total Current Assets,"2,298","2,393","2,799","3,127","3,625","3,123","3,591","3,998",,,"3,144","3,370","3,591","3,550","3,594","3,631","3,998","4,087","3,818","4,060"
"Property/Plant/Equipment, Total - Net",283.5,563.5,711.4,735.0,787.4,"1,560","1,680","1,701",,,"1,515","1,575","1,680","1,662","1,688","1,664","1,701","1,670","1,658","1,637"
Total Assets,"2,881","6,405","6,961","7,354","7,895","8,321","8,862","9,281",,,"8,245","8,522","8,862","8,800","8,850","8,865","9,281","9,336","9,051","9,279"
Accounts Payable,"1,152","1,719","1,850","1,963","2,141","2,259","2,293","2,229",,,"1,941","2,093","2,293","2,113","2,236","2,075","2,229","2,103","2,047","2,105"
Accrued Expenses,138.7,236.4,283.3,320.5,512.8,555.0,577.2,526.5,,,250.3,293.2,577.2,172.9,161.0,149.6,526.5,123.8,106.9,112.2
Debt Due,104.9,1.52,0.00,0.00,0.00,0.00,0.00,9.17,,,175.0,0.00,0.00,0.00,0.00,5.29,9.17,3.77,0.00,0.00
Total Current Liabilities,"1,545","2,079","2,311","2,421","2,736","2,946","2,967","2,906",,,"2,774","2,766","2,967","2,667","2,804","2,632","2,906","2,689","2,596","2,629"
Long Term Debt,,3.56,,,,,,,,,,,,,,,,,,
Total Liabilities,"1,565","2,167","2,394","2,503","2,825","3,041","3,066","3,024",,,"2,871","2,862","3,066","2,767","2,905","2,751","3,024","2,815","2,752","2,814"
Common Stock,"1,332",320.0,320.0,320.0,320.0,320.0,320.0,320.0,,,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0
Additional Paid-In Capital,,"4,012","4,012","4,012","4,012","4,012","4,012","4,012",,,"4,012","4,012","4,012","4,012","4,012","4,012","4,012","4,012","4,012","4,012"
Retained Earnings (Accumulated Deficit),-15.6,-93.0,235.8,515.3,727.7,936.1,"1,262","1,728",,,989.0,"1,120","1,262","1,502","1,412","1,582","1,728","1,991","1,770","1,931"
Shareholders' Equity,"1,316","4,239","4,567","4,849","5,065","5,268","5,743","6,209",,,"5,318","5,603","5,743","5,982","5,893","6,063","6,209","6,472","6,251","6,412"
Cash from Operating Activities,274.5,367.0,477.4,628.0,803.2,669.5,624.4,544.6,,,332.0,319.3,69.5,-48.5,199.6,146.6,246.9,116.9,103.9,302.6
Cash from Investing Activities,-860.7,406.0,-260.4,-509.0,-266.0,-927.3,-398.2,-315.7,,,-59.0,-145.8,-161.8,-37.2,-86.3,-73.5,-118.7,-31.1,-57.2,-61.1
