,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.82,7.04,11.6,15.0,6.86,3.31,2.90,2.01,,,2.90,2.35,2.75,2.99,2.85,2.76,2.19,2.16,2.15,1.70
Earnings per Share,0.089,0.31,0.25,0.073,-0.11,-0.093,-0.77,-0.70,,,-0.15,-0.19,-0.33,-0.16,-0.16,-0.22,-0.17,-0.23,-0.19,-0.21
Revenue per Share,3.18,2.63,2.80,1.92,1.28,2.53,1.78,1.29,,,0.63,0.24,0.65,0.48,0.40,0.19,0.22,0.19,0.18,0.21
Dividend per Share,,0.050,0.050,0.025,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.005,0.24,0.77,0.54,1.09,1.50,0.046,0.11,,,0.006,-0.017,0.000,0.006,0.006,0.029,0.066,0.000,0.016,0.005
Book Value per Share,2.46,2.75,3.05,3.03,3.70,3.61,3.26,2.57,,,3.35,3.17,3.26,3.11,2.95,2.74,2.57,2.34,2.14,1.93
Price to Earnings Ratio,23.1,13.7,21.0,224.7,,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.81,3.24,1.92,4.59,2.13,0.97,0.91,0.78,,,0.78,0.62,0.91,0.64,0.89,0.75,0.78,0.81,0.83,0.80
EV to EBITDA,16.3,8.55,14.8,59.6,179.4,52.1,-11.3,-12.9,,,-78.8,-24.8,-11.3,-13.0,-9.40,-10.7,-12.9,-10.7,-12.6,-10.6
Dividend Payout Ratio,,16.3%,20.0%,34.2%,,,,,,,,,,,,,,,,
Common Shares Outstanding,398.2,449.7,494.6,494.6,544.1,544.1,544.1,544.1,,,544.1,544.1,544.1,544.1,544.1,544.1,544.1,544.1,544.1,544.1
Total Revenue,"1,267","1,181","1,386",947.4,696.8,"1,375",968.4,702.7,,,340.5,128.9,354.8,262.7,218.7,102.5,118.8,105.7,96.4,115.5
"Cost of Revenue, Total","1,172",910.8,"1,114",784.2,635.3,"1,269","1,196",941.6,,,366.4,204.7,466.3,317.4,285.7,156.5,182.1,187.6,149.2,168.8
Gross Profit,94.3,270.2,272.2,163.2,61.5,106.3,-227.7,-238.9,,,-26.0,-75.8,-111.4,-54.6,-67.0,-54.0,-63.3,-81.9,-52.8,-53.3
"Selling/General/Administrative Expenses, Total",61.8,91.9,117.6,106.8,118.1,129.8,145.9,117.7,,,46.0,26.7,37.9,35.1,29.3,31.7,21.7,27.8,30.5,40.4
Operating Income,35.2,178.3,154.6,56.4,-56.6,-23.5,-373.5,-356.6,,,-71.9,-102.5,-149.4,-89.7,-96.2,-85.7,-85.0,-109.7,-83.3,-93.7
Net Income,29.3,136.7,121.3,36.1,-60.1,-50.5,-417.4,-383.3,,,-80.9,-100.9,-178.6,-86.9,-88.8,-117.2,-90.5,-124.4,-103.0,-116.5
EBITDA,46.3,192.8,175.6,141.7,35.2,77.3,-194.4,-176.7,,,-26.5,-56.5,-105.2,-45.1,-50.8,-39.7,-41.2,-65.8,-39.1,-49.6
Gross Profit Margin,7.4%,22.9%,19.6%,17.2%,8.8%,7.7%,-23.5%,-34.0%,,,-7.6%,-58.8%,-31.4%,-20.8%,-30.6%,-52.7%,-53.3%,-77.4%,-54.8%,-46.2%
Operating Margin,2.8%,15.1%,11.2%,5.9%,-8.1%,-1.7%,-38.6%,-50.7%,,,-21.1%,-79.5%,-42.1%,-34.1%,-44.0%,-83.6%,-71.5%,-103.8%,-86.4%,-81.1%
Net Profit Margin,2.3%,11.6%,8.7%,3.8%,-8.6%,-3.7%,-43.1%,-54.5%,,,-23.8%,-78.3%,-50.3%,-33.1%,-40.6%,-114.4%,-76.2%,-117.7%,-106.8%,-100.8%
Return on Assets,1.9%,6.4%,5.3%,1.7%,-2.1%,-1.3%,-10.8%,-11.4%,,,-5.1%,-7.6%,-11.1%,-12.1%,-12.6%,-13.9%,-12.5%,-14.4%,-15.5%,-16.2%
Return on Equity,3.0%,11.1%,8.0%,2.4%,-3.0%,-2.6%,-23.5%,-27.4%,,,-4.4%,-5.9%,-10.1%,-5.1%,-5.5%,-7.9%,-6.5%,-9.8%,-8.8%,-11.1%
Return on Total Capital,2.9%,11.0%,8.0%,2.0%,-2.7%,-2.3%,-18.6%,-22.3%,,,-8.7%,-13.4%,-18.6%,-21.3%,-23.3%,-25.9%,-22.3%,-26.5%,-23.0%,-24.6%
SG&A to Sale,4.9%,7.8%,8.5%,11.3%,16.9%,9.4%,15.1%,16.8%,,,13.5%,20.7%,10.7%,13.4%,13.4%,30.9%,18.2%,26.3%,31.6%,34.9%
Depreciation & Amortisation,11.1,14.5,21.1,85.3,91.8,100.8,179.1,179.9,,,45.5,46.0,44.2,44.6,45.4,46.0,43.8,44.0,44.2,44.1
Tax Rate,0.0%,21.4%,20.0%,21.8%,18.5%,-29.9%,8.2%,8.7%,,,14.6%,16.9%,-5.9%,18.8%,20.8%,-17.1%,10.6%,0.3%,1.2%,-10.5%
Current Ratio,1.65,1.43,1.31,2.16,1.18,0.74,0.84,0.52,,,0.81,0.74,0.84,0.77,0.72,0.58,0.52,0.47,0.63,0.55
Quick Ratio,1.04,1.15,0.76,0.26,0.34,0.22,0.33,0.20,,,0.23,0.28,0.33,0.39,0.44,0.24,0.20,0.22,0.27,0.28
Days Inventory Outstanding,64.6,42.8,36.4,144.9,409.4,254.4,230.8,184.5,,,267.5,287.8,203.4,158.4,128.7,112.4,126.4,113.9,109.7,83.9
Days Sale Outstanding,258.2,410.7,126.6,36.4,219.9,106.4,175.2,118.8,,,121.1,215.3,175.2,191.0,257.6,116.5,118.8,169.4,162.1,167.0
Days Payable Outstanding,68.3,100.2,108.1,104.0,95.6,60.4,107.5,131.0,,,51.6,65.9,99.4,122.0,123.3,92.1,71.1,75.9,77.3,77.6
Cash Conversion Cycle,168.2,256.4,177.5,197.4,431.2,300.9,249.5,293.7,,,323.4,422.9,228.6,221.0,241.6,252.0,192.0,211.5,228.9,167.3
Debt to Asset Ratio,0.47,0.49,0.31,0.32,0.42,0.51,0.51,0.50,,,0.53,0.54,0.51,0.51,0.53,0.50,0.50,0.53,0.54,0.57
Debt to Equity Ratio,0.90,0.95,0.45,0.46,0.74,1.04,1.07,1.07,,,1.14,1.18,1.07,1.10,1.19,1.07,1.07,1.20,1.27,1.42
Interest Coverage Ratio,4.73,40.9,51.0,5.53,,,,,,,,,,,,,,,,
