,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,8.85,5.77,2.91,,,10.1,8.55,7.35,6.03,5.25,4.80,3.45,2.64,2.33,2.32
Earnings per Share,,,-0.27,0.036,0.37,0.33,0.35,0.26,,,0.090,0.088,0.085,0.064,0.040,0.079,0.076,0.005,0.007,0.045
Revenue per Share,,,0.98,1.91,2.06,1.85,1.96,1.93,,,0.52,0.48,0.55,0.46,0.47,0.53,0.46,0.69,0.64,0.82
Dividend per Share,,,0.00,0.00,0.038,0.41,0.11,0.098,,,0.00,,0.11,,,,0.098,,,
Capital Expenditures per Share,,,0.00,0.049,0.046,0.018,0.26,1.80,,,0.14,0.046,0.059,0.57,0.55,0.31,0.22,0.007,0.013,0.057
Book Value per Share,,,0.43,0.62,0.87,0.92,2.85,3.00,,,0.91,2.76,2.85,2.91,2.84,2.92,3.00,3.00,2.91,2.96
Price to Earnings Ratio,,,,,,,20.4,12.1,,,28.4,25.4,22.3,18.0,16.5,16.7,12.1,9.50,11.7,15.9
Price to Book Value Ratio,,,,,,,2.30,0.95,,,10.3,2.50,2.30,1.72,1.64,1.26,0.95,0.67,0.74,0.72
EV to EBITDA,,,,,0.00,0.00,14.6,11.2,,,0.00,18.7,14.6,12.8,13.2,13.6,11.2,10.8,9.01,9.53
Dividend Payout Ratio,,,0.0%,0.0%,10.3%,125.8%,31.0%,38.0%,,,0.0%,,33.9%,,,,38.0%,,,
Common Shares Outstanding,,,800.0,800.0,800.0,800.0,800.0,800.0,,,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
Total Revenue,,,783.7,"1,526","1,650","1,478","1,566","1,540",,,414.8,386.1,437.5,367.9,372.7,427.9,371.5,555.5,512.6,659.2
"Cost of Revenue, Total",,,789.7,"1,204","1,004",935.1,"1,060","1,116",,,272.5,249.2,307.4,244.1,272.5,286.5,313.1,453.2,425.6,502.4
Gross Profit,,,-5.99,322.2,645.4,542.6,506.0,423.9,,,142.4,136.9,130.1,123.8,100.3,141.4,58.5,102.3,87.0,156.8
"Selling/General/Administrative Expenses, Total",,,131.0,223.5,234.0,236.9,259.2,286.7,,,64.9,77.9,63.5,74.6,68.1,80.7,63.2,98.8,85.1,115.7
Operating Income,,,-137.0,98.7,411.4,305.7,246.8,137.2,,,77.5,59.0,66.7,49.1,32.1,60.7,-4.70,3.51,1.95,41.0
Net Income,,,-218.1,40.6,354.1,262.6,226.0,206.8,,,71.6,53.8,68.4,51.3,31.6,63.2,60.7,3.69,5.26,36.2
EBITDA,,,-137.0,207.7,519.2,412.2,359.8,269.4,,,103.7,89.6,91.4,76.6,56.1,87.0,49.7,50.1,49.3,90.3
Gross Profit Margin,,,-0.8%,21.1%,39.1%,36.7%,32.3%,27.5%,,,34.3%,35.5%,29.7%,33.6%,26.9%,33.0%,15.7%,18.4%,17.0%,23.8%
Operating Margin,,,-17.5%,6.5%,24.9%,20.7%,15.8%,8.9%,,,18.7%,15.3%,15.2%,13.4%,8.6%,14.2%,-1.3%,0.6%,0.4%,6.2%
Net Profit Margin,,,-27.8%,2.7%,21.5%,17.8%,14.4%,13.4%,,,17.3%,13.9%,15.6%,13.9%,8.5%,14.8%,16.3%,0.7%,1.0%,5.5%
Return on Assets,,,-10.9%,2.0%,17.4%,13.2%,9.8%,7.0%,,,24.2%,7.6%,7.6%,8.9%,6.7%,6.7%,6.3%,4.7%,3.9%,3.1%
Return on Equity,,,-62.9%,8.2%,51.1%,35.7%,9.9%,8.6%,,,9.8%,2.4%,3.0%,2.2%,1.4%,2.7%,2.5%,0.2%,0.2%,1.5%
Return on Total Capital,,,-15.3%,2.9%,25.2%,21.1%,9.9%,7.6%,,,19.1%,7.6%,9.9%,10.2%,8.7%,8.1%,7.6%,5.9%,5.0%,4.0%
SG&A to Sale,,,16.7%,14.6%,14.2%,16.0%,16.6%,18.6%,,,15.6%,20.2%,14.5%,20.3%,18.3%,18.9%,17.0%,17.8%,16.6%,17.6%
Depreciation & Amortisation,,,,108.9,107.8,106.5,113.1,132.2,,,26.2,30.6,24.7,27.4,23.9,26.4,54.4,46.6,47.4,49.2
Tax Rate,,,-66.2%,66.2%,3.7%,5.6%,6.7%,-26.8%,,,4.7%,6.1%,4.8%,11.8%,11.2%,5.9%,-2710.4%,63.5%,-94.2%,19.0%
Current Ratio,,,0.41,0.43,0.46,0.52,3.54,0.53,,,0.28,2.43,3.54,1.08,0.45,0.42,0.53,0.62,0.63,0.66
Quick Ratio,,,0.11,0.031,0.071,0.055,0.12,0.097,,,0.085,0.039,0.12,0.11,0.064,0.13,0.097,0.18,0.089,0.21
Days Inventory Outstanding,,,70.8,39.8,40.2,39.2,23.3,32.5,,,10.2,26.0,23.0,17.8,19.2,17.9,33.8,45.2,51.7,50.6
Days Sale Outstanding,,,29.6,4.93,8.45,9.44,6.89,13.4,,,12.9,6.48,6.89,10.9,10.6,16.0,13.4,24.8,12.1,26.8
Days Payable Outstanding,,,52.5,36.3,40.7,36.0,31.3,33.7,,,12.7,28.2,31.2,30.8,32.8,33.0,33.4,31.9,35.8,33.4
Cash Conversion Cycle,,,47.9,11.7,11.1,14.9,-1.55,6.49,,,-8.69,4.27,-3.24,-2.62,-6.35,0.27,12.7,30.3,27.4,39.0
Debt to Asset Ratio,,,0.83,0.76,0.65,0.63,0.12,0.28,,,0.61,0.34,0.12,0.21,0.28,0.28,0.28,0.29,0.32,0.31
Debt to Equity Ratio,,,4.75,3.22,1.85,1.70,0.14,0.39,,,1.57,0.52,0.14,0.26,0.39,0.39,0.39,0.40,0.46,0.46
Interest Coverage Ratio,,,,1.25,7.13,7.34,10.9,27.7,,,11.1,8.51,289.5,664.1,327.8,180.6,,0.61,0.29,5.75
Cash and Short Term Investments,,,3.29,129.4,63.5,193.7,725.7,59.6,,,20.6,"1,501",725.7,346.6,150.0,54.3,59.6,63.3,84.6,58.0
"Total Receivables, Net",,,63.6,20.6,38.2,38.2,29.5,56.7,,,52.8,26.6,29.5,48.0,45.4,70.5,56.7,117.2,62.1,154.3
Total Inventory,,,153.1,109.6,111.8,89.2,46.3,152.3,,,55.1,87.2,46.3,58.5,54.3,54.4,152.3,176.1,242.5,227.5
Total Current Assets,,,229.8,285.9,247.8,357.9,851.9,309.4,,,173.0,"1,653",851.9,493.6,316.0,223.7,309.4,394.0,438.1,487.9
"Property/Plant/Equipment, Total - Net",,,"1,763","1,800","1,719","1,622","1,596","3,002",,,"1,587","1,571","1,596","2,242","2,783","2,995","3,002","2,948","2,936","2,912"
Total Assets,,,"1,992","2,091","1,977","1,990","2,599","3,336",,,"1,874","3,363","2,599","2,940","3,159","3,248","3,336","3,370","3,403","3,452"
Accounts Payable,,,113.5,125.9,98.1,86.6,95.2,110.7,,,68.7,86.0,95.2,86.0,107.1,93.6,110.7,121.0,169.4,141.2
Accrued Expenses,,,36.7,33.4,37.5,65.4,69.9,67.5,,,58.3,61.3,69.9,49.6,60.7,59.6,67.5,95.2,12.6,26.9
Debt Due,,,371.8,336.5,214.5,204.7,0.12,232.9,,,229.7,345.7,0.12,0.00,85.7,117.3,232.9,278.3,354.3,456.2
Total Current Liabilities,,,558.2,663.6,537.0,693.3,240.8,585.9,,,621.9,680.3,240.8,456.1,708.6,529.5,585.9,637.1,698.4,741.2
Long Term Debt,,,"1,077",908.9,710.6,506.3,10.3,324.2,,,459.5,406.6,10.3,77.2,94.6,295.4,324.2,296.3,344.5,305.7
Total Liabilities,,,"1,646","1,595","1,284","1,253",320.7,936.9,,,"1,144","1,153",320.7,610.0,884.1,910.0,936.9,966.8,"1,073","1,086"
Common Stock,,,600.0,720.0,600.0,600.0,800.0,800.0,,,600.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
Additional Paid-In Capital,,,,,,,"1,226","1,226",,,,"1,226","1,226","1,226","1,226","1,226","1,226","1,226","1,226","1,226"
Retained Earnings (Accumulated Deficit),,,-253.2,-224.5,93.1,136.5,252.2,373.1,,,129.9,183.8,252.2,303.5,249.2,312.4,373.1,376.8,304.4,340.6
Shareholders' Equity,,,346.8,495.5,693.1,736.5,"2,278","2,399",,,729.9,"2,210","2,278","2,329","2,275","2,338","2,399","2,403","2,330","2,367"
Cash from Operating Activities,,,,329.0,354.4,557.2,371.8,196.5,,,53.2,181.2,89.0,8.36,136.4,15.5,36.2,-2.73,-3.30,-35.1
Cash from Investing Activities,,,,-39.5,-42.1,-14.6,-210.4,"-1,314",,,-113.3,-37.1,-47.1,-453.7,-350.5,-339.2,-170.7,-5.72,-14.3,-47.6
Cash from Financing Activities,,,,-163.4,-378.2,-412.4,370.5,451.5,,,-8.00,"1,337",-817.5,66.2,17.5,228.0,139.8,11.9,39.0,56.0
Net Change in Cash,,,,126.1,-65.9,130.2,532.0,-666.1,,,-68.1,"1,481",-775.7,-379.1,-196.6,-95.7,5.34,3.40,21.4,-26.7
Free Cashflows,,,,289.6,318.0,543.0,161.5,"-1,244",,,-60.1,144.0,41.8,-445.3,-304.0,-230.8,-138.7,-8.40,-13.5,-81.0
Free Cashflow per Share,,,,0.36,0.40,0.68,0.20,-1.56,,,-0.075,0.18,0.052,-0.56,-0.38,-0.29,-0.17,-0.010,-0.017,-0.10
