,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,27.9,22.0,17.7,15.8,15.5,15.9,15.5,12.4,,,15.1,14.5,15.5,15.8,14.9,14.5,14.2,14.1,13.9,11.8
Earnings per Share,1.81,1.72,1.47,1.31,1.42,1.37,1.41,1.50,,,0.41,0.24,0.41,0.61,0.37,0.26,0.25,0.57,0.28,1.53
Revenue per Share,28.9,26.6,24.9,25.7,28.3,25.6,26.2,22.6,,,7.15,5.06,5.50,7.79,5.56,4.76,4.48,7.06,6.76,4.34
Dividend per Share,1.60,1.60,1.00,0.66,0.90,0.90,0.90,1.00,,,0.40,0.00,0.50,,0.50,0.00,0.50,,0.50,0.00
Capital Expenditures per Share,0.81,1.89,1.74,1.77,0.82,2.70,0.89,0.50,,,0.30,0.26,0.13,0.076,0.14,0.17,0.12,0.12,0.17,0.62
Book Value per Share,6.74,6.82,7.09,7.70,8.25,8.74,9.21,9.69,,,9.08,8.80,9.21,9.32,9.70,9.46,9.69,9.77,10.0,11.1
Price to Earnings Ratio,14.3,14.1,10.2,12.0,9.97,11.4,10.2,9.22,,,11.4,11.0,10.2,9.56,8.84,8.69,9.22,9.29,9.89,4.22
Price to Book Value Ratio,4.34,3.61,2.19,2.00,1.78,1.92,1.67,1.37,,,1.60,1.59,1.67,1.50,1.52,1.43,1.37,1.42,1.33,0.90
EV to EBITDA,8.75,9.86,6.48,6.72,5.60,8.15,5.82,5.20,,,6.58,6.43,5.82,5.43,5.16,5.24,5.20,5.02,5.04,5.35
Dividend Payout Ratio,88.6%,93.0%,68.0%,50.3%,63.2%,65.8%,63.9%,66.8%,,,31.4%,0.0%,35.5%,,30.5%,0.0%,33.4%,,36.6%,0.0%
Common Shares Outstanding,287.8,287.8,287.8,287.8,287.8,287.8,287.8,287.8,,,287.8,287.8,287.8,287.8,287.8,287.8,287.8,287.8,287.8,287.8
Total Revenue,"8,324","7,648","7,155","7,405","8,140","7,373","7,527","6,499",,,"2,056","1,455","1,584","2,241","1,601","1,369","1,288","2,031","1,946","1,248"
"Cost of Revenue, Total","7,469","6,807","6,306","6,583","7,231","6,433","6,679","5,666",,,"1,825","1,275","1,380","1,951","1,389","1,183","1,143","1,766","1,765","1,148"
Gross Profit,855.4,841.3,848.8,821.6,909.1,939.2,848.1,832.9,,,231.6,180.7,203.7,290.0,211.8,186.4,144.6,265.5,181.4,99.6
"Selling/General/Administrative Expenses, Total",302.2,353.4,416.3,428.0,500.6,556.6,456.9,432.9,,,120.1,101.5,94.8,119.2,110.3,117.2,86.1,112.4,120.1,95.4
Operating Income,553.2,487.9,432.5,393.6,408.5,382.5,391.3,400.0,,,111.4,79.2,108.8,170.9,101.5,69.2,58.5,153.0,61.3,4.26
Net Income,519.7,494.9,423.2,377.4,409.9,401.7,401.3,430.7,,,116.9,68.3,118.9,174.6,107.9,75.7,72.5,165.2,79.6,439.3
EBITDA,709.0,673.4,666.6,657.6,688.3,686.9,721.8,702.0,,,196.7,163.3,184.9,247.8,179.7,144.7,129.9,228.4,133.5,78.7
Gross Profit Margin,10.3%,11.0%,11.9%,11.1%,11.2%,12.7%,11.3%,12.8%,,,11.3%,12.4%,12.9%,12.9%,13.2%,13.6%,11.2%,13.1%,9.3%,8.0%
Operating Margin,6.6%,6.4%,6.0%,5.3%,5.0%,5.2%,5.2%,6.2%,,,5.4%,5.4%,6.9%,7.6%,6.3%,5.1%,4.5%,7.5%,3.2%,0.3%
Net Profit Margin,6.2%,6.5%,5.9%,5.1%,5.0%,5.4%,5.3%,6.6%,,,5.7%,4.7%,7.5%,7.8%,6.7%,5.5%,5.6%,8.1%,4.1%,35.2%
Return on Assets,15.8%,14.1%,10.9%,9.4%,9.9%,8.6%,8.0%,8.9%,,,6.3%,6.9%,8.3%,9.0%,8.6%,9.6%,8.9%,8.1%,7.2%,14.4%
Return on Equity,26.8%,25.2%,20.7%,17.0%,17.3%,16.0%,15.1%,15.4%,,,4.5%,2.7%,4.5%,6.5%,3.9%,2.8%,2.6%,5.9%,2.8%,13.8%
Return on Total Capital,26.8%,25.0%,20.6%,15.3%,16.0%,14.5%,12.9%,14.5%,,,11.7%,12.0%,12.9%,15.5%,15.0%,16.2%,14.5%,14.4%,13.4%,23.5%
SG&A to Sale,3.6%,4.6%,5.8%,5.8%,6.2%,7.5%,6.1%,6.7%,,,5.8%,7.0%,6.0%,5.3%,6.9%,8.6%,6.7%,5.5%,6.2%,7.6%
Depreciation & Amortisation,155.8,185.5,234.1,264.0,279.8,304.4,330.5,302.0,,,85.3,84.1,76.1,76.9,78.2,75.5,71.5,75.3,72.2,74.5
Tax Rate,10.7%,1.8%,4.9%,6.9%,6.2%,6.4%,0.1%,9.3%,,,-2.8%,5.0%,-4.4%,4.8%,9.8%,11.9%,14.9%,7.2%,-0.4%,15.0%
Current Ratio,1.62,1.22,1.03,1.25,1.30,1.04,1.42,1.40,,,1.19,1.25,1.42,1.25,1.43,1.33,1.40,1.26,1.33,1.46
Quick Ratio,1.04,0.74,0.64,0.83,0.82,0.57,0.84,0.64,,,0.58,0.57,0.84,0.66,0.67,0.63,0.64,0.63,0.53,0.53
Days Inventory Outstanding,11.8,11.9,13.8,14.6,14.2,20.0,20.3,18.6,,,28.8,25.1,20.5,21.8,23.6,17.7,16.4,26.2,29.4,25.5
Days Sale Outstanding,32.1,60.1,53.5,62.8,51.7,60.0,58.3,55.6,,,60.6,45.1,58.3,80.2,58.5,53.7,55.6,86.6,62.0,46.2
Days Payable Outstanding,51.7,59.7,71.6,65.3,61.0,66.8,60.4,62.7,,,90.6,66.0,53.7,74.8,85.2,63.4,59.8,90.2,101.6,77.8
Cash Conversion Cycle,12.6,-15.8,10.7,0.54,11.6,9.14,24.8,18.6,,,17.5,24.6,18.3,-1.76,25.5,18.6,10.7,-18.3,7.40,19.3
Debt to Asset Ratio,0.37,0.48,0.45,0.45,0.41,0.48,0.42,0.39,,,0.49,0.44,0.42,0.51,0.42,0.40,0.39,0.47,0.43,0.34
Debt to Equity Ratio,0.59,0.96,0.84,0.84,0.71,0.99,0.76,0.67,,,1.04,0.85,0.76,1.11,0.76,0.70,0.67,0.93,0.80,0.55
Interest Coverage Ratio,,304.0,72.0,23.7,23.5,16.8,11.0,12.6,,,9.39,15.0,13.8,20.3,11.7,9.41,8.13,32.4,18.4,2.04
Cash and Short Term Investments,786.2,577.5,377.3,359.2,380.2,407.1,524.2,884.5,,,636.8,499.5,524.2,816.6,773.8,699.3,884.5,797.3,"1,079",939.0
"Total Receivables, Net",732.4,"1,260","1,048","1,275","1,153","1,212","1,203",990.5,,,"1,247",932.5,"1,203","1,613","1,102","1,000",990.5,"1,492","1,128",825.1
Total Inventory,216.3,229.1,247.3,280.8,281.3,424.4,317.0,262.0,,,487.8,433.5,317.0,449.5,324.8,248.5,262.0,526.1,418.0,396.7
Total Current Assets,"1,754","2,086","1,698","1,932","1,834","2,214","2,068","2,167",,,"2,561","2,026","2,068","3,061","2,367","2,103","2,167","3,007","2,836","2,293"
"Property/Plant/Equipment, Total - Net","1,145","1,649","1,846","1,921","1,919","2,687","2,442","2,259",,,"2,677","2,498","2,442","2,394","2,350","2,310","2,259","2,218","2,201","2,442"
Total Assets,"3,087","3,910","3,821","4,166","4,139","5,220","4,859","4,821",,,"5,537","4,854","4,859","5,830","5,083","4,816","4,821","5,602","5,385","5,104"
Accounts Payable,821.9,"1,404","1,070","1,287","1,130","1,224",988.4,957.0,,,"1,445",976.6,988.4,"1,648","1,150",898.9,957.0,"1,751","1,510",972.7
Accrued Expenses,,,,0.011,1.09,0.075,,0.14,,,0.081,,,,,,0.14,,,
Debt Due,0.00,19.1,286.7,108.6,76.0,649.2,277.8,364.0,,,434.1,409.9,277.8,346.3,234.8,441.3,364.0,225.3,84.1,62.9
Total Current Liabilities,"1,084","1,713","1,648","1,544","1,411","2,127","1,453","1,553",,,"2,145","1,625","1,453","2,448","1,655","1,580","1,553","2,387","2,138","1,569"
Long Term Debt,,19.5,10.6,242.2,183.8,256.1,455.9,184.0,,,499.3,450.8,455.9,400.2,344.5,219.7,184.0,109.2,49.0,41.3
Total Liabilities,"1,152","1,889","1,715","1,855","1,679","2,489","2,026","1,861",,,"2,721","2,142","2,026","2,965","2,116","1,916","1,861","2,619","2,321","1,745"
Common Stock,301.4,287.8,287.8,287.8,287.8,287.8,287.8,287.8,,,287.8,287.8,287.8,287.8,287.8,287.8,287.8,287.8,287.8,287.8
Additional Paid-In Capital,"1,257","1,214","1,214","1,214","1,214","1,214","1,214","1,214",,,"1,214","1,214","1,214","1,214","1,214","1,214","1,214","1,214","1,214","1,214"
Retained Earnings (Accumulated Deficit),437.6,461.3,539.2,715.1,871.4,"1,014","1,150","1,288",,,"1,113","1,031","1,150","1,181","1,289","1,221","1,288","1,309","1,384","1,680"
Shareholders' Equity,"1,939","1,963","2,041","2,216","2,373","2,515","2,652","2,789",,,"2,614","2,533","2,652","2,682","2,790","2,722","2,789","2,810","2,886","3,181"
Cash from Operating Activities,559.3,800.3,575.4,670.1,702.1,417.6,753.2,"1,116",,,126.7,102.3,182.9,332.2,327.4,124.2,332.4,244.7,338.4,-92.7
Cash from Investing Activities,-664.2,-120.9,-687.9,-556.6,-308.9,-765.4,-153.3,-229.9,,,-59.5,1.52,-42.3,-25.4,-43.3,-130.0,-31.2,-98.1,291.9,127.4
Cash from Financing Activities,-388.5,-493.2,-92.5,-137.0,-363.9,374.5,-451.4,-511.9,,,-139.3,-193.1,-134.8,4.38,-326.8,-68.7,-120.8,-228.9,-348.7,-174.7
Net Change in Cash,-493.4,186.2,-205.0,-23.5,29.2,26.7,100.5,374.2,,,-72.1,-137.2,5.86,311.2,-42.7,-74.5,180.3,-82.3,281.7,-140.0
Free Cashflows,326.9,257.8,74.5,160.3,465.0,-358.0,497.4,971.8,,,41.6,27.0,146.8,310.4,286.4,76.6,298.4,210.8,289.0,-270.8
Free Cashflow per Share,1.14,0.90,0.26,0.56,1.62,-1.24,1.73,3.38,,,0.14,0.094,0.51,1.08,1.00,0.27,1.04,0.73,1.00,-0.94
