,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,15.5,19.3,22.8,11.8,8.00,11.4,12.0,8.78,,,11.6,11.8,13.4,13.1,13.3,11.6,9.23,9.00,9.33,8.55
Earnings per Share,0.69,0.14,0.51,-0.077,-1.82,-1.71,-0.083,0.29,,,-0.003,-0.11,0.070,0.069,0.059,0.068,0.096,-0.054,-0.090,-0.019
Revenue per Share,2.97,3.37,4.62,4.41,2.73,2.37,2.78,3.16,,,0.69,0.67,0.75,0.70,0.76,0.84,0.86,0.61,0.65,0.67
Dividend per Share,0.55,0.40,0.40,0.20,,,,,,,,,,,,,,,,
Capital Expenditures per Share,4.30,6.05,3.01,6.75,2.84,1.72,0.65,0.19,,,0.47,0.060,0.086,0.036,0.064,0.025,0.060,0.041,0.073,0.077
Book Value per Share,14.7,13.9,15.0,14.7,10.6,8.76,7.91,8.14,,,8.27,8.01,7.91,7.63,8.16,8.04,8.14,7.93,7.57,7.52
Price to Earnings Ratio,23.4,120.9,50.2,,,,,31.3,,,,,,495.0,139.0,40.6,31.3,41.6,442.0,
Price to Book Value Ratio,1.08,1.31,1.88,0.97,0.57,1.21,1.48,0.99,,,1.37,1.31,1.48,1.45,1.67,1.08,0.99,1.02,1.14,1.01
EV to EBITDA,9.91,12.6,8.93,9.59,8.41,15.1,10.4,6.96,,,11.1,10.9,10.4,9.48,8.97,8.08,6.96,7.10,7.09,7.60
Dividend Payout Ratio,79.6%,294.8%,78.8%,-259.2%,,,,,,,,,,,,,,,,
Common Shares Outstanding,"1,040","1,040","1,040","1,040","1,559","1,559","1,559","1,559",,,"1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559"
Total Revenue,"3,086","3,502","4,807","4,586","4,257","3,697","4,333","4,933",,,"1,081","1,041","1,164","1,089","1,185","1,314","1,345",950.0,"1,007","1,045"
"Cost of Revenue, Total","1,339","2,050","2,391","2,728","3,089","2,491","1,995","2,071",,,514.7,477.8,464.8,404.6,494.8,566.6,604.8,451.2,535.2,483.0
Gross Profit,"1,747","1,452","2,416","1,857","1,168","1,206","2,338","2,862",,,566.2,563.5,699.3,684.7,690.1,747.4,739.8,498.7,472.0,561.6
"Selling/General/Administrative Expenses, Total",284.9,266.1,327.6,252.3,386.0,348.4,404.1,453.0,,,91.3,131.8,95.1,114.9,114.6,122.9,100.6,102.4,146.6,130.4
Operating Income,815.4,263.6,949.6,335.8,-729.8,-534.2,772.0,"1,228",,,177.0,136.6,310.7,294.1,283.9,320.0,329.7,99.0,26.1,138.0
Net Income,718.5,141.0,527.8,-80.2,"-2,426","-2,665",-129.5,456.2,,,-5.20,-174.1,109.1,107.7,91.9,106.6,150.0,-84.1,-141.1,-29.4
EBITDA,"1,272",952.1,"1,828","1,352",481.1,614.8,"1,800","2,209",,,474.5,429.6,462.3,572.0,575.6,626.3,435.1,396.4,323.9,432.6
Gross Profit Margin,56.6%,41.5%,50.3%,40.5%,27.4%,32.6%,54.0%,58.0%,,,52.4%,54.1%,60.1%,62.9%,58.2%,56.9%,55.0%,52.5%,46.9%,53.8%
Operating Margin,26.4%,7.5%,19.8%,7.3%,-17.1%,-14.5%,17.8%,24.9%,,,16.4%,13.1%,26.7%,27.0%,24.0%,24.4%,24.5%,10.4%,2.6%,13.2%
Net Profit Margin,23.3%,4.0%,11.0%,-1.7%,-57.0%,-72.1%,-3.0%,9.2%,,,-0.5%,-16.7%,9.4%,9.9%,7.8%,8.1%,11.2%,-8.9%,-14.0%,-2.8%
Return on Assets,3.4%,0.6%,2.1%,-0.3%,-8.0%,-8.2%,-0.4%,1.6%,,,-3.3%,-1.2%,-0.4%,0.1%,0.5%,1.5%,1.6%,1.0%,0.1%,-0.4%
Return on Equity,4.7%,1.0%,3.4%,-0.5%,-14.7%,-19.5%,-1.0%,3.6%,,,0.0%,-1.4%,0.9%,0.9%,0.7%,0.9%,1.2%,-0.7%,-1.2%,-0.3%
Return on Total Capital,3.3%,0.6%,2.2%,-0.3%,-9.3%,-8.7%,-0.5%,1.8%,,,-3.5%,-1.3%,-0.5%,0.2%,0.5%,1.7%,1.8%,1.1%,0.1%,-0.5%
SG&A to Sale,9.2%,7.6%,6.8%,5.5%,9.1%,9.4%,9.3%,9.2%,,,8.4%,12.7%,8.2%,10.5%,9.7%,9.4%,7.5%,10.8%,14.6%,12.5%
Depreciation & Amortisation,456.5,688.5,878.5,"1,016","1,211","1,149","1,029",981.2,,,297.4,292.9,151.6,277.9,291.7,306.2,105.4,297.3,297.8,294.6
Tax Rate,0.5%,2.8%,1.5%,-2.8%,-0.1%,0.0%,-0.1%,0.5%,,,0.0%,0.0%,0.2%,0.0%,-0.1%,0.0%,1.4%,0.0%,0.0%,0.0%
Current Ratio,5.75,2.63,5.05,0.93,0.17,2.53,1.69,1.00,,,2.65,1.39,1.69,0.41,0.62,0.55,1.00,0.77,0.42,0.38
Quick Ratio,0.14,0.21,0.27,0.27,0.043,0.13,0.16,0.11,,,0.17,0.097,0.16,0.037,0.045,0.061,0.11,0.087,0.044,0.032
Days Inventory Outstanding,10.2,19.2,19.0,14.6,15.3,13.5,8.85,13.4,,,8.61,7.71,7.76,9.81,11.2,13.7,15.1,11.2,15.4,17.9
Days Sale Outstanding,17.0,25.1,20.2,27.7,22.4,16.2,18.0,19.3,,,20.5,19.0,18.0,15.8,14.8,18.1,19.3,17.9,16.5,11.2
Days Payable Outstanding,6.02,3.10,1.78,1.44,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,12.2,38.9,39.6,39.0,41.4,34.5,24.8,30.9,,,29.6,27.2,26.0,26.6,26.3,29.7,33.5,30.1,33.0,32.2
Debt to Asset Ratio,0.33,0.40,0.39,0.45,0.49,0.58,0.57,0.54,,,0.59,0.59,0.57,0.57,0.56,0.55,0.54,0.54,0.55,0.54
Debt to Equity Ratio,0.49,0.66,0.63,0.83,0.97,1.37,1.34,1.19,,,1.43,1.43,1.34,1.31,1.27,1.22,1.19,1.18,1.21,1.17
Interest Coverage Ratio,1.85,0.61,2.07,0.67,,,0.80,1.49,,,0.82,0.43,1.44,1.53,1.37,1.39,1.68,0.53,0.14,0.75
Cash and Short Term Investments,"4,375","1,901","2,942",535.0,453.5,"2,676","1,854","1,843",,,"3,007","2,742","1,854","1,716","2,104","1,698","1,843","1,689","1,460","1,304"
"Total Receivables, Net",143.8,240.5,266.2,347.9,261.0,164.2,213.5,260.4,,,229.4,219.4,213.5,189.7,181.4,235.7,260.4,235.6,208.1,133.8
Total Inventory,69.0,146.8,102.2,115.5,142.9,40.7,56.0,95.9,,,59.9,28.8,56.0,44.1,69.1,75.7,95.9,34.0,148.4,54.6
Total Current Assets,"6,022","2,941","4,936","1,173","1,029","3,101","2,251","2,317",,,"3,497","3,149","2,251","2,073","2,506","2,149","2,317","2,084","1,957","1,601"
"Property/Plant/Equipment, Total - Net","9,446","16,213","18,670","22,071","25,330","25,672","23,475","22,409",,,"24,777","24,131","23,475","22,213","23,392","22,592","22,409","21,733","20,824","20,547"
Total Assets,"22,893","24,030","25,510","27,909","32,458","32,316","28,833","27,837",,,"31,336","30,345","28,833","27,533","28,940","27,854","27,837","26,980","26,028","25,412"
Accounts Payable,33.1,1.72,21.5,,,,,,,,,,,,,,,,,
Accrued Expenses,174.1,252.2,199.7,283.3,334.6,270.5,404.2,315.2,,,279.4,370.5,404.2,307.6,400.0,286.9,315.2,230.3,310.1,296.6
Debt Due,718.5,802.0,653.9,812.0,"5,604",887.3,802.5,"1,877",,,925.4,"1,770",802.5,"4,682","3,452","3,472","1,877","2,369","4,202","3,731"
Total Current Liabilities,"1,047","1,119",977.0,"1,266","6,109","1,228","1,334","2,308",,,"1,322","2,261","1,334","5,106","4,015","3,884","2,308","2,722","4,695","4,188"
Long Term Debt,"6,308","8,265","8,619","11,101","9,495","17,146","14,988","12,661",,,"16,869","15,396","14,988","10,367","12,041","11,275","12,661","11,721","9,335","9,301"
Total Liabilities,"7,537","9,545","9,879","12,625","15,972","18,657","16,498","15,141",,,"18,443","17,851","16,498","15,629","16,212","15,324","15,141","14,613","14,225","13,690"
Common Stock,"1,040","1,040","1,040","1,040","1,559","1,559","1,559","1,559",,,"1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559","1,559"
Additional Paid-In Capital,583.9,583.9,583.9,583.9,"2,140","2,140","2,140","2,140",,,"2,140","2,140","2,140","2,140","2,140","2,140","2,140","2,140","2,140","2,140"
Retained Earnings (Accumulated Deficit),"15,159","14,831","14,943","14,551","12,122","9,457","9,325","9,780",,,"9,392","9,218","9,325","9,433","9,525","9,632","9,780","9,696","9,551","9,521"
Shareholders' Equity,"15,323","14,483","15,621","15,285","16,488","13,659","12,335","12,695",,,"12,893","12,493","12,335","11,904","12,728","12,529","12,695","12,368","11,803","11,722"
Cash from Operating Activities,"1,051",751.2,"1,013","1,346","1,046",693.3,"2,010","2,256",,,490.0,490.9,654.8,492.3,678.1,429.0,656.6,407.0,399.8,621.2
Cash from Investing Activities,"-2,274","-4,537","1,200","-5,512","-3,561",-805.7,"-1,637",-272.2,,,-325.6,-85.7,"-1,185",-46.2,-93.4,-38.4,-94.2,-57.5,-113.3,-117.1
Cash from Financing Activities,"1,151","1,430","-1,289","1,778","2,259","2,356",-949.4,"-1,984",,,404.0,-616.2,-305.7,-501.5,-310.8,-752.9,-418.4,-466.3,-462.7,-653.4
Net Change in Cash,151.3,"-2,474","1,041","-2,407",-81.5,"2,223",-822.7,-10.8,,,530.5,-265.6,-888.2,-137.4,388.2,-406.1,144.4,-154.2,-228.8,-156.1
Free Cashflows,"-3,420","-5,534","-2,112","-5,673","-3,376","-1,996",996.5,"1,967",,,-244.3,397.6,520.8,436.6,577.7,390.5,562.5,342.7,286.1,500.8
Free Cashflow per Share,-3.29,-5.32,-2.03,-5.46,-2.17,-1.28,0.64,1.26,,,-0.16,0.26,0.33,0.28,0.37,0.25,0.36,0.22,0.18,0.32
