,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,1.85,4.67,7.70,14.2,16.0,13.9,9.33,,,14.4,14.6,14.9,13.8,13.6,13.2,11.7,9.65,8.30,7.32
Earnings per Share,0.39,0.40,0.26,0.52,0.85,1.02,1.00,1.05,,,0.19,0.30,0.28,0.22,0.31,0.32,0.20,0.16,0.23,0.17
Revenue per Share,4.86,4.40,4.02,5.46,5.36,6.56,8.13,8.31,,,1.94,2.12,2.25,2.27,2.30,2.16,1.60,1.45,1.69,1.35
Dividend per Share,,,,0.20,0.44,0.64,0.60,0.63,,,0.25,0.00,0.35,,0.30,0.00,0.33,,0.24,0.00
Capital Expenditures per Share,0.073,0.099,0.34,0.35,0.20,0.25,0.20,0.38,,,0.053,0.035,0.056,0.24,0.036,0.077,0.028,0.046,0.021,0.015
Book Value per Share,0.21,0.71,0.97,1.42,2.02,2.45,2.87,3.29,,,2.54,2.59,2.87,2.74,3.07,3.09,3.29,3.12,3.35,3.27
Price to Earnings Ratio,,,9.73,12.7,9.96,16.0,13.9,10.9,,,13.4,15.2,13.9,13.5,12.7,11.6,10.9,7.41,8.89,8.71
Price to Book Value Ratio,,,3.49,4.56,4.85,6.74,5.01,3.25,,,5.42,5.52,5.01,4.59,4.36,4.04,3.25,2.68,2.41,1.94
EV to EBITDA,0.00,0.00,9.90,13.9,13.5,15.7,14.0,12.8,,,15.5,14.3,14.0,13.7,12.3,12.9,12.8,10.8,9.24,10.8
Dividend Payout Ratio,,,,38.5%,51.9%,62.7%,60.0%,60.2%,,,27.7%,0.0%,35.0%,,27.2%,0.0%,31.6%,,26.5%,0.0%
Common Shares Outstanding,421.6,527.0,527.0,527.0,527.0,529.1,532.0,535.5,,,532.0,532.0,532.0,532.0,535.5,535.5,535.5,535.5,535.5,535.5
Total Revenue,"2,049","2,320","2,121","2,876","2,826","3,469","4,327","4,451",,,"1,030","1,126","1,199","1,207","1,230","1,156",858.0,778.5,904.6,722.4
"Cost of Revenue, Total","1,602","1,845","1,691","2,232","2,140","2,476","3,353","3,509",,,820.2,851.8,930.8,968.7,963.5,892.9,683.9,636.8,694.9,570.4
Gross Profit,446.5,474.3,430.3,644.3,686.4,993.1,974.3,941.6,,,210.2,274.2,268.0,238.1,266.7,262.7,174.0,141.7,209.6,152.0
"Selling/General/Administrative Expenses, Total",269.3,278.6,311.0,406.2,363.2,453.9,493.9,478.2,,,125.7,127.0,135.7,123.3,130.0,117.3,95.5,78.0,109.8,75.6
Operating Income,177.2,195.8,119.3,238.0,323.2,539.1,480.4,463.4,,,84.5,147.2,132.3,114.8,136.7,145.5,78.6,63.7,99.9,76.3
Net Income,166.0,175.6,135.9,275.9,447.1,541.1,531.7,558.4,,,102.5,157.2,150.6,116.6,163.9,172.4,105.5,84.9,122.0,90.1
EBITDA,205.8,225.7,150.4,275.0,364.7,583.4,532.5,520.3,,,97.0,160.0,145.6,128.2,150.3,160.4,93.6,78.5,114.8,91.5
Gross Profit Margin,21.8%,20.4%,20.3%,22.4%,24.3%,28.6%,22.5%,21.2%,,,20.4%,24.4%,22.4%,19.7%,21.7%,22.7%,20.3%,18.2%,23.2%,21.0%
Operating Margin,8.6%,8.4%,5.6%,8.3%,11.4%,15.5%,11.1%,10.4%,,,8.2%,13.1%,11.0%,9.5%,11.1%,12.6%,9.2%,8.2%,11.0%,10.6%
Net Profit Margin,8.1%,7.6%,6.4%,9.6%,15.8%,15.6%,12.3%,12.5%,,,9.9%,14.0%,12.6%,9.7%,13.3%,14.9%,12.3%,10.9%,13.5%,12.5%
Return on Assets,17.8%,15.0%,9.9%,18.2%,26.1%,27.7%,23.5%,21.7%,,,20.8%,21.4%,22.4%,20.1%,20.6%,21.1%,20.3%,19.0%,17.6%,15.4%
Return on Equity,183.6%,47.0%,26.7%,36.8%,41.9%,41.8%,34.8%,31.7%,,,7.6%,11.4%,9.9%,8.0%,10.0%,10.4%,6.0%,5.1%,6.8%,5.1%
Return on Total Capital,57.9%,35.3%,26.6%,35.1%,41.5%,41.6%,34.7%,31.6%,,,35.4%,36.1%,34.7%,36.0%,35.7%,36.4%,31.6%,31.5%,27.1%,23.0%
SG&A to Sale,13.1%,12.0%,14.7%,14.1%,12.9%,13.1%,11.4%,10.7%,,,12.2%,11.3%,11.3%,10.2%,10.6%,10.1%,11.1%,10.0%,12.1%,10.5%
Depreciation & Amortisation,28.6,30.0,31.1,36.9,41.5,44.3,52.0,56.9,,,12.5,12.8,13.3,13.4,13.6,15.0,15.1,14.8,15.0,15.2
Tax Rate,13.4%,23.3%,20.3%,20.3%,-7.9%,19.3%,19.1%,19.8%,,,19.3%,19.6%,18.3%,19.1%,20.8%,19.7%,19.1%,19.1%,19.3%,19.1%
Current Ratio,0.83,1.07,0.85,1.02,1.28,1.49,1.61,1.69,,,1.41,1.47,1.61,1.28,1.44,1.47,1.69,1.47,1.78,1.87
Quick Ratio,0.25,0.27,0.31,0.32,0.62,0.59,0.66,0.51,,,0.51,0.56,0.66,0.53,0.60,0.49,0.51,0.35,0.35,0.42
Days Inventory Outstanding,67.7,84.2,100.0,78.0,78.1,71.8,69.3,82.3,,,84.8,84.9,77.4,71.7,74.4,81.8,91.1,92.0,88.4,97.2
Days Sale Outstanding,30.9,33.7,46.5,32.1,57.4,46.5,49.0,37.3,,,42.7,36.3,49.0,50.7,56.6,41.1,37.3,35.3,29.3,34.3
Days Payable Outstanding,32.3,32.5,50.0,43.5,46.0,36.6,32.5,27.0,,,36.4,38.2,35.9,40.7,40.8,38.7,28.0,18.3,25.1,35.2
Cash Conversion Cycle,66.7,75.0,85.1,67.2,77.1,85.0,72.1,109.3,,,84.6,90.2,78.9,76.8,87.1,92.6,116.4,110.7,93.6,92.8
Debt to Asset Ratio,0.91,0.72,0.64,0.53,0.41,0.38,0.38,0.35,,,0.43,0.40,0.38,0.48,0.44,0.41,0.35,0.41,0.33,0.31
Debt to Equity Ratio,10.3,2.52,1.79,1.14,0.71,0.61,0.60,0.54,,,0.75,0.67,0.60,0.91,0.77,0.70,0.54,0.69,0.50,0.45
Interest Coverage Ratio,3.78,4.42,4.08,10.3,19.3,54.3,62.0,34.3,,,38.6,70.4,62.4,56.2,42.7,34.5,17.8,16.7,25.5,24.7
Cash and Short Term Investments,35.5,114.0,21.3,16.6,58.6,94.8,118.9,169.8,,,123.9,140.4,118.9,276.4,183.8,208.7,169.8,510.6,497.7,342.6
"Total Receivables, Net",173.5,214.5,270.1,252.7,444.6,441.7,580.6,455.0,,,457.2,411.6,580.6,634.1,738.6,539.2,455.0,388.6,296.4,306.4
Total Inventory,365.6,485.4,441.5,512.8,403.3,571.3,701.3,880.4,,,765.7,720.1,701.3,701.6,812.9,870.9,880.4,721.8,687.8,689.9
Total Current Assets,581.6,835.2,752.6,802.0,912.7,"1,117","1,415","1,523",,,"1,365","1,290","1,415","1,639","1,763","1,632","1,523","1,638","1,498","1,350"
"Property/Plant/Equipment, Total - Net",400.1,423.4,596.4,722.1,783.1,876.9,933.1,"1,077",,,910.7,916.8,933.1,"1,046","1,051","1,077","1,077","1,086","1,082","1,075"
Total Assets,"1,024","1,315","1,424","1,603","1,819","2,083","2,448","2,705",,,"2,365","2,297","2,448","2,785","2,915","2,810","2,705","2,830","2,689","2,534"
Accounts Payable,127.5,200.7,262.5,269.2,269.8,226.8,370.4,148.5,,,379.1,289.6,370.4,425.6,405.8,390.4,148.5,170.8,228.4,270.2
Accrued Expenses,64.8,61.5,136.1,107.8,64.3,110.0,113.5,122.2,,,113.4,139.0,113.5,136.5,140.0,165.0,122.2,71.1,65.9,81.3
Debt Due,476.0,447.2,437.6,360.2,346.6,304.0,299.1,544.7,,,316.9,314.0,299.1,374.3,571.7,488.5,544.7,577.2,455.6,329.1
Total Current Liabilities,703.7,784.2,884.2,788.8,712.7,751.4,876.1,900.2,,,970.1,876.4,876.1,"1,282","1,226","1,109",900.2,"1,117",840.2,722.7
Long Term Debt,196.1,123.9,1.68,34.9,11.6,6.01,4.76,3.30,,,5.39,5.08,4.76,4.38,3.99,3.66,3.30,2.97,0.19,
Total Liabilities,933.8,940.9,914.3,853.0,753.0,788.1,919.0,943.0,,,"1,012",919.0,919.0,"1,325","1,270","1,153",943.0,"1,160",896.8,780.5
Common Stock,374.8,468.4,468.4,468.4,527.0,529.1,532.0,535.5,,,532.0,532.0,532.0,532.0,535.5,535.5,535.5,535.5,535.5,535.5
Additional Paid-In Capital,50.0,50.0,6.10,6.10,6.10,18.3,34.7,55.1,,,34.7,34.7,34.7,34.7,55.1,55.1,55.1,55.1,55.1,55.1
Retained Earnings (Accumulated Deficit),-334.4,-144.8,35.1,275.9,531.0,744.8,959.6,"1,171",,,785.6,809.8,959.6,890.0,"1,054","1,066","1,171","1,079","1,201","1,163"
Shareholders' Equity,90.4,373.7,509.6,750.4,"1,066","1,295","1,529","1,762",,,"1,353","1,378","1,529","1,460","1,644","1,656","1,762","1,670","1,792","1,754"
Cash from Operating Activities,23.4,138.8,250.4,266.8,317.4,539.6,433.7,325.5,,,274.3,175.8,23.6,207.9,-89.2,282.5,-75.7,320.2,293.0,118.9
Cash from Investing Activities,-31.7,-51.9,-199.8,-188.7,-103.0,-131.4,-108.2,-291.2,,,-68.3,-58.8,50.1,-169.0,-92.0,75.1,-105.3,-174.5,116.5,-210.6
Cash from Financing Activities,20.9,-8.37,-143.3,-82.8,-172.4,-372.0,-301.5,-74.1,,,-231.4,-140.6,-15.2,75.5,15.4,-216.7,51.7,44.9,-294.8,-266.7
Net Change in Cash,12.6,78.5,-92.7,-4.70,42.1,36.2,24.1,-39.8,,,-25.4,-23.6,58.6,114.5,-165.8,140.9,-129.4,190.6,114.7,-358.5
Free Cashflows,-7.46,86.8,69.2,81.7,214.6,406.7,325.5,124.1,,,245.8,156.9,-6.07,81.7,-108.2,241.5,-90.9,295.7,281.8,110.7
Free Cashflow per Share,-0.018,0.16,0.13,0.16,0.41,0.77,0.61,0.23,,,0.46,0.30,-0.011,0.15,-0.20,0.45,-0.17,0.55,0.53,0.21
