,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.66,1.22,0.96,0.60,0.18,0.12,0.25,0.26,,,0.11,0.095,0.16,0.23,0.32,0.34,0.35,0.31,0.26,0.18
Earnings per Share,0.034,0.050,-1.15,-0.095,-0.070,-0.035,-0.080,0.043,,,-0.010,-0.064,-0.001,-0.001,0.001,0.008,0.032,0.006,0.001,-0.004
Revenue per Share,6.09,6.69,1.36,0.50,0.096,0.076,0.079,0.26,,,0.017,0.021,0.029,0.028,0.029,0.080,0.12,0.058,0.047,0.021
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.058,0.15,0.006,0.001,0.001,0.049,0.033,0.002,,,0.008,0.006,0.009,0.002,-0.001,0.000,0.002,0.000,0.000,0.000
Book Value per Share,1.54,1.64,0.20,0.34,0.30,0.27,0.19,0.24,,,0.26,0.19,0.19,0.19,0.19,0.20,0.24,0.24,0.24,0.24
Price to Earnings Ratio,50.7,30.0,,,,,,8.41,,,,,,,,35.2,8.86,5.76,5.16,3.78
Price to Book Value Ratio,1.15,0.90,2.55,2.68,0.57,0.44,0.88,1.39,,,0.35,0.46,0.88,1.09,1.55,1.44,1.39,1.24,0.86,0.54
EV to EBITDA,22.3,18.1,-0.60,-10.7,-2.32,-3.67,-8.14,6.38,,,-3.31,-3.06,-8.14,-25.9,71.7,18.1,6.38,5.56,4.50,3.18
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,570.4,586.5,"1,173","3,557","8,430","8,434","8,434","8,434",,,"8,434","8,434","8,434","8,434","8,434","8,434","8,434","8,434","8,434","8,434"
Total Revenue,"3,473","3,926","1,596","1,786",811.9,638.0,669.3,"2,182",,,144.0,175.8,247.9,236.8,248.3,673.2,"1,023",486.4,397.3,175.7
"Cost of Revenue, Total","3,316","3,805","2,362","1,729",778.0,637.3,547.2,"1,810",,,116.5,154.1,182.7,196.1,218.8,558.2,836.8,384.7,329.9,160.9
Gross Profit,156.5,120.9,-766.2,57.1,34.0,0.74,122.1,371.6,,,27.6,21.7,65.2,40.7,29.5,115.0,186.4,101.7,67.5,14.8
"Selling/General/Administrative Expenses, Total",120.7,110.0,100.6,145.7,211.1,235.6,232.1,214.7,,,55.0,70.7,51.1,46.8,46.4,48.7,71.2,51.9,57.2,49.2
Operating Income,22.4,19.4,"-1,436",-294.6,-246.1,-295.4,-135.6,388.1,,,-75.8,-31.1,19.7,-2.66,15.1,71.3,304.4,51.0,9.51,-34.4
Net Income,20.1,31.6,"-1,349",-203.7,-297.7,-297.1,-673.8,370.0,,,-80.9,-536.6,-10.4,-5.25,11.5,66.6,297.1,47.6,8.19,-35.6
EBITDA,47.3,56.1,"-1,400",-261.6,-212.4,-266.3,-110.4,424.7,,,-68.6,-26.0,25.3,3.74,27.5,82.0,314.9,60.5,21.6,-23.4
Gross Profit Margin,4.5%,3.1%,-48.0%,3.2%,4.2%,0.1%,18.2%,17.0%,,,19.1%,12.3%,26.3%,17.2%,11.9%,17.1%,18.2%,20.9%,17.0%,8.4%
Operating Margin,0.6%,0.5%,-89.9%,-16.5%,-30.3%,-46.3%,-20.3%,17.8%,,,-52.6%,-17.7%,7.9%,-1.1%,6.1%,10.6%,29.7%,10.5%,2.4%,-19.6%
Net Profit Margin,0.6%,0.8%,-84.5%,-11.4%,-36.7%,-46.6%,-100.7%,17.0%,,,-56.1%,-305.3%,-4.2%,-2.2%,4.6%,9.9%,29.0%,9.8%,2.1%,-20.3%
Return on Assets,0.8%,1.1%,-57.0%,-10.0%,-10.7%,-9.2%,-22.3%,11.4%,,,-11.5%,-29.4%,-24.2%,-21.4%,-17.6%,2.0%,11.0%,12.1%,12.5%,9.9%
Return on Equity,2.3%,3.3%,-575.1%,-16.7%,-11.8%,-13.0%,-41.3%,18.5%,,,-3.7%,-32.7%,-0.6%,-0.3%,0.7%,3.9%,14.9%,2.3%,0.4%,-1.8%
Return on Total Capital,2.3%,3.3%,-573.3%,-15.7%,-11.8%,-12.6%,-41.1%,18.5%,,,-15.4%,-49.7%,-41.1%,-38.8%,-33.0%,3.7%,18.5%,20.6%,20.4%,15.6%
