,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,30.3,34.1,28.3,28.5,29.0,24.3,22.1,17.7,,,23.4,22.4,21.9,21.2,22.7,20.0,19.4,19.0,18.0,16.4
Earnings per Share,0.93,1.44,1.28,1.01,1.24,0.89,0.99,0.82,,,0.15,0.29,0.36,0.17,0.12,0.30,0.23,0.15,0.029,0.29
Revenue per Share,12.0,13.3,14.3,14.8,15.4,15.9,15.9,15.5,,,3.67,4.23,4.24,3.68,3.63,4.25,3.95,3.55,3.53,4.02
Dividend per Share,0.80,1.20,1.10,0.80,1.10,0.80,0.87,0.73,,,0.070,0.00,0.80,,0.050,0.00,0.68,,0.040,0.00
Capital Expenditures per Share,0.68,0.59,1.04,0.98,0.70,1.15,0.76,1.02,,,0.18,0.23,0.16,0.55,0.14,0.19,0.14,0.13,0.075,0.13
Book Value per Share,3.75,4.34,4.49,4.56,4.91,4.75,5.13,5.14,,,4.39,4.61,5.13,5.30,4.67,4.91,5.14,5.30,4.68,4.91
Price to Earnings Ratio,18.6,27.7,22.0,26.8,22.9,29.4,21.6,23.3,,,29.0,27.0,21.6,21.9,22.0,21.3,23.3,22.5,23.8,23.0
Price to Book Value Ratio,4.63,8.76,6.19,5.82,5.80,5.24,4.13,3.70,,,5.11,4.75,4.13,3.70,4.37,3.97,3.70,3.47,3.59,3.20
EV to EBITDA,7.39,15.0,12.2,14.0,12.4,15.0,12.2,11.9,,,14.1,13.0,12.2,12.7,13.4,12.8,11.9,12.0,13.3,11.4
Dividend Payout Ratio,86.5%,83.1%,86.2%,78.8%,89.0%,89.7%,88.2%,89.5%,,,9.2%,0.0%,81.1%,,5.3%,0.0%,83.3%,,5.6%,0.0%
Common Shares Outstanding,490.4,490.4,490.4,490.4,490.4,490.4,490.4,490.4,,,490.4,490.4,490.4,490.4,490.4,490.4,490.4,490.4,490.4,490.4
Total Revenue,"5,879","6,527","7,000","7,257","7,552","7,775","7,786","7,608",,,"1,801","2,075","2,079","1,805","1,781","2,083","1,939","1,742","1,733","1,973"
"Cost of Revenue, Total","3,246","3,465","3,804","3,937","3,998","4,299","4,258","4,274",,,977.1,"1,118","1,162",992.5,"1,014","1,163","1,104",996.8,"1,016","1,131"
Gross Profit,"2,632","3,062","3,196","3,320","3,554","3,476","3,527","3,334",,,823.9,956.8,916.8,812.1,767.5,919.8,835.0,745.4,717.0,841.9
"Selling/General/Administrative Expenses, Total","1,996","2,252","2,497","2,778","2,877","3,054","3,141","2,984",,,754.8,818.8,823.5,746.5,731.3,761.7,744.2,686.2,722.5,703.6
Operating Income,636.9,810.3,698.9,542.1,677.6,421.9,386.4,350.6,,,69.1,138.0,93.2,65.6,36.2,158.0,90.8,59.2,-5.51,138.2
Net Income,453.8,707.8,626.0,497.7,606.1,437.5,483.8,400.2,,,74.5,143.6,178.4,81.8,57.2,147.8,113.4,73.3,14.4,140.8
EBITDA,899.4,"1,069",985.5,897.6,"1,041",808.4,792.0,721.2,,,170.5,244.1,183.2,166.2,132.0,250.8,172.3,146.4,79.9,222.6
Gross Profit Margin,44.8%,46.9%,45.7%,45.8%,47.1%,44.7%,45.3%,43.8%,,,45.7%,46.1%,44.1%,45.0%,43.1%,44.2%,43.1%,42.8%,41.4%,42.7%
Operating Margin,10.8%,12.4%,10.0%,7.5%,9.0%,5.4%,5.0%,4.6%,,,3.8%,6.7%,4.5%,3.6%,2.0%,7.6%,4.7%,3.4%,-0.3%,7.0%
Net Profit Margin,7.7%,10.8%,8.9%,6.9%,8.0%,5.6%,6.2%,5.3%,,,4.1%,6.9%,8.6%,4.5%,3.2%,7.1%,5.8%,4.2%,0.8%,7.1%
Return on Assets,15.6%,21.8%,17.9%,13.9%,16.3%,11.6%,12.6%,10.0%,,,10.7%,11.4%,12.7%,11.9%,11.8%,12.1%,10.0%,9.8%,9.2%,9.2%
Return on Equity,24.6%,33.3%,28.4%,22.3%,25.2%,18.8%,19.2%,15.9%,,,3.5%,6.3%,7.1%,3.1%,2.5%,6.1%,4.5%,2.8%,0.6%,5.9%
Return on Total Capital,23.5%,32.1%,27.9%,21.9%,25.0%,18.5%,19.1%,14.9%,,,17.2%,17.4%,19.1%,17.2%,18.7%,18.1%,14.9%,14.3%,14.3%,13.5%
SG&A to Sale,33.9%,34.5%,35.7%,38.3%,38.1%,39.3%,40.3%,39.2%,,,41.9%,39.5%,39.6%,41.4%,41.0%,36.6%,38.4%,39.4%,41.7%,35.7%
Depreciation & Amortisation,262.5,259.2,286.6,355.5,363.3,386.5,405.7,370.6,,,101.5,106.1,89.9,100.6,95.7,92.7,81.5,87.2,85.4,84.4
Tax Rate,34.7%,23.6%,20.4%,21.1%,20.3%,21.1%,13.7%,14.0%,,,17.0%,16.4%,7.3%,12.8%,7.1%,17.5%,13.0%,8.3%,-58.4%,9.2%
Current Ratio,1.60,1.70,1.47,1.37,1.48,1.38,1.57,1.59,,,1.25,1.32,1.57,1.78,1.44,1.52,1.59,1.82,1.49,1.62
Quick Ratio,0.29,0.50,0.24,0.25,0.27,0.27,0.30,0.31,,,0.19,0.26,0.30,0.28,0.27,0.27,0.31,0.22,0.27,0.24
