,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,197.0,209.5,197.8,173.8,171.0,199.8,207.3,189.8,,,192.0,206.8,211.5,201.8,210.5,215.0,213.5,205.8,188.8,171.8
Earnings per Share,9.90,16.7,18.8,19.0,17.9,16.7,17.3,18.5,,,4.22,4.28,4.45,4.72,4.82,4.73,4.24,4.73,4.90,4.94
Revenue per Share,43.1,44.7,47.9,50.7,53.8,55.5,58.9,63.6,,,14.7,14.9,15.1,16.5,16.4,15.5,15.2,15.0,16.3,15.8
Dividend per Share,6.00,6.50,6.50,6.50,6.50,6.50,6.50,6.50,,,,2.00,4.50,,,2.00,4.50,,,2.00
Capital Expenditures per Share,0.86,0.91,1.18,1.36,0.91,1.14,0.77,0.88,,,0.17,0.22,0.27,0.19,0.22,0.20,0.28,0.25,0.36,0.15
Book Value per Share,128.8,142.5,155.0,169.5,189.6,198.6,210.5,216.3,,,201.4,205.9,210.5,212.4,209.5,211.9,216.3,222.8,221.7,225.4
Price to Earnings Ratio,18.3,13.1,9.14,9.61,9.02,10.6,12.2,11.3,,,10.8,11.6,12.2,10.7,11.2,11.1,11.3,10.6,9.19,9.38
Price to Book Value Ratio,1.44,1.59,1.15,1.09,0.95,0.91,0.94,0.96,,,0.93,0.98,0.94,0.92,1.00,0.96,0.96,0.88,0.78,0.71
EV to EBITDA,8.27,9.57,8.58,8.20,7.52,8.75,8.73,9.53,,,9.02,9.46,8.73,8.16,8.41,9.32,9.53,8.88,7.77,8.19
Dividend Payout Ratio,60.6%,39.0%,34.6%,34.2%,36.3%,39.0%,37.6%,35.1%,,,,11.6%,26.0%,,,10.7%,24.3%,,,10.6%
Common Shares Outstanding,"1,909","1,909","1,909","1,909","1,909","1,909","1,909","1,909",,,"1,909","1,909","1,909","1,909","1,909","1,909","1,909","1,909","1,909","1,909"
Total Revenue,"70,199","78,162","82,864","88,171","88,075","90,130","90,098","99,436",,,"22,347","22,217","24,127","24,216","24,691","24,231","26,297","23,549","25,608","24,858"
"Cost of Revenue, Total",,,,,,,,,,,,,,,,,,,,
Gross Profit,"70,199","78,162","82,864","88,171","88,075","90,130","90,098","99,436",,,"22,347","22,217","24,127","24,216","24,691","24,231","26,297","23,549","25,608","24,858"
"Selling/General/Administrative Expenses, Total","18,133","19,009","20,961","22,378","24,366","25,373","25,688","28,928",,,"6,320","6,468","6,648","6,705","6,508","6,550","9,165","6,597","6,730","6,692"
Operating Income,"34,490","41,016","44,917","45,084","43,030","39,624","41,150","44,271",,,"9,506","10,278","11,037","11,622","11,331","11,353","9,965","11,348","11,512","12,179"
Net Income,"18,897","31,847","35,906","36,332","34,181","31,815","33,009","35,330",,,"8,047","8,161","8,496","9,005","9,194","9,030","8,101","9,028","9,347","9,438"
EBITDA,"37,852","44,324","48,249","48,400","46,256","42,703","44,215","47,304",,,"10,362","11,120","11,566","12,455","12,155","12,198","10,497","12,406","12,223","13,540"
Gross Profit Margin,85.4%,91.5%,90.6%,91.0%,85.7%,85.1%,80.1%,81.9%,,,79.7%,78.0%,83.9%,76.8%,79.1%,81.9%,90.5%,82.3%,82.2%,82.2%
