,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,31.3,45.6,48.7,61.0,52.6,46.6,43.0,35.5,,,43.6,45.6,45.4,42.8,42.9,41.1,40.1,38.4,37.3,33.4
Earnings per Share,2.28,3.14,4.35,4.87,4.43,4.19,4.51,3.75,,,1.24,1.18,0.91,1.05,1.05,1.05,0.60,0.71,0.81,0.85
Revenue per Share,33.6,38.6,44.3,48.3,50.9,50.1,45.9,50.1,,,11.3,11.3,11.7,11.9,12.1,12.9,13.1,13.6,14.2,14.7
Dividend per Share,0.90,1.10,1.48,1.70,1.73,1.80,2.03,2.03,,,,,2.03,,,,2.03,,,
Capital Expenditures per Share,0.14,0.57,0.94,0.40,0.58,0.093,0.15,0.30,,,0.016,0.035,0.087,0.027,0.024,0.12,0.13,0.019,0.11,0.061
Book Value per Share,11.2,14.5,16.3,20.1,21.9,25.6,29.6,30.1,,,26.2,28.1,29.6,30.3,28.8,30.6,30.1,32.0,31.9,32.9
Price to Earnings Ratio,10.7,11.3,10.3,10.4,12.1,11.3,9.81,10.6,,,10.1,10.3,9.81,9.72,9.74,9.86,10.6,10.5,11.4,10.6
Price to Book Value Ratio,2.22,2.98,2.82,2.42,2.37,1.77,1.44,1.24,,,1.63,1.53,1.44,1.35,1.44,1.29,1.24,1.16,1.13,0.90
EV to EBITDA,4.62,6.99,6.29,6.53,8.05,7.46,7.33,7.09,,,6.48,6.65,7.33,6.74,7.23,7.14,7.09,7.38,8.11,8.05
Dividend Payout Ratio,39.5%,35.1%,33.9%,35.0%,39.0%,43.0%,45.0%,54.1%,,,,,45.0%,,,,54.1%,,,
Common Shares Outstanding,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Total Revenue,"6,719","7,728","8,859","9,650","10,182","10,024","9,190","10,020",,,"2,258","2,254","2,335","2,389","2,429","2,575","2,626","2,711","2,839","2,948"
"Cost of Revenue, Total","4,986","5,740","6,516","7,107","7,709","7,677","6,922","7,679",,,"1,673","1,679","1,809","1,814","1,815","1,944","2,106","2,165","2,242","2,358"
Gross Profit,"1,734","1,988","2,343","2,544","2,473","2,347","2,267","2,341",,,585.8,575.2,526.5,575.7,614.0,631.0,520.2,545.9,597.0,589.6
"Selling/General/Administrative Expenses, Total",825.2,998.9,"1,096","1,152","1,197","1,157","1,162","1,414",,,282.3,288.4,301.8,317.1,356.5,371.4,369.1,371.3,400.1,382.5
Operating Income,892.8,973.3,"1,236","1,386","1,271","1,183","1,103",923.6,,,303.3,286.7,224.6,256.7,257.3,258.9,150.7,172.7,196.6,207.0
Net Income,455.8,627.1,870.0,973.4,886.4,838.2,901.7,749.8,,,247.8,235.1,181.8,209.5,210.1,209.6,120.6,142.3,161.3,169.5
EBITDA,938.2,"1,020","1,276","1,429","1,323","1,237","1,152",971.2,,,303.3,286.7,273.5,256.7,257.3,258.9,198.3,172.7,196.6,207.0
Gross Profit Margin,25.8%,25.7%,26.4%,26.4%,24.3%,23.4%,24.7%,23.4%,,,25.9%,25.5%,22.5%,24.1%,25.3%,24.5%,19.8%,20.1%,21.0%,20.0%
Operating Margin,13.3%,12.6%,14.0%,14.4%,12.5%,11.8%,12.0%,9.2%,,,13.4%,12.7%,9.6%,10.7%,10.6%,10.1%,5.7%,6.4%,6.9%,7.0%
Net Profit Margin,6.8%,8.1%,9.8%,10.1%,8.7%,8.4%,9.8%,7.5%,,,11.0%,10.4%,7.8%,8.8%,8.6%,8.1%,4.6%,5.3%,5.7%,5.8%
Return on Assets,4.8%,5.9%,7.4%,7.5%,6.3%,5.9%,6.3%,5.0%,,,6.1%,6.1%,6.4%,5.9%,5.6%,5.5%,4.9%,4.4%,4.0%,3.7%
Return on Equity,20.4%,21.6%,26.7%,24.2%,20.2%,16.4%,15.3%,12.4%,,,4.7%,4.2%,3.1%,3.5%,3.6%,3.4%,2.0%,2.2%,2.5%,2.6%
Return on Total Capital,20.4%,21.6%,26.7%,24.2%,20.2%,16.4%,15.3%,12.4%,,,16.1%,15.0%,15.3%,14.4%,14.5%,13.2%,12.4%,10.7%,9.9%,9.0%
SG&A to Sale,12.3%,12.9%,12.4%,11.9%,11.8%,11.5%,12.6%,14.1%,,,12.5%,12.8%,12.9%,13.3%,14.7%,14.4%,14.1%,13.7%,14.1%,13.0%
Depreciation & Amortisation,45.3,47.0,40.0,43.2,52.0,53.9,48.9,47.6,,,,,48.9,,,,47.6,,,
Tax Rate,41.4%,25.5%,18.9%,18.9%,18.4%,17.1%,18.3%,18.8%,,,18.3%,18.0%,19.1%,18.4%,18.4%,19.0%,20.0%,17.6%,18.0%,18.1%
Current Ratio,0.37,0.35,0.30,0.19,0.19,0.20,0.22,0.27,,,0.18,0.21,0.22,0.33,0.22,0.23,0.27,0.29,0.22,0.26
Quick Ratio,0.18,0.17,0.17,0.11,0.11,0.099,0.13,0.13,,,0.092,0.11,0.13,0.15,0.12,0.11,0.13,0.12,0.11,0.10
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,40.9,40.1,38.2,36.9,36.6,30.8,41.3,42.1,,,28.4,33.5,41.3,50.3,38.0,35.1,42.1,36.1,33.6,30.8
Days Payable Outstanding,3.30,3.25,2.94,2.62,2.63,2.69,3.19,3.14,,,2.78,3.08,3.42,3.55,3.62,3.64,3.35,3.49,3.77,3.92
Cash Conversion Cycle,-1.47,-1.57,-0.40,-0.97,-1.68,-1.60,-1.86,-0.80,,,-1.43,-0.40,-0.059,3.37,3.49,-1.77,-1.61,-2.01,-2.32,-3.39
Debt to Asset Ratio,0.78,0.74,0.73,0.71,0.69,0.64,0.59,0.61,,,0.62,0.59,0.59,0.60,0.61,0.59,0.61,0.60,0.60,0.60
Debt to Equity Ratio,3.48,2.92,2.77,2.41,2.27,1.75,1.45,1.54,,,1.60,1.46,1.45,1.49,1.54,1.47,1.54,1.47,1.48,1.48
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,261.4,412.2,333.8,384.9,354.0,415.3,304.3,763.4,,,310.1,376.3,304.3,"1,050",437.8,533.5,763.4,"1,157",593.8,911.7
