,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,18.9,21.9,21.1,19.2,13.1,12.8,9.68,6.33,,,12.6,13.6,12.1,10.7,11.0,8.83,7.38,7.58,6.85,5.18
Earnings per Share,1.30,1.51,1.58,1.37,1.64,1.47,0.72,0.93,,,0.17,0.14,0.20,0.20,0.17,0.20,0.36,0.24,0.12,0.080
Revenue per Share,8.37,9.05,9.75,8.77,11.3,9.91,6.53,7.68,,,1.38,1.60,1.88,1.70,1.55,1.56,2.84,1.94,1.17,0.97
Dividend per Share,0.65,0.76,0.84,0.80,0.90,0.90,0.50,0.60,,,0.15,0.00,0.35,,0.20,0.00,0.40,,0.20,0.00
Capital Expenditures per Share,0.043,0.010,0.011,0.005,0.015,0.004,0.003,0.010,,,0.000,0.000,0.002,0.002,0.004,0.003,0.002,0.003,0.002,0.017
Book Value per Share,4.83,5.75,6.52,7.05,7.85,8.41,8.39,8.78,,,8.20,8.19,8.39,8.25,8.41,8.41,8.78,8.64,8.76,8.63
Price to Earnings Ratio,11.3,16.6,9.57,14.4,7.64,7.87,14.3,7.55,,,13.8,18.4,14.3,13.7,14.0,10.4,7.55,7.21,6.71,5.76
Price to Book Value Ratio,3.21,4.39,2.45,2.38,1.78,1.44,1.24,0.78,,,1.51,1.61,1.24,1.21,1.24,0.75,0.78,0.85,0.65,0.51
EV to EBITDA,7.66,11.6,8.28,13.8,8.24,7.52,16.2,8.21,,,14.4,17.2,16.2,14.0,14.2,13.2,8.21,7.91,9.33,9.75
Dividend Payout Ratio,50.0%,50.3%,53.2%,58.4%,55.0%,61.0%,69.5%,64.8%,,,19.1%,0.0%,48.6%,,28.2%,0.0%,43.2%,,21.8%,0.0%
Common Shares Outstanding,"1,476","1,476","1,476","1,476","1,476","1,476","1,476","1,470",,,"1,476","1,476","1,476","1,476","1,476","1,476","1,470","1,455","1,454","1,454"
