,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.40,0.73,0.83,1.69,1.45,1.22,0.74,0.32,,,1.19,1.10,0.93,0.66,0.57,0.55,0.44,0.29,0.17,0.14
Earnings per Share,0.028,0.041,0.022,0.037,0.052,0.047,0.015,-0.33,,,0.012,0.004,0.006,0.001,-0.007,0.007,-0.33,-0.008,-0.012,0.001
Revenue per Share,0.43,0.82,0.46,0.56,0.65,0.61,0.40,0.37,,,0.071,0.081,0.088,0.076,0.078,0.11,0.11,0.13,0.11,0.10
Dividend per Share,0.008,0.003,0.007,0.001,0.007,0.003,0.002,,,,,,0.002,,,,,,,
Capital Expenditures per Share,0.00,0.00,0.021,0.032,0.050,0.024,0.009,0.010,,,0.001,0.002,0.002,0.003,0.001,0.003,0.003,0.006,0.002,0.002
Book Value per Share,0.15,0.18,0.21,0.25,0.40,0.44,0.45,0.12,,,0.44,0.45,0.45,0.45,0.44,0.45,0.12,0.11,0.099,0.11
Price to Earnings Ratio,8.69,14.1,20.4,42.8,28.7,29.3,58.2,,,,31.5,35.0,58.2,32.1,115.2,64.9,,,,
Price to Book Value Ratio,1.56,4.52,2.29,5.53,3.78,2.97,1.81,2.86,,,2.59,2.27,1.81,0.86,1.24,0.89,2.86,1.71,1.31,1.09
EV to EBITDA,1.76,8.17,10.6,16.7,20.2,15.7,16.8,-5.03,,,14.1,15.3,16.8,11.2,12.5,12.8,-5.03,-3.65,-1.78,-1.70
Dividend Payout Ratio,27.2%,7.7%,33.3%,1.4%,14.3%,7.0%,12.6%,,,,,,12.6%,,,,,,,
Common Shares Outstanding,"5,254","5,301","5,512","5,553","6,106","6,163","6,163","6,163",,,"6,163","6,163","6,163","6,163","6,163","6,163","6,163","6,163","6,163","9,587"
Total Revenue,"2,251","4,337","2,513","3,123","3,944","3,734","2,434","2,304",,,439.6,500.5,540.3,471.0,482.0,670.6,680.1,801.7,664.8,977.5
"Cost of Revenue, Total","1,902","3,849","2,106","2,538","3,242","2,947","1,860","2,351",,,267.7,370.2,365.7,348.1,433.9,511.5,"1,058",757.2,639.5,883.5
Gross Profit,348.9,487.3,407.1,585.0,701.6,787.0,574.8,-47.4,,,171.9,130.3,174.6,122.9,48.2,159.0,-377.5,44.5,25.2,93.9
"Selling/General/Administrative Expenses, Total",183.3,198.3,230.7,303.5,332.3,349.8,341.9,318.4,,,65.4,83.2,66.5,86.6,80.3,80.5,71.0,82.1,92.4,66.8
Operating Income,163.2,289.0,160.1,282.1,369.2,430.2,233.0,-731.5,,,106.5,47.1,108.2,36.2,-32.1,78.5,-814.2,-37.6,-67.1,27.1
Net Income,149.0,228.4,126.4,214.9,306.0,290.8,92.8,"-2,041",,,71.6,21.8,39.9,9.04,-45.5,43.1,"-2,047",-47.8,-73.3,11.8
EBITDA,196.3,337.1,202.0,334.8,447.2,542.4,337.2,-621.0,,,132.8,73.4,132.9,63.0,-4.30,107.2,-786.9,-8.38,-38.4,55.9
Gross Profit Margin,15.5%,11.2%,16.2%,18.7%,17.8%,21.1%,23.6%,-2.1%,,,39.1%,26.0%,32.3%,26.1%,10.0%,23.7%,-55.5%,5.6%,3.8%,9.6%
Operating Margin,7.2%,6.7%,6.4%,9.0%,9.4%,11.5%,9.6%,-31.8%,,,24.2%,9.4%,20.0%,7.7%,-6.7%,11.7%,-119.7%,-4.7%,-10.1%,2.8%
Net Profit Margin,6.6%,5.3%,5.0%,6.9%,7.8%,7.8%,3.8%,-88.6%,,,16.3%,4.3%,7.4%,1.9%,-9.4%,6.4%,-301.0%,-6.0%,-11.0%,1.2%
Return on Assets,8.6%,9.4%,5.6%,9.3%,8.5%,6.1%,1.9%,-53.3%,,,4.9%,4.0%,2.0%,3.1%,0.5%,1.0%,-53.1%,-66.6%,-68.3%,-63.2%
Return on Equity,19.5%,23.4%,10.9%,15.5%,12.5%,10.7%,3.3%,-278.6%,,,2.6%,0.8%,1.4%,0.3%,-1.7%,1.6%,-279.6%,-7.0%,-12.0%,1.1%
Return on Total Capital,19.4%,23.4%,10.6%,15.5%,11.9%,9.9%,3.3%,-278.0%,,,8.6%,6.8%,3.3%,4.8%,0.9%,1.6%,-278.0%,-306.3%,-348.5%,-205.0%
SG&A to Sale,8.1%,4.6%,9.2%,9.7%,8.4%,9.4%,14.0%,13.8%,,,14.9%,16.6%,12.3%,18.4%,16.7%,12.0%,10.4%,10.2%,13.9%,6.8%
Depreciation & Amortisation,33.1,48.2,41.9,52.7,78.0,112.2,104.2,110.6,,,26.3,26.3,24.7,26.8,27.8,28.7,27.3,29.2,28.8,28.8
Tax Rate,7.4%,27.1%,32.2%,24.5%,19.9%,25.6%,38.9%,-1.6%,,,25.3%,36.9%,36.9%,57.8%,5.9%,30.7%,-0.2%,-6.7%,-0.6%,38.6%
Current Ratio,1.32,1.41,2.00,1.72,1.69,1.41,1.47,1.03,,,1.36,1.38,1.47,1.71,1.60,1.66,1.03,1.01,0.99,1.16
Quick Ratio,0.61,1.07,1.49,1.10,0.92,1.11,1.01,0.80,,,1.09,0.99,1.01,1.20,1.16,1.17,0.80,0.71,0.72,0.72
Days Inventory Outstanding,3.33,3.96,13.3,7.51,4.29,3.01,6.76,9.89,,,5.02,10.4,13.0,34.6,47.7,43.4,20.0,7.71,6.40,8.39
Days Sale Outstanding,152.5,131.8,162.0,154.5,167.1,220.7,266.9,288.5,,,214.0,240.3,266.9,332.7,357.5,319.0,288.5,247.2,214.8,228.2
Days Payable Outstanding,48.3,33.2,53.8,43.9,44.3,46.4,67.4,65.7,,,41.5,64.8,78.2,88.9,71.4,76.5,67.7,62.6,52.9,44.9
Cash Conversion Cycle,54.3,75.1,166.6,99.9,103.1,164.0,245.6,226.0,,,192.6,198.2,225.3,300.8,328.5,287.8,245.1,200.0,185.2,175.4
Debt to Asset Ratio,0.66,0.60,0.42,0.48,0.47,0.46,0.40,0.77,,,0.43,0.43,0.40,0.39,0.42,0.41,0.77,0.80,0.80,0.73
Debt to Equity Ratio,2.06,1.55,0.71,0.91,0.88,0.86,0.66,3.21,,,0.73,0.73,0.66,0.62,0.71,0.67,3.21,3.78,3.93,2.68
Interest Coverage Ratio,43.3,58.8,50.9,84.1,77.7,25.3,14.2,,,,24.4,11.3,25.9,9.42,,13.5,,,,3.16
Cash and Short Term Investments,780.4,149.4,195.6,606.7,"1,289",109.4,336.4,82.3,,,260.5,361.9,336.4,171.7,115.1,55.5,82.3,322.3,138.8,430.2
"Total Receivables, Net",940.2,"1,566","1,116","1,322","1,806","2,258","1,780","1,821",,,"2,098","1,913","1,780","1,779","1,953","1,891","1,821","1,784","1,658","1,953"
Total Inventory,0.061,83.4,69.7,34.8,41.5,7.12,61.8,65.7,,,55.5,70.4,61.8,194.4,202.4,192.4,65.7,51.0,53.0,100.5
Total Current Assets,"2,038","2,065","1,498","2,064","3,316","2,874","2,599","2,342",,,"2,605","2,673","2,599","2,535","2,699","2,679","2,342","2,531","2,280","3,159"
"Property/Plant/Equipment, Total - Net",117.9,250.3,325.4,455.0,706.7,726.6,684.7,641.0,,,704.7,690.0,684.7,666.3,644.7,650.0,641.0,637.8,622.0,614.1
Total Assets,"2,378","2,503","1,977","2,631","4,572","5,003","4,598","3,056",,,"4,690","4,726","4,598","4,503","4,649","4,623","3,056","3,244","2,979","3,844"
Accounts Payable,332.3,367.9,253.4,357.3,429.2,319.9,367.3,478.9,,,354.2,429.1,367.3,291.3,302.5,393.1,478.9,467.2,391.8,430.1
Accrued Expenses,31.9,70.7,78.7,146.4,109.6,126.0,74.2,248.6,,,69.4,82.0,74.2,49.9,73.0,78.9,248.6,176.4,263.8,36.3
Debt Due,6.64,45.8,53.1,26.1,12.5,217.1,411.6,765.8,,,466.0,452.4,411.6,168.7,366.7,284.4,765.8,752.2,630.4,659.7
Total Current Liabilities,"1,542","1,470",749.4,"1,203","1,966","2,043","1,767","2,275",,,"1,920","1,935","1,767","1,483","1,687","1,616","2,275","2,509","2,306","2,726"
Long Term Debt,0.68,0.34,30.6,4.50,131.1,217.2,5.98,1.77,,,10.6,7.26,5.98,183.9,183.0,182.1,1.77,0.68,,
Total Liabilities,"1,581","1,513",823.1,"1,253","2,151","2,319","1,843","2,353",,,"1,994","2,009","1,843","1,737","1,942","1,874","2,353","2,588","2,397","2,821"
Common Stock,333.6,336.6,408.3,411.3,565.3,642.0,733.7,770.4,,,733.7,733.7,733.7,733.7,770.4,770.4,770.4,770.4,770.4,"1,198"
