,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,6.25,5.38,4.28,2.90,,,5.38,4.90,4.83,4.62,4.26,3.93,3.55,3.25,2.59,2.06
Earnings per Share,-0.014,0.006,0.027,0.011,0.011,0.005,0.18,0.20,,,0.045,0.045,0.039,0.031,0.033,0.066,0.070,0.032,0.002,0.027
Revenue per Share,0.25,0.29,0.35,0.30,0.33,1.14,1.85,2.14,,,0.51,0.47,0.43,0.39,0.31,0.52,0.92,0.64,0.43,0.46
Dividend per Share,0.00,0.00,0.00,,0.050,0.00,0.060,0.19,,,,,0.060,,,0.11,0.080,,,
Capital Expenditures per Share,0.017,0.008,0.031,0.020,0.078,0.010,0.043,0.13,,,0.010,0.009,0.022,0.022,0.054,0.006,0.048,0.028,0.028,0.047
Book Value per Share,0.036,0.043,0.10,0.12,0.22,1.29,3.35,3.38,,,3.05,3.30,3.35,3.38,3.35,3.42,3.38,3.41,3.33,3.36
Price to Earnings Ratio,,,,,,"1,030",26.4,18.0,,,126.9,31.8,25.6,28.3,27.4,20.4,18.0,14.9,14.0,15.0
Price to Book Value Ratio,,,,,,3.75,1.43,0.94,,,1.53,1.46,1.43,1.26,1.25,0.67,0.94,0.85,0.58,0.56
EV to EBITDA,,,,,0.00,471.0,26.9,21.6,,,41.7,21.1,26.9,38.7,40.8,39.1,21.6,17.5,15.2,13.6
Dividend Payout Ratio,0.0%,0.0%,0.0%,,454.1%,0.0%,34.2%,94.7%,,,,,33.1%,,,65.0%,40.0%,,,
Common Shares Outstanding,"1,181","1,181","1,181","1,181","1,181","1,181","1,381","1,381",,,"1,233","1,381","1,381","1,381","1,381","1,381","1,381","1,381","1,381","1,381"
Total Revenue,300.5,347.2,407.6,358.0,395.3,"1,348","2,558","2,955",,,633.0,654.4,588.2,536.6,429.6,715.0,"1,274",885.5,594.1,640.3
"Cost of Revenue, Total",209.6,222.7,270.9,234.2,264.3,936.1,"1,758","1,904",,,440.1,441.9,416.1,352.7,298.0,450.5,803.0,574.2,409.1,367.5
Gross Profit,90.9,124.5,136.7,123.8,131.0,412.3,799.2,"1,051",,,192.9,212.5,172.1,183.8,131.6,264.5,471.1,311.3,185.0,272.8
"Selling/General/Administrative Expenses, Total",107.6,118.0,104.3,107.8,120.8,399.4,568.4,692.3,,,135.4,145.1,142.8,148.9,110.7,153.3,279.4,183.5,162.0,204.5
Operating Income,-12.9,16.2,38.9,25.6,17.0,12.9,230.8,358.8,,,57.6,67.4,29.3,34.9,20.9,111.3,191.8,127.8,23.0,68.2
Net Income,-16.9,6.50,31.5,12.7,13.0,46.3,223.5,276.9,,,53.2,56.0,54.0,43.7,45.0,91.2,96.9,44.0,2.54,37.4
EBITDA,-0.39,30.2,54.2,42.4,36.7,17.7,274.3,406.4,,,68.9,79.5,38.7,47.8,33.5,124.1,203.6,138.7,35.5,89.8
Gross Profit Margin,30.2%,35.9%,33.5%,34.6%,33.1%,30.6%,31.2%,35.6%,,,30.5%,32.5%,29.3%,34.3%,30.6%,37.0%,37.0%,35.2%,31.1%,42.6%
Operating Margin,-4.3%,4.7%,9.5%,7.1%,4.3%,1.0%,9.0%,12.1%,,,9.1%,10.3%,5.0%,6.5%,4.9%,15.6%,15.0%,14.4%,3.9%,10.7%
Net Profit Margin,-5.6%,1.9%,7.7%,3.6%,3.3%,3.4%,8.7%,9.4%,,,8.4%,8.6%,9.2%,8.1%,10.5%,12.8%,7.6%,5.0%,0.4%,5.8%
Return on Assets,-9.3%,3.3%,13.1%,4.9%,4.4%,1.6%,2.9%,2.5%,,,2.1%,3.6%,2.5%,2.1%,1.9%,2.0%,2.3%,2.2%,1.9%,1.4%
Return on Equity,-39.9%,12.7%,25.7%,9.0%,5.0%,3.0%,4.8%,5.9%,,,1.4%,1.2%,1.2%,0.9%,1.0%,1.9%,2.1%,0.9%,0.1%,0.8%
Return on Total Capital,-35.2%,12.5%,24.3%,8.7%,5.0%,1.4%,3.7%,3.3%,,,3.0%,5.1%,3.7%,3.2%,2.6%,2.7%,3.3%,3.6%,3.7%,2.3%
SG&A to Sale,35.8%,34.0%,25.6%,30.1%,30.6%,29.6%,22.2%,23.4%,,,21.4%,22.2%,24.3%,27.8%,25.8%,21.4%,21.9%,20.7%,27.3%,31.9%
Depreciation & Amortisation,12.1,13.5,14.7,16.2,19.1,4.79,43.5,47.5,,,11.3,12.1,9.39,12.9,12.6,12.8,11.8,10.9,12.4,21.6
Tax Rate,-3.5%,56.3%,18.2%,27.7%,19.7%,27.2%,19.0%,18.5%,,,20.6%,18.5%,7.5%,26.5%,-1.1%,21.7%,19.1%,20.2%,20.3%,20.9%
Current Ratio,0.60,0.73,0.99,1.08,1.70,2.95,1.80,2.99,,,2.25,2.38,1.80,2.41,2.65,4.14,2.99,2.20,1.73,2.01
Quick Ratio,0.34,0.50,0.57,0.24,0.47,0.27,0.084,0.082,,,0.21,0.20,0.084,0.12,0.093,0.13,0.082,0.072,0.062,0.054
Days Inventory Outstanding,44.4,41.2,30.5,29.9,30.8,757.6,884.4,"1,253",,,918.9,808.1,931.0,"1,053","1,498","1,858","1,566","1,480","1,448","1,515"
Days Sale Outstanding,51.0,26.7,24.7,24.0,31.5,114.5,42.3,34.2,,,78.9,69.5,42.3,44.9,54.8,46.4,34.2,36.0,36.1,32.4
Days Payable Outstanding,137.0,85.6,41.0,71.6,91.6,28.3,36.1,58.0,,,29.8,28.9,44.2,50.9,49.7,54.8,53.0,45.7,31.6,34.4
Cash Conversion Cycle,-41.6,34.4,6.90,-32.7,-47.4,792.4,877.9,"1,226",,,962.9,846.0,932.2,"1,058","1,494","1,853","1,538","1,478","1,453","1,512"
Debt to Asset Ratio,0.77,0.76,0.54,0.43,0.25,0.70,0.52,0.62,,,0.51,0.45,0.52,0.51,0.60,0.58,0.62,0.61,0.61,0.65
Debt to Equity Ratio,3.29,3.17,1.17,0.77,0.34,2.51,1.09,1.64,,,1.05,0.84,1.09,1.05,1.51,1.39,1.64,1.60,1.59,1.92
Interest Coverage Ratio,,,,,,0.35,13.5,22.5,,,16.6,8.14,15.3,15.9,9.21,20.9,31.3,3.69,0.87,2.83
Cash and Short Term Investments,3.06,53.2,46.4,17.9,51.1,92.3,991.7,"1,104",,,475.7,908.8,991.7,513.1,"1,154",482.4,"1,104",617.5,179.5,"1,769"
"Total Receivables, Net",42.0,25.4,27.6,23.5,34.2,422.9,296.5,276.8,,,488.8,528.1,296.5,297.0,331.5,288.4,276.8,326.3,343.1,301.2
Total Inventory,25.5,24.7,20.5,17.8,26.7,"3,859","4,662","8,411",,,"3,944","4,338","4,662","4,864","7,517","7,927","8,411","8,824","8,921","8,960"
Total Current Assets,77.9,114.9,128.6,104.4,135.6,"4,574","6,393","10,052",,,"5,209","6,233","6,393","6,155","9,413","9,028","10,052","10,003","9,667","11,254"
"Property/Plant/Equipment, Total - Net",87.0,81.2,118.9,126.2,191.8,28.2,356.4,503.2,,,328.0,334.1,356.4,379.4,433.2,431.5,503.2,508.4,535.2,542.4
Total Assets,181.9,213.6,265.8,249.5,347.7,"5,419","9,749","12,452",,,"7,818","8,475","9,749","9,624","11,690","11,354","12,452","12,414","12,123","13,745"
Accounts Payable,78.7,25.7,35.1,56.8,75.8,69.3,278.5,326.9,,,147.4,148.8,278.5,181.8,229.2,226.2,326.9,205.9,181.8,224.2
Accrued Expenses,,5.13,7.94,,,121.2,80.1,143.5,,,121.2,125.1,80.1,92.2,103.8,88.3,143.5,147.7,115.4,115.3
Debt Due,41.2,17.4,19.5,34.1,0.00,"1,130","1,360","2,051",,,"1,218","1,451","1,360","1,617","1,579","1,061","2,051","3,041","4,305","4,214"
Total Current Liabilities,129.4,157.1,129.5,96.7,79.9,"1,553","3,549","3,361",,,"2,311","2,617","3,549","2,554","3,558","2,180","3,361","4,544","5,574","5,592"
Long Term Debt,5.59,0.65,6.79,4.35,0.00,"1,745","1,464","3,760",,,"1,616","1,185","1,464","1,855","2,947","3,900","3,760","2,906","1,671","3,233"
Total Liabilities,139.5,162.4,143.1,108.3,88.4,"3,809","5,045","7,659",,,"3,963","3,838","5,045","4,889","6,986","6,561","7,659","7,542","7,340","8,919"
Common Stock,80.0,80.0,90.0,100.0,130.0,878.8,"1,381","1,381",,,878.8,878.8,"1,381","1,381","1,381","1,381","1,381","1,381","1,381","1,381"
Additional Paid-In Capital,,,30.0,56.1,141.2,461.9,"1,251","1,251",,,461.9,461.9,"1,251","1,251","1,251","1,251","1,251","1,251","1,251","1,251"
Retained Earnings (Accumulated Deficit),-37.3,-28.3,3.26,16.0,19.0,178.5,402.0,444.2,,,126.0,348.0,402.0,439.9,407.9,499.1,444.2,488.2,382.0,419.3
Shareholders' Equity,42.4,51.2,122.7,141.3,259.3,"1,519","4,623","4,665",,,"3,766","4,551","4,623","4,661","4,629","4,720","4,665","4,710","4,603","4,641"
Cash from Operating Activities,2.39,54.8,32.0,-19.3,47.9,-750.7,411.5,"-2,621",,,-3.11,-80.1,334.6,"-1,094",-280.1,-890.0,-356.8,-581.6,-316.8,186.3
Cash from Investing Activities,-20.8,-15.0,-36.4,-23.6,-84.9,-16.9,-418.1,-5.47,,,-14.2,-14.3,-382.5,-32.5,-49.3,-214.3,290.6,-38.0,-37.6,-64.5
Cash from Financing Activities,4.74,10.9,-1.34,15.0,66.7,724.1,905.9,"2,738",,,341.2,527.5,166.4,647.8,970.2,432.9,687.6,133.3,-83.6,"1,403"
Net Change in Cash,-13.6,50.7,-5.77,-27.9,29.7,-43.5,899.3,112.2,,,323.9,433.1,82.8,-478.5,640.7,-671.4,621.4,-486.3,-438.0,"1,525"
Free Cashflows,-17.9,45.0,-4.66,-42.4,-44.4,-762.0,352.4,"-2,800",,,-15.8,-92.7,303.9,"-1,124",-354.4,-898.3,-422.7,-620.0,-355.2,122.0
Free Cashflow per Share,-0.015,0.038,-0.004,-0.036,-0.038,-0.65,0.26,-2.03,,,-0.013,-0.067,0.22,-0.81,-0.26,-0.65,-0.31,-0.45,-0.26,0.088
