,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.70,1.51,1.86,1.98,1.54,1.78,1.87,1.82,1.58,,1.87,1.86,1.83,1.96,1.89,1.76,1.66,1.68,1.63,1.44
Earnings per Share,0.045,0.035,0.13,0.10,0.060,0.18,0.097,0.066,0.098,,0.009,0.019,0.016,0.028,0.009,0.010,0.015,0.065,0.006,0.004
Revenue per Share,0.16,0.19,0.21,0.21,0.19,0.26,0.35,0.46,0.39,,0.18,0.11,0.11,0.065,0.13,0.086,0.082,0.093,0.060,0.070
Dividend per Share,,0.020,0.030,0.040,0.090,0.070,0.080,0.090,0.090,,,,,0.090,,,,0.090,,
Capital Expenditures per Share,0.073,0.052,0.029,0.018,0.042,0.048,0.054,0.016,0.044,,0.004,0.005,0.006,0.000,0.003,0.003,0.005,0.034,0.001,0.001
Book Value per Share,1.47,1.51,2.27,2.31,2.31,2.43,2.60,2.60,2.69,,2.61,2.55,2.57,2.60,2.63,2.57,2.58,2.69,2.70,2.61
Price to Earnings Ratio,18.1,19.2,15.4,15.8,25.8,8.90,19.5,30.2,16.2,,23.4,22.5,35.3,27.8,25.9,27.4,26.7,16.0,15.5,14.3
Price to Book Value Ratio,0.46,0.48,0.67,0.81,0.68,0.67,0.70,0.71,0.64,,0.69,0.70,0.72,0.71,0.68,0.59,0.61,0.64,0.54,0.51
EV to EBITDA,21.7,18.3,33.7,29.9,41.3,28.2,50.2,30.6,21.1,,44.6,35.3,28.7,30.6,28.6,27.8,24.2,21.1,25.2,24.1
Dividend Payout Ratio,,57.3%,24.0%,39.3%,150.7%,39.7%,82.8%,136.0%,92.2%,,,,,125.2%,,,,91.4%,,
Common Shares Outstanding,"17,794","17,794","17,795","20,662","19,489","19,507","18,596","18,596","17,374",,"18,596","18,596","18,596","18,596","17,703","17,374","17,374","17,374","17,374","17,374"
Total Revenue,"2,873","3,354","3,727","4,341","3,689","5,043","6,565","8,474","6,829",,"3,309","1,961","1,998","1,206","2,302","1,494","1,424","1,609","1,050","1,218"
"Cost of Revenue, Total","1,661","2,029","2,157","2,896","1,972","2,854","4,403","5,589","3,823",,"2,587","1,112","1,257",632.9,"1,497",669.0,702.6,954.2,422.3,555.4
Gross Profit,"1,212","1,325","1,571","1,446","1,717","2,189","2,162","2,884","3,006",,722.0,848.5,740.6,573.2,805.0,824.6,721.6,654.4,627.4,662.2
"Selling/General/Administrative Expenses, Total",910.2,955.4,"1,036","1,018","1,583","1,649","1,868","1,927","1,813",,573.0,477.3,460.9,416.1,527.1,563.7,284.8,437.1,421.1,416.2
Operating Income,673.1,"1,267",725.1,"1,039",175.0,651.4,409.7,"1,078","1,341",,206.6,603.9,342.3,-74.4,314.2,305.8,466.4,253.9,239.2,275.6
Net Income,794.2,621.2,"2,338","2,096","1,203","3,443","1,849","1,231","1,816",,172.6,383.4,321.9,353.0,161.9,164.9,276.5,"1,213",102.7,58.6
EBITDA,"1,156","1,792","1,289","1,615",798.9,"1,276",931.5,"1,680","1,649",,365.4,759.0,549.0,6.88,456.1,441.4,599.1,151.7,316.7,379.2
Gross Profit Margin,42.2%,39.5%,42.1%,33.3%,46.5%,43.4%,32.9%,34.0%,44.0%,,21.8%,43.3%,37.1%,47.5%,35.0%,55.2%,50.7%,40.7%,59.8%,54.4%
Operating Margin,23.4%,37.8%,19.5%,23.9%,4.7%,12.9%,6.2%,12.7%,19.6%,,6.2%,30.8%,17.1%,-6.2%,13.6%,20.5%,32.7%,15.8%,22.8%,22.6%
Net Profit Margin,27.6%,18.5%,62.7%,48.3%,32.6%,68.3%,28.2%,14.5%,26.6%,,5.2%,19.6%,16.1%,29.3%,7.0%,11.0%,19.4%,75.4%,9.8%,4.8%
Return on Assets,2.0%,1.6%,5.2%,4.0%,2.0%,5.4%,2.9%,1.9%,2.8%,,2.2%,2.4%,1.5%,1.9%,1.9%,1.6%,1.5%,2.9%,2.7%,2.6%
Return on Equity,3.0%,2.3%,5.8%,4.4%,2.7%,7.3%,3.8%,2.5%,3.9%,,0.4%,0.8%,0.7%,0.7%,0.3%,0.4%,0.6%,2.6%,0.2%,0.1%
Return on Total Capital,3.0%,2.3%,5.5%,4.4%,2.5%,6.7%,3.5%,2.4%,3.7%,,2.8%,3.0%,1.9%,2.4%,2.4%,2.2%,2.0%,3.7%,3.6%,3.4%
SG&A to Sale,31.7%,28.5%,27.8%,23.5%,42.9%,32.7%,28.4%,22.7%,26.5%,,17.3%,24.3%,23.1%,34.5%,22.9%,37.7%,20.0%,27.2%,40.1%,34.2%
Depreciation & Amortisation,482.8,525.1,564.4,576.7,623.9,624.9,521.8,602.0,308.0,,158.9,155.2,206.7,81.3,141.9,135.6,132.6,-102.2,77.5,103.6
Tax Rate,15.5%,18.4%,17.9%,12.0%,3.2%,5.7%,21.7%,25.8%,22.1%,,13.2%,5.4%,20.1%,48.3%,15.7%,10.3%,10.9%,29.2%,17.4%,13.9%
Current Ratio,0.48,0.50,2.48,3.69,4.29,8.08,5.27,5.76,2.64,,5.77,5.97,6.75,5.76,5.22,2.88,2.94,2.64,2.71,4.97
Quick Ratio,0.16,0.096,0.074,0.73,1.78,3.99,2.05,2.70,0.50,,3.15,3.33,4.03,2.70,3.04,1.05,0.59,0.50,0.50,1.50
Days Inventory Outstanding,289.5,213.3,"1,282","1,730","2,445","1,190",452.0,269.0,334.2,,235.7,150.2,183.2,181.6,198.1,269.1,408.6,378.3,545.0,561.8
Days Sale Outstanding,38.0,46.5,35.4,37.1,51.3,59.6,174.2,159.2,41.8,,166.7,152.3,201.3,159.2,198.3,159.6,49.3,41.8,58.8,54.0
Days Payable Outstanding,10.5,4.68,0.00,0.00,0.00,0.00,15.8,21.9,26.3,,23.2,18.9,18.6,17.9,21.4,20.2,25.8,26.1,28.8,24.5
Cash Conversion Cycle,315.2,252.9,"1,321","1,764","2,492","1,239",530.4,397.2,429.0,,358.0,286.2,360.0,338.3,368.3,435.8,490.5,397.5,577.1,594.7
Debt to Asset Ratio,0.20,0.18,0.20,0.13,0.17,0.12,0.14,0.14,0.15,,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.15
Debt to Equity Ratio,0.30,0.26,0.26,0.15,0.25,0.16,0.19,0.19,0.20,,0.19,0.18,0.18,0.19,0.19,0.20,0.19,0.20,0.20,0.20
Interest Coverage Ratio,4.70,18.8,6.05,4.31,1.55,3.48,2.57,7.00,8.70,,5.29,15.9,8.82,,8.16,7.86,12.3,6.50,6.24,7.17
Cash and Short Term Investments,"1,718","1,782","1,456","4,362","10,869","8,729","5,704","6,140","5,626",,"6,501","5,120","4,867","6,140","4,903","3,710","5,846","5,626","5,418","3,992"
"Total Receivables, Net",299.5,427.7,361.6,441.6,518.9,822.8,"3,134","3,695",781.6,,"4,080","4,127","4,459","3,695","4,057","3,060",867.4,781.6,898.4,784.4
Total Inventory,"1,290","1,082","14,071","13,374","13,038","5,576","5,329","2,910","4,092",,"3,093","2,874","2,653","2,910","1,974","4,007","3,833","4,092","4,114","3,996"
Total Current Assets,"3,475","3,375","15,950","18,289","24,604","15,332","14,482","13,002","10,660",,"13,976","12,385","12,222","13,002","11,164","11,007","10,746","10,660","10,644","8,944"
