,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.21,2.98,3.18,5.51,3.58,3.29,2.37,1.76,,,3.29,3.11,2.86,2.45,2.39,2.18,1.83,1.74,1.71,1.76
Earnings per Share,0.013,0.091,0.16,0.16,0.19,0.16,0.087,0.13,,,0.016,-0.003,0.079,-0.019,-0.033,0.15,0.029,0.013,0.15,-0.026
Revenue per Share,1.45,1.92,1.84,1.79,2.35,1.94,1.89,2.17,,,0.45,0.44,0.64,0.34,0.30,0.84,0.69,0.83,1.56,0.40
Dividend per Share,0.018,0.037,0.064,0.14,0.11,0.010,0.050,0.070,,,,,0.050,,,,0.070,,,
Capital Expenditures per Share,0.049,0.011,0.079,0.020,0.028,0.034,0.021,0.011,,,0.004,0.008,0.005,0.008,0.001,0.005,-0.002,0.002,0.003,0.003
Book Value per Share,3.62,3.69,3.42,3.51,3.56,3.51,3.60,3.68,,,3.51,3.51,3.60,3.58,3.50,3.65,3.68,3.69,3.77,3.74
Price to Earnings Ratio,143.6,25.7,13.9,38.9,17.7,19.5,30.6,13.3,,,,,30.6,32.2,87.1,11.3,13.3,9.86,4.80,10.2
Price to Book Value Ratio,0.51,0.63,0.68,1.17,0.92,0.91,0.69,0.48,,,0.88,0.80,0.69,0.64,0.61,0.46,0.48,0.45,0.43,0.46
EV to EBITDA,19.5,12.0,9.14,12.2,11.8,14.8,16.4,12.5,,,37.0,30.7,16.4,15.4,19.4,11.2,12.5,9.96,4.83,8.57
Dividend Payout Ratio,145.3%,40.4%,39.2%,88.5%,58.1%,6.4%,57.2%,54.8%,,,,,57.2%,,,,54.8%,,,
Common Shares Outstanding,490.0,490.0,641.8,641.8,641.8,641.8,641.8,641.8,,,641.8,641.8,641.8,641.8,641.8,641.8,641.8,641.8,641.8,641.8
Total Revenue,708.5,942.2,"1,181","1,150","1,509","1,247","1,212","1,394",,,291.7,283.3,411.5,218.2,191.9,540.9,443.4,529.7,"1,003",256.5
"Cost of Revenue, Total",485.9,638.2,769.6,756.1,"1,029",841.2,841.2,989.5,,,209.3,210.9,265.9,159.9,148.9,348.8,331.9,431.7,765.9,194.2
Gross Profit,222.7,304.0,411.7,394.0,480.0,405.7,370.8,404.8,,,82.4,72.4,145.6,58.3,43.0,192.1,111.4,98.0,237.0,62.3
"Selling/General/Administrative Expenses, Total",144.8,180.1,231.5,224.9,287.7,230.9,242.7,234.9,,,55.0,59.9,69.1,51.8,45.7,65.3,72.1,67.3,115.8,60.7
Operating Income,77.9,124.0,180.2,169.1,192.2,174.7,128.1,169.9,,,27.4,12.5,76.4,6.52,-2.68,126.7,39.3,30.8,135.8,1.63
Net Income,6.21,44.5,103.6,99.9,121.7,102.8,56.1,82.0,,,9.97,-1.77,50.7,-11.9,-21.1,96.7,18.3,8.24,94.6,-16.5
EBITDA,94.9,162.2,220.4,215.7,238.8,221.1,173.8,219.4,,,38.5,23.9,88.1,18.5,10.3,139.7,50.9,43.2,148.9,14.2
