,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,9.50,15.5,8.50,5.00,3.50,4.00,3.30,2.19,,,4.00,4.00,3.50,3.50,3.50,3.30,2.56,2.33,2.22,1.93
Earnings per Share,-0.18,0.59,0.21,-0.30,-0.056,-0.054,-0.17,-0.26,,,-0.029,-0.16,0.007,-0.048,-0.079,-0.10,-0.020,-0.081,0.034,-0.043
Revenue per Share,-0.22,-0.060,0.088,0.073,0.17,0.20,0.72,1.14,,,0.12,0.26,0.28,0.22,0.27,0.29,0.31,0.24,0.41,0.38
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Book Value per Share,0.51,1.38,2.49,2.83,3.46,3.36,3.16,3.04,,,3.32,3.17,3.16,3.11,3.08,3.06,3.04,2.99,3.01,2.95
Price to Earnings Ratio,,25.6,28.2,,,,,,,,,,,,,,,,,
Price to Book Value Ratio,3.89,16.0,2.41,1.77,0.87,0.89,0.95,0.73,,,0.90,0.95,0.95,0.96,0.97,0.84,0.73,0.69,0.68,0.58
EV to EBITDA,-4.60,-28.1,-105.6,-91.6,56.8,104.7,26.6,25.1,,,142.3,52.0,26.6,28.1,28.3,23.9,25.1,24.6,15.2,17.1
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,604.3,669.3,"1,806","3,613","5,614","5,614","5,614","5,614",,,"5,614","5,614","5,614","5,614","5,614","5,614","5,614","5,614","5,614","5,614"
Total Revenue,-132.4,-40.2,159.0,264.1,962.6,"1,099","4,029","6,427",,,668.8,"1,461","1,567","1,241","1,540","1,636","1,756","1,325","2,310","2,133"
"Cost of Revenue, Total",50.8,56.7,146.5,196.4,383.7,366.5,"1,466","2,431",,,235.9,535.6,589.4,489.6,586.3,596.0,679.9,581.5,799.3,873.9
Gross Profit,-183.1,-96.8,12.5,67.7,578.9,732.6,"2,562","3,996",,,433.0,925.2,977.4,751.1,953.4,"1,040","1,076",743.6,"1,511","1,259"
"Selling/General/Administrative Expenses, Total",276.9,170.4,203.1,388.7,514.9,744.0,"1,997","3,214",,,471.2,641.2,711.2,661.2,957.5,688.2,969.9,748.7,925.3,"1,118"
Operating Income,-460.0,-263.0,-190.5,-321.0,-130.0,-225.5,112.5,99.0,,,-124.8,121.3,122.4,-53.5,-166.8,186.4,-77.0,-171.0,398.6,-59.0
Net Income,-108.3,376.5,295.8,-607.7,-276.9,-321.5,-974.8,-629.9,,,-162.7,-880.7,41.8,-51.0,-254.2,-389.6,92.4,-238.5,393.4,-40.0
EBITDA,-430.1,-231.7,-104.8,-200.5,86.0,-11.3,605.5,840.6,,,-38.3,284.0,306.5,99.3,5.38,361.8,103.5,25.8,613.1,177.1
Gross Profit Margin,138.4%,241.1%,7.9%,25.6%,60.1%,66.7%,63.6%,62.2%,,,64.7%,63.3%,62.4%,60.5%,61.9%,63.6%,61.3%,56.1%,65.4%,59.0%
Operating Margin,347.5%,655.0%,-119.8%,-121.6%,-13.5%,-20.5%,2.8%,1.5%,,,-18.7%,8.3%,7.8%,-4.3%,-10.8%,11.4%,-4.4%,-12.9%,17.3%,-2.8%
Net Profit Margin,81.8%,-937.5%,186.0%,-230.1%,-28.8%,-29.3%,-24.2%,-9.8%,,,-24.3%,-60.3%,2.7%,-4.1%,-16.5%,-23.8%,5.3%,-18.0%,17.0%,-1.9%
